"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_026_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",40
2009 ,"'L0 - Social Studies: any area of study' ","'21 and over' ","'Women' ",60
2009 ,"'L1 - Economics' ","'17 and under' ","'Men' ",90
2009 ,"'L1 - Economics' ","'17 and under' ","'Women' ",80
2009 ,"'L1 - Economics' ","'18' ","'Men' ",2980
2009 ,"'L1 - Economics' ","'18' ","'Women' ",1285
2009 ,"'L1 - Economics' ","'19' ","'Men' ",1120
2009 ,"'L1 - Economics' ","'19' ","'Women' ",510
2009 ,"'L1 - Economics' ","'20' ","'Men' ",330
2009 ,"'L1 - Economics' ","'20' ","'Women' ",165
2009 ,"'L1 - Economics' ","'21 and over' ","'Men' ",345
2009 ,"'L1 - Economics' ","'21 and over' ","'Women' ",150
2009 ,"'L2 - Politics' ","'17 and under' ","'Men' ",40
2009 ,"'L2 - Politics' ","'17 and under' ","'Women' ",70
2009 ,"'L2 - Politics' ","'18' ","'Men' ",1620
2009 ,"'L2 - Politics' ","'18' ","'Women' ",1265
2009 ,"'L2 - Politics' ","'19' ","'Men' ",635
2009 ,"'L2 - Politics' ","'19' ","'Women' ",495
2009 ,"'L2 - Politics' ","'20' ","'Men' ",215
2009 ,"'L2 - Politics' ","'20' ","'Women' ",165
2009 ,"'L2 - Politics' ","'21 and over' ","'Men' ",495
2009 ,"'L2 - Politics' ","'21 and over' ","'Women' ",255
2009 ,"'L3 - Sociology' ","'17 and under' ","'Men' ",5
2009 ,"'L3 - Sociology' ","'17 and under' ","'Women' ",30
2009 ,"'L3 - Sociology' ","'18' ","'Men' ",535
2009 ,"'L3 - Sociology' ","'18' ","'Women' ",1955
2009 ,"'L3 - Sociology' ","'19' ","'Men' ",320
2009 ,"'L3 - Sociology' ","'19' ","'Women' ",745
2009 ,"'L3 - Sociology' ","'20' ","'Men' ",120
2009 ,"'L3 - Sociology' ","'20' ","'Women' ",275
2009 ,"'L3 - Sociology' ","'21 and over' ","'Men' ",315
2009 ,"'L3 - Sociology' ","'21 and over' ","'Women' ",710
2009 ,"'L4 - Social Policy' ","'18' ","'Men' ",250
2009 ,"'L4 - Social Policy' ","'18' ","'Women' ",350
2009 ,"'L4 - Social Policy' ","'19' ","'Men' ",145
2009 ,"'L4 - Social Policy' ","'19' ","'Women' ",140
2009 ,"'L4 - Social Policy' ","'20' ","'Men' ",65
2009 ,"'L4 - Social Policy' ","'20' ","'Women' ",65
2009 ,"'L4 - Social Policy' ","'21 and over' ","'Men' ",130
2009 ,"'L4 - Social Policy' ","'21 and over' ","'Women' ",280
2009 ,"'L5 - Social Work' ","'17 and under' ","'Men' ",5
2009 ,"'L5 - Social Work' ","'17 and under' ","'Women' ",15
2009 ,"'L5 - Social Work' ","'18' ","'Men' ",125
2009 ,"'L5 - Social Work' ","'18' ","'Women' ",1690
2009 ,"'L5 - Social Work' ","'19' ","'Men' ",120
2009 ,"'L5 - Social Work' ","'19' ","'Women' ",955
2009 ,"'L5 - Social Work' ","'20' ","'Men' ",100
2009 ,"'L5 - Social Work' ","'20' ","'Women' ",580
2009 ,"'L5 - Social Work' ","'21 and over' ","'Men' ",1245
2009 ,"'L5 - Social Work' ","'21 and over' ","'Women' ",5860
2009 ,"'L6 - Anthropology' ","'17 and under' ","'Women' ",10
2009 ,"'L6 - Anthropology' ","'18' ","'Men' ",70
2009 ,"'L6 - Anthropology' ","'18' ","'Women' ",245
2009 ,"'L6 - Anthropology' ","'19' ","'Men' ",50
2009 ,"'L6 - Anthropology' ","'19' ","'Women' ",125
2009 ,"'L6 - Anthropology' ","'20' ","'Men' ",20
2009 ,"'L6 - Anthropology' ","'20' ","'Women' ",40
2009 ,"'L6 - Anthropology' ","'21 and over' ","'Men' ",45
2009 ,"'L6 - Anthropology' ","'21 and over' ","'Women' ",80
2009 ,"'L7 - Human and Social Geography' ","'17 and under' ","'Men' ",10
2009 ,"'L7 - Human and Social Geography' ","'17 and under' ","'Women' ",10
2009 ,"'L7 - Human and Social Geography' ","'18' ","'Men' ",980
2009 ,"'L7 - Human and Social Geography' ","'18' ","'Women' ",1105
2009 ,"'L7 - Human and Social Geography' ","'19' ","'Men' ",230
2009 ,"'L7 - Human and Social Geography' ","'19' ","'Women' ",195
2009 ,"'L7 - Human and Social Geography' ","'20' ","'Men' ",40
2009 ,"'L7 - Human and Social Geography' ","'20' ","'Women' ",35
2009 ,"'L7 - Human and Social Geography' ","'21 and over' ","'Men' ",60
2009 ,"'L7 - Human and Social Geography' ","'21 and over' ","'Women' ",50
2009 ,"'L9 - Others in Social Studies' ","'17 and under' ","'Women' ",5
2009 ,"'L9 - Others in Social Studies' ","'18' ","'Men' ",65
2009 ,"'L9 - Others in Social Studies' ","'18' ","'Women' ",150
2009 ,"'L9 - Others in Social Studies' ","'19' ","'Men' ",40
2009 ,"'L9 - Others in Social Studies' ","'19' ","'Women' ",90
2009 ,"'L9 - Others in Social Studies' ","'20' ","'Men' ",25
2009 ,"'L9 - Others in Social Studies' ","'20' ","'Women' ",50
2009 ,"'L9 - Others in Social Studies' ","'21 and over' ","'Men' ",70
2009 ,"'L9 - Others in Social Studies' ","'21 and over' ","'Women' ",100
2009 ,"'LL - Combinations within Social Studies' ","'17 and under' ","'Men' ",25
2009 ,"'LL - Combinations within Social Studies' ","'17 and under' ","'Women' ",25
2009 ,"'LL - Combinations within Social Studies' ","'18' ","'Men' ",610
2009 ,"'LL - Combinations within Social Studies' ","'18' ","'Women' ",775
2009 ,"'LL - Combinations within Social Studies' ","'19' ","'Men' ",285
2009 ,"'LL - Combinations within Social Studies' ","'19' ","'Women' ",375
2009 ,"'LL - Combinations within Social Studies' ","'20' ","'Men' ",95
2009 ,"'LL - Combinations within Social Studies' ","'20' ","'Women' ",115
2009 ,"'LL - Combinations within Social Studies' ","'21 and over' ","'Men' ",195
2009 ,"'LL - Combinations within Social Studies' ","'21 and over' ","'Women' ",320
2009 ,"'M1 - Law by Area' ","'17 and under' ","'Men' ",95
2009 ,"'M1 - Law by Area' ","'17 and under' ","'Women' ",255
2009 ,"'M1 - Law by Area' ","'18' ","'Men' ",3395
2009 ,"'M1 - Law by Area' ","'18' ","'Women' ",6280
2009 ,"'M1 - Law by Area' ","'19' ","'Men' ",1155
2009 ,"'M1 - Law by Area' ","'19' ","'Women' ",1790
2009 ,"'M1 - Law by Area' ","'20' ","'Men' ",510
2009 ,"'M1 - Law by Area' ","'20' ","'Women' ",665
2009 ,"'M1 - Law by Area' ","'21 and over' ","'Men' ",1690
2009 ,"'M1 - Law by Area' ","'21 and over' ","'Women' ",1760
2009 ,"'M2 - Law by Topic' ","'17 and under' ","'Men' ",5
2009 ,"'M2 - Law by Topic' ","'17 and under' ","'Women' ",5
2009 ,"'M2 - Law by Topic' ","'18' ","'Men' ",175
2009 ,"'M2 - Law by Topic' ","'18' ","'Women' ",350
2009 ,"'M2 - Law by Topic' ","'19' ","'Men' ",85
2009 ,"'M2 - Law by Topic' ","'19' ","'Women' ",140
2009 ,"'M2 - Law by Topic' ","'20' ","'Men' ",40
2009 ,"'M2 - Law by Topic' ","'20' ","'Women' ",70
2009 ,"'M2 - Law by Topic' ","'21 and over' ","'Men' ",80
2009 ,"'M2 - Law by Topic' ","'21 and over' ","'Women' ",220
2009 ,"'M9 - Others in Law' ","'17 and under' ","'Men' ",5
2009 ,"'M9 - Others in Law' ","'17 and under' ","'Women' ",5
2009 ,"'M9 - Others in Law' ","'18' ","'Men' ",460
2009 ,"'M9 - Others in Law' ","'18' ","'Women' ",1035
2009 ,"'M9 - Others in Law' ","'19' ","'Men' ",190
2009 ,"'M9 - Others in Law' ","'19' ","'Women' ",320
2009 ,"'M9 - Others in Law' ","'20' ","'Men' ",85
2009 ,"'M9 - Others in Law' ","'20' ","'Women' ",125
2009 ,"'M9 - Others in Law' ","'21 and over' ","'Men' ",215
2009 ,"'M9 - Others in Law' ","'21 and over' ","'Women' ",400
2009 ,"'MM - Combinations within Law' ","'18' ","'Men' ",55
2009 ,"'MM - Combinations within Law' ","'18' ","'Women' ",180
2009 ,"'MM - Combinations within Law' ","'19' ","'Men' ",25
2009 ,"'MM - Combinations within Law' ","'19' ","'Women' ",60
2009 ,"'MM - Combinations within Law' ","'20' ","'Men' ",10
2009 ,"'MM - Combinations within Law' ","'20' ","'Women' ",20
2009 ,"'MM - Combinations within Law' ","'21 and over' ","'Men' ",25
2009 ,"'MM - Combinations within Law' ","'21 and over' ","'Women' ",50
2009 ,"'N1 - Business studies' ","'17 and under' ","'Men' ",75
2009 ,"'N1 - Business studies' ","'17 and under' ","'Women' ",75
2009 ,"'N1 - Business studies' ","'18' ","'Men' ",3110
2009 ,"'N1 - Business studies' ","'18' ","'Women' ",2450
2009 ,"'N1 - Business studies' ","'19' ","'Men' ",1570
2009 ,"'N1 - Business studies' ","'19' ","'Women' ",1025
2009 ,"'N1 - Business studies' ","'20' ","'Men' ",805
2009 ,"'N1 - Business studies' ","'20' ","'Women' ",550
2009 ,"'N1 - Business studies' ","'21 and over' ","'Men' ",1455
2009 ,"'N1 - Business studies' ","'21 and over' ","'Women' ",1285
2009 ,"'N2 - Management studies' ","'17 and under' ","'Men' ",105
2009 ,"'N2 - Management studies' ","'17 and under' ","'Women' ",120
2009 ,"'N2 - Management studies' ","'18' ","'Men' ",2815
2009 ,"'N2 - Management studies' ","'18' ","'Women' ",2245
2009 ,"'N2 - Management studies' ","'19' ","'Men' ",1605
2009 ,"'N2 - Management studies' ","'19' ","'Women' ",1085
2009 ,"'N2 - Management studies' ","'20' ","'Men' ",720
2009 ,"'N2 - Management studies' ","'20' ","'Women' ",610
2009 ,"'N2 - Management studies' ","'21 and over' ","'Men' ",1495
2009 ,"'N2 - Management studies' ","'21 and over' ","'Women' ",1045
2009 ,"'N3 - Finance' ","'17 and under' ","'Men' ",15
2009 ,"'N3 - Finance' ","'17 and under' ","'Women' ",15
2009 ,"'N3 - Finance' ","'18' ","'Men' ",340
2009 ,"'N3 - Finance' ","'18' ","'Women' ",180
2009 ,"'N3 - Finance' ","'19' ","'Men' ",185
2009 ,"'N3 - Finance' ","'19' ","'Women' ",95
2009 ,"'N3 - Finance' ","'20' ","'Men' ",110
2009 ,"'N3 - Finance' ","'20' ","'Women' ",80
2009 ,"'N3 - Finance' ","'21 and over' ","'Men' ",205
2009 ,"'N3 - Finance' ","'21 and over' ","'Women' ",105
2009 ,"'N4 - Accounting' ","'17 and under' ","'Men' ",35
2009 ,"'N4 - Accounting' ","'17 and under' ","'Women' ",65
2009 ,"'N4 - Accounting' ","'18' ","'Men' ",1585
2009 ,"'N4 - Accounting' ","'18' ","'Women' ",1200
2009 ,"'N4 - Accounting' ","'19' ","'Men' ",685
2009 ,"'N4 - Accounting' ","'19' ","'Women' ",490
2009 ,"'N4 - Accounting' ","'20' ","'Men' ",370
2009 ,"'N4 - Accounting' ","'20' ","'Women' ",325
2009 ,"'N4 - Accounting' ","'21 and over' ","'Men' ",770
2009 ,"'N4 - Accounting' ","'21 and over' ","'Women' ",740
2009 ,"'N5 - Marketing' ","'17 and under' ","'Men' ",10
2009 ,"'N5 - Marketing' ","'17 and under' ","'Women' ",15
2009 ,"'N5 - Marketing' ","'18' ","'Men' ",660
2009 ,"'N5 - Marketing' ","'18' ","'Women' ",1170
2009 ,"'N5 - Marketing' ","'19' ","'Men' ",425
2009 ,"'N5 - Marketing' ","'19' ","'Women' ",550
2009 ,"'N5 - Marketing' ","'20' ","'Men' ",215
2009 ,"'N5 - Marketing' ","'20' ","'Women' ",280
2009 ,"'N5 - Marketing' ","'21 and over' ","'Men' ",385
2009 ,"'N5 - Marketing' ","'21 and over' ","'Women' ",375
2009 ,"'N6 - Human Resource Management' ","'17 and under' ","'Men' ",5
2009 ,"'N6 - Human Resource Management' ","'17 and under' ","'Women' ",5
2009 ,"'N6 - Human Resource Management' ","'18' ","'Men' ",55
2009 ,"'N6 - Human Resource Management' ","'18' ","'Women' ",200
2009 ,"'N6 - Human Resource Management' ","'19' ","'Men' ",40
2009 ,"'N6 - Human Resource Management' ","'19' ","'Women' ",95
2009 ,"'N6 - Human Resource Management' ","'20' ","'Men' ",30
2009 ,"'N6 - Human Resource Management' ","'20' ","'Women' ",30
2009 ,"'N6 - Human Resource Management' ","'21 and over' ","'Men' ",80
2009 ,"'N6 - Human Resource Management' ","'21 and over' ","'Women' ",155
2009 ,"'N7 - Office Skills' ","'18' ","'Men' ",5
2009 ,"'N7 - Office Skills' ","'19' ","'Men' ",5
2009 ,"'N7 - Office Skills' ","'21 and over' ","'Men' ",5
2009 ,"'N7 - Office Skills' ","'21 and over' ","'Women' ",5
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Men' ",20
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Women' ",30
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Men' ",930
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Women' ",2715
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Men' ",650
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Women' ",1370
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Men' ",415
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Women' ",715
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Men' ",1050
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Women' ",1530
2009 ,"'N9 - Others in Business & Admin Studies' ","'17 and under' ","'Men' ",5
2009 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Men' ",90
2009 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Women' ",120
2009 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Men' ",70
2009 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Women' ",30
2009 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Men' ",45
2009 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Women' ",30
2009 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Men' ",115
2009 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Women' ",75
2009 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Men' ",65
2009 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Women' ",90
2009 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Men' ",3010
2009 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Women' ",2540
2009 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Men' ",1545
2009 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Women' ",1145
2009 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Men' ",730
2009 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Women' ",510
2009 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Men' ",1140
2009 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Women' ",990
2009 ,"'P1 - Information Services' ","'17 and under' ","'Women' ",5
2009 ,"'P1 - Information Services' ","'18' ","'Men' ",40
2009 ,"'P1 - Information Services' ","'18' ","'Women' ",25
2009 ,"'P1 - Information Services' ","'19' ","'Men' ",15
2009 ,"'P1 - Information Services' ","'19' ","'Women' ",30
2009 ,"'P1 - Information Services' ","'20' ","'Men' ",5
2009 ,"'P1 - Information Services' ","'20' ","'Women' ",10
2009 ,"'P1 - Information Services' ","'21 and over' ","'Men' ",15
2009 ,"'P1 - Information Services' ","'21 and over' ","'Women' ",15
2009 ,"'P2 - Publicity studies' ","'17 and under' ","'Women' ",5
2009 ,"'P2 - Publicity studies' ","'18' ","'Men' ",40
2009 ,"'P2 - Publicity studies' ","'18' ","'Women' ",240
2009 ,"'P2 - Publicity studies' ","'19' ","'Men' ",20
2009 ,"'P2 - Publicity studies' ","'19' ","'Women' ",85
2009 ,"'P2 - Publicity studies' ","'20' ","'Men' ",5
2009 ,"'P2 - Publicity studies' ","'20' ","'Women' ",40
2009 ,"'P2 - Publicity studies' ","'21 and over' ","'Men' ",35
2009 ,"'P2 - Publicity studies' ","'21 and over' ","'Women' ",50
2009 ,"'P3 - Media studies' ","'17 and under' ","'Men' ",5
2009 ,"'P3 - Media studies' ","'17 and under' ","'Women' ",15
2009 ,"'P3 - Media studies' ","'18' ","'Men' ",1245
2009 ,"'P3 - Media studies' ","'18' ","'Women' ",1505
2009 ,"'P3 - Media studies' ","'19' ","'Men' ",735
2009 ,"'P3 - Media studies' ","'19' ","'Women' ",615
2009 ,"'P3 - Media studies' ","'20' ","'Men' ",340
2009 ,"'P3 - Media studies' ","'20' ","'Women' ",230
2009 ,"'P3 - Media studies' ","'21 and over' ","'Men' ",555
2009 ,"'P3 - Media studies' ","'21 and over' ","'Women' ",305
2009 ,"'P4 - Publishing' ","'18' ","'Men' ",10
2009 ,"'P4 - Publishing' ","'18' ","'Women' ",50
2009 ,"'P4 - Publishing' ","'19' ","'Men' ",5
2009 ,"'P4 - Publishing' ","'19' ","'Women' ",20
2009 ,"'P4 - Publishing' ","'20' ","'Women' ",5
2009 ,"'P4 - Publishing' ","'21 and over' ","'Men' ",5
2009 ,"'P4 - Publishing' ","'21 and over' ","'Women' ",5
2009 ,"'P5 - Journalism' ","'17 and under' ","'Men' ",5
2009 ,"'P5 - Journalism' ","'17 and under' ","'Women' ",10
2009 ,"'P5 - Journalism' ","'18' ","'Men' ",755
2009 ,"'P5 - Journalism' ","'18' ","'Women' ",900
2009 ,"'P5 - Journalism' ","'19' ","'Men' ",245
2009 ,"'P5 - Journalism' ","'19' ","'Women' ",300
2009 ,"'P5 - Journalism' ","'20' ","'Men' ",110
2009 ,"'P5 - Journalism' ","'20' ","'Women' ",105
2009 ,"'P5 - Journalism' ","'21 and over' ","'Men' ",240
2009 ,"'P5 - Journalism' ","'21 and over' ","'Women' ",165
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'17 and under' ","'Women' ",10
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Men' ",90
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Women' ",305
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Men' ",50
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Women' ",115
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Men' ",20
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Women' ",50
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Men' ",65
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Women' ",100
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'17 and under' ","'Women' ",10
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Men' ",195
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Women' ",350
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Men' ",95
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Women' ",105
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Men' ",50
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Women' ",60
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Men' ",75
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Women' ",100
2009 ,"'Q1 - Linguistics' ","'18' ","'Men' ",80
2009 ,"'Q1 - Linguistics' ","'18' ","'Women' ",220
2009 ,"'Q1 - Linguistics' ","'19' ","'Men' ",30
2009 ,"'Q1 - Linguistics' ","'19' ","'Women' ",80
2009 ,"'Q1 - Linguistics' ","'20' ","'Men' ",10
2009 ,"'Q1 - Linguistics' ","'20' ","'Women' ",25
2009 ,"'Q1 - Linguistics' ","'21 and over' ","'Men' ",25
2009 ,"'Q1 - Linguistics' ","'21 and over' ","'Women' ",45
2009 ,"'Q2 - Comparative Literary studies' ","'17 and under' ","'Women' ",5
2009 ,"'Q2 - Comparative Literary studies' ","'18' ","'Men' ",25
2009 ,"'Q2 - Comparative Literary studies' ","'18' ","'Women' ",80
2009 ,"'Q2 - Comparative Literary studies' ","'19' ","'Men' ",5
2009 ,"'Q2 - Comparative Literary studies' ","'19' ","'Women' ",30
2009 ,"'Q2 - Comparative Literary studies' ","'20' ","'Men' ",5
2009 ,"'Q2 - Comparative Literary studies' ","'20' ","'Women' ",10
2009 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Men' ",10
2009 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Women' ",15
2009 ,"'Q3 - English studies' ","'17 and under' ","'Men' ",15
2009 ,"'Q3 - English studies' ","'17 and under' ","'Women' ",50
2009 ,"'Q3 - English studies' ","'18' ","'Men' ",1690
2009 ,"'Q3 - English studies' ","'18' ","'Women' ",4775
2009 ,"'Q3 - English studies' ","'19' ","'Men' ",620
2009 ,"'Q3 - English studies' ","'19' ","'Women' ",1370
2009 ,"'Q3 - English studies' ","'20' ","'Men' ",195
2009 ,"'Q3 - English studies' ","'20' ","'Women' ",355
2009 ,"'Q3 - English studies' ","'21 and over' ","'Men' ",430
2009 ,"'Q3 - English studies' ","'21 and over' ","'Women' ",800
2009 ,"'Q4 - Ancient Language studies' ","'18' ","'Women' ",10
2009 ,"'Q4 - Ancient Language studies' ","'19' ","'Women' ",5
2009 ,"'Q5 - Celtic studies' ","'18' ","'Men' ",25
2009 ,"'Q5 - Celtic studies' ","'18' ","'Women' ",75
2009 ,"'Q5 - Celtic studies' ","'19' ","'Men' ",5
2009 ,"'Q5 - Celtic studies' ","'19' ","'Women' ",10
2009 ,"'Q5 - Celtic studies' ","'20' ","'Women' ",5
2009 ,"'Q5 - Celtic studies' ","'21 and over' ","'Men' ",15
2009 ,"'Q5 - Celtic studies' ","'21 and over' ","'Women' ",20
2009 ,"'Q6 - Latin studies' ","'18' ","'Men' ",5
2009 ,"'Q6 - Latin studies' ","'18' ","'Women' ",5
2009 ,"'Q8 - Classical studies' ","'17 and under' ","'Men' ",5
2009 ,"'Q8 - Classical studies' ","'17 and under' ","'Women' ",5
2009 ,"'Q8 - Classical studies' ","'18' ","'Men' ",250
2009 ,"'Q8 - Classical studies' ","'18' ","'Women' ",405
2009 ,"'Q8 - Classical studies' ","'19' ","'Men' ",75
2009 ,"'Q8 - Classical studies' ","'19' ","'Women' ",85
2009 ,"'Q8 - Classical studies' ","'20' ","'Men' ",15
2009 ,"'Q8 - Classical studies' ","'20' ","'Women' ",20
2009 ,"'Q8 - Classical studies' ","'21 and over' ","'Men' ",25
2009 ,"'Q8 - Classical studies' ","'21 and over' ","'Women' ",15
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'18' ","'Women' ",15
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'19' ","'Women' ",10
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'20' ","'Women' ",5
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Men' ",5
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Women' ",20
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'17 and under' ","'Women' ",5
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Men' ",110
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Women' ",340
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Men' ",40
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Women' ",115
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Men' ",15
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Women' ",25
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'21 and over' ","'Men' ",35
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'21 and over' ","'Women' ",60
2009 ,"'R0 - European Langs,Lit & related: any area' ","'17 and under' ","'Women' ",5
2009 ,"'R0 - European Langs,Lit & related: any area' ","'18' ","'Men' ",20
2009 ,"'R0 - European Langs,Lit & related: any area' ","'18' ","'Women' ",45
2009 ,"'R0 - European Langs,Lit & related: any area' ","'19' ","'Men' ",5
2009 ,"'R0 - European Langs,Lit & related: any area' ","'19' ","'Women' ",15
2009 ,"'R0 - European Langs,Lit & related: any area' ","'20' ","'Men' ",5
2009 ,"'R0 - European Langs,Lit & related: any area' ","'21 and over' ","'Women' ",5
2009 ,"'R1 - French studies' ","'17 and under' ","'Men' ",5
2009 ,"'R1 - French studies' ","'17 and under' ","'Women' ",10
2009 ,"'R1 - French studies' ","'18' ","'Men' ",160
2009 ,"'R1 - French studies' ","'18' ","'Women' ",440
2009 ,"'R1 - French studies' ","'19' ","'Men' ",35
2009 ,"'R1 - French studies' ","'19' ","'Women' ",90
2009 ,"'R1 - French studies' ","'20' ","'Women' ",15
2009 ,"'R1 - French studies' ","'21 and over' ","'Men' ",10
2009 ,"'R1 - French studies' ","'21 and over' ","'Women' ",30
2009 ,"'R2 - German studies' ","'17 and under' ","'Women' ",5
2009 ,"'R2 - German studies' ","'18' ","'Men' ",80
2009 ,"'R2 - German studies' ","'18' ","'Women' ",135
2009 ,"'R2 - German studies' ","'19' ","'Men' ",15
2009 ,"'R2 - German studies' ","'19' ","'Women' ",25
2009 ,"'R2 - German studies' ","'20' ","'Men' ",5
2009 ,"'R2 - German studies' ","'20' ","'Women' ",10
2009 ,"'R2 - German studies' ","'21 and over' ","'Men' ",5
2009 ,"'R2 - German studies' ","'21 and over' ","'Women' ",5
2009 ,"'R3 - Italian studies' ","'18' ","'Men' ",10
2009 ,"'R3 - Italian studies' ","'18' ","'Women' ",25
2009 ,"'R3 - Italian studies' ","'19' ","'Men' ",10
2009 ,"'R3 - Italian studies' ","'19' ","'Women' ",15
2009 ,"'R3 - Italian studies' ","'21 and over' ","'Women' ",10
2009 ,"'R4 - Spanish studies' ","'18' ","'Men' ",55
2009 ,"'R4 - Spanish studies' ","'18' ","'Women' ",195
2009 ,"'R4 - Spanish studies' ","'19' ","'Men' ",25
2009 ,"'R4 - Spanish studies' ","'19' ","'Women' ",55
2009 ,"'R4 - Spanish studies' ","'20' ","'Men' ",5
2009 ,"'R4 - Spanish studies' ","'20' ","'Women' ",10
2009 ,"'R4 - Spanish studies' ","'21 and over' ","'Men' ",15
2009 ,"'R4 - Spanish studies' ","'21 and over' ","'Women' ",20
2009 ,"'R6 - Scandinavian studies' ","'19' ","'Women' ",5
2009 ,"'R7 - Russian and East European studies' ","'18' ","'Men' ",20
2009 ,"'R7 - Russian and East European studies' ","'18' ","'Women' ",30
2009 ,"'R7 - Russian and East European studies' ","'19' ","'Men' ",10
2009 ,"'R7 - Russian and East European studies' ","'19' ","'Women' ",20
2009 ,"'R7 - Russian and East European studies' ","'20' ","'Men' ",5
2009 ,"'R7 - Russian and East European studies' ","'20' ","'Women' ",5
2009 ,"'R7 - Russian and East European studies' ","'21 and over' ","'Men' ",5
2009 ,"'R7 - Russian and East European studies' ","'21 and over' ","'Women' ",10
2009 ,"'R8 - European studies' ","'18' ","'Men' ",65
2009 ,"'R8 - European studies' ","'18' ","'Women' ",130
2009 ,"'R8 - European studies' ","'19' ","'Men' ",10
2009 ,"'R8 - European studies' ","'19' ","'Women' ",20
