"Statistic:   Number of Acceptances"
"Variables:   Deferred Status , Applicant Domicile (High Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_003_07.pdf"
 
Cycle Year,Deferred Status , Applicant Domicile (High Level) , Acceptance Route,Number of Acceptances,
2006 ,"'Deferred' ","'England' ","'Firm choice' ",18950
2013 ,"'Deferred' ","'England' ","'Firm choice' ",16115
2013 ,"'Deferred' ","'England' ","'Insurance choice' ",2325
2013 ,"'Deferred' ","'England' ","'Other main scheme choice' ",420
2013 ,"'Deferred' ","'England' ","'Extra' ",175
2013 ,"'Deferred' ","'England' ","'Adjustment' ",25
2013 ,"'Deferred' ","'England' ","'Main scheme Clearing' ",870
2013 ,"'Deferred' ","'England' ","'Direct Clearing' ",175
2013 ,"'Deferred' ","'England' ","'RPA' ",145
2013 ,"'Deferred' ","'Northern Ireland' ","'Firm choice' ",320
2013 ,"'Deferred' ","'Northern Ireland' ","'Insurance choice' ",50
2013 ,"'Deferred' ","'Northern Ireland' ","'Other main scheme choice' ",5
2013 ,"'Deferred' ","'Northern Ireland' ","'Extra' ",5
2013 ,"'Deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2013 ,"'Deferred' ","'Scotland' ","'Firm choice' ",780
2013 ,"'Deferred' ","'Scotland' ","'Insurance choice' ",75
2013 ,"'Deferred' ","'Scotland' ","'Other main scheme choice' ",10
2013 ,"'Deferred' ","'Scotland' ","'Extra' ",5
2013 ,"'Deferred' ","'Scotland' ","'Main scheme Clearing' ",25
2013 ,"'Deferred' ","'Scotland' ","'Direct Clearing' ",5
2013 ,"'Deferred' ","'Wales' ","'Firm choice' ",580
2013 ,"'Deferred' ","'Wales' ","'Insurance choice' ",60
2013 ,"'Deferred' ","'Wales' ","'Other main scheme choice' ",15
2013 ,"'Deferred' ","'Wales' ","'Extra' ",5
2013 ,"'Deferred' ","'Wales' ","'Main scheme Clearing' ",35
2013 ,"'Deferred' ","'Wales' ","'Direct Clearing' ",5
2013 ,"'Deferred' ","'Wales' ","'RPA' ",10
2013 ,"'Not deferred' ","'England' ","'Firm choice' ",253305
2013 ,"'Not deferred' ","'England' ","'Insurance choice' ",21450
2013 ,"'Not deferred' ","'England' ","'Other main scheme choice' ",9060
2013 ,"'Not deferred' ","'England' ","'Extra' ",6015
2013 ,"'Not deferred' ","'England' ","'Adjustment' ",1030
2013 ,"'Not deferred' ","'England' ","'Main scheme Clearing' ",33450
2013 ,"'Not deferred' ","'England' ","'Direct Clearing' ",12540
2013 ,"'Not deferred' ","'England' ","'RPA' ",10800
2013 ,"'Not deferred' ","'Northern Ireland' ","'Firm choice' ",11135
2013 ,"'Not deferred' ","'Northern Ireland' ","'Insurance choice' ",1525
2013 ,"'Not deferred' ","'Northern Ireland' ","'Other main scheme choice' ",125
2013 ,"'Not deferred' ","'Northern Ireland' ","'Extra' ",210
2013 ,"'Not deferred' ","'Northern Ireland' ","'Adjustment' ",30
2013 ,"'Not deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",945
2013 ,"'Not deferred' ","'Northern Ireland' ","'Direct Clearing' ",160
2013 ,"'Not deferred' ","'Northern Ireland' ","'RPA' ",30
2013 ,"'Not deferred' ","'Scotland' ","'Firm choice' ",24475
2013 ,"'Not deferred' ","'Scotland' ","'Insurance choice' ",1505
2013 ,"'Not deferred' ","'Scotland' ","'Other main scheme choice' ",485
2013 ,"'Not deferred' ","'Scotland' ","'Extra' ",330
2013 ,"'Not deferred' ","'Scotland' ","'Adjustment' ",10
2013 ,"'Not deferred' ","'Scotland' ","'Main scheme Clearing' ",1295
2013 ,"'Not deferred' ","'Scotland' ","'Direct Clearing' ",225
2013 ,"'Not deferred' ","'Scotland' ","'RPA' ",2270
2013 ,"'Not deferred' ","'Wales' ","'Firm choice' ",14275
2013 ,"'Not deferred' ","'Wales' ","'Insurance choice' ",910
2013 ,"'Not deferred' ","'Wales' ","'Other main scheme choice' ",380
2013 ,"'Not deferred' ","'Wales' ","'Extra' ",290
2013 ,"'Not deferred' ","'Wales' ","'Adjustment' ",25
2013 ,"'Not deferred' ","'Wales' ","'Main scheme Clearing' ",1345
2013 ,"'Not deferred' ","'Wales' ","'Direct Clearing' ",620
2013 ,"'Not deferred' ","'Wales' ","'RPA' ",1115
2014 ,"'Deferred' ","'England' ","'Firm choice' ",16815
2014 ,"'Deferred' ","'England' ","'Insurance choice' ",2680
2014 ,"'Deferred' ","'England' ","'Other main scheme choice' ",450
2014 ,"'Deferred' ","'England' ","'Extra' ",210
2014 ,"'Deferred' ","'England' ","'Adjustment' ",20
2014 ,"'Deferred' ","'England' ","'Main scheme Clearing' ",1090
2014 ,"'Deferred' ","'England' ","'Direct Clearing' ",165
2014 ,"'Deferred' ","'England' ","'RPA' ",150
2014 ,"'Deferred' ","'Northern Ireland' ","'Firm choice' ",360
2014 ,"'Deferred' ","'Northern Ireland' ","'Insurance choice' ",60
2014 ,"'Deferred' ","'Northern Ireland' ","'Other main scheme choice' ",5
2014 ,"'Deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2014 ,"'Deferred' ","'Scotland' ","'Firm choice' ",845
2014 ,"'Deferred' ","'Scotland' ","'Insurance choice' ",80
2014 ,"'Deferred' ","'Scotland' ","'Other main scheme choice' ",20
2014 ,"'Deferred' ","'Scotland' ","'Extra' ",5
2014 ,"'Deferred' ","'Scotland' ","'Main scheme Clearing' ",25
2014 ,"'Deferred' ","'Scotland' ","'RPA' ",5
2014 ,"'Deferred' ","'Wales' ","'Firm choice' ",585
2014 ,"'Deferred' ","'Wales' ","'Insurance choice' ",70
2014 ,"'Deferred' ","'Wales' ","'Other main scheme choice' ",20
2014 ,"'Deferred' ","'Wales' ","'Extra' ",10
2014 ,"'Deferred' ","'Wales' ","'Main scheme Clearing' ",45
2014 ,"'Deferred' ","'Wales' ","'Direct Clearing' ",5
2014 ,"'Deferred' ","'Wales' ","'RPA' ",5
2014 ,"'Not deferred' ","'England' ","'Firm choice' ",257725
2014 ,"'Not deferred' ","'England' ","'Insurance choice' ",24475
2014 ,"'Not deferred' ","'England' ","'Other main scheme choice' ",8785
2014 ,"'Not deferred' ","'England' ","'Extra' ",5770
2014 ,"'Not deferred' ","'England' ","'Adjustment' ",950
2014 ,"'Not deferred' ","'England' ","'Main scheme Clearing' ",37890
2014 ,"'Not deferred' ","'England' ","'Direct Clearing' ",11620
2014 ,"'Not deferred' ","'England' ","'RPA' ",13710
2014 ,"'Not deferred' ","'Northern Ireland' ","'Firm choice' ",10975
2014 ,"'Not deferred' ","'Northern Ireland' ","'Insurance choice' ",1475
2014 ,"'Not deferred' ","'Northern Ireland' ","'Other main scheme choice' ",105
2014 ,"'Not deferred' ","'Northern Ireland' ","'Extra' ",185
2014 ,"'Not deferred' ","'Northern Ireland' ","'Adjustment' ",30
2014 ,"'Not deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",1030
2014 ,"'Not deferred' ","'Northern Ireland' ","'Direct Clearing' ",165
2014 ,"'Not deferred' ","'Northern Ireland' ","'RPA' ",35
2014 ,"'Not deferred' ","'Scotland' ","'Firm choice' ",25210
2014 ,"'Not deferred' ","'Scotland' ","'Insurance choice' ",1585
2014 ,"'Not deferred' ","'Scotland' ","'Other main scheme choice' ",470
2014 ,"'Not deferred' ","'Scotland' ","'Extra' ",345
2014 ,"'Not deferred' ","'Scotland' ","'Adjustment' ",10
2014 ,"'Not deferred' ","'Scotland' ","'Main scheme Clearing' ",1115
2014 ,"'Not deferred' ","'Scotland' ","'Direct Clearing' ",190
2014 ,"'Not deferred' ","'Scotland' ","'RPA' ",405
2014 ,"'Not deferred' ","'Wales' ","'Firm choice' ",14835
2014 ,"'Not deferred' ","'Wales' ","'Insurance choice' ",980
2014 ,"'Not deferred' ","'Wales' ","'Other main scheme choice' ",430
2014 ,"'Not deferred' ","'Wales' ","'Extra' ",275
2014 ,"'Not deferred' ","'Wales' ","'Adjustment' ",30
2014 ,"'Not deferred' ","'Wales' ","'Main scheme Clearing' ",1465
2014 ,"'Not deferred' ","'Wales' ","'Direct Clearing' ",580
2014 ,"'Not deferred' ","'Wales' ","'RPA' ",830
2015 ,"'Deferred' ","'England' ","'Firm choice' ",17825
2015 ,"'Deferred' ","'England' ","'Insurance choice' ",3000
2015 ,"'Deferred' ","'England' ","'Other main scheme choice' ",410
2015 ,"'Deferred' ","'England' ","'Extra' ",250
2015 ,"'Deferred' ","'England' ","'Adjustment' ",20
2015 ,"'Deferred' ","'England' ","'Main scheme Clearing' ",1035
2015 ,"'Deferred' ","'England' ","'Direct Clearing' ",175
2015 ,"'Deferred' ","'England' ","'RPA' ",150
2015 ,"'Deferred' ","'Northern Ireland' ","'Firm choice' ",315
2015 ,"'Deferred' ","'Northern Ireland' ","'Insurance choice' ",65
2015 ,"'Deferred' ","'Northern Ireland' ","'Other main scheme choice' ",5
2015 ,"'Deferred' ","'Northern Ireland' ","'Extra' ",5
2015 ,"'Deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2015 ,"'Deferred' ","'Northern Ireland' ","'Direct Clearing' ",5
2015 ,"'Deferred' ","'Scotland' ","'Firm choice' ",945
2015 ,"'Deferred' ","'Scotland' ","'Insurance choice' ",80
2015 ,"'Deferred' ","'Scotland' ","'Other main scheme choice' ",15
2015 ,"'Deferred' ","'Scotland' ","'Extra' ",5
2015 ,"'Deferred' ","'Scotland' ","'Main scheme Clearing' ",25
2015 ,"'Deferred' ","'Scotland' ","'Direct Clearing' ",10
2015 ,"'Deferred' ","'Scotland' ","'RPA' ",5
2015 ,"'Deferred' ","'Wales' ","'Firm choice' ",630
2015 ,"'Deferred' ","'Wales' ","'Insurance choice' ",100
2015 ,"'Deferred' ","'Wales' ","'Other main scheme choice' ",15
2015 ,"'Deferred' ","'Wales' ","'Extra' ",10
2015 ,"'Deferred' ","'Wales' ","'Main scheme Clearing' ",30
2015 ,"'Deferred' ","'Wales' ","'Direct Clearing' ",10
2015 ,"'Deferred' ","'Wales' ","'RPA' ",10
2015 ,"'Not deferred' ","'England' ","'Firm choice' ",263105
2015 ,"'Not deferred' ","'England' ","'Insurance choice' ",26095
2015 ,"'Not deferred' ","'England' ","'Other main scheme choice' ",8830
2015 ,"'Not deferred' ","'England' ","'Extra' ",5560
2015 ,"'Not deferred' ","'England' ","'Adjustment' ",940
2015 ,"'Not deferred' ","'England' ","'Main scheme Clearing' ",39395
2015 ,"'Not deferred' ","'England' ","'Direct Clearing' ",12825
2015 ,"'Not deferred' ","'England' ","'RPA' ",14770
2015 ,"'Not deferred' ","'Northern Ireland' ","'Firm choice' ",10610
2015 ,"'Not deferred' ","'Northern Ireland' ","'Insurance choice' ",1615
2015 ,"'Not deferred' ","'Northern Ireland' ","'Other main scheme choice' ",85
2015 ,"'Not deferred' ","'Northern Ireland' ","'Extra' ",170
2015 ,"'Not deferred' ","'Northern Ireland' ","'Adjustment' ",35
2015 ,"'Not deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",955
2015 ,"'Not deferred' ","'Northern Ireland' ","'Direct Clearing' ",95
2015 ,"'Not deferred' ","'Northern Ireland' ","'RPA' ",60
2015 ,"'Not deferred' ","'Scotland' ","'Firm choice' ",27345
2015 ,"'Not deferred' ","'Scotland' ","'Insurance choice' ",1590
2015 ,"'Not deferred' ","'Scotland' ","'Other main scheme choice' ",505
2015 ,"'Not deferred' ","'Scotland' ","'Extra' ",410
2015 ,"'Not deferred' ","'Scotland' ","'Adjustment' ",5
2015 ,"'Not deferred' ","'Scotland' ","'Main scheme Clearing' ",1415
2015 ,"'Not deferred' ","'Scotland' ","'Direct Clearing' ",300
2015 ,"'Not deferred' ","'Scotland' ","'RPA' ",2120
2015 ,"'Not deferred' ","'Wales' ","'Firm choice' ",14915
2015 ,"'Not deferred' ","'Wales' ","'Insurance choice' ",1110
2015 ,"'Not deferred' ","'Wales' ","'Other main scheme choice' ",435
2015 ,"'Not deferred' ","'Wales' ","'Extra' ",255
2015 ,"'Not deferred' ","'Wales' ","'Adjustment' ",25
2015 ,"'Not deferred' ","'Wales' ","'Main scheme Clearing' ",1550
2015 ,"'Not deferred' ","'Wales' ","'Direct Clearing' ",625
2015 ,"'Not deferred' ","'Wales' ","'RPA' ",780
2016 ,"'Deferred' ","'England' ","'Firm choice' ",18135
2016 ,"'Deferred' ","'England' ","'Insurance choice' ",3065
2016 ,"'Deferred' ","'England' ","'Other main scheme choice' ",410
2016 ,"'Deferred' ","'England' ","'Extra' ",280
2016 ,"'Deferred' ","'England' ","'Adjustment' ",15
2016 ,"'Deferred' ","'England' ","'Main scheme Clearing' ",1030
2016 ,"'Deferred' ","'England' ","'Direct Clearing' ",150
2016 ,"'Deferred' ","'England' ","'RPA' ",160
2016 ,"'Deferred' ","'Northern Ireland' ","'Firm choice' ",395
2016 ,"'Deferred' ","'Northern Ireland' ","'Insurance choice' ",70
2016 ,"'Deferred' ","'Northern Ireland' ","'Other main scheme choice' ",5
2016 ,"'Deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2016 ,"'Deferred' ","'Scotland' ","'Firm choice' ",920
2016 ,"'Deferred' ","'Scotland' ","'Insurance choice' ",80
2016 ,"'Deferred' ","'Scotland' ","'Other main scheme choice' ",25
2016 ,"'Deferred' ","'Scotland' ","'Extra' ",15
2016 ,"'Deferred' ","'Scotland' ","'Main scheme Clearing' ",30
2016 ,"'Deferred' ","'Scotland' ","'Direct Clearing' ",5
2016 ,"'Deferred' ","'Scotland' ","'RPA' ",5
2016 ,"'Deferred' ","'Wales' ","'Firm choice' ",615
2016 ,"'Deferred' ","'Wales' ","'Insurance choice' ",75
2016 ,"'Deferred' ","'Wales' ","'Other main scheme choice' ",15
2016 ,"'Deferred' ","'Wales' ","'Extra' ",5
2016 ,"'Deferred' ","'Wales' ","'Main scheme Clearing' ",35
2016 ,"'Deferred' ","'Wales' ","'Direct Clearing' ",5
2016 ,"'Deferred' ","'Wales' ","'RPA' ",15
2016 ,"'Not deferred' ","'England' ","'Firm choice' ",262570
2016 ,"'Not deferred' ","'England' ","'Insurance choice' ",26000
2016 ,"'Not deferred' ","'England' ","'Other main scheme choice' ",9640
2016 ,"'Not deferred' ","'England' ","'Extra' ",5515
2016 ,"'Not deferred' ","'England' ","'Adjustment' ",725
2016 ,"'Not deferred' ","'England' ","'Main scheme Clearing' ",40120
2016 ,"'Not deferred' ","'England' ","'Direct Clearing' ",12550
2016 ,"'Not deferred' ","'England' ","'RPA' ",13920
2016 ,"'Not deferred' ","'Northern Ireland' ","'Firm choice' ",11205
2016 ,"'Not deferred' ","'Northern Ireland' ","'Insurance choice' ",1665
2016 ,"'Not deferred' ","'Northern Ireland' ","'Other main scheme choice' ",85
2016 ,"'Not deferred' ","'Northern Ireland' ","'Extra' ",170
2016 ,"'Not deferred' ","'Northern Ireland' ","'Adjustment' ",25
2016 ,"'Not deferred' ","'Northern Ireland' ","'Main scheme Clearing' ",1035
2016 ,"'Not deferred' ","'Northern Ireland' ","'Direct Clearing' ",115
2016 ,"'Not deferred' ","'Northern Ireland' ","'RPA' ",20
2016 ,"'Not deferred' ","'Scotland' ","'Firm choice' ",28190
2016 ,"'Not deferred' ","'Scotland' ","'Insurance choice' ",1550
2016 ,"'Not deferred' ","'Scotland' ","'Other main scheme choice' ",595
2016 ,"'Not deferred' ","'Scotland' ","'Extra' ",425
2016 ,"'Not deferred' ","'Scotland' ","'Adjustment' ",10
2016 ,"'Not deferred' ","'Scotland' ","'Main scheme Clearing' ",1340
2016 ,"'Not deferred' ","'Scotland' ","'Direct Clearing' ",390
2016 ,"'Not deferred' ","'Scotland' ","'RPA' ",2090
2016 ,"'Not deferred' ","'Wales' ","'Firm choice' ",15030
2016 ,"'Not deferred' ","'Wales' ","'Insurance choice' ",1095
2016 ,"'Not deferred' ","'Wales' ","'Other main scheme choice' ",530
2016 ,"'Not deferred' ","'Wales' ","'Extra' ",255
2016 ,"'Not deferred' ","'Wales' ","'Adjustment' ",15
2016 ,"'Not deferred' ","'Wales' ","'Main scheme Clearing' ",1605
2016 ,"'Not deferred' ","'Wales' ","'Direct Clearing' ",545
2016 ,"'Not deferred' ","'Wales' ","'RPA' ",875
