"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_022_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Asian' ","'Firm choice' ",1725
2008 ,"'Group L Social Studies' ","'Asian' ","'Extra' ",45
2008 ,"'Group L Social Studies' ","'Asian' ","'Main scheme Clearing' ",460
2008 ,"'Group L Social Studies' ","'Asian' ","'Direct Clearing' ",80
2008 ,"'Group L Social Studies' ","'Asian' ","'RPA' ",55
2008 ,"'Group L Social Studies' ","'Black' ","'Firm choice' ",1550
2008 ,"'Group L Social Studies' ","'Black' ","'Insurance choice' ",120
2008 ,"'Group L Social Studies' ","'Black' ","'Other main scheme choice' ",200
2008 ,"'Group L Social Studies' ","'Black' ","'Extra' ",55
2008 ,"'Group L Social Studies' ","'Black' ","'Main scheme Clearing' ",500
2008 ,"'Group L Social Studies' ","'Black' ","'Direct Clearing' ",120
2008 ,"'Group L Social Studies' ","'Black' ","'RPA' ",70
2008 ,"'Group L Social Studies' ","'Mixed' ","'Firm choice' ",690
2008 ,"'Group L Social Studies' ","'Mixed' ","'Insurance choice' ",60
2008 ,"'Group L Social Studies' ","'Mixed' ","'Other main scheme choice' ",30
2008 ,"'Group L Social Studies' ","'Mixed' ","'Extra' ",20
2008 ,"'Group L Social Studies' ","'Mixed' ","'Main scheme Clearing' ",95
2008 ,"'Group L Social Studies' ","'Mixed' ","'Direct Clearing' ",20
2008 ,"'Group L Social Studies' ","'Mixed' ","'RPA' ",20
2008 ,"'Group L Social Studies' ","'White' ","'Firm choice' ",16605
2008 ,"'Group L Social Studies' ","'White' ","'Insurance choice' ",1230
2008 ,"'Group L Social Studies' ","'White' ","'Other main scheme choice' ",720
2008 ,"'Group L Social Studies' ","'White' ","'Extra' ",240
2008 ,"'Group L Social Studies' ","'White' ","'Main scheme Clearing' ",1425
2008 ,"'Group L Social Studies' ","'White' ","'Direct Clearing' ",490
2008 ,"'Group L Social Studies' ","'White' ","'RPA' ",540
2008 ,"'Group L Social Studies' ","'Other' ","'Firm choice' ",145
2008 ,"'Group L Social Studies' ","'Other' ","'Insurance choice' ",20
2008 ,"'Group L Social Studies' ","'Other' ","'Other main scheme choice' ",15
2008 ,"'Group L Social Studies' ","'Other' ","'Extra' ",5
2008 ,"'Group L Social Studies' ","'Other' ","'Main scheme Clearing' ",35
2008 ,"'Group L Social Studies' ","'Other' ","'Direct Clearing' ",5
2008 ,"'Group L Social Studies' ","'Other' ","'RPA' ",5
2008 ,"'Group L Social Studies' ","'Unknown' ","'Firm choice' ",255
2008 ,"'Group L Social Studies' ","'Unknown' ","'Insurance choice' ",30
2008 ,"'Group L Social Studies' ","'Unknown' ","'Other main scheme choice' ",20
2008 ,"'Group L Social Studies' ","'Unknown' ","'Extra' ",5
2008 ,"'Group L Social Studies' ","'Unknown' ","'Main scheme Clearing' ",30
2008 ,"'Group L Social Studies' ","'Unknown' ","'Direct Clearing' ",25
2008 ,"'Group L Social Studies' ","'Unknown' ","'RPA' ",1440
2008 ,"'Group M Law' ","'Asian' ","'Firm choice' ",1710
2008 ,"'Group M Law' ","'Asian' ","'Insurance choice' ",360
2008 ,"'Group M Law' ","'Asian' ","'Other main scheme choice' ",55
2008 ,"'Group M Law' ","'Asian' ","'Extra' ",45
2008 ,"'Group M Law' ","'Asian' ","'Main scheme Clearing' ",550
2008 ,"'Group M Law' ","'Asian' ","'Direct Clearing' ",70
2008 ,"'Group M Law' ","'Asian' ","'RPA' ",55
2008 ,"'Group M Law' ","'Black' ","'Firm choice' ",840
2008 ,"'Group M Law' ","'Black' ","'Insurance choice' ",145
2008 ,"'Group M Law' ","'Black' ","'Other main scheme choice' ",80
2008 ,"'Group M Law' ","'Black' ","'Extra' ",30
2008 ,"'Group M Law' ","'Black' ","'Main scheme Clearing' ",245
2008 ,"'Group M Law' ","'Black' ","'Direct Clearing' ",65
2008 ,"'Group M Law' ","'Black' ","'RPA' ",45
2008 ,"'Group M Law' ","'Mixed' ","'Firm choice' ",405
2008 ,"'Group M Law' ","'Mixed' ","'Insurance choice' ",70
2008 ,"'Group M Law' ","'Mixed' ","'Other main scheme choice' ",20
2008 ,"'Group M Law' ","'Mixed' ","'Extra' ",5
2008 ,"'Group M Law' ","'Mixed' ","'Main scheme Clearing' ",65
2008 ,"'Group M Law' ","'Mixed' ","'Direct Clearing' ",10
2008 ,"'Group M Law' ","'Mixed' ","'RPA' ",5
2008 ,"'Group M Law' ","'White' ","'Firm choice' ",9060
2008 ,"'Group M Law' ","'White' ","'Insurance choice' ",890
2008 ,"'Group M Law' ","'White' ","'Other main scheme choice' ",245
2008 ,"'Group M Law' ","'White' ","'Extra' ",105
2008 ,"'Group M Law' ","'White' ","'Main scheme Clearing' ",735
2008 ,"'Group M Law' ","'White' ","'Direct Clearing' ",190
2008 ,"'Group M Law' ","'White' ","'RPA' ",140
2008 ,"'Group M Law' ","'Other' ","'Firm choice' ",165
2008 ,"'Group M Law' ","'Other' ","'Insurance choice' ",25
2008 ,"'Group M Law' ","'Other' ","'Other main scheme choice' ",10
2008 ,"'Group M Law' ","'Other' ","'Extra' ",5
2008 ,"'Group M Law' ","'Other' ","'Main scheme Clearing' ",40
2008 ,"'Group M Law' ","'Other' ","'Direct Clearing' ",5
2008 ,"'Group M Law' ","'Other' ","'RPA' ",5
2008 ,"'Group M Law' ","'Unknown' ","'Firm choice' ",125
2008 ,"'Group M Law' ","'Unknown' ","'Insurance choice' ",15
2008 ,"'Group M Law' ","'Unknown' ","'Other main scheme choice' ",10
2008 ,"'Group M Law' ","'Unknown' ","'Main scheme Clearing' ",25
2008 ,"'Group M Law' ","'Unknown' ","'Direct Clearing' ",20
2008 ,"'Group M Law' ","'Unknown' ","'RPA' ",840
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Firm choice' ",3740
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Insurance choice' ",835
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Other main scheme choice' ",255
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Extra' ",100
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Main scheme Clearing' ",1205
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'Direct Clearing' ",250
2008 ,"'Group N Business and Admin studies' ","'Asian' ","'RPA' ",175
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Firm choice' ",2060
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Insurance choice' ",325
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Other main scheme choice' ",280
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Extra' ",50
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Main scheme Clearing' ",535
2008 ,"'Group N Business and Admin studies' ","'Black' ","'Direct Clearing' ",185
2008 ,"'Group N Business and Admin studies' ","'Black' ","'RPA' ",165
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Firm choice' ",820
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Insurance choice' ",90
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Other main scheme choice' ",55
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Extra' ",20
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Main scheme Clearing' ",150
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'Direct Clearing' ",50
2008 ,"'Group N Business and Admin studies' ","'Mixed' ","'RPA' ",40
2008 ,"'Group N Business and Admin studies' ","'White' ","'Firm choice' ",20675
2008 ,"'Group N Business and Admin studies' ","'White' ","'Insurance choice' ",1965
2008 ,"'Group N Business and Admin studies' ","'White' ","'Other main scheme choice' ",880
2008 ,"'Group N Business and Admin studies' ","'White' ","'Extra' ",305
2008 ,"'Group N Business and Admin studies' ","'White' ","'Main scheme Clearing' ",1810
2008 ,"'Group N Business and Admin studies' ","'White' ","'Direct Clearing' ",765
2008 ,"'Group N Business and Admin studies' ","'White' ","'RPA' ",825
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Firm choice' ",325
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Insurance choice' ",75
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Other main scheme choice' ",35
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Extra' ",5
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Main scheme Clearing' ",80
2008 ,"'Group N Business and Admin studies' ","'Other' ","'Direct Clearing' ",20
2008 ,"'Group N Business and Admin studies' ","'Other' ","'RPA' ",20
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Firm choice' ",260
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Insurance choice' ",35
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Other main scheme choice' ",35
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Extra' ",10
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Main scheme Clearing' ",40
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'Direct Clearing' ",60
2008 ,"'Group N Business and Admin studies' ","'Unknown' ","'RPA' ",3125
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Firm choice' ",285
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Insurance choice' ",35
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Other main scheme choice' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Extra' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Main scheme Clearing' ",60
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'Direct Clearing' ",20
2008 ,"'Group P Mass Communication and Documentation' ","'Asian' ","'RPA' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Firm choice' ",370
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Insurance choice' ",40
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Other main scheme choice' ",25
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Extra' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Main scheme Clearing' ",75
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'Direct Clearing' ",15
2008 ,"'Group P Mass Communication and Documentation' ","'Black' ","'RPA' ",30
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Firm choice' ",265
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Insurance choice' ",25
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Other main scheme choice' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Extra' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Main scheme Clearing' ",25
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'Direct Clearing' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Mixed' ","'RPA' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Firm choice' ",6025
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Insurance choice' ",325
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Other main scheme choice' ",210
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Extra' ",85
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Main scheme Clearing' ",445
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'Direct Clearing' ",165
2008 ,"'Group P Mass Communication and Documentation' ","'White' ","'RPA' ",95
2008 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Firm choice' ",60
2008 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Other main scheme choice' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Other' ","'Main scheme Clearing' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Other' ","'RPA' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'Firm choice' ",60
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'Other main scheme choice' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'Extra' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'Main scheme Clearing' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'Direct Clearing' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Unknown' ","'RPA' ",400
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Firm choice' ",300
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Insurance choice' ",65
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Other main scheme choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Main scheme Clearing' ",75
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'Direct Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Asian' ","'RPA' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Firm choice' ",120
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Insurance choice' ",25
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Other main scheme choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Main scheme Clearing' ",25
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'Direct Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Black' ","'RPA' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Firm choice' ",270
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Insurance choice' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Other main scheme choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Main scheme Clearing' ",15
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'Direct Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Mixed' ","'RPA' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Firm choice' ",7820
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Insurance choice' ",710
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Other main scheme choice' ",175
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Extra' ",150
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Main scheme Clearing' ",535
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'Direct Clearing' ",135
2008 ,"'Group Q Linguistics, Classics and related' ","'White' ","'RPA' ",80
2008 ,"'Group Q Linguistics, Classics and related' ","'Other' ","'Firm choice' ",45
2008 ,"'Group Q Linguistics, Classics and related' ","'Other' ","'Insurance choice' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Other' ","'Main scheme Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Firm choice' ",130
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Insurance choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Other main scheme choice' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Main scheme Clearing' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'Direct Clearing' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Unknown' ","'RPA' ",195
2008 ,"'Group R European Languages, Literature and related' ","'Asian' ","'Firm choice' ",65
2008 ,"'Group R European Languages, Literature and related' ","'Asian' ","'Insurance choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Asian' ","'Main scheme Clearing' ",15
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'Firm choice' ",25
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'Insurance choice' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'Other main scheme choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'Main scheme Clearing' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'Direct Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Black' ","'RPA' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Mixed' ","'Firm choice' ",105
2008 ,"'Group R European Languages, Literature and related' ","'Mixed' ","'Insurance choice' ",20
2008 ,"'Group R European Languages, Literature and related' ","'Mixed' ","'Other main scheme choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Mixed' ","'Main scheme Clearing' ",15
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Firm choice' ",2940
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Insurance choice' ",315
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Other main scheme choice' ",45
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Extra' ",25
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Main scheme Clearing' ",220
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'Direct Clearing' ",30
2008 ,"'Group R European Languages, Literature and related' ","'White' ","'RPA' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Other' ","'Firm choice' ",30
2008 ,"'Group R European Languages, Literature and related' ","'Other' ","'Main scheme Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Other' ","'Direct Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'Firm choice' ",50
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'Insurance choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'Other main scheme choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'Main scheme Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'Direct Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Unknown' ","'RPA' ",70
2008 ,"'Group T Non-European Languages, Literature and related' ","'Asian' ","'Firm choice' ",45
2008 ,"'Group T Non-European Languages, Literature and related' ","'Asian' ","'Insurance choice' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Asian' ","'Main scheme Clearing' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Black' ","'Firm choice' ",20
2008 ,"'Group T Non-European Languages, Literature and related' ","'Black' ","'Insurance choice' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Mixed' ","'Firm choice' ",60
2008 ,"'Group T Non-European Languages, Literature and related' ","'Mixed' ","'Insurance choice' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Mixed' ","'Main scheme Clearing' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Firm choice' ",985
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Insurance choice' ",60
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Other main scheme choice' ",20
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Extra' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Main scheme Clearing' ",60
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'Direct Clearing' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'White' ","'RPA' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Other' ","'Firm choice' ",15
2008 ,"'Group T Non-European Languages, Literature and related' ","'Unknown' ","'Firm choice' ",30
2008 ,"'Group T Non-European Languages, Literature and related' ","'Unknown' ","'Insurance choice' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Unknown' ","'Main scheme Clearing' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'Unknown' ","'RPA' ",15
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Firm choice' ",260
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Insurance choice' ",45
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Other main scheme choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Main scheme Clearing' ",65
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'Direct Clearing' ",10
2008 ,"'Group V History and Philosophical studies' ","'Asian' ","'RPA' ",10
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Firm choice' ",85
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Insurance choice' ",15
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Other main scheme choice' ",10
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'Direct Clearing' ",5
2008 ,"'Group V History and Philosophical studies' ","'Black' ","'RPA' ",10
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Firm choice' ",300
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Insurance choice' ",30
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Other main scheme choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Main scheme Clearing' ",30
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'Mixed' ","'RPA' ",5
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Firm choice' ",9830
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Insurance choice' ",985
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Other main scheme choice' ",185
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Extra' ",100
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Main scheme Clearing' ",700
2008 ,"'Group V History and Philosophical studies' ","'White' ","'Direct Clearing' ",140
2008 ,"'Group V History and Philosophical studies' ","'White' ","'RPA' ",120
2008 ,"'Group V History and Philosophical studies' ","'Other' ","'Firm choice' ",45
2008 ,"'Group V History and Philosophical studies' ","'Other' ","'Other main scheme choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'Other' ","'Main scheme Clearing' ",5
2008 ,"'Group V History and Philosophical studies' ","'Other' ","'Direct Clearing' ",5
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'Firm choice' ",145
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'Insurance choice' ",10
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'Other main scheme choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'Main scheme Clearing' ",10
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'Unknown' ","'RPA' ",225
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Firm choice' ",1310
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Insurance choice' ",20
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Other main scheme choice' ",85
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Extra' ",20
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Main scheme Clearing' ",170
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'Direct Clearing' ",35
2008 ,"'Group W Creative Arts and Design' ","'Asian' ","'RPA' ",40
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Firm choice' ",1055
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Insurance choice' ",40
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Other main scheme choice' ",80
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Extra' ",25
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Main scheme Clearing' ",185
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'Direct Clearing' ",60
2008 ,"'Group W Creative Arts and Design' ","'Black' ","'RPA' ",20
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Firm choice' ",1335
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Insurance choice' ",25
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Other main scheme choice' ",70
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Extra' ",20
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Main scheme Clearing' ",105
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'Direct Clearing' ",40
2008 ,"'Group W Creative Arts and Design' ","'Mixed' ","'RPA' ",30
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Firm choice' ",32415
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Insurance choice' ",550
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Other main scheme choice' ",1400
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Extra' ",360
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Main scheme Clearing' ",1670
2008 ,"'Group W Creative Arts and Design' ","'White' ","'Direct Clearing' ",685
2008 ,"'Group W Creative Arts and Design' ","'White' ","'RPA' ",795
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Firm choice' ",255
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Insurance choice' ",5
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Other main scheme choice' ",20
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Extra' ",10
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Main scheme Clearing' ",35
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'Direct Clearing' ",10
2008 ,"'Group W Creative Arts and Design' ","'Other' ","'RPA' ",10
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Firm choice' ",355
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Insurance choice' ",15
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Other main scheme choice' ",25
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Extra' ",5
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Main scheme Clearing' ",40
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'Direct Clearing' ",25
2008 ,"'Group W Creative Arts and Design' ","'Unknown' ","'RPA' ",1860
2008 ,"'Group X Education' ","'Asian' ","'Firm choice' ",530
2008 ,"'Group X Education' ","'Asian' ","'Insurance choice' ",35
2008 ,"'Group X Education' ","'Asian' ","'Other main scheme choice' ",40
2008 ,"'Group X Education' ","'Asian' ","'Extra' ",10
2008 ,"'Group X Education' ","'Asian' ","'Main scheme Clearing' ",100
2008 ,"'Group X Education' ","'Asian' ","'Direct Clearing' ",30
2008 ,"'Group X Education' ","'Asian' ","'RPA' ",20
2008 ,"'Group X Education' ","'Black' ","'Firm choice' ",230
2008 ,"'Group X Education' ","'Black' ","'Insurance choice' ",15
2008 ,"'Group X Education' ","'Black' ","'Other main scheme choice' ",40
2008 ,"'Group X Education' ","'Black' ","'Extra' ",10
2008 ,"'Group X Education' ","'Black' ","'Main scheme Clearing' ",40
2008 ,"'Group X Education' ","'Black' ","'Direct Clearing' ",20
2008 ,"'Group X Education' ","'Black' ","'RPA' ",20
2008 ,"'Group X Education' ","'Mixed' ","'Firm choice' ",195
2008 ,"'Group X Education' ","'Mixed' ","'Insurance choice' ",5
2008 ,"'Group X Education' ","'Mixed' ","'Other main scheme choice' ",20
2008 ,"'Group X Education' ","'Mixed' ","'Extra' ",5
2008 ,"'Group X Education' ","'Mixed' ","'Main scheme Clearing' ",15
