"Statistic:   Number of Applicants"
"Variables:   Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_035_06.pdf"
 
Cycle Year,Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band,Number of Applicants,
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",195
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'18' ",10705
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'19' ",2575
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'20' ",1475
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'21 and over' ",3955
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Wales' ","'Wales' ","'Women' ","'21 and over' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",100
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'19' ",80
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'20' ",85
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'21 and over' ",1100
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'18' ",235
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'19' ",160
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'20' ",205
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'21 and over' ",2355
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'18' ",265
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'19' ",215
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'20' ",185
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'21 and over' ",2115
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'17 and under' ",20
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'18' ",470
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'19' ",310
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'20' ",330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'21 and over' ",4355
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'18' ",430
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",340
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",3330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'17 and under' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",710
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",535
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",550
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",6880
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",150
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",1610
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'17 and under' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",340
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",250
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",285
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",3615
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",290
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",215
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",205
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",2360
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'17 and under' ",50
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",570
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",435
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",395
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",5305
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'17 and under' ",25
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",325
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",235
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",175
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",1875
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'17 and under' ",45
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",610
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",395
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",335
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",4375
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'17 and under' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",955
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",790
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",835
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",6235
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",95
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",1035
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",985
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",1245
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",12330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'17 and under' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",700
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",380
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",300
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",2880
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'17 and under' ",65
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",880
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",560
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",505
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",6395
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'18' ",255
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'19' ",180
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'20' ",155
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'21 and over' ",1905
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'17 and under' ",20
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'18' ",485
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'19' ",310
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'20' ",310
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'21 and over' ",4230
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'18' ",115
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'19' ",40
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'20' ",55
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'21 and over' ",530
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'18' ",95
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'19' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'20' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'21 and over' ",850
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'17 and under' ",25
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'18' ",140
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'19' ",215
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'20' ",245
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'21 and over' ",2520
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'17 and under' ",40
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'18' ",255
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'19' ",295
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'20' ",340
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'21 and over' ",4110
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'18' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'19' ",105
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'20' ",95
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'21 and over' ",1035
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'18' ",250
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'19' ",165
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'20' ",145
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'21 and over' ",2180
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",290
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'19' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'20' ",75
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'21 and over' ",55
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'18' ",440
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'19' ",160
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'20' ",90
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'21 and over' ",40
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'18' ",660
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'19' ",330
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'20' ",120
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'21 and over' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'18' ",875
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'19' ",350
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'20' ",160
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'21 and over' ",100
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'18' ",860
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",475
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",150
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",150
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",995
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",455
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",165
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",425
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",265
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",105
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",90
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",525
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",245
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",110
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",105
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",620
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",305
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",125
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",95
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",850
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",425
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",120
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",95
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",470
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",285
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",80
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",625
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",270
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",120
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",80
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",665
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",580
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",230
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",180
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",5
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",695
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",560
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",220
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",165
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",835
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",535
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",220
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",210
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",915
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",595
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",210
