"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ","'Firm choice' ",1355
2009 ,"'W2 - Design studies' ","'White' ","'Main scheme Clearing' ",555
2009 ,"'W2 - Design studies' ","'White' ","'Direct Clearing' ",290
2009 ,"'W2 - Design studies' ","'White' ","'RPA' ",160
2009 ,"'W2 - Design studies' ","'Other' ","'Firm choice' ",140
2009 ,"'W2 - Design studies' ","'Other' ","'Insurance choice' ",5
2009 ,"'W2 - Design studies' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'W2 - Design studies' ","'Other' ","'Main scheme Clearing' ",20
2009 ,"'W2 - Design studies' ","'Other' ","'Direct Clearing' ",5
2009 ,"'W2 - Design studies' ","'Other' ","'RPA' ",5
2009 ,"'W2 - Design studies' ","'Unknown' ","'Firm choice' ",95
2009 ,"'W2 - Design studies' ","'Unknown' ","'Other main scheme choice' ",5
2009 ,"'W2 - Design studies' ","'Unknown' ","'Main scheme Clearing' ",10
2009 ,"'W2 - Design studies' ","'Unknown' ","'Direct Clearing' ",5
2009 ,"'W2 - Design studies' ","'Unknown' ","'RPA' ",455
2009 ,"'W3 - Music' ","'Asian' ","'Firm choice' ",40
2009 ,"'W3 - Music' ","'Asian' ","'Other main scheme choice' ",5
2009 ,"'W3 - Music' ","'Asian' ","'Main scheme Clearing' ",10
2009 ,"'W3 - Music' ","'Asian' ","'Direct Clearing' ",5
2009 ,"'W3 - Music' ","'Black' ","'Firm choice' ",100
2009 ,"'W3 - Music' ","'Black' ","'Insurance choice' ",5
2009 ,"'W3 - Music' ","'Black' ","'Other main scheme choice' ",10
2009 ,"'W3 - Music' ","'Black' ","'Extra' ",5
2009 ,"'W3 - Music' ","'Black' ","'Main scheme Clearing' ",15
2009 ,"'W3 - Music' ","'Black' ","'Direct Clearing' ",5
2009 ,"'W3 - Music' ","'Mixed' ","'Firm choice' ",130
2009 ,"'W3 - Music' ","'Mixed' ","'Insurance choice' ",10
2009 ,"'W3 - Music' ","'Mixed' ","'Other main scheme choice' ",15
2009 ,"'W3 - Music' ","'Mixed' ","'Main scheme Clearing' ",10
2009 ,"'W3 - Music' ","'Mixed' ","'Direct Clearing' ",10
2009 ,"'W3 - Music' ","'Mixed' ","'RPA' ",5
2009 ,"'W3 - Music' ","'White' ","'Firm choice' ",3450
2009 ,"'W3 - Music' ","'White' ","'Insurance choice' ",145
2009 ,"'W3 - Music' ","'White' ","'Other main scheme choice' ",200
2009 ,"'W3 - Music' ","'White' ","'Extra' ",25
2009 ,"'W3 - Music' ","'White' ","'Adjustment' ",5
2009 ,"'W3 - Music' ","'White' ","'Main scheme Clearing' ",215
2009 ,"'W3 - Music' ","'White' ","'Direct Clearing' ",100
2009 ,"'W3 - Music' ","'White' ","'RPA' ",115
2009 ,"'W3 - Music' ","'Other' ","'Firm choice' ",25
2009 ,"'W3 - Music' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'W3 - Music' ","'Unknown' ","'Firm choice' ",20
2009 ,"'W3 - Music' ","'Unknown' ","'Other main scheme choice' ",5
2009 ,"'W3 - Music' ","'Unknown' ","'Main scheme Clearing' ",5
2009 ,"'W3 - Music' ","'Unknown' ","'RPA' ",225
2009 ,"'W4 - Drama' ","'Asian' ","'Firm choice' ",55
2009 ,"'W4 - Drama' ","'Asian' ","'Other main scheme choice' ",5
2009 ,"'W4 - Drama' ","'Asian' ","'Extra' ",5
2009 ,"'W4 - Drama' ","'Asian' ","'Main scheme Clearing' ",5
2009 ,"'W4 - Drama' ","'Black' ","'Firm choice' ",215
2009 ,"'W4 - Drama' ","'Black' ","'Insurance choice' ",15
2009 ,"'W4 - Drama' ","'Black' ","'Other main scheme choice' ",20
2009 ,"'W4 - Drama' ","'Black' ","'Extra' ",10
2009 ,"'W4 - Drama' ","'Black' ","'Main scheme Clearing' ",30
2009 ,"'W4 - Drama' ","'Black' ","'RPA' ",5
2009 ,"'W4 - Drama' ","'Mixed' ","'Firm choice' ",220
2009 ,"'W4 - Drama' ","'Mixed' ","'Insurance choice' ",5
2009 ,"'W4 - Drama' ","'Mixed' ","'Other main scheme choice' ",10
2009 ,"'W4 - Drama' ","'Mixed' ","'Extra' ",10
2009 ,"'W4 - Drama' ","'Mixed' ","'Main scheme Clearing' ",15
2009 ,"'W4 - Drama' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'W4 - Drama' ","'White' ","'Firm choice' ",5175
2009 ,"'W4 - Drama' ","'White' ","'Insurance choice' ",165
2009 ,"'W4 - Drama' ","'White' ","'Other main scheme choice' ",195
2009 ,"'W4 - Drama' ","'White' ","'Extra' ",155
2009 ,"'W4 - Drama' ","'White' ","'Adjustment' ",5
2009 ,"'W4 - Drama' ","'White' ","'Main scheme Clearing' ",335
2009 ,"'W4 - Drama' ","'White' ","'Direct Clearing' ",75
2009 ,"'W4 - Drama' ","'White' ","'RPA' ",75
2009 ,"'W4 - Drama' ","'Other' ","'Firm choice' ",30
2009 ,"'W4 - Drama' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'W4 - Drama' ","'Unknown' ","'Firm choice' ",35
2009 ,"'W4 - Drama' ","'Unknown' ","'RPA' ",160
2009 ,"'W5 - Dance' ","'Asian' ","'Firm choice' ",10
2009 ,"'W5 - Dance' ","'Black' ","'Firm choice' ",50
2009 ,"'W5 - Dance' ","'Black' ","'Insurance choice' ",10
2009 ,"'W5 - Dance' ","'Black' ","'Other main scheme choice' ",5
2009 ,"'W5 - Dance' ","'Black' ","'Main scheme Clearing' ",5
2009 ,"'W5 - Dance' ","'Black' ","'Direct Clearing' ",5
2009 ,"'W5 - Dance' ","'Mixed' ","'Firm choice' ",55
2009 ,"'W5 - Dance' ","'Mixed' ","'Other main scheme choice' ",5
2009 ,"'W5 - Dance' ","'Mixed' ","'Main scheme Clearing' ",5
2009 ,"'W5 - Dance' ","'White' ","'Firm choice' ",910
2009 ,"'W5 - Dance' ","'White' ","'Insurance choice' ",30
2009 ,"'W5 - Dance' ","'White' ","'Other main scheme choice' ",45
2009 ,"'W5 - Dance' ","'White' ","'Extra' ",25
2009 ,"'W5 - Dance' ","'White' ","'Main scheme Clearing' ",75
2009 ,"'W5 - Dance' ","'White' ","'Direct Clearing' ",20
2009 ,"'W5 - Dance' ","'White' ","'RPA' ",20
2009 ,"'W5 - Dance' ","'Other' ","'Firm choice' ",5
2009 ,"'W5 - Dance' ","'Unknown' ","'RPA' ",25
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Firm choice' ",145
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Insurance choice' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Other main scheme choice' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Extra' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Main scheme Clearing' ",15
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'Direct Clearing' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Asian' ","'RPA' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Firm choice' ",190
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Insurance choice' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Other main scheme choice' ",15
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Extra' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Main scheme Clearing' ",30
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'Direct Clearing' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Black' ","'RPA' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Firm choice' ",200
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Insurance choice' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Other main scheme choice' ",15
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Extra' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Main scheme Clearing' ",20
2009 ,"'W6 - Cinematics and Photography' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Firm choice' ",5005
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Insurance choice' ",95
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Other main scheme choice' ",310
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Extra' ",70
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Adjustment' ",5
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Main scheme Clearing' ",250
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'Direct Clearing' ",130
2009 ,"'W6 - Cinematics and Photography' ","'White' ","'RPA' ",105
2009 ,"'W6 - Cinematics and Photography' ","'Other' ","'Firm choice' ",45
2009 ,"'W6 - Cinematics and Photography' ","'Other' ","'Main scheme Clearing' ",10
2009 ,"'W6 - Cinematics and Photography' ","'Unknown' ","'Firm choice' ",45
2009 ,"'W6 - Cinematics and Photography' ","'Unknown' ","'Other main scheme choice' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Unknown' ","'Main scheme Clearing' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Unknown' ","'Direct Clearing' ",5
2009 ,"'W6 - Cinematics and Photography' ","'Unknown' ","'RPA' ",265
2009 ,"'W7 - Crafts' ","'Asian' ","'Firm choice' ",20
2009 ,"'W7 - Crafts' ","'Black' ","'Firm choice' ",5
2009 ,"'W7 - Crafts' ","'Black' ","'Other main scheme choice' ",5
2009 ,"'W7 - Crafts' ","'Mixed' ","'Firm choice' ",10
2009 ,"'W7 - Crafts' ","'Mixed' ","'Main scheme Clearing' ",5
2009 ,"'W7 - Crafts' ","'White' ","'Firm choice' ",475
2009 ,"'W7 - Crafts' ","'White' ","'Other main scheme choice' ",25
2009 ,"'W7 - Crafts' ","'White' ","'Extra' ",5
2009 ,"'W7 - Crafts' ","'White' ","'Main scheme Clearing' ",15
2009 ,"'W7 - Crafts' ","'White' ","'Direct Clearing' ",10
2009 ,"'W7 - Crafts' ","'White' ","'RPA' ",5
2009 ,"'W7 - Crafts' ","'Other' ","'Firm choice' ",5
2009 ,"'W7 - Crafts' ","'Unknown' ","'Firm choice' ",10
2009 ,"'W7 - Crafts' ","'Unknown' ","'RPA' ",40
2009 ,"'W8 - Imaginative Writing' ","'Asian' ","'Firm choice' ",10
2009 ,"'W8 - Imaginative Writing' ","'Asian' ","'Main scheme Clearing' ",5
2009 ,"'W8 - Imaginative Writing' ","'Black' ","'Firm choice' ",30
2009 ,"'W8 - Imaginative Writing' ","'Black' ","'Insurance choice' ",5
2009 ,"'W8 - Imaginative Writing' ","'Black' ","'Other main scheme choice' ",5
2009 ,"'W8 - Imaginative Writing' ","'Black' ","'Main scheme Clearing' ",5
2009 ,"'W8 - Imaginative Writing' ","'Mixed' ","'Firm choice' ",20
2009 ,"'W8 - Imaginative Writing' ","'Mixed' ","'Insurance choice' ",5
2009 ,"'W8 - Imaginative Writing' ","'Mixed' ","'Main scheme Clearing' ",5
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Firm choice' ",465
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Insurance choice' ",30
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Other main scheme choice' ",40
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Extra' ",5
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Main scheme Clearing' ",35
2009 ,"'W8 - Imaginative Writing' ","'White' ","'Direct Clearing' ",20
2009 ,"'W8 - Imaginative Writing' ","'Other' ","'Firm choice' ",5
2009 ,"'W8 - Imaginative Writing' ","'Unknown' ","'Firm choice' ",5
2009 ,"'W8 - Imaginative Writing' ","'Unknown' ","'RPA' ",40
2009 ,"'W9 - Others in Creative Arts and Design' ","'Asian' ","'Firm choice' ",15
2009 ,"'W9 - Others in Creative Arts and Design' ","'Asian' ","'Main scheme Clearing' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'Black' ","'Firm choice' ",15
2009 ,"'W9 - Others in Creative Arts and Design' ","'Black' ","'Other main scheme choice' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'Black' ","'Main scheme Clearing' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'Mixed' ","'Firm choice' ",25
2009 ,"'W9 - Others in Creative Arts and Design' ","'Mixed' ","'Other main scheme choice' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Firm choice' ",425
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Insurance choice' ",10
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Other main scheme choice' ",35
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Extra' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Main scheme Clearing' ",40
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'Direct Clearing' ",10
2009 ,"'W9 - Others in Creative Arts and Design' ","'White' ","'RPA' ",25
2009 ,"'W9 - Others in Creative Arts and Design' ","'Other' ","'Firm choice' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'Unknown' ","'Firm choice' ",5
2009 ,"'W9 - Others in Creative Arts and Design' ","'Unknown' ","'RPA' ",55
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Asian' ","'Firm choice' ",65
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Asian' ","'Other main scheme choice' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Asian' ","'Main scheme Clearing' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'Firm choice' ",75
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'Insurance choice' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'Other main scheme choice' ",10
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'Main scheme Clearing' ",15
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'Direct Clearing' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Black' ","'RPA' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Mixed' ","'Firm choice' ",110
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Mixed' ","'Insurance choice' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Mixed' ","'Other main scheme choice' ",10
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Mixed' ","'Main scheme Clearing' ",10
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Firm choice' ",2690
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Insurance choice' ",50
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Other main scheme choice' ",205
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Extra' ",55
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Main scheme Clearing' ",160
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'Direct Clearing' ",65
2009 ,"'WW - Combinations within Creative Arts and Design' ","'White' ","'RPA' ",30
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Other' ","'Firm choice' ",15
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Unknown' ","'Firm choice' ",25
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Unknown' ","'Main scheme Clearing' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Unknown' ","'Direct Clearing' ",5
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Unknown' ","'RPA' ",185
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Firm choice' ",205
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Insurance choice' ",10
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Other main scheme choice' ",20
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Extra' ",5
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Main scheme Clearing' ",15
2009 ,"'X1 - Training Teachers' ","'Asian' ","'Direct Clearing' ",5
2009 ,"'X1 - Training Teachers' ","'Asian' ","'RPA' ",10
2009 ,"'X1 - Training Teachers' ","'Black' ","'Firm choice' ",65
2009 ,"'X1 - Training Teachers' ","'Black' ","'Insurance choice' ",5
2009 ,"'X1 - Training Teachers' ","'Black' ","'Other main scheme choice' ",10
2009 ,"'X1 - Training Teachers' ","'Black' ","'Extra' ",5
2009 ,"'X1 - Training Teachers' ","'Black' ","'Main scheme Clearing' ",10
2009 ,"'X1 - Training Teachers' ","'Black' ","'Direct Clearing' ",5
2009 ,"'X1 - Training Teachers' ","'Black' ","'RPA' ",10
2009 ,"'X1 - Training Teachers' ","'Mixed' ","'Firm choice' ",90
2009 ,"'X1 - Training Teachers' ","'Mixed' ","'Other main scheme choice' ",5
2009 ,"'X1 - Training Teachers' ","'Mixed' ","'Main scheme Clearing' ",5
2009 ,"'X1 - Training Teachers' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'X1 - Training Teachers' ","'White' ","'Firm choice' ",6345
2009 ,"'X1 - Training Teachers' ","'White' ","'Insurance choice' ",175
2009 ,"'X1 - Training Teachers' ","'White' ","'Other main scheme choice' ",150
2009 ,"'X1 - Training Teachers' ","'White' ","'Extra' ",35
2009 ,"'X1 - Training Teachers' ","'White' ","'Main scheme Clearing' ",265
2009 ,"'X1 - Training Teachers' ","'White' ","'Direct Clearing' ",70
2009 ,"'X1 - Training Teachers' ","'White' ","'RPA' ",50
2009 ,"'X1 - Training Teachers' ","'Other' ","'Firm choice' ",20
2009 ,"'X1 - Training Teachers' ","'Other' ","'RPA' ",5
2009 ,"'X1 - Training Teachers' ","'Unknown' ","'Firm choice' ",15
2009 ,"'X1 - Training Teachers' ","'Unknown' ","'RPA' ",195
2009 ,"'X2 - Research and Study Skills in Education' ","'White' ","'Firm choice' ",35
2009 ,"'X2 - Research and Study Skills in Education' ","'White' ","'Other main scheme choice' ",5
2009 ,"'X2 - Research and Study Skills in Education' ","'White' ","'RPA' ",5
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Firm choice' ",365
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Insurance choice' ",50
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Other main scheme choice' ",35
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Extra' ",10
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Main scheme Clearing' ",80
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'Direct Clearing' ",20
2009 ,"'X3 - Academic studies in Education' ","'Asian' ","'RPA' ",5
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Firm choice' ",190
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Insurance choice' ",20
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Other main scheme choice' ",45
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Extra' ",5
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Main scheme Clearing' ",45
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'Direct Clearing' ",20
2009 ,"'X3 - Academic studies in Education' ","'Black' ","'RPA' ",5
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Firm choice' ",100
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Insurance choice' ",5
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Other main scheme choice' ",10
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Extra' ",5
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Main scheme Clearing' ",10
2009 ,"'X3 - Academic studies in Education' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Firm choice' ",4190
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Insurance choice' ",240
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Other main scheme choice' ",380
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Extra' ",75
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Main scheme Clearing' ",345
2009 ,"'X3 - Academic studies in Education' ","'White' ","'Direct Clearing' ",165
2009 ,"'X3 - Academic studies in Education' ","'White' ","'RPA' ",250
2009 ,"'X3 - Academic studies in Education' ","'Other' ","'Firm choice' ",40
2009 ,"'X3 - Academic studies in Education' ","'Other' ","'Insurance choice' ",5
2009 ,"'X3 - Academic studies in Education' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'X3 - Academic studies in Education' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'X3 - Academic studies in Education' ","'Other' ","'Direct Clearing' ",5
2009 ,"'X3 - Academic studies in Education' ","'Unknown' ","'Firm choice' ",10
2009 ,"'X3 - Academic studies in Education' ","'Unknown' ","'Other main scheme choice' ",5
2009 ,"'X3 - Academic studies in Education' ","'Unknown' ","'RPA' ",325
2009 ,"'X9 - Others in Education' ","'White' ","'Firm choice' ",165
2009 ,"'X9 - Others in Education' ","'White' ","'Insurance choice' ",5
2009 ,"'X9 - Others in Education' ","'White' ","'Other main scheme choice' ",50
2009 ,"'X9 - Others in Education' ","'White' ","'Main scheme Clearing' ",5
2009 ,"'X9 - Others in Education' ","'White' ","'Direct Clearing' ",20
2009 ,"'X9 - Others in Education' ","'White' ","'RPA' ",10
2009 ,"'X9 - Others in Education' ","'Unknown' ","'RPA' ",40
2009 ,"'XX - Combinations within Education' ","'Asian' ","'Firm choice' ",10
2009 ,"'XX - Combinations within Education' ","'Asian' ","'Main scheme Clearing' ",5
2009 ,"'XX - Combinations within Education' ","'Mixed' ","'Firm choice' ",10
2009 ,"'XX - Combinations within Education' ","'White' ","'Firm choice' ",320
2009 ,"'XX - Combinations within Education' ","'White' ","'Insurance choice' ",15
2009 ,"'XX - Combinations within Education' ","'White' ","'Other main scheme choice' ",65
2009 ,"'XX - Combinations within Education' ","'White' ","'Extra' ",5
2009 ,"'XX - Combinations within Education' ","'White' ","'Main scheme Clearing' ",15
2009 ,"'XX - Combinations within Education' ","'White' ","'Direct Clearing' ",25
2009 ,"'XX - Combinations within Education' ","'White' ","'RPA' ",35
2009 ,"'XX - Combinations within Education' ","'Unknown' ","'RPA' ",10
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Firm choice' ",105
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Insurance choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Extra' ",5
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Main scheme Clearing' ",30
2009 ,"'Y Combs of arts/humanities' ","'Asian' ","'Direct Clearing' ",5
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Firm choice' ",110
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Insurance choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Extra' ",5
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Main scheme Clearing' ",25
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'Direct Clearing' ",5
2009 ,"'Y Combs of arts/humanities' ","'Black' ","'RPA' ",5
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Firm choice' ",120
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Insurance choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Extra' ",5
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Main scheme Clearing' ",10
2009 ,"'Y Combs of arts/humanities' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Firm choice' ",2735
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Insurance choice' ",115
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Other main scheme choice' ",120
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Extra' ",40
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Main scheme Clearing' ",165
2009 ,"'Y Combs of arts/humanities' ","'White' ","'Direct Clearing' ",65
2009 ,"'Y Combs of arts/humanities' ","'White' ","'RPA' ",40
2009 ,"'Y Combs of arts/humanities' ","'Other' ","'Firm choice' ",20
2009 ,"'Y Combs of arts/humanities' ","'Other' ","'Insurance choice' ",5
2009 ,"'Y Combs of arts/humanities' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of arts/humanities' ","'Unknown' ","'Firm choice' ",20
2009 ,"'Y Combs of arts/humanities' ","'Unknown' ","'RPA' ",95
2009 ,"'Y Combs of engin/tech/building studies' ","'Asian' ","'Firm choice' ",5
2009 ,"'Y Combs of engin/tech/building studies' ","'Mixed' ","'Firm choice' ",5
2009 ,"'Y Combs of engin/tech/building studies' ","'White' ","'Firm choice' ",125
2009 ,"'Y Combs of engin/tech/building studies' ","'White' ","'Insurance choice' ",10
2009 ,"'Y Combs of engin/tech/building studies' ","'White' ","'Main scheme Clearing' ",15
2009 ,"'Y Combs of engin/tech/building studies' ","'White' ","'Direct Clearing' ",5
2009 ,"'Y Combs of engineering/technology' ","'Asian' ","'Firm choice' ",15
2009 ,"'Y Combs of engineering/technology' ","'Black' ","'Firm choice' ",5
2009 ,"'Y Combs of engineering/technology' ","'Mixed' ","'Firm choice' ",5
2009 ,"'Y Combs of engineering/technology' ","'White' ","'Firm choice' ",165
2009 ,"'Y Combs of engineering/technology' ","'White' ","'Insurance choice' ",10
2009 ,"'Y Combs of engineering/technology' ","'White' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of engineering/technology' ","'White' ","'Main scheme Clearing' ",15
2009 ,"'Y Combs of engineering/technology' ","'White' ","'Direct Clearing' ",5
2009 ,"'Y Combs of engineering/technology' ","'Unknown' ","'RPA' ",5
2009 ,"'Y Combs of languages' ","'Asian' ","'Firm choice' ",45
2009 ,"'Y Combs of languages' ","'Asian' ","'Insurance choice' ",5
2009 ,"'Y Combs of languages' ","'Asian' ","'Main scheme Clearing' ",10
2009 ,"'Y Combs of languages' ","'Asian' ","'Direct Clearing' ",5
2009 ,"'Y Combs of languages' ","'Black' ","'Firm choice' ",15
2009 ,"'Y Combs of languages' ","'Black' ","'Insurance choice' ",10
2009 ,"'Y Combs of languages' ","'Black' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of languages' ","'Black' ","'Main scheme Clearing' ",10
2009 ,"'Y Combs of languages' ","'Black' ","'Direct Clearing' ",5
2009 ,"'Y Combs of languages' ","'Mixed' ","'Firm choice' ",55
2009 ,"'Y Combs of languages' ","'Mixed' ","'Insurance choice' ",10
2009 ,"'Y Combs of languages' ","'Mixed' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of languages' ","'Mixed' ","'Direct Clearing' ",5
2009 ,"'Y Combs of languages' ","'White' ","'Firm choice' ",990
2009 ,"'Y Combs of languages' ","'White' ","'Insurance choice' ",120
2009 ,"'Y Combs of languages' ","'White' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of languages' ","'White' ","'Extra' ",15
2009 ,"'Y Combs of languages' ","'White' ","'Main scheme Clearing' ",55
2009 ,"'Y Combs of languages' ","'White' ","'Direct Clearing' ",15
2009 ,"'Y Combs of languages' ","'White' ","'RPA' ",5
