"Statistic:   Number of Acceptances"
"Variables:   Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_035_05.pdf"
 
Cycle Year,Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band,Number of Acceptances,
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",155
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'18' ",225
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'19' ",150
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'20' ",165
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'21 and over' ",2340
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'18' ",250
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",200
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",185
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",1825
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",350
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",285
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",305
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",3635
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",65
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",80
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",865
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",160
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",145
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",1830
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",150
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",115
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",110
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",1305
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'17 and under' ",20
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",310
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",230
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",205
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",2800
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",190
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",100
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",975
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'17 and under' ",20
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",225
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",160
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",2130
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'17 and under' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",575
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",475
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",485
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",3160
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",45
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",620
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",550
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",690
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",5860
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'17 and under' ",25
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",470
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",240
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",185
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",1580
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'17 and under' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",560
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",315
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",270
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",3400
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'18' ",155
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'19' ",110
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'20' ",90
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'21 and over' ",1120
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'18' ",265
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'19' ",160
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'20' ",170
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'21 and over' ",2330
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'18' ",35
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'19' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'20' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'21 and over' ",320
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'18' ",25
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'19' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'20' ",30
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'21 and over' ",425
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'17 and under' ",10
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'18' ",55
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'19' ",120
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'20' ",155
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Men' ","'21 and over' ",1550
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'17 and under' ",15
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'18' ",90
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'19' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'20' ",175
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'21 and over' ",2225
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'18' ",60
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'19' ",55
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'20' ",55
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'21 and over' ",580
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'17 and under' ",5
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'18' ",135
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'19' ",85
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'20' ",70
2010 ,"'A level qualification not identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'21 and over' ",1125
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",250
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'19' ",110
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'20' ",65
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'21 and over' ",40
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'18' ",365
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'19' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'20' ",75
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'21 and over' ",25
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'18' ",545
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'19' ",285
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'20' ",95
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'21 and over' ",85
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'18' ",705
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'19' ",295
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'20' ",125
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'21 and over' ",70
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'18' ",700
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",400
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",120
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",115
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",830
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",375
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",135
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",75
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",350
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",235
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",85
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",65
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",415
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",190
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",85
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",75
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",515
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",260
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",105
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",65
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",695
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",340
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",90
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",55
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",390
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",235
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",100
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",60
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",515
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",210
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",90
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",50
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",580
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",500
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",185
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",130
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",5
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",550
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",445
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",160
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",100
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",695
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",445
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",175
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",155
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",675
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",460
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",155
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",110
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'17 and under' ",5
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'18' ",325
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'19' ",225
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'20' ",115
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'21 and over' ",95
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'18' ",390
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'19' ",285
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'20' ",120
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'21 and over' ",95
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'18' ",300
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'19' ",85
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'20' ",35
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'21 and over' ",25
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'18' ",165
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'19' ",55
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'20' ",40
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'21 and over' ",30
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Scotland' ","'Scotland' ","'Women' ","'18' ",5
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'18' ",235
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'19' ",105
2011 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'20' ",55
