"Statistic:   Number of Applicants"
"Variables:   Disability Indicator , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_029_06.pdf"
 
Cycle Year,Disability Indicator , Age Band , Sex , Applicant Domicile (High Level),Number of Applicants,
2010 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",35
2014 ,"'No disability declared' ","'19' ","'Women' ","'Scotland' ",2920
2014 ,"'No disability declared' ","'19' ","'Women' ","'Wales' ",2205
2014 ,"'No disability declared' ","'20' ","'Men' ","'England' ",12995
2014 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",690
2014 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1510
2014 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",625
2014 ,"'No disability declared' ","'20' ","'Women' ","'England' ",15620
2014 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",780
2014 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",2015
2014 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",755
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",34155
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",1400
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",5000
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1710
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",65505
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",2265
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",8030
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",3590
2015 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",30
2015 ,"'Disability declared' ","'17 and under' ","'Men' ","'Scotland' ",20
2015 ,"'Disability declared' ","'17 and under' ","'Women' ","'England' ",30
2015 ,"'Disability declared' ","'17 and under' ","'Women' ","'Scotland' ",30
2015 ,"'Disability declared' ","'18' ","'Men' ","'England' ",7845
2015 ,"'Disability declared' ","'18' ","'Men' ","'Northern Ireland' ",360
2015 ,"'Disability declared' ","'18' ","'Men' ","'Scotland' ",640
2015 ,"'Disability declared' ","'18' ","'Men' ","'Wales' ",365
2015 ,"'Disability declared' ","'18' ","'Women' ","'England' ",9935
2015 ,"'Disability declared' ","'18' ","'Women' ","'Northern Ireland' ",340
2015 ,"'Disability declared' ","'18' ","'Women' ","'Scotland' ",740
2015 ,"'Disability declared' ","'18' ","'Women' ","'Wales' ",440
2015 ,"'Disability declared' ","'19' ","'Men' ","'England' ",4290
2015 ,"'Disability declared' ","'19' ","'Men' ","'Northern Ireland' ",155
2015 ,"'Disability declared' ","'19' ","'Men' ","'Scotland' ",310
2015 ,"'Disability declared' ","'19' ","'Men' ","'Wales' ",190
2015 ,"'Disability declared' ","'19' ","'Women' ","'England' ",5485
2015 ,"'Disability declared' ","'19' ","'Women' ","'Northern Ireland' ",125
2015 ,"'Disability declared' ","'19' ","'Women' ","'Scotland' ",335
2015 ,"'Disability declared' ","'19' ","'Women' ","'Wales' ",230
2015 ,"'Disability declared' ","'20' ","'Men' ","'England' ",1745
2015 ,"'Disability declared' ","'20' ","'Men' ","'Northern Ireland' ",75
2015 ,"'Disability declared' ","'20' ","'Men' ","'Scotland' ",195
2015 ,"'Disability declared' ","'20' ","'Men' ","'Wales' ",80
2015 ,"'Disability declared' ","'20' ","'Women' ","'England' ",2110
2015 ,"'Disability declared' ","'20' ","'Women' ","'Northern Ireland' ",70
2015 ,"'Disability declared' ","'20' ","'Women' ","'Scotland' ",250
2015 ,"'Disability declared' ","'20' ","'Women' ","'Wales' ",85
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'England' ",4560
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",180
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Scotland' ",720
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Wales' ",280
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'England' ",7615
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",235
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Scotland' ",1110
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Wales' ",420
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'England' ",455
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'Northern Ireland' ",10
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'Scotland' ",250
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'Wales' ",5
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'England' ",495
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Northern Ireland' ",20
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Scotland' ",430
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Wales' ",20
2015 ,"'No disability declared' ","'18' ","'Men' ","'England' ",93855
2015 ,"'No disability declared' ","'18' ","'Men' ","'Northern Ireland' ",4775
2015 ,"'No disability declared' ","'18' ","'Men' ","'Scotland' ",7460
2015 ,"'No disability declared' ","'18' ","'Men' ","'Wales' ",4600
2015 ,"'No disability declared' ","'18' ","'Women' ","'England' ",120760
2015 ,"'No disability declared' ","'18' ","'Women' ","'Northern Ireland' ",6505
2015 ,"'No disability declared' ","'18' ","'Women' ","'Scotland' ",10725
2015 ,"'No disability declared' ","'18' ","'Women' ","'Wales' ",6530
2015 ,"'No disability declared' ","'19' ","'Men' ","'England' ",36940
2015 ,"'No disability declared' ","'19' ","'Men' ","'Northern Ireland' ",1310
2015 ,"'No disability declared' ","'19' ","'Men' ","'Scotland' ",2100
2015 ,"'No disability declared' ","'19' ","'Men' ","'Wales' ",1705
2015 ,"'No disability declared' ","'19' ","'Women' ","'England' ",42595
2015 ,"'No disability declared' ","'19' ","'Women' ","'Northern Ireland' ",1585
2015 ,"'No disability declared' ","'19' ","'Women' ","'Scotland' ",3005
2015 ,"'No disability declared' ","'19' ","'Women' ","'Wales' ",2085
2015 ,"'No disability declared' ","'20' ","'Men' ","'England' ",12350
2015 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",650
2015 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1510
2015 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",640
2015 ,"'No disability declared' ","'20' ","'Women' ","'England' ",14480
2015 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",700
2015 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",1960
2015 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",805
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",32985
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",1450
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",6015
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1610
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",62105
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",2265
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",10680
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",3450
2016 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",35
2016 ,"'Disability declared' ","'17 and under' ","'Men' ","'Scotland' ",25
2016 ,"'Disability declared' ","'17 and under' ","'Women' ","'England' ",40
2016 ,"'Disability declared' ","'17 and under' ","'Women' ","'Scotland' ",35
2016 ,"'Disability declared' ","'18' ","'Men' ","'England' ",8190
2016 ,"'Disability declared' ","'18' ","'Men' ","'Northern Ireland' ",350
2016 ,"'Disability declared' ","'18' ","'Men' ","'Scotland' ",600
2016 ,"'Disability declared' ","'18' ","'Men' ","'Wales' ",365
2016 ,"'Disability declared' ","'18' ","'Women' ","'England' ",11455
2016 ,"'Disability declared' ","'18' ","'Women' ","'Northern Ireland' ",405
2016 ,"'Disability declared' ","'18' ","'Women' ","'Scotland' ",825
2016 ,"'Disability declared' ","'18' ","'Women' ","'Wales' ",470
2016 ,"'Disability declared' ","'19' ","'Men' ","'England' ",4490
2016 ,"'Disability declared' ","'19' ","'Men' ","'Northern Ireland' ",145
2016 ,"'Disability declared' ","'19' ","'Men' ","'Scotland' ",300
2016 ,"'Disability declared' ","'19' ","'Men' ","'Wales' ",205
2016 ,"'Disability declared' ","'19' ","'Women' ","'England' ",6205
2016 ,"'Disability declared' ","'19' ","'Women' ","'Northern Ireland' ",155
2016 ,"'Disability declared' ","'19' ","'Women' ","'Scotland' ",370
2016 ,"'Disability declared' ","'19' ","'Women' ","'Wales' ",265
2016 ,"'Disability declared' ","'20' ","'Men' ","'England' ",1785
2016 ,"'Disability declared' ","'20' ","'Men' ","'Northern Ireland' ",95
2016 ,"'Disability declared' ","'20' ","'Men' ","'Scotland' ",195
2016 ,"'Disability declared' ","'20' ","'Men' ","'Wales' ",95
2016 ,"'Disability declared' ","'20' ","'Women' ","'England' ",2295
2016 ,"'Disability declared' ","'20' ","'Women' ","'Northern Ireland' ",75
2016 ,"'Disability declared' ","'20' ","'Women' ","'Scotland' ",275
2016 ,"'Disability declared' ","'20' ","'Women' ","'Wales' ",115
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'England' ",4610
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",210
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Scotland' ",800
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Wales' ",280
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'England' ",8100
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",235
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Scotland' ",1330
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Wales' ",475
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'England' ",465
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Northern Ireland' ",10
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Scotland' ",290
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Wales' ",15
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'England' ",465
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Northern Ireland' ",25
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Scotland' ",430
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Wales' ",10
2016 ,"'No disability declared' ","'18' ","'Men' ","'England' ",94575
2016 ,"'No disability declared' ","'18' ","'Men' ","'Northern Ireland' ",4735
2016 ,"'No disability declared' ","'18' ","'Men' ","'Scotland' ",7235
2016 ,"'No disability declared' ","'18' ","'Men' ","'Wales' ",4570
2016 ,"'No disability declared' ","'18' ","'Women' ","'England' ",120200
2016 ,"'No disability declared' ","'18' ","'Women' ","'Northern Ireland' ",6305
2016 ,"'No disability declared' ","'18' ","'Women' ","'Scotland' ",10665
2016 ,"'No disability declared' ","'18' ","'Women' ","'Wales' ",6555
2016 ,"'No disability declared' ","'19' ","'Men' ","'England' ",36200
2016 ,"'No disability declared' ","'19' ","'Men' ","'Northern Ireland' ",1465
2016 ,"'No disability declared' ","'19' ","'Men' ","'Scotland' ",2170
2016 ,"'No disability declared' ","'19' ","'Men' ","'Wales' ",1720
2016 ,"'No disability declared' ","'19' ","'Women' ","'England' ",41890
2016 ,"'No disability declared' ","'19' ","'Women' ","'Northern Ireland' ",1840
2016 ,"'No disability declared' ","'19' ","'Women' ","'Scotland' ",3145
2016 ,"'No disability declared' ","'19' ","'Women' ","'Wales' ",2160
2016 ,"'No disability declared' ","'20' ","'Men' ","'England' ",11820
2016 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",700
2016 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1480
2016 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",565
2016 ,"'No disability declared' ","'20' ","'Women' ","'England' ",13785
2016 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",685
2016 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",2005
2016 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",775
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",31420
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",1415
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",6350
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1555
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",61310
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",2245
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",10940
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",3545
