"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_01.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2009 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",3380
2009 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1165
2009 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1270
2009 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",535
2009 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",505
2009 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",995
2009 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",740
2009 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",20
2009 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",65
2009 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",2190
2009 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",5920
2009 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",770
2009 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1695
2009 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",245
2009 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",445
2009 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",545
2009 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",975
2009 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",20
2009 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",55
2009 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",905
2009 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2430
2009 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",220
2009 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",525
2009 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",50
2009 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",125
2009 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",100
2009 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",185
2009 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",310
2009 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",585
2009 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",115
2009 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",170
2009 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",40
2009 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",55
2009 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",100
2009 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",105
2009 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",40
2009 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",50
2009 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4485
2009 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5170
2009 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1370
2009 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1255
2009 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",370
2009 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",340
2009 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",980
2009 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",755
2009 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",100
2009 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",145
2009 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",6605
2009 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",11905
2009 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5595
2009 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",10000
2009 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2525
2009 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3480
2009 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",5300
2009 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",6575
2009 ,"'Group X Education' ","'17 and under' ","'Men' ",5
2009 ,"'Group X Education' ","'17 and under' ","'Women' ",65
2009 ,"'Group X Education' ","'18' ","'Men' ",950
2009 ,"'Group X Education' ","'18' ","'Women' ",6380
2009 ,"'Group X Education' ","'19' ","'Men' ",400
2009 ,"'Group X Education' ","'19' ","'Women' ",2160
2009 ,"'Group X Education' ","'20' ","'Men' ",180
2009 ,"'Group X Education' ","'20' ","'Women' ",930
2009 ,"'Group X Education' ","'21 and over' ","'Men' ",680
2009 ,"'Group X Education' ","'21 and over' ","'Women' ",4290
2009 ,"'Y Combined arts' ","'17 and under' ","'Men' ",20
2009 ,"'Y Combined arts' ","'17 and under' ","'Women' ",70
2009 ,"'Y Combined arts' ","'18' ","'Men' ",2180
2009 ,"'Y Combined arts' ","'18' ","'Women' ",5410
2009 ,"'Y Combined arts' ","'19' ","'Men' ",975
2009 ,"'Y Combined arts' ","'19' ","'Women' ",1790
2009 ,"'Y Combined arts' ","'20' ","'Men' ",370
2009 ,"'Y Combined arts' ","'20' ","'Women' ",585
2009 ,"'Y Combined arts' ","'21 and over' ","'Men' ",900
2009 ,"'Y Combined arts' ","'21 and over' ","'Women' ",1300
2009 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",55
2009 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",60
2009 ,"'Y Combined sciences' ","'18' ","'Men' ",2300
2009 ,"'Y Combined sciences' ","'18' ","'Women' ",1970
2009 ,"'Y Combined sciences' ","'19' ","'Men' ",950
2009 ,"'Y Combined sciences' ","'19' ","'Women' ",615
2009 ,"'Y Combined sciences' ","'20' ","'Men' ",430
2009 ,"'Y Combined sciences' ","'20' ","'Women' ",280
2009 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",970
2009 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",740
2009 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",40
2009 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",50
2009 ,"'Y Combined social sciences' ","'18' ","'Men' ",1395
2009 ,"'Y Combined social sciences' ","'18' ","'Women' ",1655
2009 ,"'Y Combined social sciences' ","'19' ","'Men' ",665
2009 ,"'Y Combined social sciences' ","'19' ","'Women' ",665
2009 ,"'Y Combined social sciences' ","'20' ","'Men' ",225
2009 ,"'Y Combined social sciences' ","'20' ","'Women' ",245
2009 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",370
2009 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",430
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",70
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",95
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",5135
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",5340
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",2465
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",1985
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",1090
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",855
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",2430
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",2090
2009 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",40
2009 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",95
2009 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",2495
2009 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",4055
2009 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",1035
2009 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1620
2009 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",390
2009 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",635
2009 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",795
2009 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1555
2009 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",50
2009 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",70
2009 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1165
2009 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1485
2009 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",480
2009 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",635
2009 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",205
2009 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",225
2009 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",650
2009 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",775
2010 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",45
2010 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",85
2010 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2235
2010 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",2990
2010 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",665
2010 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",775
2010 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",145
2010 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",145
2010 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",990
2010 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1175
2010 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",65
2010 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",300
2010 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",3165
2010 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",12140
2010 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",1520
2010 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",5255
2010 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",635
2010 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",2660
2010 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",4525
2010 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",19625
2010 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",85
2010 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",235
2010 ,"'Group C Biological Sciences' ","'18' ","'Men' ",8980
2010 ,"'Group C Biological Sciences' ","'18' ","'Women' ",13715
2010 ,"'Group C Biological Sciences' ","'19' ","'Men' ",3520
2010 ,"'Group C Biological Sciences' ","'19' ","'Women' ",3970
2010 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1275
2010 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1370
2010 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",2585
2010 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",3090
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",35
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",65
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",815
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",1795
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",290
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",735
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",145
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",300
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",635
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",965
2010 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",105
2010 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",100
2010 ,"'Group F Physical Sciences' ","'18' ","'Men' ",7325
2010 ,"'Group F Physical Sciences' ","'18' ","'Women' ",4785
2010 ,"'Group F Physical Sciences' ","'19' ","'Men' ",1715
2010 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1140
2010 ,"'Group F Physical Sciences' ","'20' ","'Men' ",535
2010 ,"'Group F Physical Sciences' ","'20' ","'Women' ",365
2010 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",1120
2010 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",815
2010 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",60
2010 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",70
2010 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3205
2010 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2080
2010 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",875
2010 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",630
2010 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",290
2010 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",185
2010 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",370
2010 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",175
2010 ,"'Group H Engineering' ","'17 and under' ","'Men' ",480
2010 ,"'Group H Engineering' ","'17 and under' ","'Women' ",130
2010 ,"'Group H Engineering' ","'18' ","'Men' ",10700
2010 ,"'Group H Engineering' ","'18' ","'Women' ",1650
2010 ,"'Group H Engineering' ","'19' ","'Men' ",4445
2010 ,"'Group H Engineering' ","'19' ","'Women' ",625
2010 ,"'Group H Engineering' ","'20' ","'Men' ",2285
2010 ,"'Group H Engineering' ","'20' ","'Women' ",315
2010 ,"'Group H Engineering' ","'21 and over' ","'Men' ",4900
2010 ,"'Group H Engineering' ","'21 and over' ","'Women' ",535
2010 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",120
2010 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",40
2010 ,"'Group I Computer Sciences' ","'18' ","'Men' ",6865
2010 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1350
2010 ,"'Group I Computer Sciences' ","'19' ","'Men' ",3910
2010 ,"'Group I Computer Sciences' ","'19' ","'Women' ",660
2010 ,"'Group I Computer Sciences' ","'20' ","'Men' ",2095
2010 ,"'Group I Computer Sciences' ","'20' ","'Women' ",300
2010 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",4410
2010 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",750
2010 ,"'Group J Technologies' ","'17 and under' ","'Men' ",30
2010 ,"'Group J Technologies' ","'17 and under' ","'Women' ",5
2010 ,"'Group J Technologies' ","'18' ","'Men' ",1000
2010 ,"'Group J Technologies' ","'18' ","'Women' ",240
2010 ,"'Group J Technologies' ","'19' ","'Men' ",510
2010 ,"'Group J Technologies' ","'19' ","'Women' ",140
2010 ,"'Group J Technologies' ","'20' ","'Men' ",325
2010 ,"'Group J Technologies' ","'20' ","'Women' ",65
2010 ,"'Group J Technologies' ","'21 and over' ","'Men' ",785
2010 ,"'Group J Technologies' ","'21 and over' ","'Women' ",140
2010 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",45
2010 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",70
2010 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",2695
2010 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1285
2010 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1420
2010 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",615
2010 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",625
2010 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",250
2010 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1805
2010 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",595
2010 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",185
2010 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",245
2010 ,"'Group L Social Studies' ","'18' ","'Men' ",7550
2010 ,"'Group L Social Studies' ","'18' ","'Women' ",9380
2010 ,"'Group L Social Studies' ","'19' ","'Men' ",3245
2010 ,"'Group L Social Studies' ","'19' ","'Women' ",4115
2010 ,"'Group L Social Studies' ","'20' ","'Men' ",1060
2010 ,"'Group L Social Studies' ","'20' ","'Women' ",1550
2010 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",3020
2010 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",8290
2010 ,"'Group M Law' ","'17 and under' ","'Men' ",100
2010 ,"'Group M Law' ","'17 and under' ","'Women' ",255
2010 ,"'Group M Law' ","'18' ","'Men' ",3925
2010 ,"'Group M Law' ","'18' ","'Women' ",7660
2010 ,"'Group M Law' ","'19' ","'Men' ",1490
2010 ,"'Group M Law' ","'19' ","'Women' ",2505
2010 ,"'Group M Law' ","'20' ","'Men' ",680
2010 ,"'Group M Law' ","'20' ","'Women' ",900
2010 ,"'Group M Law' ","'21 and over' ","'Men' ",1915
2010 ,"'Group M Law' ","'21 and over' ","'Women' ",2420
2010 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",325
2010 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",430
2010 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",12385
2010 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",12245
2010 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",7295
2010 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",6310
2010 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3500
2010 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",3555
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",6720
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",6480
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",15
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",45
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",2405
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",3275
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1240
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1435
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",520
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",505
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",1040
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",730
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",10
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",70
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",2025
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",6060
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",735
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1710
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",200
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",470
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",465
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",910
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",20
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",50
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",955
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2560
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",265
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",425
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",45
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",90
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",100
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",175
2010 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",15
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",315
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",550
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",135
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",175
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",30
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",70
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",110
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",90
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",35
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",55
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4520
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5085
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1485
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1385
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",345
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",320
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",1000
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",740
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",55
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",130
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",6455
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",11765
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5425
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",10395
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2510
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3445
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4895
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",6480
2010 ,"'Group X Education' ","'17 and under' ","'Women' ",30
2010 ,"'Group X Education' ","'18' ","'Men' ",985
2010 ,"'Group X Education' ","'18' ","'Women' ",6385
2010 ,"'Group X Education' ","'19' ","'Men' ",445
2010 ,"'Group X Education' ","'19' ","'Women' ",2230
2010 ,"'Group X Education' ","'20' ","'Men' ",205
2010 ,"'Group X Education' ","'20' ","'Women' ",1025
2010 ,"'Group X Education' ","'21 and over' ","'Men' ",785
2010 ,"'Group X Education' ","'21 and over' ","'Women' ",4245
2010 ,"'Y Combined arts' ","'17 and under' ","'Men' ",15
2010 ,"'Y Combined arts' ","'17 and under' ","'Women' ",70
2010 ,"'Y Combined arts' ","'18' ","'Men' ",2190
2010 ,"'Y Combined arts' ","'18' ","'Women' ",5375
2010 ,"'Y Combined arts' ","'19' ","'Men' ",975
2010 ,"'Y Combined arts' ","'19' ","'Women' ",1860
2010 ,"'Y Combined arts' ","'20' ","'Men' ",360
2010 ,"'Y Combined arts' ","'20' ","'Women' ",525
2010 ,"'Y Combined arts' ","'21 and over' ","'Men' ",805
2010 ,"'Y Combined arts' ","'21 and over' ","'Women' ",1090
2010 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",55
2010 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",70
2010 ,"'Y Combined sciences' ","'18' ","'Men' ",2275
2010 ,"'Y Combined sciences' ","'18' ","'Women' ",2005
2010 ,"'Y Combined sciences' ","'19' ","'Men' ",1000
2010 ,"'Y Combined sciences' ","'19' ","'Women' ",735
2010 ,"'Y Combined sciences' ","'20' ","'Men' ",440
2010 ,"'Y Combined sciences' ","'20' ","'Women' ",280
2010 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",980
2010 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",735
2010 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",40
2010 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",40
2010 ,"'Y Combined social sciences' ","'18' ","'Men' ",1330
2010 ,"'Y Combined social sciences' ","'18' ","'Women' ",1590
2010 ,"'Y Combined social sciences' ","'19' ","'Men' ",715
2010 ,"'Y Combined social sciences' ","'19' ","'Women' ",740
2010 ,"'Y Combined social sciences' ","'20' ","'Men' ",240
2010 ,"'Y Combined social sciences' ","'20' ","'Women' ",275
2010 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",375
2010 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",455
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",40
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",90
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",5130
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",5090
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",2570
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",2085
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",1130
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",805
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",2370
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",1945
2010 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",35
2010 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",100
2010 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",2315
2010 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",3905
2010 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",1035
2010 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1740
2010 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",360
2010 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",645
2010 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",735
2010 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1475
2010 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",40
2010 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",70
2010 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",960
2010 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1280
2010 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",420
2010 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",470
2010 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",170
2010 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",190
