"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_019_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Men' ","'Firm choice' ",3190
2009 ,"'I3 - Software Engineering' ","'Men' ","'Extra' ",15
2009 ,"'I3 - Software Engineering' ","'Men' ","'Main scheme Clearing' ",100
2009 ,"'I3 - Software Engineering' ","'Men' ","'Direct Clearing' ",85
2009 ,"'I3 - Software Engineering' ","'Men' ","'RPA' ",100
2009 ,"'I3 - Software Engineering' ","'Women' ","'Firm choice' ",85
2009 ,"'I3 - Software Engineering' ","'Women' ","'Insurance choice' ",10
2009 ,"'I3 - Software Engineering' ","'Women' ","'Other main scheme choice' ",15
2009 ,"'I3 - Software Engineering' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'I3 - Software Engineering' ","'Women' ","'Direct Clearing' ",5
2009 ,"'I3 - Software Engineering' ","'Women' ","'RPA' ",10
2009 ,"'I4 - Artificial Intelligence' ","'Men' ","'Firm choice' ",35
2009 ,"'I4 - Artificial Intelligence' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'I4 - Artificial Intelligence' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'I4 - Artificial Intelligence' ","'Men' ","'Direct Clearing' ",5
2009 ,"'I4 - Artificial Intelligence' ","'Women' ","'Firm choice' ",10
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Firm choice' ",900
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Insurance choice' ",60
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Other main scheme choice' ",70
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Extra' ",10
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Main scheme Clearing' ",60
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'Direct Clearing' ",55
2009 ,"'II - Combinations in Computer Sciences' ","'Men' ","'RPA' ",115
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'Firm choice' ",125
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'Insurance choice' ",10
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'Direct Clearing' ",5
2009 ,"'II - Combinations in Computer Sciences' ","'Women' ","'RPA' ",10
2009 ,"'J1 - Minerals Technology' ","'Men' ","'Firm choice' ",20
2009 ,"'J1 - Minerals Technology' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'J1 - Minerals Technology' ","'Women' ","'Firm choice' ",5
2009 ,"'J2 - Metallurgy' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'J2 - Metallurgy' ","'Men' ","'Main scheme Clearing' ",10
2009 ,"'J2 - Metallurgy' ","'Women' ","'Firm choice' ",10
2009 ,"'J2 - Metallurgy' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'J4 - Polymers and Textiles' ","'Men' ","'Firm choice' ",25
2009 ,"'J4 - Polymers and Textiles' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'J4 - Polymers and Textiles' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'J4 - Polymers and Textiles' ","'Men' ","'RPA' ",5
2009 ,"'J4 - Polymers and Textiles' ","'Women' ","'Firm choice' ",125
2009 ,"'J4 - Polymers and Textiles' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'J4 - Polymers and Textiles' ","'Women' ","'Direct Clearing' ",5
2009 ,"'J4 - Polymers and Textiles' ","'Women' ","'RPA' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'Firm choice' ",95
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'Insurance choice' ",10
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'Main scheme Clearing' ",20
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'Direct Clearing' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Men' ","'RPA' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Women' ","'Firm choice' ",45
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Women' ","'Insurance choice' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Women' ","'Main scheme Clearing' ",20
2009 ,"'J6 - Maritime Technology' ","'Men' ","'Firm choice' ",105
2009 ,"'J6 - Maritime Technology' ","'Men' ","'Insurance choice' ",5
2009 ,"'J6 - Maritime Technology' ","'Men' ","'Other main scheme choice' ",10
2009 ,"'J6 - Maritime Technology' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'J6 - Maritime Technology' ","'Men' ","'Direct Clearing' ",5
2009 ,"'J6 - Maritime Technology' ","'Men' ","'RPA' ",10
2009 ,"'J6 - Maritime Technology' ","'Women' ","'Firm choice' ",10
2009 ,"'J7 - Biotechnology' ","'Men' ","'Firm choice' ",50
2009 ,"'J7 - Biotechnology' ","'Men' ","'Insurance choice' ",10
2009 ,"'J7 - Biotechnology' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'J7 - Biotechnology' ","'Men' ","'RPA' ",5
2009 ,"'J7 - Biotechnology' ","'Women' ","'Firm choice' ",40
2009 ,"'J7 - Biotechnology' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'J7 - Biotechnology' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'J7 - Biotechnology' ","'Women' ","'RPA' ",5
2009 ,"'J9 - Others in Technology' ","'Men' ","'Firm choice' ",1455
2009 ,"'J9 - Others in Technology' ","'Men' ","'Insurance choice' ",60
2009 ,"'J9 - Others in Technology' ","'Men' ","'Other main scheme choice' ",180
2009 ,"'J9 - Others in Technology' ","'Men' ","'Extra' ",15
2009 ,"'J9 - Others in Technology' ","'Men' ","'Main scheme Clearing' ",90
2009 ,"'J9 - Others in Technology' ","'Men' ","'Direct Clearing' ",70
2009 ,"'J9 - Others in Technology' ","'Men' ","'RPA' ",155
2009 ,"'J9 - Others in Technology' ","'Women' ","'Firm choice' ",180
2009 ,"'J9 - Others in Technology' ","'Women' ","'Insurance choice' ",15
2009 ,"'J9 - Others in Technology' ","'Women' ","'Other main scheme choice' ",25
2009 ,"'J9 - Others in Technology' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'J9 - Others in Technology' ","'Women' ","'Direct Clearing' ",10
2009 ,"'J9 - Others in Technology' ","'Women' ","'RPA' ",30
2009 ,"'JJ - Combinations within Technology' ","'Women' ","'Firm choice' ",5
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'Men' ","'Firm choice' ",5
2009 ,"'K1 - Architecture' ","'Men' ","'Firm choice' ",1890
2009 ,"'K1 - Architecture' ","'Men' ","'Insurance choice' ",200
2009 ,"'K1 - Architecture' ","'Men' ","'Other main scheme choice' ",130
2009 ,"'K1 - Architecture' ","'Men' ","'Extra' ",25
2009 ,"'K1 - Architecture' ","'Men' ","'Main scheme Clearing' ",175
2009 ,"'K1 - Architecture' ","'Men' ","'Direct Clearing' ",40
2009 ,"'K1 - Architecture' ","'Men' ","'RPA' ",75
2009 ,"'K1 - Architecture' ","'Women' ","'Firm choice' ",1450
2009 ,"'K1 - Architecture' ","'Women' ","'Insurance choice' ",150
2009 ,"'K1 - Architecture' ","'Women' ","'Other main scheme choice' ",70
2009 ,"'K1 - Architecture' ","'Women' ","'Extra' ",15
2009 ,"'K1 - Architecture' ","'Women' ","'Main scheme Clearing' ",115
2009 ,"'K1 - Architecture' ","'Women' ","'Direct Clearing' ",30
2009 ,"'K1 - Architecture' ","'Women' ","'RPA' ",35
2009 ,"'K2 - Building' ","'Men' ","'Firm choice' ",2520
2009 ,"'K2 - Building' ","'Men' ","'Insurance choice' ",245
2009 ,"'K2 - Building' ","'Men' ","'Other main scheme choice' ",215
2009 ,"'K2 - Building' ","'Men' ","'Extra' ",25
2009 ,"'K2 - Building' ","'Men' ","'Main scheme Clearing' ",250
2009 ,"'K2 - Building' ","'Men' ","'Direct Clearing' ",135
2009 ,"'K2 - Building' ","'Men' ","'RPA' ",355
2009 ,"'K2 - Building' ","'Women' ","'Firm choice' ",375
2009 ,"'K2 - Building' ","'Women' ","'Insurance choice' ",40
2009 ,"'K2 - Building' ","'Women' ","'Other main scheme choice' ",45
2009 ,"'K2 - Building' ","'Women' ","'Extra' ",5
2009 ,"'K2 - Building' ","'Women' ","'Main scheme Clearing' ",50
2009 ,"'K2 - Building' ","'Women' ","'Direct Clearing' ",15
2009 ,"'K2 - Building' ","'Women' ","'RPA' ",55
2009 ,"'K3 - Landscape & Garden Design' ","'Men' ","'Firm choice' ",105
2009 ,"'K3 - Landscape & Garden Design' ","'Men' ","'Other main scheme choice' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'K3 - Landscape & Garden Design' ","'Men' ","'Direct Clearing' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'Men' ","'RPA' ",20
2009 ,"'K3 - Landscape & Garden Design' ","'Women' ","'Firm choice' ",75
2009 ,"'K3 - Landscape & Garden Design' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'Women' ","'Direct Clearing' ",5
2009 ,"'K3 - Landscape & Garden Design' ","'Women' ","'RPA' ",20
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Firm choice' ",390
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Insurance choice' ",50
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Other main scheme choice' ",25
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Extra' ",5
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Main scheme Clearing' ",60
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'Direct Clearing' ",40
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Men' ","'RPA' ",50
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'Firm choice' ",275
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'Insurance choice' ",25
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'Other main scheme choice' ",15
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'Main scheme Clearing' ",30
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'Direct Clearing' ",20
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Women' ","'RPA' ",35
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'Firm choice' ",95
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'Insurance choice' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'Other main scheme choice' ",15
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'Direct Clearing' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Men' ","'RPA' ",10
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Women' ","'Firm choice' ",50
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Women' ","'Insurance choice' ",10
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'L0 - Social Studies: any area of study' ","'Men' ","'Firm choice' ",260
2009 ,"'L0 - Social Studies: any area of study' ","'Men' ","'Insurance choice' ",5
2009 ,"'L0 - Social Studies: any area of study' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'L0 - Social Studies: any area of study' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'L0 - Social Studies: any area of study' ","'Men' ","'RPA' ",25
2009 ,"'L0 - Social Studies: any area of study' ","'Women' ","'Firm choice' ",155
2009 ,"'L0 - Social Studies: any area of study' ","'Women' ","'Insurance choice' ",5
2009 ,"'L0 - Social Studies: any area of study' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'L0 - Social Studies: any area of study' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'L0 - Social Studies: any area of study' ","'Women' ","'RPA' ",25
2009 ,"'L1 - Economics' ","'Men' ","'Firm choice' ",3410
2009 ,"'L1 - Economics' ","'Men' ","'Insurance choice' ",685
2009 ,"'L1 - Economics' ","'Men' ","'Other main scheme choice' ",95
2009 ,"'L1 - Economics' ","'Men' ","'Extra' ",40
2009 ,"'L1 - Economics' ","'Men' ","'Adjustment' ",5
2009 ,"'L1 - Economics' ","'Men' ","'Main scheme Clearing' ",465
2009 ,"'L1 - Economics' ","'Men' ","'Direct Clearing' ",55
2009 ,"'L1 - Economics' ","'Men' ","'RPA' ",115
2009 ,"'L1 - Economics' ","'Women' ","'Firm choice' ",1525
2009 ,"'L1 - Economics' ","'Women' ","'Insurance choice' ",275
2009 ,"'L1 - Economics' ","'Women' ","'Other main scheme choice' ",50
2009 ,"'L1 - Economics' ","'Women' ","'Extra' ",15
2009 ,"'L1 - Economics' ","'Women' ","'Adjustment' ",5
2009 ,"'L1 - Economics' ","'Women' ","'Main scheme Clearing' ",215
2009 ,"'L1 - Economics' ","'Women' ","'Direct Clearing' ",20
2009 ,"'L1 - Economics' ","'Women' ","'RPA' ",80
2009 ,"'L2 - Politics' ","'Men' ","'Firm choice' ",2130
2009 ,"'L2 - Politics' ","'Men' ","'Insurance choice' ",305
2009 ,"'L2 - Politics' ","'Men' ","'Other main scheme choice' ",100
2009 ,"'L2 - Politics' ","'Men' ","'Extra' ",60
2009 ,"'L2 - Politics' ","'Men' ","'Adjustment' ",5
2009 ,"'L2 - Politics' ","'Men' ","'Main scheme Clearing' ",245
2009 ,"'L2 - Politics' ","'Men' ","'Direct Clearing' ",55
2009 ,"'L2 - Politics' ","'Men' ","'RPA' ",105
2009 ,"'L2 - Politics' ","'Women' ","'Firm choice' ",1575
2009 ,"'L2 - Politics' ","'Women' ","'Insurance choice' ",255
2009 ,"'L2 - Politics' ","'Women' ","'Other main scheme choice' ",75
2009 ,"'L2 - Politics' ","'Women' ","'Extra' ",45
2009 ,"'L2 - Politics' ","'Women' ","'Main scheme Clearing' ",215
2009 ,"'L2 - Politics' ","'Women' ","'Direct Clearing' ",25
2009 ,"'L2 - Politics' ","'Women' ","'RPA' ",60
2009 ,"'L3 - Sociology' ","'Men' ","'Firm choice' ",760
2009 ,"'L3 - Sociology' ","'Men' ","'Insurance choice' ",155
2009 ,"'L3 - Sociology' ","'Men' ","'Other main scheme choice' ",60
2009 ,"'L3 - Sociology' ","'Men' ","'Extra' ",30
2009 ,"'L3 - Sociology' ","'Men' ","'Adjustment' ",5
2009 ,"'L3 - Sociology' ","'Men' ","'Main scheme Clearing' ",115
2009 ,"'L3 - Sociology' ","'Men' ","'Direct Clearing' ",35
2009 ,"'L3 - Sociology' ","'Men' ","'RPA' ",130
2009 ,"'L3 - Sociology' ","'Women' ","'Firm choice' ",2380
2009 ,"'L3 - Sociology' ","'Women' ","'Insurance choice' ",375
2009 ,"'L3 - Sociology' ","'Women' ","'Other main scheme choice' ",135
2009 ,"'L3 - Sociology' ","'Women' ","'Extra' ",60
2009 ,"'L3 - Sociology' ","'Women' ","'Adjustment' ",10
2009 ,"'L3 - Sociology' ","'Women' ","'Main scheme Clearing' ",410
2009 ,"'L3 - Sociology' ","'Women' ","'Direct Clearing' ",95
2009 ,"'L3 - Sociology' ","'Women' ","'RPA' ",240
2009 ,"'L4 - Social Policy' ","'Men' ","'Firm choice' ",375
2009 ,"'L4 - Social Policy' ","'Men' ","'Insurance choice' ",15
2009 ,"'L4 - Social Policy' ","'Men' ","'Other main scheme choice' ",30
2009 ,"'L4 - Social Policy' ","'Men' ","'Extra' ",10
2009 ,"'L4 - Social Policy' ","'Men' ","'Main scheme Clearing' ",40
2009 ,"'L4 - Social Policy' ","'Men' ","'Direct Clearing' ",20
2009 ,"'L4 - Social Policy' ","'Men' ","'RPA' ",100
2009 ,"'L4 - Social Policy' ","'Women' ","'Firm choice' ",510
2009 ,"'L4 - Social Policy' ","'Women' ","'Insurance choice' ",50
2009 ,"'L4 - Social Policy' ","'Women' ","'Other main scheme choice' ",45
2009 ,"'L4 - Social Policy' ","'Women' ","'Extra' ",10
2009 ,"'L4 - Social Policy' ","'Women' ","'Main scheme Clearing' ",65
2009 ,"'L4 - Social Policy' ","'Women' ","'Direct Clearing' ",30
2009 ,"'L4 - Social Policy' ","'Women' ","'RPA' ",115
2009 ,"'L5 - Social Work' ","'Men' ","'Firm choice' ",1030
2009 ,"'L5 - Social Work' ","'Men' ","'Insurance choice' ",15
2009 ,"'L5 - Social Work' ","'Men' ","'Other main scheme choice' ",165
2009 ,"'L5 - Social Work' ","'Men' ","'Extra' ",15
2009 ,"'L5 - Social Work' ","'Men' ","'Main scheme Clearing' ",130
2009 ,"'L5 - Social Work' ","'Men' ","'Direct Clearing' ",65
2009 ,"'L5 - Social Work' ","'Men' ","'RPA' ",175
2009 ,"'L5 - Social Work' ","'Women' ","'Firm choice' ",6360
2009 ,"'L5 - Social Work' ","'Women' ","'Insurance choice' ",180
2009 ,"'L5 - Social Work' ","'Women' ","'Other main scheme choice' ",745
2009 ,"'L5 - Social Work' ","'Women' ","'Extra' ",115
2009 ,"'L5 - Social Work' ","'Women' ","'Adjustment' ",5
2009 ,"'L5 - Social Work' ","'Women' ","'Main scheme Clearing' ",640
2009 ,"'L5 - Social Work' ","'Women' ","'Direct Clearing' ",250
2009 ,"'L5 - Social Work' ","'Women' ","'RPA' ",805
2009 ,"'L6 - Anthropology' ","'Men' ","'Firm choice' ",125
2009 ,"'L6 - Anthropology' ","'Men' ","'Insurance choice' ",25
2009 ,"'L6 - Anthropology' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'L6 - Anthropology' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'L6 - Anthropology' ","'Men' ","'Direct Clearing' ",5
2009 ,"'L6 - Anthropology' ","'Men' ","'RPA' ",10
2009 ,"'L6 - Anthropology' ","'Women' ","'Firm choice' ",395
2009 ,"'L6 - Anthropology' ","'Women' ","'Insurance choice' ",45
2009 ,"'L6 - Anthropology' ","'Women' ","'Other main scheme choice' ",20
2009 ,"'L6 - Anthropology' ","'Women' ","'Extra' ",5
2009 ,"'L6 - Anthropology' ","'Women' ","'Main scheme Clearing' ",30
2009 ,"'L6 - Anthropology' ","'Women' ","'RPA' ",5
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Firm choice' ",1035
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Insurance choice' ",150
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Other main scheme choice' ",15
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Extra' ",10
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Adjustment' ",5
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Main scheme Clearing' ",85
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'Direct Clearing' ",10
2009 ,"'L7 - Human and Social Geography' ","'Men' ","'RPA' ",5
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Firm choice' ",1160
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Insurance choice' ",125
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Extra' ",10
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Main scheme Clearing' ",75
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'Direct Clearing' ",10
2009 ,"'L7 - Human and Social Geography' ","'Women' ","'RPA' ",5
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Firm choice' ",120
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Insurance choice' ",10
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Other main scheme choice' ",20
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Extra' ",5
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Main scheme Clearing' ",10
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'Direct Clearing' ",15
2009 ,"'L9 - Others in Social Studies' ","'Men' ","'RPA' ",25
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Firm choice' ",275
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Insurance choice' ",25
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Other main scheme choice' ",20
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Extra' ",5
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Main scheme Clearing' ",35
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'Direct Clearing' ",10
2009 ,"'L9 - Others in Social Studies' ","'Women' ","'RPA' ",25
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Firm choice' ",855
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Insurance choice' ",130
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Other main scheme choice' ",45
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Extra' ",25
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Main scheme Clearing' ",85
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'Direct Clearing' ",25
2009 ,"'LL - Combinations within Social Studies' ","'Men' ","'RPA' ",40
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Firm choice' ",1095
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Insurance choice' ",145
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Other main scheme choice' ",60
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Extra' ",35
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Main scheme Clearing' ",150
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'Direct Clearing' ",30
2009 ,"'LL - Combinations within Social Studies' ","'Women' ","'RPA' ",95
2009 ,"'M1 - Law by Area' ","'Men' ","'Firm choice' ",4500
2009 ,"'M1 - Law by Area' ","'Men' ","'Insurance choice' ",600
2009 ,"'M1 - Law by Area' ","'Men' ","'Other main scheme choice' ",330
2009 ,"'M1 - Law by Area' ","'Men' ","'Extra' ",60
2009 ,"'M1 - Law by Area' ","'Men' ","'Adjustment' ",10
2009 ,"'M1 - Law by Area' ","'Men' ","'Main scheme Clearing' ",685
2009 ,"'M1 - Law by Area' ","'Men' ","'Direct Clearing' ",160
2009 ,"'M1 - Law by Area' ","'Men' ","'RPA' ",495
2009 ,"'M1 - Law by Area' ","'Women' ","'Firm choice' ",7285
2009 ,"'M1 - Law by Area' ","'Women' ","'Insurance choice' ",1170
2009 ,"'M1 - Law by Area' ","'Women' ","'Other main scheme choice' ",355
2009 ,"'M1 - Law by Area' ","'Women' ","'Extra' ",140
2009 ,"'M1 - Law by Area' ","'Women' ","'Adjustment' ",25
2009 ,"'M1 - Law by Area' ","'Women' ","'Main scheme Clearing' ",1115
2009 ,"'M1 - Law by Area' ","'Women' ","'Direct Clearing' ",195
2009 ,"'M1 - Law by Area' ","'Women' ","'RPA' ",460
2009 ,"'M2 - Law by Topic' ","'Men' ","'Firm choice' ",245
2009 ,"'M2 - Law by Topic' ","'Men' ","'Insurance choice' ",40
2009 ,"'M2 - Law by Topic' ","'Men' ","'Other main scheme choice' ",20
2009 ,"'M2 - Law by Topic' ","'Men' ","'Extra' ",5
2009 ,"'M2 - Law by Topic' ","'Men' ","'Main scheme Clearing' ",35
2009 ,"'M2 - Law by Topic' ","'Men' ","'Direct Clearing' ",10
2009 ,"'M2 - Law by Topic' ","'Men' ","'RPA' ",30
2009 ,"'M2 - Law by Topic' ","'Women' ","'Firm choice' ",470
2009 ,"'M2 - Law by Topic' ","'Women' ","'Insurance choice' ",60
2009 ,"'M2 - Law by Topic' ","'Women' ","'Other main scheme choice' ",50
2009 ,"'M2 - Law by Topic' ","'Women' ","'Extra' ",25
2009 ,"'M2 - Law by Topic' ","'Women' ","'Main scheme Clearing' ",75
2009 ,"'M2 - Law by Topic' ","'Women' ","'Direct Clearing' ",20
2009 ,"'M2 - Law by Topic' ","'Women' ","'RPA' ",75
2009 ,"'M9 - Others in Law' ","'Men' ","'Firm choice' ",630
2009 ,"'M9 - Others in Law' ","'Men' ","'Insurance choice' ",60
2009 ,"'M9 - Others in Law' ","'Men' ","'Other main scheme choice' ",40
2009 ,"'M9 - Others in Law' ","'Men' ","'Extra' ",10
2009 ,"'M9 - Others in Law' ","'Men' ","'Main scheme Clearing' ",90
2009 ,"'M9 - Others in Law' ","'Men' ","'Direct Clearing' ",30
2009 ,"'M9 - Others in Law' ","'Men' ","'RPA' ",95
2009 ,"'M9 - Others in Law' ","'Women' ","'Firm choice' ",1285
2009 ,"'M9 - Others in Law' ","'Women' ","'Insurance choice' ",130
2009 ,"'M9 - Others in Law' ","'Women' ","'Other main scheme choice' ",70
2009 ,"'M9 - Others in Law' ","'Women' ","'Extra' ",25
2009 ,"'M9 - Others in Law' ","'Women' ","'Main scheme Clearing' ",190
2009 ,"'M9 - Others in Law' ","'Women' ","'Direct Clearing' ",45
2009 ,"'M9 - Others in Law' ","'Women' ","'RPA' ",135
2009 ,"'MM - Combinations within Law' ","'Men' ","'Firm choice' ",65
2009 ,"'MM - Combinations within Law' ","'Men' ","'Insurance choice' ",10
2009 ,"'MM - Combinations within Law' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'MM - Combinations within Law' ","'Men' ","'Main scheme Clearing' ",10
2009 ,"'MM - Combinations within Law' ","'Men' ","'Direct Clearing' ",5
2009 ,"'MM - Combinations within Law' ","'Men' ","'RPA' ",20
2009 ,"'MM - Combinations within Law' ","'Women' ","'Firm choice' ",205
2009 ,"'MM - Combinations within Law' ","'Women' ","'Insurance choice' ",30
2009 ,"'MM - Combinations within Law' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'MM - Combinations within Law' ","'Women' ","'Extra' ",5
2009 ,"'MM - Combinations within Law' ","'Women' ","'Main scheme Clearing' ",40
2009 ,"'MM - Combinations within Law' ","'Women' ","'Direct Clearing' ",5
2009 ,"'MM - Combinations within Law' ","'Women' ","'RPA' ",20
2009 ,"'N0 - Business & Admin studies: any area' ","'Men' ","'Firm choice' ",5
2009 ,"'N0 - Business & Admin studies: any area' ","'Women' ","'Firm choice' ",5
2009 ,"'N1 - Business studies' ","'Men' ","'Firm choice' ",3960
2009 ,"'N1 - Business studies' ","'Men' ","'Insurance choice' ",775
2009 ,"'N1 - Business studies' ","'Men' ","'Other main scheme choice' ",355
2009 ,"'N1 - Business studies' ","'Men' ","'Extra' ",60
2009 ,"'N1 - Business studies' ","'Men' ","'Adjustment' ",5
2009 ,"'N1 - Business studies' ","'Men' ","'Main scheme Clearing' ",665
2009 ,"'N1 - Business studies' ","'Men' ","'Direct Clearing' ",215
2009 ,"'N1 - Business studies' ","'Men' ","'RPA' ",975
2009 ,"'N1 - Business studies' ","'Women' ","'Firm choice' ",3055
2009 ,"'N1 - Business studies' ","'Women' ","'Insurance choice' ",490
2009 ,"'N1 - Business studies' ","'Women' ","'Other main scheme choice' ",280
