"Statistic:   Number of Acceptances"
"Variables:   Disability Indicator , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_029_05.pdf"
 
Cycle Year,Disability Indicator , Age Band , Sex , Applicant Domicile (High Level),Number of Acceptances,
2010 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",15
2014 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",515
2014 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1055
2014 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",525
2014 ,"'No disability declared' ","'20' ","'Women' ","'England' ",11545
2014 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",535
2014 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",1345
2014 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",590
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",21620
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",975
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",3100
2014 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1130
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",37485
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",1175
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",4610
2014 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",2190
2015 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",20
2015 ,"'Disability declared' ","'17 and under' ","'Men' ","'Scotland' ",15
2015 ,"'Disability declared' ","'17 and under' ","'Women' ","'England' ",25
2015 ,"'Disability declared' ","'17 and under' ","'Women' ","'Scotland' ",15
2015 ,"'Disability declared' ","'18' ","'Men' ","'England' ",6710
2015 ,"'Disability declared' ","'18' ","'Men' ","'Northern Ireland' ",240
2015 ,"'Disability declared' ","'18' ","'Men' ","'Scotland' ",460
2015 ,"'Disability declared' ","'18' ","'Men' ","'Wales' ",325
2015 ,"'Disability declared' ","'18' ","'Women' ","'England' ",8335
2015 ,"'Disability declared' ","'18' ","'Women' ","'Northern Ireland' ",230
2015 ,"'Disability declared' ","'18' ","'Women' ","'Scotland' ",505
2015 ,"'Disability declared' ","'18' ","'Women' ","'Wales' ",380
2015 ,"'Disability declared' ","'19' ","'Men' ","'England' ",3725
2015 ,"'Disability declared' ","'19' ","'Men' ","'Northern Ireland' ",100
2015 ,"'Disability declared' ","'19' ","'Men' ","'Scotland' ",220
2015 ,"'Disability declared' ","'19' ","'Men' ","'Wales' ",170
2015 ,"'Disability declared' ","'19' ","'Women' ","'England' ",4625
2015 ,"'Disability declared' ","'19' ","'Women' ","'Northern Ireland' ",85
2015 ,"'Disability declared' ","'19' ","'Women' ","'Scotland' ",230
2015 ,"'Disability declared' ","'19' ","'Women' ","'Wales' ",200
2015 ,"'Disability declared' ","'20' ","'Men' ","'England' ",1420
2015 ,"'Disability declared' ","'20' ","'Men' ","'Northern Ireland' ",55
2015 ,"'Disability declared' ","'20' ","'Men' ","'Scotland' ",140
2015 ,"'Disability declared' ","'20' ","'Men' ","'Wales' ",60
2015 ,"'Disability declared' ","'20' ","'Women' ","'England' ",1625
2015 ,"'Disability declared' ","'20' ","'Women' ","'Northern Ireland' ",45
2015 ,"'Disability declared' ","'20' ","'Women' ","'Scotland' ",175
2015 ,"'Disability declared' ","'20' ","'Women' ","'Wales' ",75
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'England' ",3175
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",105
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Scotland' ",430
2015 ,"'Disability declared' ","'21 and over' ","'Men' ","'Wales' ",195
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'England' ",4770
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",120
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Scotland' ",630
2015 ,"'Disability declared' ","'21 and over' ","'Women' ","'Wales' ",275
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'England' ",340
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'Northern Ireland' ",5
2015 ,"'No disability declared' ","'17 and under' ","'Men' ","'Scotland' ",125
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'England' ",365
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Northern Ireland' ",15
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Scotland' ",235
2015 ,"'No disability declared' ","'17 and under' ","'Women' ","'Wales' ",15
2015 ,"'No disability declared' ","'18' ","'Men' ","'England' ",80710
2015 ,"'No disability declared' ","'18' ","'Men' ","'Northern Ireland' ",3320
2015 ,"'No disability declared' ","'18' ","'Men' ","'Scotland' ",5480
2015 ,"'No disability declared' ","'18' ","'Men' ","'Wales' ",4050
2015 ,"'No disability declared' ","'18' ","'Women' ","'England' ",103470
2015 ,"'No disability declared' ","'18' ","'Women' ","'Northern Ireland' ",4515
2015 ,"'No disability declared' ","'18' ","'Women' ","'Scotland' ",7875
2015 ,"'No disability declared' ","'18' ","'Women' ","'Wales' ",5685
2015 ,"'No disability declared' ","'19' ","'Men' ","'England' ",32190
2015 ,"'No disability declared' ","'19' ","'Men' ","'Northern Ireland' ",940
2015 ,"'No disability declared' ","'19' ","'Men' ","'Scotland' ",1500
2015 ,"'No disability declared' ","'19' ","'Men' ","'Wales' ",1485
2015 ,"'No disability declared' ","'19' ","'Women' ","'England' ",36310
2015 ,"'No disability declared' ","'19' ","'Women' ","'Northern Ireland' ",1090
2015 ,"'No disability declared' ","'19' ","'Women' ","'Scotland' ",2140
2015 ,"'No disability declared' ","'19' ","'Women' ","'Wales' ",1765
2015 ,"'No disability declared' ","'20' ","'Men' ","'England' ",9865
2015 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",465
2015 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1050
2015 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",540
2015 ,"'No disability declared' ","'20' ","'Women' ","'England' ",10750
2015 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",470
2015 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",1370
2015 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",595
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",21455
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",910
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",3635
2015 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1105
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",36580
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",1175
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",6105
2015 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",2175
2016 ,"'Disability declared' ","'17 and under' ","'Men' ","'England' ",30
2016 ,"'Disability declared' ","'17 and under' ","'Men' ","'Scotland' ",15
2016 ,"'Disability declared' ","'17 and under' ","'Women' ","'England' ",30
2016 ,"'Disability declared' ","'17 and under' ","'Women' ","'Scotland' ",20
2016 ,"'Disability declared' ","'18' ","'Men' ","'England' ",7045
2016 ,"'Disability declared' ","'18' ","'Men' ","'Northern Ireland' ",245
2016 ,"'Disability declared' ","'18' ","'Men' ","'Scotland' ",450
2016 ,"'Disability declared' ","'18' ","'Men' ","'Wales' ",325
2016 ,"'Disability declared' ","'18' ","'Women' ","'England' ",9690
2016 ,"'Disability declared' ","'18' ","'Women' ","'Northern Ireland' ",280
2016 ,"'Disability declared' ","'18' ","'Women' ","'Scotland' ",600
2016 ,"'Disability declared' ","'18' ","'Women' ","'Wales' ",395
2016 ,"'Disability declared' ","'19' ","'Men' ","'England' ",3910
2016 ,"'Disability declared' ","'19' ","'Men' ","'Northern Ireland' ",115
2016 ,"'Disability declared' ","'19' ","'Men' ","'Scotland' ",215
2016 ,"'Disability declared' ","'19' ","'Men' ","'Wales' ",185
2016 ,"'Disability declared' ","'19' ","'Women' ","'England' ",5260
2016 ,"'Disability declared' ","'19' ","'Women' ","'Northern Ireland' ",105
2016 ,"'Disability declared' ","'19' ","'Women' ","'Scotland' ",240
2016 ,"'Disability declared' ","'19' ","'Women' ","'Wales' ",220
2016 ,"'Disability declared' ","'20' ","'Men' ","'England' ",1455
2016 ,"'Disability declared' ","'20' ","'Men' ","'Northern Ireland' ",65
2016 ,"'Disability declared' ","'20' ","'Men' ","'Scotland' ",145
2016 ,"'Disability declared' ","'20' ","'Men' ","'Wales' ",80
2016 ,"'Disability declared' ","'20' ","'Women' ","'England' ",1800
2016 ,"'Disability declared' ","'20' ","'Women' ","'Northern Ireland' ",55
2016 ,"'Disability declared' ","'20' ","'Women' ","'Scotland' ",185
2016 ,"'Disability declared' ","'20' ","'Women' ","'Wales' ",90
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'England' ",3190
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",125
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Scotland' ",490
2016 ,"'Disability declared' ","'21 and over' ","'Men' ","'Wales' ",185
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'England' ",5075
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",120
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Scotland' ",745
2016 ,"'Disability declared' ","'21 and over' ","'Women' ","'Wales' ",320
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'England' ",350
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Northern Ireland' ",10
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Scotland' ",170
2016 ,"'No disability declared' ","'17 and under' ","'Men' ","'Wales' ",10
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'England' ",335
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Northern Ireland' ",20
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Scotland' ",225
2016 ,"'No disability declared' ","'17 and under' ","'Women' ","'Wales' ",10
2016 ,"'No disability declared' ","'18' ","'Men' ","'England' ",81805
2016 ,"'No disability declared' ","'18' ","'Men' ","'Northern Ireland' ",3415
2016 ,"'No disability declared' ","'18' ","'Men' ","'Scotland' ",5520
2016 ,"'No disability declared' ","'18' ","'Men' ","'Wales' ",4040
2016 ,"'No disability declared' ","'18' ","'Women' ","'England' ",103790
2016 ,"'No disability declared' ","'18' ","'Women' ","'Northern Ireland' ",4575
2016 ,"'No disability declared' ","'18' ","'Women' ","'Scotland' ",7915
2016 ,"'No disability declared' ","'18' ","'Women' ","'Wales' ",5750
2016 ,"'No disability declared' ","'19' ","'Men' ","'England' ",31560
2016 ,"'No disability declared' ","'19' ","'Men' ","'Northern Ireland' ",1080
2016 ,"'No disability declared' ","'19' ","'Men' ","'Scotland' ",1585
2016 ,"'No disability declared' ","'19' ","'Men' ","'Wales' ",1515
2016 ,"'No disability declared' ","'19' ","'Women' ","'England' ",35705
2016 ,"'No disability declared' ","'19' ","'Women' ","'Northern Ireland' ",1360
2016 ,"'No disability declared' ","'19' ","'Women' ","'Scotland' ",2210
2016 ,"'No disability declared' ","'19' ","'Women' ","'Wales' ",1830
2016 ,"'No disability declared' ","'20' ","'Men' ","'England' ",9470
2016 ,"'No disability declared' ","'20' ","'Men' ","'Northern Ireland' ",530
2016 ,"'No disability declared' ","'20' ","'Men' ","'Scotland' ",1020
2016 ,"'No disability declared' ","'20' ","'Men' ","'Wales' ",460
2016 ,"'No disability declared' ","'20' ","'Women' ","'England' ",10365
2016 ,"'No disability declared' ","'20' ","'Women' ","'Northern Ireland' ",450
2016 ,"'No disability declared' ","'20' ","'Women' ","'Scotland' ",1390
2016 ,"'No disability declared' ","'20' ","'Women' ","'Wales' ",595
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'England' ",20235
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Northern Ireland' ",900
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Scotland' ",3880
2016 ,"'No disability declared' ","'21 and over' ","'Men' ","'Wales' ",1040
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'England' ",36410
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Northern Ireland' ",1210
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Scotland' ",6165
2016 ,"'No disability declared' ","'21 and over' ","'Women' ","'Wales' ",2225
