"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ",6240
2009 ,"'HH - Combinations within Engineering' ","'Scotland' ",155
2009 ,"'HH - Combinations within Engineering' ","'Wales' ",65
2009 ,"'I1 - Computer Science' ","'England' ",10700
2009 ,"'I1 - Computer Science' ","'Northern Ireland' ",475
2009 ,"'I1 - Computer Science' ","'Scotland' ",1470
2009 ,"'I1 - Computer Science' ","'Wales' ",610
2009 ,"'I2 - Information Systems' ","'England' ",3270
2009 ,"'I2 - Information Systems' ","'Northern Ireland' ",120
2009 ,"'I2 - Information Systems' ","'Scotland' ",230
2009 ,"'I2 - Information Systems' ","'Wales' ",235
2009 ,"'I3 - Software Engineering' ","'England' ",1440
2009 ,"'I3 - Software Engineering' ","'Northern Ireland' ",35
2009 ,"'I3 - Software Engineering' ","'Scotland' ",145
2009 ,"'I3 - Software Engineering' ","'Wales' ",50
2009 ,"'I4 - Artificial Intelligence' ","'England' ",35
2009 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",5
2009 ,"'I4 - Artificial Intelligence' ","'Scotland' ",20
2009 ,"'II - Combinations in Computer Sciences' ","'England' ",1120
2009 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",95
2009 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",130
2009 ,"'II - Combinations in Computer Sciences' ","'Wales' ",90
2009 ,"'J0 - Technologies: any area of study' ","'Scotland' ",5
2009 ,"'J1 - Minerals Technology' ","'England' ",30
2009 ,"'J2 - Metallurgy' ","'England' ",40
2009 ,"'J4 - Polymers and Textiles' ","'England' ",180
2009 ,"'J4 - Polymers and Textiles' ","'Scotland' ",10
2009 ,"'J5 - Materials Technology not otherwise spec' ","'England' ",205
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",20
2009 ,"'J6 - Maritime Technology' ","'England' ",155
2009 ,"'J7 - Biotechnology' ","'England' ",90
2009 ,"'J7 - Biotechnology' ","'Scotland' ",30
2009 ,"'J7 - Biotechnology' ","'Wales' ",5
2009 ,"'J9 - Others in Technology' ","'England' ",1880
2009 ,"'J9 - Others in Technology' ","'Northern Ireland' ",60
2009 ,"'J9 - Others in Technology' ","'Scotland' ",130
2009 ,"'J9 - Others in Technology' ","'Wales' ",220
2009 ,"'JJ - Combinations within Technology' ","'England' ",10
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'Wales' ",10
2009 ,"'K1 - Architecture' ","'England' ",3605
2009 ,"'K1 - Architecture' ","'Northern Ireland' ",145
2009 ,"'K1 - Architecture' ","'Scotland' ",585
2009 ,"'K1 - Architecture' ","'Wales' ",75
2009 ,"'K2 - Building' ","'England' ",3320
2009 ,"'K2 - Building' ","'Northern Ireland' ",340
2009 ,"'K2 - Building' ","'Scotland' ",545
2009 ,"'K2 - Building' ","'Wales' ",125
2009 ,"'K3 - Landscape & Garden Design' ","'England' ",245
2009 ,"'K3 - Landscape & Garden Design' ","'Scotland' ",40
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'England' ",755
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Northern Ireland' ",95
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Scotland' ",90
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Wales' ",75
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'England' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'England' ",205
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Northern Ireland' ",25
2009 ,"'L0 - Social Studies: any area of study' ","'England' ",490
2009 ,"'L0 - Social Studies: any area of study' ","'Scotland' ",10
2009 ,"'L0 - Social Studies: any area of study' ","'Wales' ",20
2009 ,"'L1 - Economics' ","'England' ",6315
2009 ,"'L1 - Economics' ","'Northern Ireland' ",135
2009 ,"'L1 - Economics' ","'Scotland' ",375
2009 ,"'L1 - Economics' ","'Wales' ",230
2009 ,"'L2 - Politics' ","'England' ",4345
2009 ,"'L2 - Politics' ","'Northern Ireland' ",130
2009 ,"'L2 - Politics' ","'Scotland' ",475
2009 ,"'L2 - Politics' ","'Wales' ",300
2009 ,"'L3 - Sociology' ","'England' ",3845
2009 ,"'L3 - Sociology' ","'Northern Ireland' ",155
2009 ,"'L3 - Sociology' ","'Scotland' ",825
2009 ,"'L3 - Sociology' ","'Wales' ",185
2009 ,"'L4 - Social Policy' ","'England' ",1140
2009 ,"'L4 - Social Policy' ","'Northern Ireland' ",60
2009 ,"'L4 - Social Policy' ","'Scotland' ",45
2009 ,"'L4 - Social Policy' ","'Wales' ",180
2009 ,"'L5 - Social Work' ","'England' ",8790
2009 ,"'L5 - Social Work' ","'Northern Ireland' ",370
2009 ,"'L5 - Social Work' ","'Scotland' ",820
2009 ,"'L5 - Social Work' ","'Wales' ",710
2009 ,"'L6 - Anthropology' ","'England' ",570
2009 ,"'L6 - Anthropology' ","'Northern Ireland' ",15
2009 ,"'L6 - Anthropology' ","'Scotland' ",95
2009 ,"'L6 - Anthropology' ","'Wales' ",15
2009 ,"'L7 - Human and Social Geography' ","'England' ",2390
2009 ,"'L7 - Human and Social Geography' ","'Scotland' ",195
2009 ,"'L7 - Human and Social Geography' ","'Wales' ",130
2009 ,"'L9 - Others in Social Studies' ","'England' ",590
2009 ,"'LL - Combinations within Social Studies' ","'England' ",2315
2009 ,"'LL - Combinations within Social Studies' ","'Northern Ireland' ",75
2009 ,"'LL - Combinations within Social Studies' ","'Scotland' ",340
2009 ,"'LL - Combinations within Social Studies' ","'Wales' ",85
2009 ,"'M1 - Law by Area' ","'England' ",14825
2009 ,"'M1 - Law by Area' ","'Northern Ireland' ",395
2009 ,"'M1 - Law by Area' ","'Scotland' ",1340
2009 ,"'M1 - Law by Area' ","'Wales' ",1035
2009 ,"'M2 - Law by Topic' ","'England' ",980
2009 ,"'M2 - Law by Topic' ","'Northern Ireland' ",25
2009 ,"'M2 - Law by Topic' ","'Scotland' ",125
2009 ,"'M2 - Law by Topic' ","'Wales' ",35
2009 ,"'M9 - Others in Law' ","'England' ",2340
2009 ,"'M9 - Others in Law' ","'Northern Ireland' ",100
2009 ,"'M9 - Others in Law' ","'Scotland' ",170
2009 ,"'M9 - Others in Law' ","'Wales' ",225
2009 ,"'MM - Combinations within Law' ","'England' ",375
2009 ,"'MM - Combinations within Law' ","'Scotland' ",20
2009 ,"'MM - Combinations within Law' ","'Wales' ",35
2009 ,"'N0 - Business & Admin studies: any area' ","'England' ",10
2009 ,"'N1 - Business studies' ","'England' ",10025
2009 ,"'N1 - Business studies' ","'Northern Ireland' ",500
2009 ,"'N1 - Business studies' ","'Scotland' ",1090
2009 ,"'N1 - Business studies' ","'Wales' ",785
2009 ,"'N2 - Management studies' ","'England' ",10070
2009 ,"'N2 - Management studies' ","'Northern Ireland' ",100
2009 ,"'N2 - Management studies' ","'Scotland' ",1305
2009 ,"'N2 - Management studies' ","'Wales' ",370
2009 ,"'N3 - Finance' ","'England' ",960
2009 ,"'N3 - Finance' ","'Northern Ireland' ",115
2009 ,"'N3 - Finance' ","'Scotland' ",185
2009 ,"'N3 - Finance' ","'Wales' ",80
2009 ,"'N4 - Accounting' ","'England' ",4905
2009 ,"'N4 - Accounting' ","'Northern Ireland' ",210
2009 ,"'N4 - Accounting' ","'Scotland' ",820
2009 ,"'N4 - Accounting' ","'Wales' ",325
2009 ,"'N5 - Marketing' ","'England' ",3530
2009 ,"'N5 - Marketing' ","'Northern Ireland' ",120
2009 ,"'N5 - Marketing' ","'Scotland' ",310
2009 ,"'N5 - Marketing' ","'Wales' ",125
2009 ,"'N6 - Human Resource Management' ","'England' ",530
2009 ,"'N6 - Human Resource Management' ","'Northern Ireland' ",55
2009 ,"'N6 - Human Resource Management' ","'Scotland' ",80
2009 ,"'N6 - Human Resource Management' ","'Wales' ",25
2009 ,"'N7 - Office Skills' ","'England' ",20
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ",7550
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ",190
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ",1235
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ",440
2009 ,"'N9 - Others in Business & Admin Studies' ","'England' ",465
2009 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",40
2009 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",30
2009 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",45
2009 ,"'NN - Combinations within Business & Admin Studies' ","'England' ",10415
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",70
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",760
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",525
2009 ,"'P1 - Information Services' ","'England' ",125
2009 ,"'P1 - Information Services' ","'Scotland' ",10
2009 ,"'P1 - Information Services' ","'Wales' ",30
2009 ,"'P2 - Publicity studies' ","'England' ",460
2009 ,"'P2 - Publicity studies' ","'Northern Ireland' ",65
2009 ,"'P3 - Media studies' ","'England' ",4810
2009 ,"'P3 - Media studies' ","'Northern Ireland' ",130
2009 ,"'P3 - Media studies' ","'Scotland' ",230
2009 ,"'P3 - Media studies' ","'Wales' ",385
2009 ,"'P4 - Publishing' ","'England' ",100
2009 ,"'P4 - Publishing' ","'Scotland' ",10
2009 ,"'P5 - Journalism' ","'England' ",2550
2009 ,"'P5 - Journalism' ","'Northern Ireland' ",40
2009 ,"'P5 - Journalism' ","'Scotland' ",210
2009 ,"'P5 - Journalism' ","'Wales' ",40
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'England' ",600
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",80
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",100
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",20
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'England' ",855
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",115
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",65
2009 ,"'Q1 - Linguistics' ","'England' ",435
2009 ,"'Q1 - Linguistics' ","'Northern Ireland' ",20
2009 ,"'Q1 - Linguistics' ","'Scotland' ",30
2009 ,"'Q1 - Linguistics' ","'Wales' ",25
2009 ,"'Q2 - Comparative Literary studies' ","'England' ",160
2009 ,"'Q2 - Comparative Literary studies' ","'Scotland' ",20
2009 ,"'Q3 - English studies' ","'England' ",8790
2009 ,"'Q3 - English studies' ","'Northern Ireland' ",225
2009 ,"'Q3 - English studies' ","'Scotland' ",625
2009 ,"'Q3 - English studies' ","'Wales' ",655
2009 ,"'Q4 - Ancient Language studies' ","'England' ",15
2009 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",45
2009 ,"'Q5 - Celtic studies' ","'Scotland' ",50
2009 ,"'Q5 - Celtic studies' ","'Wales' ",60
2009 ,"'Q6 - Latin studies' ","'England' ",5
2009 ,"'Q6 - Latin studies' ","'Scotland' ",5
2009 ,"'Q8 - Classical studies' ","'England' ",785
2009 ,"'Q8 - Classical studies' ","'Scotland' ",75
2009 ,"'Q8 - Classical studies' ","'Wales' ",35
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'England' ",45
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'Wales' ",10
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'England' ",615
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Northern Ireland' ",5
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Scotland' ",80
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Wales' ",40
2009 ,"'R0 - European Langs,Lit & related: any area' ","'England' ",95
2009 ,"'R1 - French studies' ","'England' ",660
2009 ,"'R1 - French studies' ","'Northern Ireland' ",20
2009 ,"'R1 - French studies' ","'Scotland' ",50
2009 ,"'R1 - French studies' ","'Wales' ",65
2009 ,"'R2 - German studies' ","'England' ",240
2009 ,"'R2 - German studies' ","'Northern Ireland' ",5
2009 ,"'R2 - German studies' ","'Scotland' ",10
2009 ,"'R2 - German studies' ","'Wales' ",30
2009 ,"'R3 - Italian studies' ","'England' ",65
2009 ,"'R3 - Italian studies' ","'Scotland' ",5
2009 ,"'R3 - Italian studies' ","'Wales' ",10
2009 ,"'R4 - Spanish studies' ","'England' ",310
2009 ,"'R4 - Spanish studies' ","'Northern Ireland' ",15
2009 ,"'R4 - Spanish studies' ","'Scotland' ",30
2009 ,"'R4 - Spanish studies' ","'Wales' ",30
2009 ,"'R5 - Portuguese studies' ","'England' ",5
2009 ,"'R6 - Scandinavian studies' ","'England' ",10
2009 ,"'R6 - Scandinavian studies' ","'Scotland' ",5
2009 ,"'R7 - Russian and East European studies' ","'England' ",90
2009 ,"'R7 - Russian and East European studies' ","'Scotland' ",15
2009 ,"'R8 - European studies' ","'England' ",240
2009 ,"'R8 - European studies' ","'Scotland' ",10
2009 ,"'R9 - Others in European Langs,Lit and related' ","'England' ",675
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Northern Ireland' ",5
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Scotland' ",70
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Wales' ",50
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'England' ",1395
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Northern Ireland' ",45
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Scotland' ",275
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Wales' ",90
2009 ,"'T1 - Chinese studies' ","'England' ",135
2009 ,"'T1 - Chinese studies' ","'Scotland' ",10
2009 ,"'T1 - Chinese studies' ","'Wales' ",10
2009 ,"'T2 - Japanese studies' ","'England' ",200
2009 ,"'T2 - Japanese studies' ","'Scotland' ",20
2009 ,"'T3 - South Asian studies' ","'England' ",45
2009 ,"'T4 - Other Asian studies' ","'England' ",10
2009 ,"'T5 - African studies' ","'England' ",30
2009 ,"'T6 - Modern Middle Eastern studies' ","'England' ",115
2009 ,"'T6 - Modern Middle Eastern studies' ","'Scotland' ",10
2009 ,"'T7 - American studies' ","'England' ",445
2009 ,"'T7 - American studies' ","'Scotland' ",10
2009 ,"'T7 - American studies' ","'Wales' ",40
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'England' ",210
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'Scotland' ",100
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'Wales' ",5
2009 ,"'TT - Combinations within non-European Langs & related' ","'England' ",95
2009 ,"'V1 - History by Period' ","'England' ",7060
2009 ,"'V1 - History by Period' ","'Northern Ireland' ",160
2009 ,"'V1 - History by Period' ","'Scotland' ",555
2009 ,"'V1 - History by Period' ","'Wales' ",725
2009 ,"'V2 - History by Area' ","'England' ",35
2009 ,"'V2 - History by Area' ","'Northern Ireland' ",20
2009 ,"'V2 - History by Area' ","'Scotland' ",50
2009 ,"'V2 - History by Area' ","'Wales' ",10
2009 ,"'V3 - History by Topic' ","'England' ",1150
2009 ,"'V3 - History by Topic' ","'Scotland' ",150
2009 ,"'V3 - History by Topic' ","'Wales' ",20
2009 ,"'V4 - Archaeology' ","'England' ",465
2009 ,"'V4 - Archaeology' ","'Northern Ireland' ",20
2009 ,"'V4 - Archaeology' ","'Scotland' ",20
2009 ,"'V4 - Archaeology' ","'Wales' ",20
2009 ,"'V5 - Philosophy' ","'England' ",1380
2009 ,"'V5 - Philosophy' ","'Northern Ireland' ",10
2009 ,"'V5 - Philosophy' ","'Scotland' ",145
2009 ,"'V5 - Philosophy' ","'Wales' ",65
2009 ,"'V6 - Theology and Religious studies' ","'England' ",1000
2009 ,"'V6 - Theology and Religious studies' ","'Northern Ireland' ",35
2009 ,"'V6 - Theology and Religious studies' ","'Scotland' ",95
2009 ,"'V6 - Theology and Religious studies' ","'Wales' ",110
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'England' ",125
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'Scotland' ",20
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'Wales' ",10
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'England' ",1055
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Northern Ireland' ",25
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Scotland' ",145
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Wales' ",140
2009 ,"'W0 - Creative Arts & Design: any area' ","'England' ",110
2009 ,"'W0 - Creative Arts & Design: any area' ","'Wales' ",5
2009 ,"'W1 - Fine Art' ","'England' ",4520
2009 ,"'W1 - Fine Art' ","'Scotland' ",180
2009 ,"'W1 - Fine Art' ","'Wales' ",275
2009 ,"'W2 - Design studies' ","'England' ",17085
2009 ,"'W2 - Design studies' ","'Northern Ireland' ",115
2009 ,"'W2 - Design studies' ","'Scotland' ",885
2009 ,"'W2 - Design studies' ","'Wales' ",905
2009 ,"'W3 - Music' ","'England' ",4570
2009 ,"'W3 - Music' ","'Northern Ireland' ",100
2009 ,"'W3 - Music' ","'Scotland' ",455
2009 ,"'W3 - Music' ","'Wales' ",200
2009 ,"'W4 - Drama' ","'England' ",6715
2009 ,"'W4 - Drama' ","'Northern Ireland' ",85
2009 ,"'W4 - Drama' ","'Scotland' ",190
2009 ,"'W4 - Drama' ","'Wales' ",420
2009 ,"'W5 - Dance' ","'England' ",1300
2009 ,"'W5 - Dance' ","'Northern Ireland' ",15
2009 ,"'W5 - Dance' ","'Scotland' ",10
2009 ,"'W5 - Dance' ","'Wales' ",30
2009 ,"'W6 - Cinematics and Photography' ","'England' ",6840
2009 ,"'W6 - Cinematics and Photography' ","'Northern Ireland' ",60
2009 ,"'W6 - Cinematics and Photography' ","'Scotland' ",225
2009 ,"'W6 - Cinematics and Photography' ","'Wales' ",620
2009 ,"'W7 - Crafts' ","'England' ",625
2009 ,"'W7 - Crafts' ","'Scotland' ",30
2009 ,"'W7 - Crafts' ","'Wales' ",40
2009 ,"'W8 - Imaginative Writing' ","'England' ",780
2009 ,"'W8 - Imaginative Writing' ","'Wales' ",25
2009 ,"'W9 - Others in Creative Arts and Design' ","'England' ",670
2009 ,"'W9 - Others in Creative Arts and Design' ","'Northern Ireland' ",10
2009 ,"'W9 - Others in Creative Arts and Design' ","'Scotland' ",40
2009 ,"'W9 - Others in Creative Arts and Design' ","'Wales' ",25
2009 ,"'WW - Combinations within Creative Arts and Design' ","'England' ",3130
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Northern Ireland' ",215
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Scotland' ",620
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Wales' ",105
2009 ,"'X1 - Training Teachers' ","'England' ",6330
2009 ,"'X1 - Training Teachers' ","'Northern Ireland' ",90
2009 ,"'X1 - Training Teachers' ","'Scotland' ",1035
2009 ,"'X1 - Training Teachers' ","'Wales' ",480
2009 ,"'X2 - Research and Study Skills in Education' ","'England' ",50
2009 ,"'X3 - Academic studies in Education' ","'England' ",6330
2009 ,"'X3 - Academic studies in Education' ","'Northern Ireland' ",45
2009 ,"'X3 - Academic studies in Education' ","'Scotland' ",230
2009 ,"'X3 - Academic studies in Education' ","'Wales' ",600
2009 ,"'X9 - Others in Education' ","'England' ",305
2009 ,"'X9 - Others in Education' ","'Scotland' ",5
2009 ,"'XX - Combinations within Education' ","'England' ",520
2009 ,"'XX - Combinations within Education' ","'Scotland' ",15
2009 ,"'XX - Combinations within Education' ","'Wales' ",10
2009 ,"'Y Combs of arts/humanities' ","'England' ",3680
2009 ,"'Y Combs of arts/humanities' ","'Northern Ireland' ",35
2009 ,"'Y Combs of arts/humanities' ","'Scotland' ",195
2009 ,"'Y Combs of arts/humanities' ","'Wales' ",260
2009 ,"'Y Combs of engin/tech/building studies' ","'England' ",150
2009 ,"'Y Combs of engin/tech/building studies' ","'Northern Ireland' ",50
2009 ,"'Y Combs of engin/tech/building studies' ","'Scotland' ",10
2009 ,"'Y Combs of engin/tech/building studies' ","'Wales' ",5
2009 ,"'Y Combs of engineering/technology' ","'England' ",270
2009 ,"'Y Combs of engineering/technology' ","'Scotland' ",90
2009 ,"'Y Combs of languages' ","'England' ",1290
2009 ,"'Y Combs of languages' ","'Northern Ireland' ",20
2009 ,"'Y Combs of languages' ","'Scotland' ",185
2009 ,"'Y Combs of languages' ","'Wales' ",80
2009 ,"'Y Combs of languages with arts/humanities' ","'England' ",6340
2009 ,"'Y Combs of languages with arts/humanities' ","'Northern Ireland' ",135
2009 ,"'Y Combs of languages with arts/humanities' ","'Scotland' ",780
2009 ,"'Y Combs of languages with arts/humanities' ","'Wales' ",615
2009 ,"'Y Combs of med/bio/agric sciences' ","'England' ",2865
2009 ,"'Y Combs of med/bio/agric sciences' ","'Northern Ireland' ",45
2009 ,"'Y Combs of med/bio/agric sciences' ","'Scotland' ",345
2009 ,"'Y Combs of med/bio/agric sciences' ","'Wales' ",190
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'England' ",1375
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Scotland' ",175
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Wales' ",15
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'England' ",2095
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Northern Ireland' ",50
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ",335
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Wales' ",195
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ",3560
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Northern Ireland' ",65
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ",410
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Wales' ",65
2009 ,"'Y Combs of phys/math/comp sciences' ","'England' ",880
2009 ,"'Y Combs of phys/math/comp sciences' ","'Northern Ireland' ",20
2009 ,"'Y Combs of phys/math/comp sciences' ","'Scotland' ",165
2009 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ",75
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ",6685
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Northern Ireland' ",15
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ",785
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ",615
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ",5605
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ",770
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ",285
2009 ,"'Y Combs of sciences with engineering/technology' ","'England' ",1285
2009 ,"'Y Combs of sciences with engineering/technology' ","'Northern Ireland' ",75
2009 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ",245
2009 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ",50
2009 ,"'Y Combs of soc studies/law' ","'England' ",1885
2009 ,"'Y Combs of soc studies/law' ","'Northern Ireland' ",20
2009 ,"'Y Combs of soc studies/law' ","'Scotland' ",150
2009 ,"'Y Combs of soc studies/law' ","'Wales' ",215
2009 ,"'Y Combs of soc studies/law with business' ","'England' ",2920
2009 ,"'Y Combs of soc studies/law with business' ","'Northern Ireland' ",20
2009 ,"'Y Combs of soc studies/law with business' ","'Scotland' ",420
2009 ,"'Y Combs of soc studies/law with business' ","'Wales' ",115
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ",8560
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Northern Ireland' ",130
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ",840
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ",455
2009 ,"'Y Combs of social studies/bus/law with languages' ","'England' ",2060
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Northern Ireland' ",25
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ",500
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ",145
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ",5105
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ",345
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ",215
2009 ,"'Z Other courses not elsewhere classified' ","'England' ",80
2010 ,"'A1 - Pre-clinical Medicine' ","'England' ",6275
2010 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ",270
2010 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ",1025
2010 ,"'A1 - Pre-clinical Medicine' ","'Wales' ",370
2010 ,"'A2 - Pre-clinical Dentistry' ","'England' ",970
2010 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ",45
2010 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ",185
2010 ,"'A2 - Pre-clinical Dentistry' ","'Wales' ",80
2010 ,"'A9 - Others in Medicine and Dentistry' ","'England' ",20
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ",2885
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ",160
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ",510
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ",200
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ",3700
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ",180
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ",350
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ",135
2010 ,"'B3 - Complementary Medicine' ","'England' ",810
2010 ,"'B3 - Complementary Medicine' ","'Scotland' ",95
2010 ,"'B3 - Complementary Medicine' ","'Wales' ",150
2010 ,"'B4 - Nutrition' ","'England' ",885
2010 ,"'B4 - Nutrition' ","'Northern Ireland' ",95
2010 ,"'B4 - Nutrition' ","'Scotland' ",115
2010 ,"'B4 - Nutrition' ","'Wales' ",35
2010 ,"'B5 - Ophthalmics' ","'England' ",610
2010 ,"'B5 - Ophthalmics' ","'Northern Ireland' ",35
2010 ,"'B5 - Ophthalmics' ","'Scotland' ",80
2010 ,"'B5 - Ophthalmics' ","'Wales' ",85
2010 ,"'B6 - Aural and Oral Sciences' ","'England' ",710
2010 ,"'B6 - Aural and Oral Sciences' ","'Northern Ireland' ",35
2010 ,"'B6 - Aural and Oral Sciences' ","'Scotland' ",50
2010 ,"'B6 - Aural and Oral Sciences' ","'Wales' ",45
2010 ,"'B7 - Nursing' ","'England' ",21705
2010 ,"'B7 - Nursing' ","'Northern Ireland' ",320
2010 ,"'B7 - Nursing' ","'Scotland' ",3530
2010 ,"'B7 - Nursing' ","'Wales' ",995
2010 ,"'B8 - Medical Technology' ","'England' ",1575
2010 ,"'B8 - Medical Technology' ","'Northern Ireland' ",65
2010 ,"'B8 - Medical Technology' ","'Scotland' ",200
2010 ,"'B8 - Medical Technology' ","'Wales' ",110
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'England' ",8080
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Northern Ireland' ",240
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Scotland' ",655
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Wales' ",215
