"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_025_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'England' ","'Firm choice' ",6715
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",400
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Main scheme Clearing' ",25
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'RPA' ",25
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Firm choice' ",180
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Insurance choice' ",40
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Main scheme Clearing' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'RPA' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Firm choice' ",1140
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Insurance choice' ",85
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Other main scheme choice' ",25
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Extra' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Main scheme Clearing' ",80
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Direct Clearing' ",15
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'RPA' ",20
2008 ,"'Group T Non-European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",80
2008 ,"'Group T Non-European Languages, Literature and related' ","'Wales' ","'Firm choice' ",20
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Firm choice' ",9230
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Insurance choice' ",920
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Other main scheme choice' ",220
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Extra' ",115
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Main scheme Clearing' ",745
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Direct Clearing' ",155
2008 ,"'Group V History and Philosophical studies' ","'England' ","'RPA' ",295
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Firm choice' ",215
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Other main scheme choice' ",10
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'RPA' ",5
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Firm choice' ",1035
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Insurance choice' ",80
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Other main scheme choice' ",15
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Main scheme Clearing' ",40
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'RPA' ",50
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Firm choice' ",730
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Insurance choice' ",95
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Other main scheme choice' ",20
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Main scheme Clearing' ",60
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'RPA' ",30
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Firm choice' ",34855
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Insurance choice' ",625
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Other main scheme choice' ",1750
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Extra' ",435
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Main scheme Clearing' ",2155
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Direct Clearing' ",815
2008 ,"'Group W Creative Arts and Design' ","'England' ","'RPA' ",2545
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Firm choice' ",530
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Insurance choice' ",15
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Other main scheme choice' ",15
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'RPA' ",5
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Firm choice' ",1855
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Other main scheme choice' ",75
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Extra' ",10
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Main scheme Clearing' ",120
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Direct Clearing' ",20
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'RPA' ",310
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Firm choice' ",2030
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Insurance choice' ",35
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Other main scheme choice' ",70
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Extra' ",15
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Main scheme Clearing' ",105
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Direct Clearing' ",60
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'RPA' ",150
2008 ,"'Group X Education' ","'England' ","'Firm choice' ",9520
2008 ,"'Group X Education' ","'England' ","'Insurance choice' ",325
2008 ,"'Group X Education' ","'England' ","'Other main scheme choice' ",610
2008 ,"'Group X Education' ","'England' ","'Extra' ",150
2008 ,"'Group X Education' ","'England' ","'Main scheme Clearing' ",610
2008 ,"'Group X Education' ","'England' ","'Direct Clearing' ",470
2008 ,"'Group X Education' ","'England' ","'RPA' ",795
2008 ,"'Group X Education' ","'Northern Ireland' ","'Firm choice' ",60
2008 ,"'Group X Education' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'Group X Education' ","'Scotland' ","'Firm choice' ",890
2008 ,"'Group X Education' ","'Scotland' ","'Insurance choice' ",15
2008 ,"'Group X Education' ","'Scotland' ","'Other main scheme choice' ",5
2008 ,"'Group X Education' ","'Scotland' ","'Extra' ",5
2008 ,"'Group X Education' ","'Scotland' ","'Main scheme Clearing' ",110
2008 ,"'Group X Education' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Group X Education' ","'Scotland' ","'RPA' ",165
2008 ,"'Group X Education' ","'Wales' ","'Firm choice' ",715
2008 ,"'Group X Education' ","'Wales' ","'Insurance choice' ",20
2008 ,"'Group X Education' ","'Wales' ","'Other main scheme choice' ",25
2008 ,"'Group X Education' ","'Wales' ","'Extra' ",10
2008 ,"'Group X Education' ","'Wales' ","'Main scheme Clearing' ",45
2008 ,"'Group X Education' ","'Wales' ","'Direct Clearing' ",35
2008 ,"'Group X Education' ","'Wales' ","'RPA' ",70
2008 ,"'Y Combined arts' ","'England' ","'Firm choice' ",9740
2008 ,"'Y Combined arts' ","'England' ","'Insurance choice' ",655
2008 ,"'Y Combined arts' ","'England' ","'Other main scheme choice' ",330
2008 ,"'Y Combined arts' ","'England' ","'Extra' ",155
2008 ,"'Y Combined arts' ","'England' ","'Main scheme Clearing' ",835
2008 ,"'Y Combined arts' ","'England' ","'Direct Clearing' ",210
2008 ,"'Y Combined arts' ","'England' ","'RPA' ",505
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Firm choice' ",190
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Insurance choice' ",15
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'Y Combined arts' ","'Scotland' ","'Firm choice' ",995
2008 ,"'Y Combined arts' ","'Scotland' ","'Insurance choice' ",50
2008 ,"'Y Combined arts' ","'Scotland' ","'Other main scheme choice' ",20
2008 ,"'Y Combined arts' ","'Scotland' ","'Extra' ",10
2008 ,"'Y Combined arts' ","'Scotland' ","'Main scheme Clearing' ",55
2008 ,"'Y Combined arts' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Y Combined arts' ","'Scotland' ","'RPA' ",45
2008 ,"'Y Combined arts' ","'Wales' ","'Firm choice' ",750
2008 ,"'Y Combined arts' ","'Wales' ","'Insurance choice' ",40
2008 ,"'Y Combined arts' ","'Wales' ","'Other main scheme choice' ",25
2008 ,"'Y Combined arts' ","'Wales' ","'Extra' ",15
2008 ,"'Y Combined arts' ","'Wales' ","'Main scheme Clearing' ",50
2008 ,"'Y Combined arts' ","'Wales' ","'Direct Clearing' ",35
2008 ,"'Y Combined arts' ","'Wales' ","'RPA' ",50
2008 ,"'Y Combined sciences' ","'England' ","'Firm choice' ",5195
2008 ,"'Y Combined sciences' ","'England' ","'Insurance choice' ",440
2008 ,"'Y Combined sciences' ","'England' ","'Other main scheme choice' ",275
2008 ,"'Y Combined sciences' ","'England' ","'Extra' ",120
2008 ,"'Y Combined sciences' ","'England' ","'Main scheme Clearing' ",595
2008 ,"'Y Combined sciences' ","'England' ","'Direct Clearing' ",185
2008 ,"'Y Combined sciences' ","'England' ","'RPA' ",430
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Firm choice' ",120
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'Y Combined sciences' ","'Scotland' ","'Firm choice' ",710
2008 ,"'Y Combined sciences' ","'Scotland' ","'Insurance choice' ",55
2008 ,"'Y Combined sciences' ","'Scotland' ","'Other main scheme choice' ",40
2008 ,"'Y Combined sciences' ","'Scotland' ","'Extra' ",5
2008 ,"'Y Combined sciences' ","'Scotland' ","'Main scheme Clearing' ",35
2008 ,"'Y Combined sciences' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Y Combined sciences' ","'Scotland' ","'RPA' ",70
2008 ,"'Y Combined sciences' ","'Wales' ","'Firm choice' ",260
2008 ,"'Y Combined sciences' ","'Wales' ","'Insurance choice' ",15
2008 ,"'Y Combined sciences' ","'Wales' ","'Other main scheme choice' ",10
2008 ,"'Y Combined sciences' ","'Wales' ","'Extra' ",5
2008 ,"'Y Combined sciences' ","'Wales' ","'Main scheme Clearing' ",30
2008 ,"'Y Combined sciences' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Y Combined sciences' ","'Wales' ","'RPA' ",35
2008 ,"'Y Combined social sciences' ","'England' ","'Firm choice' ",3860
2008 ,"'Y Combined social sciences' ","'England' ","'Insurance choice' ",545
2008 ,"'Y Combined social sciences' ","'England' ","'Other main scheme choice' ",190
2008 ,"'Y Combined social sciences' ","'England' ","'Extra' ",85
2008 ,"'Y Combined social sciences' ","'England' ","'Main scheme Clearing' ",685
2008 ,"'Y Combined social sciences' ","'England' ","'Direct Clearing' ",115
2008 ,"'Y Combined social sciences' ","'England' ","'RPA' ",395
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Firm choice' ",95
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Insurance choice' ",5
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Firm choice' ",440
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Insurance choice' ",60
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Other main scheme choice' ",20
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Extra' ",5
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Main scheme Clearing' ",30
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Y Combined social sciences' ","'Scotland' ","'RPA' ",25
2008 ,"'Y Combined social sciences' ","'Wales' ","'Firm choice' ",250
2008 ,"'Y Combined social sciences' ","'Wales' ","'Insurance choice' ",15
2008 ,"'Y Combined social sciences' ","'Wales' ","'Other main scheme choice' ",10
2008 ,"'Y Combined social sciences' ","'Wales' ","'Extra' ",5
2008 ,"'Y Combined social sciences' ","'Wales' ","'Main scheme Clearing' ",20
2008 ,"'Y Combined social sciences' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'Y Combined social sciences' ","'Wales' ","'RPA' ",25
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Firm choice' ",14870
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Insurance choice' ",1245
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Other main scheme choice' ",775
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Extra' ",255
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Main scheme Clearing' ",1515
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Direct Clearing' ",510
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'RPA' ",1385
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Firm choice' ",180
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Insurance choice' ",15
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Firm choice' ",1700
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Insurance choice' ",155
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Other main scheme choice' ",75
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Extra' ",30
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Main scheme Clearing' ",125
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'Direct Clearing' ",30
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Scotland' ","'RPA' ",210
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Firm choice' ",790
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Insurance choice' ",50
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Other main scheme choice' ",45
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Extra' ",10
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Main scheme Clearing' ",60
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'Direct Clearing' ",40
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Wales' ","'RPA' ",65
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Firm choice' ",8390
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Insurance choice' ",730
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Other main scheme choice' ",345
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Extra' ",135
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Main scheme Clearing' ",810
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'Direct Clearing' ",285
2008 ,"'Y Social Sciences combined with Arts' ","'England' ","'RPA' ",605
2008 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Firm choice' ",220
2008 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Social Sciences combined with Arts' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Firm choice' ",1170
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Insurance choice' ",85
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Other main scheme choice' ",30
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Extra' ",10
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Main scheme Clearing' ",60
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Y Social Sciences combined with Arts' ","'Scotland' ","'RPA' ",100
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Firm choice' ",540
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Insurance choice' ",45
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Other main scheme choice' ",25
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Extra' ",10
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Main scheme Clearing' ",35
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Y Social Sciences combined with Arts' ","'Wales' ","'RPA' ",30
2008 ,"'Z General, other combined and unknown' ","'England' ","'Firm choice' ",3245
2008 ,"'Z General, other combined and unknown' ","'England' ","'Insurance choice' ",190
2008 ,"'Z General, other combined and unknown' ","'England' ","'Other main scheme choice' ",200
2008 ,"'Z General, other combined and unknown' ","'England' ","'Extra' ",75
2008 ,"'Z General, other combined and unknown' ","'England' ","'Main scheme Clearing' ",550
2008 ,"'Z General, other combined and unknown' ","'England' ","'Direct Clearing' ",140
2008 ,"'Z General, other combined and unknown' ","'England' ","'RPA' ",735
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'Firm choice' ",100
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'Insurance choice' ",5
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'Other main scheme choice' ",5
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Z General, other combined and unknown' ","'Scotland' ","'RPA' ",205
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'Firm choice' ",90
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'Insurance choice' ",5
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'Other main scheme choice' ",10
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'Main scheme Clearing' ",10
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'Z General, other combined and unknown' ","'Wales' ","'RPA' ",40
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Firm choice' ",6950
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Insurance choice' ",80
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Other main scheme choice' ",20
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Extra' ",25
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Adjustment' ",10
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'Main scheme Clearing' ",155
2009 ,"'Group A Medicine and Dentistry' ","'England' ","'RPA' ",60
2009 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Firm choice' ",285
2009 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Insurance choice' ",5
2009 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2009 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'RPA' ",5
2009 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Firm choice' ",1070
2009 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Insurance choice' ",20
2009 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Extra' ",10
2009 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Main scheme Clearing' ",35
2009 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'RPA' ",40
2009 ,"'Group A Medicine and Dentistry' ","'Wales' ","'Firm choice' ",390
2009 ,"'Group A Medicine and Dentistry' ","'Wales' ","'Insurance choice' ",5
2009 ,"'Group A Medicine and Dentistry' ","'Wales' ","'Main scheme Clearing' ",35
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Firm choice' ",30160
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Insurance choice' ",1540
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Other main scheme choice' ",3535
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Extra' ",810
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Adjustment' ",20
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Main scheme Clearing' ",3510
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'Direct Clearing' ",935
2009 ,"'Group B Subjects allied to Medicine' ","'England' ","'RPA' ",1630
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Firm choice' ",1040
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Insurance choice' ",85
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Other main scheme choice' ",5
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Extra' ",5
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2009 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Direct Clearing' ",5
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Firm choice' ",1950
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Insurance choice' ",160
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Other main scheme choice' ",95
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Extra' ",35
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Main scheme Clearing' ",180
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Direct Clearing' ",70
2009 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'RPA' ",190
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Firm choice' ",1725
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Insurance choice' ",50
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Other main scheme choice' ",110
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Extra' ",25
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Main scheme Clearing' ",115
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Direct Clearing' ",45
2009 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'RPA' ",55
2009 ,"'Group C Biological Sciences' ","'England' ","'Firm choice' ",21365
2009 ,"'Group C Biological Sciences' ","'England' ","'Insurance choice' ",2895
2009 ,"'Group C Biological Sciences' ","'England' ","'Other main scheme choice' ",885
2009 ,"'Group C Biological Sciences' ","'England' ","'Extra' ",445
2009 ,"'Group C Biological Sciences' ","'England' ","'Adjustment' ",25
2009 ,"'Group C Biological Sciences' ","'England' ","'Main scheme Clearing' ",2485
2009 ,"'Group C Biological Sciences' ","'England' ","'Direct Clearing' ",555
2009 ,"'Group C Biological Sciences' ","'England' ","'RPA' ",940
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Firm choice' ",495
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Insurance choice' ",80
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Other main scheme choice' ",15
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Extra' ",15
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",55
2009 ,"'Group C Biological Sciences' ","'Northern Ireland' ","'Direct Clearing' ",10
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Firm choice' ",2660
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Insurance choice' ",335
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Other main scheme choice' ",145
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Extra' ",25
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",305
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'Direct Clearing' ",80
2009 ,"'Group C Biological Sciences' ","'Scotland' ","'RPA' ",170
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Firm choice' ",2160
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Insurance choice' ",275
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Other main scheme choice' ",80
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Extra' ",35
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Main scheme Clearing' ",280
2009 ,"'Group C Biological Sciences' ","'Wales' ","'Direct Clearing' ",65
2009 ,"'Group C Biological Sciences' ","'Wales' ","'RPA' ",70
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Firm choice' ",3035
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Insurance choice' ",140
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Other main scheme choice' ",300
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Extra' ",55
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Main scheme Clearing' ",235
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Direct Clearing' ",230
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'RPA' ",255
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Firm choice' ",140
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Insurance choice' ",25
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Other main scheme choice' ",15
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Direct Clearing' ",10
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Firm choice' ",405
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Insurance choice' ",15
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Other main scheme choice' ",30
