"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016,Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ",59995
2009 ,"'T7 - American studies' ","'England' ",2510
2009 ,"'T7 - American studies' ","'Northern Ireland' ",25
2009 ,"'T7 - American studies' ","'Scotland' ",55
2009 ,"'T7 - American studies' ","'Wales' ",100
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'England' ",940
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'Scotland' ",700
2009 ,"'T9 - Others in non-European Langs, Lit & related' ","'Wales' ",5
2009 ,"'TT - Combinations within non-European Langs & related' ","'England' ",435
2009 ,"'V1 - History by Period' ","'England' ",38810
2009 ,"'V1 - History by Period' ","'Northern Ireland' ",855
2009 ,"'V1 - History by Period' ","'Scotland' ",4350
2009 ,"'V1 - History by Period' ","'Wales' ",2875
2009 ,"'V2 - History by Area' ","'England' ",180
2009 ,"'V2 - History by Area' ","'Northern Ireland' ",90
2009 ,"'V2 - History by Area' ","'Scotland' ",145
2009 ,"'V2 - History by Area' ","'Wales' ",30
2009 ,"'V3 - History by Topic' ","'England' ",5820
2009 ,"'V3 - History by Topic' ","'Scotland' ",1045
2009 ,"'V3 - History by Topic' ","'Wales' ",60
2009 ,"'V4 - Archaeology' ","'England' ",2210
2009 ,"'V4 - Archaeology' ","'Northern Ireland' ",90
2009 ,"'V4 - Archaeology' ","'Scotland' ",180
2009 ,"'V4 - Archaeology' ","'Wales' ",65
2009 ,"'V5 - Philosophy' ","'England' ",7955
2009 ,"'V5 - Philosophy' ","'Northern Ireland' ",85
2009 ,"'V5 - Philosophy' ","'Scotland' ",1030
2009 ,"'V5 - Philosophy' ","'Wales' ",285
2009 ,"'V6 - Theology and Religious studies' ","'England' ",4245
2009 ,"'V6 - Theology and Religious studies' ","'Northern Ireland' ",200
2009 ,"'V6 - Theology and Religious studies' ","'Scotland' ",535
2009 ,"'V6 - Theology and Religious studies' ","'Wales' ",440
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'England' ",485
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'Scotland' ",40
2009 ,"'V9 - Others in Hist & Philosophical studies' ","'Wales' ",15
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'England' ",5335
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Northern Ireland' ",155
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Scotland' ",1000
2009 ,"'VV - Combinations within Hist & Philosophical studies' ","'Wales' ",635
2009 ,"'W0 - Creative Arts & Design: any area' ","'England' ",320
2009 ,"'W0 - Creative Arts & Design: any area' ","'Wales' ",30
2009 ,"'W1 - Fine Art' ","'England' ",17215
2009 ,"'W1 - Fine Art' ","'Scotland' ",1180
2009 ,"'W1 - Fine Art' ","'Wales' ",780
2009 ,"'W2 - Design studies' ","'England' ",69540
2009 ,"'W2 - Design studies' ","'Northern Ireland' ",470
2009 ,"'W2 - Design studies' ","'Scotland' ",4135
2009 ,"'W2 - Design studies' ","'Wales' ",2760
2009 ,"'W3 - Music' ","'England' ",20705
2009 ,"'W3 - Music' ","'Northern Ireland' ",455
2009 ,"'W3 - Music' ","'Scotland' ",2285
2009 ,"'W3 - Music' ","'Wales' ",870
2009 ,"'W4 - Drama' ","'England' ",44715
2009 ,"'W4 - Drama' ","'Northern Ireland' ",370
2009 ,"'W4 - Drama' ","'Scotland' ",960
2009 ,"'W4 - Drama' ","'Wales' ",2635
2009 ,"'W5 - Dance' ","'England' ",7515
2009 ,"'W5 - Dance' ","'Northern Ireland' ",50
2009 ,"'W5 - Dance' ","'Wales' ",115
2009 ,"'W6 - Cinematics and Photography' ","'England' ",31210
2009 ,"'W6 - Cinematics and Photography' ","'Northern Ireland' ",335
2009 ,"'W6 - Cinematics and Photography' ","'Scotland' ",865
2009 ,"'W6 - Cinematics and Photography' ","'Wales' ",2015
2009 ,"'W7 - Crafts' ","'England' ",1715
2009 ,"'W7 - Crafts' ","'Scotland' ",130
2009 ,"'W7 - Crafts' ","'Wales' ",80
2009 ,"'W8 - Imaginative Writing' ","'England' ",3050
2009 ,"'W8 - Imaginative Writing' ","'Wales' ",80
2009 ,"'W9 - Others in Creative Arts and Design' ","'England' ",1825
2009 ,"'W9 - Others in Creative Arts and Design' ","'Northern Ireland' ",25
2009 ,"'W9 - Others in Creative Arts and Design' ","'Scotland' ",100
2009 ,"'W9 - Others in Creative Arts and Design' ","'Wales' ",85
2009 ,"'WW - Combinations within Creative Arts and Design' ","'England' ",12565
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Northern Ireland' ",935
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Scotland' ",3070
2009 ,"'WW - Combinations within Creative Arts and Design' ","'Wales' ",320
2009 ,"'X1 - Training Teachers' ","'England' ",38015
2009 ,"'X1 - Training Teachers' ","'Northern Ireland' ",585
2009 ,"'X1 - Training Teachers' ","'Scotland' ",6415
2009 ,"'X1 - Training Teachers' ","'Wales' ",1725
2009 ,"'X2 - Research and Study Skills in Education' ","'England' ",60
2009 ,"'X3 - Academic studies in Education' ","'England' ",23450
2009 ,"'X3 - Academic studies in Education' ","'Northern Ireland' ",360
2009 ,"'X3 - Academic studies in Education' ","'Scotland' ",310
2009 ,"'X3 - Academic studies in Education' ","'Wales' ",2050
2009 ,"'X9 - Others in Education' ","'England' ",570
2009 ,"'X9 - Others in Education' ","'Scotland' ",25
2009 ,"'XX - Combinations within Education' ","'England' ",1320
2009 ,"'XX - Combinations within Education' ","'Scotland' ",35
2009 ,"'XX - Combinations within Education' ","'Wales' ",30
2009 ,"'Y Combs of arts/humanities' ","'England' ",16780
2009 ,"'Y Combs of arts/humanities' ","'Northern Ireland' ",245
2009 ,"'Y Combs of arts/humanities' ","'Scotland' ",890
2009 ,"'Y Combs of arts/humanities' ","'Wales' ",960
2009 ,"'Y Combs of engin/tech/building studies' ","'England' ",875
2009 ,"'Y Combs of engin/tech/building studies' ","'Northern Ireland' ",115
2009 ,"'Y Combs of engin/tech/building studies' ","'Scotland' ",70
2009 ,"'Y Combs of engin/tech/building studies' ","'Wales' ",15
2009 ,"'Y Combs of engineering/technology' ","'England' ",1290
2009 ,"'Y Combs of engineering/technology' ","'Scotland' ",295
2009 ,"'Y Combs of languages' ","'England' ",6880
2009 ,"'Y Combs of languages' ","'Northern Ireland' ",80
2009 ,"'Y Combs of languages' ","'Scotland' ",1265
2009 ,"'Y Combs of languages' ","'Wales' ",385
2009 ,"'Y Combs of languages with arts/humanities' ","'England' ",31870
2009 ,"'Y Combs of languages with arts/humanities' ","'Northern Ireland' ",590
2009 ,"'Y Combs of languages with arts/humanities' ","'Scotland' ",4695
2009 ,"'Y Combs of languages with arts/humanities' ","'Wales' ",2205
2009 ,"'Y Combs of med/bio/agric sciences' ","'England' ",13125
2009 ,"'Y Combs of med/bio/agric sciences' ","'Northern Ireland' ",165
2009 ,"'Y Combs of med/bio/agric sciences' ","'Scotland' ",1320
2009 ,"'Y Combs of med/bio/agric sciences' ","'Wales' ",895
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'England' ",5760
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Scotland' ",695
2009 ,"'Y Combs of med/bio/agric sciences with phys/math/comp sciences' ","'Wales' ",90
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'England' ",8380
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Northern Ireland' ",205
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Scotland' ",1320
2009 ,"'Y Combs of phys/math science with arts/humanities/languages' ","'Wales' ",665
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'England' ",18710
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Northern Ireland' ",280
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Scotland' ",1980
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'Wales' ",245
2009 ,"'Y Combs of phys/math/comp sciences' ","'England' ",4285
2009 ,"'Y Combs of phys/math/comp sciences' ","'Northern Ireland' ",125
2009 ,"'Y Combs of phys/math/comp sciences' ","'Scotland' ",860
2009 ,"'Y Combs of phys/math/comp sciences' ","'Wales' ",235
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'England' ",32505
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Northern Ireland' ",120
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Scotland' ",4355
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'Wales' ",1855
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'England' ",24830
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Northern Ireland' ",120
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Scotland' ",3900
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'Wales' ",1205
2009 ,"'Y Combs of sciences with engineering/technology' ","'England' ",5375
2009 ,"'Y Combs of sciences with engineering/technology' ","'Northern Ireland' ",290
2009 ,"'Y Combs of sciences with engineering/technology' ","'Scotland' ",750
2009 ,"'Y Combs of sciences with engineering/technology' ","'Wales' ",175
2009 ,"'Y Combs of soc studies/law' ","'England' ",9610
2009 ,"'Y Combs of soc studies/law' ","'Northern Ireland' ",185
2009 ,"'Y Combs of soc studies/law' ","'Scotland' ",930
2009 ,"'Y Combs of soc studies/law' ","'Wales' ",975
2009 ,"'Y Combs of soc studies/law with business' ","'England' ",18285
2009 ,"'Y Combs of soc studies/law with business' ","'Northern Ireland' ",150
2009 ,"'Y Combs of soc studies/law with business' ","'Scotland' ",3100
2009 ,"'Y Combs of soc studies/law with business' ","'Wales' ",490
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'England' ",41035
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Northern Ireland' ",515
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Scotland' ",5030
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'Wales' ",1735
2009 ,"'Y Combs of social studies/bus/law with languages' ","'England' ",10195
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Northern Ireland' ",175
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Scotland' ",3135
2009 ,"'Y Combs of social studies/bus/law with languages' ","'Wales' ",635
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'England' ",17485
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'Scotland' ",570
2009 ,"'Z Combs of 3 subjects, or other general courses' ","'Wales' ",375
2009 ,"'Z Other courses not elsewhere classified' ","'England' ",205
2010 ,"'A1 - Pre-clinical Medicine' ","'England' ",66205
2010 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ",870
2010 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ",9695
2010 ,"'A1 - Pre-clinical Medicine' ","'Wales' ",3290
2010 ,"'A2 - Pre-clinical Dentistry' ","'England' ",10705
2010 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ",200
2010 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ",1180
2010 ,"'A2 - Pre-clinical Dentistry' ","'Wales' ",970
2010 ,"'A9 - Others in Medicine and Dentistry' ","'England' ",110
2010 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ",10
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'England' ",22890
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ",1115
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ",3505
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ",1185
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'England' ",24095
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ",775
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ",2285
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ",995
2010 ,"'B3 - Complementary Medicine' ","'England' ",2300
2010 ,"'B3 - Complementary Medicine' ","'Scotland' ",65
2010 ,"'B3 - Complementary Medicine' ","'Wales' ",275
2010 ,"'B4 - Nutrition' ","'England' ",4765
2010 ,"'B4 - Nutrition' ","'Northern Ireland' ",440
2010 ,"'B4 - Nutrition' ","'Scotland' ",925
2010 ,"'B4 - Nutrition' ","'Wales' ",215
2010 ,"'B5 - Ophthalmics' ","'England' ",3600
2010 ,"'B5 - Ophthalmics' ","'Northern Ireland' ",175
2010 ,"'B5 - Ophthalmics' ","'Scotland' ",505
2010 ,"'B5 - Ophthalmics' ","'Wales' ",560
2010 ,"'B6 - Aural and Oral Sciences' ","'England' ",5000
2010 ,"'B6 - Aural and Oral Sciences' ","'Northern Ireland' ",310
2010 ,"'B6 - Aural and Oral Sciences' ","'Scotland' ",480
2010 ,"'B6 - Aural and Oral Sciences' ","'Wales' ",330
2010 ,"'B7 - Nursing' ","'England' ",156585
2010 ,"'B7 - Nursing' ","'Northern Ireland' ",2565
2010 ,"'B7 - Nursing' ","'Scotland' ",17125
2010 ,"'B7 - Nursing' ","'Wales' ",8340
2010 ,"'B8 - Medical Technology' ","'England' ",10295
2010 ,"'B8 - Medical Technology' ","'Northern Ireland' ",310
2010 ,"'B8 - Medical Technology' ","'Scotland' ",1190
2010 ,"'B8 - Medical Technology' ","'Wales' ",880
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'England' ",45565
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Northern Ireland' ",1595
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Scotland' ",3610
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Wales' ",1015
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'England' ",975
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Scotland' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Wales' ",40
2010 ,"'C0 - Biological Sciences: any area of study' ","'England' ",130
2010 ,"'C1 - Biology' ","'England' ",21290
2010 ,"'C1 - Biology' ","'Northern Ireland' ",585
2010 ,"'C1 - Biology' ","'Scotland' ",4185
2010 ,"'C1 - Biology' ","'Wales' ",1730
2010 ,"'C2 - Botany' ","'England' ",70
2010 ,"'C2 - Botany' ","'Scotland' ",25
2010 ,"'C2 - Botany' ","'Wales' ",10
2010 ,"'C3 - Zoology' ","'England' ",6130
2010 ,"'C3 - Zoology' ","'Northern Ireland' ",130
2010 ,"'C3 - Zoology' ","'Scotland' ",1835
2010 ,"'C3 - Zoology' ","'Wales' ",1395
2010 ,"'C4 - Genetics' ","'England' ",1680
2010 ,"'C4 - Genetics' ","'Northern Ireland' ",60
2010 ,"'C4 - Genetics' ","'Scotland' ",410
2010 ,"'C4 - Genetics' ","'Wales' ",170
2010 ,"'C5 - Microbiology' ","'England' ",1525
2010 ,"'C5 - Microbiology' ","'Northern Ireland' ",40
2010 ,"'C5 - Microbiology' ","'Scotland' ",695
2010 ,"'C5 - Microbiology' ","'Wales' ",60
2010 ,"'C6 - Sport and Exercise Science' ","'England' ",48665
2010 ,"'C6 - Sport and Exercise Science' ","'Northern Ireland' ",825
2010 ,"'C6 - Sport and Exercise Science' ","'Scotland' ",3450
2010 ,"'C6 - Sport and Exercise Science' ","'Wales' ",4420
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'England' ",12245
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Northern Ireland' ",180
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ",1450
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ",415
2010 ,"'C8 - Psychology' ","'England' ",78175
2010 ,"'C8 - Psychology' ","'Northern Ireland' ",2145
2010 ,"'C8 - Psychology' ","'Scotland' ",9150
2010 ,"'C8 - Psychology' ","'Wales' ",4325
2010 ,"'C9 - Others in Biological Sciences' ","'England' ",4815
2010 ,"'C9 - Others in Biological Sciences' ","'Scotland' ",290
2010 ,"'C9 - Others in Biological Sciences' ","'Wales' ",220
2010 ,"'CC - Combinations within Biological Sciences' ","'England' ",2110
2010 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ",950
2010 ,"'CC - Combinations within Biological Sciences' ","'Wales' ",260
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ",6145
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ",2010
2010 ,"'D3 - Animal Science' ","'England' ",7780
2010 ,"'D3 - Animal Science' ","'Northern Ireland' ",55
2010 ,"'D3 - Animal Science' ","'Scotland' ",460
2010 ,"'D3 - Animal Science' ","'Wales' ",295
2010 ,"'D4 - Agriculture' ","'England' ",4760
2010 ,"'D4 - Agriculture' ","'Northern Ireland' ",485
2010 ,"'D4 - Agriculture' ","'Scotland' ",295
2010 ,"'D4 - Agriculture' ","'Wales' ",465
2010 ,"'D5 - Forestry & arboriculture' ","'England' ",275
2010 ,"'D5 - Forestry & arboriculture' ","'Scotland' ",50
2010 ,"'D5 - Forestry & arboriculture' ","'Wales' ",45
2010 ,"'D6 - Food and Beverage studies' ","'England' ",1215
2010 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ",105
2010 ,"'D6 - Food and Beverage studies' ","'Scotland' ",65
2010 ,"'D6 - Food and Beverage studies' ","'Wales' ",75
2010 ,"'D7 - Agricultural Sciences' ","'England' ",275
2010 ,"'D7 - Agricultural Sciences' ","'Scotland' ",45
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ",185
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ",470
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ",20
2010 ,"'F0 - Physical Sciences: any area of study' ","'England' ",365
2010 ,"'F1 - Chemistry' ","'England' ",18970
2010 ,"'F1 - Chemistry' ","'Northern Ireland' ",360
2010 ,"'F1 - Chemistry' ","'Scotland' ",3125
2010 ,"'F1 - Chemistry' ","'Wales' ",545
2010 ,"'F2 - Materials Science' ","'England' ",5
2010 ,"'F2 - Materials Science' ","'Scotland' ",40
2010 ,"'F3 - Physics' ","'England' ",16365
2010 ,"'F3 - Physics' ","'Northern Ireland' ",260
2010 ,"'F3 - Physics' ","'Scotland' ",3040
2010 ,"'F3 - Physics' ","'Wales' ",810
2010 ,"'F4 - Forensic and Archaeological Science' ","'England' ",8055
2010 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",1015
2010 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",600
2010 ,"'F5 - Astronomy' ","'England' ",560
2010 ,"'F5 - Astronomy' ","'Scotland' ",165
2010 ,"'F5 - Astronomy' ","'Wales' ",135
2010 ,"'F6 - Geology' ","'England' ",5910
2010 ,"'F6 - Geology' ","'Scotland' ",1110
2010 ,"'F6 - Geology' ","'Wales' ",925
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ",6065
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",305
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",325
2010 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",120
2010 ,"'F8 - Physical geographical sciences' ","'England' ",15405
2010 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",775
2010 ,"'F8 - Physical geographical sciences' ","'Scotland' ",1350
2010 ,"'F8 - Physical geographical sciences' ","'Wales' ",1480
2010 ,"'F9 - Others in Physical Sciences' ","'England' ",680
2010 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",95
2010 ,"'F9 - Others in Physical Sciences' ","'Wales' ",195
2010 ,"'FF - Combinations within Physical Sciences' ","'England' ",2320
2010 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",670
2010 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",50
2010 ,"'G0 - Mathematical Sciences: any area' ","'England' ",35
2010 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ",5
2010 ,"'G1 - Mathematics' ","'England' ",35755
2010 ,"'G1 - Mathematics' ","'Northern Ireland' ",415
2010 ,"'G1 - Mathematics' ","'Scotland' ",3035
2010 ,"'G1 - Mathematics' ","'Wales' ",1295
2010 ,"'G2 - Operational Research' ","'England' ",40
2010 ,"'G2 - Operational Research' ","'Scotland' ",140
2010 ,"'G2 - Operational Research' ","'Wales' ",10
2010 ,"'G3 - Statistics' ","'England' ",690
2010 ,"'G3 - Statistics' ","'Scotland' ",35
2010 ,"'G3 - Statistics' ","'Wales' ",70
2010 ,"'G9 - Others in Mathematical Sciences' ","'England' ",100
2010 ,"'GG - Combinations within Mathematical Sciences' ","'England' ",1875
2010 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",30
2010 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",650
2010 ,"'GG - Combinations within Mathematical Sciences' ","'Wales' ",5
2010 ,"'H0 - Engineering: any area of study' ","'England' ",615
2010 ,"'H1 - General Engineering' ","'England' ",12485
2010 ,"'H1 - General Engineering' ","'Northern Ireland' ",565
2010 ,"'H1 - General Engineering' ","'Scotland' ",935
2010 ,"'H1 - General Engineering' ","'Wales' ",445
2010 ,"'H2 - Civil Engineering' ","'England' ",19555
2010 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",955
2010 ,"'H2 - Civil Engineering' ","'Scotland' ",4565
2010 ,"'H2 - Civil Engineering' ","'Wales' ",1675
2010 ,"'H3 - Mechanical Engineering' ","'England' ",29400
2010 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",750
2010 ,"'H3 - Mechanical Engineering' ","'Scotland' ",4895
2010 ,"'H3 - Mechanical Engineering' ","'Wales' ",1675
2010 ,"'H4 - Aerospace Engineering' ","'England' ",12690
2010 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",290
2010 ,"'H4 - Aerospace Engineering' ","'Scotland' ",965
2010 ,"'H4 - Aerospace Engineering' ","'Wales' ",565
2010 ,"'H5 - Naval Architecture' ","'England' ",380
2010 ,"'H5 - Naval Architecture' ","'Scotland' ",150
2010 ,"'H6 - Electronic and Electrical Engineering' ","'England' ",19260
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",385
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",2830
2010 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",1025
2010 ,"'H7 - Production and Manufacturing Engineering' ","'England' ",2795
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",180
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",345
2010 ,"'H7 - Production and Manufacturing Engineering' ","'Wales' ",10
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'England' ",8710
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",185
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",1740
2010 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",170
2010 ,"'H9 - Others in Engineering' ","'England' ",35
2010 ,"'HH - Combinations within Engineering' ","'England' ",2385
2010 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",180
2010 ,"'HH - Combinations within Engineering' ","'Scotland' ",705
2010 ,"'HH - Combinations within Engineering' ","'Wales' ",225
2010 ,"'I1 - Computer Science' ","'England' ",49700
2010 ,"'I1 - Computer Science' ","'Northern Ireland' ",2785
2010 ,"'I1 - Computer Science' ","'Scotland' ",5380
2010 ,"'I1 - Computer Science' ","'Wales' ",1955
2010 ,"'I2 - Information Systems' ","'England' ",13945
2010 ,"'I2 - Information Systems' ","'Northern Ireland' ",465
2010 ,"'I2 - Information Systems' ","'Scotland' ",850
2010 ,"'I2 - Information Systems' ","'Wales' ",665
2010 ,"'I3 - Software Engineering' ","'England' ",6460
2010 ,"'I3 - Software Engineering' ","'Northern Ireland' ",220
2010 ,"'I3 - Software Engineering' ","'Scotland' ",855
2010 ,"'I3 - Software Engineering' ","'Wales' ",190
2010 ,"'I4 - Artificial Intelligence' ","'England' ",250
2010 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",20
2010 ,"'I4 - Artificial Intelligence' ","'Scotland' ",120
2010 ,"'I9 - Others in Computer Sciences' ","'England' ",110
2010 ,"'II - Combinations in Computer Sciences' ","'England' ",4730
2010 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",835
2010 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",375
2010 ,"'II - Combinations in Computer Sciences' ","'Wales' ",345
2010 ,"'J0 - Technologies: any area of study' ","'Scotland' ",10
2010 ,"'J1 - Minerals Technology' ","'England' ",95
2010 ,"'J2 - Metallurgy' ","'England' ",55
2010 ,"'J4 - Polymers and Textiles' ","'England' ",680
2010 ,"'J4 - Polymers and Textiles' ","'Scotland' ",25
2010 ,"'J4 - Polymers and Textiles' ","'Wales' ",20
2010 ,"'J5 - Materials Technology not otherwise spec' ","'England' ",910
2010 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",55
2010 ,"'J6 - Maritime Technology' ","'England' ",650
2010 ,"'J7 - Biotechnology' ","'England' ",720
2010 ,"'J7 - Biotechnology' ","'Scotland' ",375
2010 ,"'J7 - Biotechnology' ","'Wales' ",15
2010 ,"'J9 - Others in Technology' ","'England' ",7495
2010 ,"'J9 - Others in Technology' ","'Northern Ireland' ",370
2010 ,"'J9 - Others in Technology' ","'Scotland' ",295
2010 ,"'J9 - Others in Technology' ","'Wales' ",790
2010 ,"'JJ - Combinations within Technology' ","'England' ",45
2010 ,"'K0 - Architecture,Build & Plan: any area' ","'Wales' ",15
2010 ,"'K1 - Architecture' ","'England' ",24110
2010 ,"'K1 - Architecture' ","'Northern Ireland' ",715
2010 ,"'K1 - Architecture' ","'Scotland' ",3690
2010 ,"'K1 - Architecture' ","'Wales' ",1070
2010 ,"'K2 - Building' ","'England' ",12300
2010 ,"'K2 - Building' ","'Northern Ireland' ",1125
2010 ,"'K2 - Building' ","'Scotland' ",2005
2010 ,"'K2 - Building' ","'Wales' ",315
2010 ,"'K3 - Landscape & Garden Design' ","'England' ",760
2010 ,"'K3 - Landscape & Garden Design' ","'Scotland' ",95
2010 ,"'K3 - Landscape & Garden Design' ","'Wales' ",5
2010 ,"'K4 - Planning (Urban,Rural and Regional)' ","'England' ",2400
2010 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Northern Ireland' ",350
2010 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Scotland' ",275
2010 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Wales' ",145
2010 ,"'K9 - Others in Architecture,Build & Plan' ","'England' ",40
2010 ,"'KK - Combinations within Architecture,Build & Plan' ","'England' ",530
2010 ,"'KK - Combinations within Architecture,Build & Plan' ","'Northern Ireland' ",135
2010 ,"'L0 - Social Studies: any area of study' ","'England' ",3775
2010 ,"'L0 - Social Studies: any area of study' ","'Scotland' ",60
2010 ,"'L0 - Social Studies: any area of study' ","'Wales' ",55
2010 ,"'L1 - Economics' ","'England' ",43270
2010 ,"'L1 - Economics' ","'Northern Ireland' ",820
2010 ,"'L1 - Economics' ","'Scotland' ",2985
2010 ,"'L1 - Economics' ","'Wales' ",930
2010 ,"'L2 - Politics' ","'England' ",27400
2010 ,"'L2 - Politics' ","'Northern Ireland' ",770
2010 ,"'L2 - Politics' ","'Scotland' ",3515
2010 ,"'L2 - Politics' ","'Wales' ",930
2010 ,"'L3 - Sociology' ","'England' ",20595
