"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_008_07.pdf"
 
Cycle Year,Provider Country 2016 , Sex , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'Men' ","'Firm choice' ",106120
2013 ,"'England' ","'Men' ","'Adjustment' ",545
2013 ,"'England' ","'Men' ","'Main scheme Clearing' ",17070
2013 ,"'England' ","'Men' ","'Direct Clearing' ",7150
2013 ,"'England' ","'Men' ","'RPA' ",7035
2013 ,"'England' ","'Women' ","'Firm choice' ",170625
2013 ,"'England' ","'Women' ","'Insurance choice' ",13275
2013 ,"'England' ","'Women' ","'Other main scheme choice' ",6770
2013 ,"'England' ","'Women' ","'Extra' ",4710
2013 ,"'England' ","'Women' ","'Adjustment' ",585
2013 ,"'England' ","'Women' ","'Main scheme Clearing' ",20375
2013 ,"'England' ","'Women' ","'Direct Clearing' ",6540
2013 ,"'England' ","'Women' ","'RPA' ",7095
2013 ,"'Northern Ireland' ","'Men' ","'Firm choice' ",3935
2013 ,"'Northern Ireland' ","'Men' ","'Insurance choice' ",695
2013 ,"'Northern Ireland' ","'Men' ","'Other main scheme choice' ",60
2013 ,"'Northern Ireland' ","'Men' ","'Extra' ",40
2013 ,"'Northern Ireland' ","'Men' ","'Adjustment' ",10
2013 ,"'Northern Ireland' ","'Men' ","'Main scheme Clearing' ",230
2013 ,"'Northern Ireland' ","'Men' ","'Direct Clearing' ",70
2013 ,"'Northern Ireland' ","'Men' ","'RPA' ",55
2013 ,"'Northern Ireland' ","'Women' ","'Firm choice' ",4690
2013 ,"'Northern Ireland' ","'Women' ","'Insurance choice' ",560
2013 ,"'Northern Ireland' ","'Women' ","'Other main scheme choice' ",65
2013 ,"'Northern Ireland' ","'Women' ","'Extra' ",105
2013 ,"'Northern Ireland' ","'Women' ","'Adjustment' ",15
2013 ,"'Northern Ireland' ","'Women' ","'Main scheme Clearing' ",370
2013 ,"'Northern Ireland' ","'Women' ","'Direct Clearing' ",45
2013 ,"'Northern Ireland' ","'Women' ","'RPA' ",25
2013 ,"'Scotland' ","'Men' ","'Firm choice' ",14045
2013 ,"'Scotland' ","'Men' ","'Insurance choice' ",1270
2013 ,"'Scotland' ","'Men' ","'Other main scheme choice' ",330
2013 ,"'Scotland' ","'Men' ","'Extra' ",175
2013 ,"'Scotland' ","'Men' ","'Adjustment' ",10
2013 ,"'Scotland' ","'Men' ","'Main scheme Clearing' ",800
2013 ,"'Scotland' ","'Men' ","'Direct Clearing' ",115
2013 ,"'Scotland' ","'Men' ","'RPA' ",1505
2013 ,"'Scotland' ","'Women' ","'Firm choice' ",19465
2013 ,"'Scotland' ","'Women' ","'Insurance choice' ",1285
2013 ,"'Scotland' ","'Women' ","'Other main scheme choice' ",350
2013 ,"'Scotland' ","'Women' ","'Extra' ",230
2013 ,"'Scotland' ","'Women' ","'Adjustment' ",10
2013 ,"'Scotland' ","'Women' ","'Main scheme Clearing' ",1000
2013 ,"'Scotland' ","'Women' ","'Direct Clearing' ",135
2013 ,"'Scotland' ","'Women' ","'RPA' ",1825
2013 ,"'Wales' ","'Men' ","'Firm choice' ",8105
2013 ,"'Wales' ","'Men' ","'Insurance choice' ",1015
2013 ,"'Wales' ","'Men' ","'Other main scheme choice' ",360
2013 ,"'Wales' ","'Men' ","'Extra' ",145
2013 ,"'Wales' ","'Men' ","'Adjustment' ",20
2013 ,"'Wales' ","'Men' ","'Main scheme Clearing' ",1215
2013 ,"'Wales' ","'Men' ","'Direct Clearing' ",440
2013 ,"'Wales' ","'Men' ","'RPA' ",835
2013 ,"'Wales' ","'Women' ","'Firm choice' ",9740
2013 ,"'Wales' ","'Women' ","'Insurance choice' ",805
2013 ,"'Wales' ","'Women' ","'Other main scheme choice' ",305
2013 ,"'Wales' ","'Women' ","'Extra' ",245
2013 ,"'Wales' ","'Women' ","'Adjustment' ",25
2013 ,"'Wales' ","'Women' ","'Main scheme Clearing' ",1225
2013 ,"'Wales' ","'Women' ","'Direct Clearing' ",320
2013 ,"'Wales' ","'Women' ","'RPA' ",710
2014 ,"'England' ","'Men' ","'Firm choice' ",134350
2014 ,"'England' ","'Men' ","'Insurance choice' ",15530
2014 ,"'England' ","'Men' ","'Other main scheme choice' ",5700
2014 ,"'England' ","'Men' ","'Extra' ",2070
2014 ,"'England' ","'Men' ","'Adjustment' ",470
2014 ,"'England' ","'Men' ","'Main scheme Clearing' ",19225
2014 ,"'England' ","'Men' ","'Direct Clearing' ",6570
2014 ,"'England' ","'Men' ","'RPA' ",8365
2014 ,"'England' ","'Women' ","'Firm choice' ",176660
2014 ,"'England' ","'Women' ","'Insurance choice' ",15030
2014 ,"'England' ","'Women' ","'Other main scheme choice' ",6445
2014 ,"'England' ","'Women' ","'Extra' ",4695
2014 ,"'England' ","'Women' ","'Adjustment' ",575
2014 ,"'England' ","'Women' ","'Main scheme Clearing' ",23020
2014 ,"'England' ","'Women' ","'Direct Clearing' ",5875
2014 ,"'England' ","'Women' ","'RPA' ",8595
2014 ,"'Northern Ireland' ","'Men' ","'Firm choice' ",3865
2014 ,"'Northern Ireland' ","'Men' ","'Insurance choice' ",610
2014 ,"'Northern Ireland' ","'Men' ","'Other main scheme choice' ",85
2014 ,"'Northern Ireland' ","'Men' ","'Extra' ",30
2014 ,"'Northern Ireland' ","'Men' ","'Adjustment' ",10
2014 ,"'Northern Ireland' ","'Men' ","'Main scheme Clearing' ",305
2014 ,"'Northern Ireland' ","'Men' ","'Direct Clearing' ",305
2014 ,"'Northern Ireland' ","'Men' ","'RPA' ",15
2014 ,"'Northern Ireland' ","'Women' ","'Firm choice' ",4655
2014 ,"'Northern Ireland' ","'Women' ","'Insurance choice' ",600
2014 ,"'Northern Ireland' ","'Women' ","'Other main scheme choice' ",55
2014 ,"'Northern Ireland' ","'Women' ","'Extra' ",70
2014 ,"'Northern Ireland' ","'Women' ","'Adjustment' ",15
2014 ,"'Northern Ireland' ","'Women' ","'Main scheme Clearing' ",450
2014 ,"'Northern Ireland' ","'Women' ","'Direct Clearing' ",155
2014 ,"'Northern Ireland' ","'Women' ","'RPA' ",35
2014 ,"'Scotland' ","'Men' ","'Firm choice' ",14175
2014 ,"'Scotland' ","'Men' ","'Insurance choice' ",1380
2014 ,"'Scotland' ","'Men' ","'Other main scheme choice' ",290
2014 ,"'Scotland' ","'Men' ","'Extra' ",170
2014 ,"'Scotland' ","'Men' ","'Adjustment' ",20
2014 ,"'Scotland' ","'Men' ","'Main scheme Clearing' ",855
2014 ,"'Scotland' ","'Men' ","'Direct Clearing' ",105
2014 ,"'Scotland' ","'Men' ","'RPA' ",590
2014 ,"'Scotland' ","'Women' ","'Firm choice' ",20615
2014 ,"'Scotland' ","'Women' ","'Insurance choice' ",1400
2014 ,"'Scotland' ","'Women' ","'Other main scheme choice' ",395
2014 ,"'Scotland' ","'Women' ","'Extra' ",275
2014 ,"'Scotland' ","'Women' ","'Adjustment' ",35
2014 ,"'Scotland' ","'Women' ","'Main scheme Clearing' ",920
2014 ,"'Scotland' ","'Women' ","'Direct Clearing' ",115
2014 ,"'Scotland' ","'Women' ","'RPA' ",650
2014 ,"'Wales' ","'Men' ","'Firm choice' ",7975
2014 ,"'Wales' ","'Men' ","'Insurance choice' ",1235
2014 ,"'Wales' ","'Men' ","'Other main scheme choice' ",340
2014 ,"'Wales' ","'Men' ","'Extra' ",110
2014 ,"'Wales' ","'Men' ","'Adjustment' ",10
2014 ,"'Wales' ","'Men' ","'Main scheme Clearing' ",1375
2014 ,"'Wales' ","'Men' ","'Direct Clearing' ",375
2014 ,"'Wales' ","'Men' ","'RPA' ",765
2014 ,"'Wales' ","'Women' ","'Firm choice' ",9860
2014 ,"'Wales' ","'Women' ","'Insurance choice' ",950
2014 ,"'Wales' ","'Women' ","'Other main scheme choice' ",285
2014 ,"'Wales' ","'Women' ","'Extra' ",200
2014 ,"'Wales' ","'Women' ","'Adjustment' ",25
2014 ,"'Wales' ","'Women' ","'Main scheme Clearing' ",1350
2014 ,"'Wales' ","'Women' ","'Direct Clearing' ",300
2014 ,"'Wales' ","'Women' ","'RPA' ",770
2015 ,"'England' ","'Men' ","'Firm choice' ",137540
2015 ,"'England' ","'Men' ","'Insurance choice' ",16690
2015 ,"'England' ","'Men' ","'Other main scheme choice' ",5380
2015 ,"'England' ","'Men' ","'Extra' ",2050
2015 ,"'England' ","'Men' ","'Adjustment' ",465
2015 ,"'England' ","'Men' ","'Main scheme Clearing' ",19825
2015 ,"'England' ","'Men' ","'Direct Clearing' ",7085
2015 ,"'England' ","'Men' ","'RPA' ",8305
2015 ,"'England' ","'Women' ","'Firm choice' ",183970
2015 ,"'England' ","'Women' ","'Insurance choice' ",16570
2015 ,"'England' ","'Women' ","'Other main scheme choice' ",6515
2015 ,"'England' ","'Women' ","'Extra' ",4500
2015 ,"'England' ","'Women' ","'Adjustment' ",575
2015 ,"'England' ","'Women' ","'Main scheme Clearing' ",24055
2015 ,"'England' ","'Women' ","'Direct Clearing' ",6935
2015 ,"'England' ","'Women' ","'RPA' ",9555
2015 ,"'Northern Ireland' ","'Men' ","'Firm choice' ",3535
2015 ,"'Northern Ireland' ","'Men' ","'Insurance choice' ",660
2015 ,"'Northern Ireland' ","'Men' ","'Other main scheme choice' ",55
2015 ,"'Northern Ireland' ","'Men' ","'Extra' ",25
2015 ,"'Northern Ireland' ","'Men' ","'Adjustment' ",10
2015 ,"'Northern Ireland' ","'Men' ","'Main scheme Clearing' ",165
2015 ,"'Northern Ireland' ","'Men' ","'Direct Clearing' ",40
2015 ,"'Northern Ireland' ","'Men' ","'RPA' ",15
2015 ,"'Northern Ireland' ","'Women' ","'Firm choice' ",4540
2015 ,"'Northern Ireland' ","'Women' ","'Insurance choice' ",625
2015 ,"'Northern Ireland' ","'Women' ","'Other main scheme choice' ",40
2015 ,"'Northern Ireland' ","'Women' ","'Extra' ",65
2015 ,"'Northern Ireland' ","'Women' ","'Adjustment' ",20
2015 ,"'Northern Ireland' ","'Women' ","'Main scheme Clearing' ",280
2015 ,"'Northern Ireland' ","'Women' ","'Direct Clearing' ",60
2015 ,"'Northern Ireland' ","'Women' ","'RPA' ",35
2015 ,"'Scotland' ","'Men' ","'Firm choice' ",14515
2015 ,"'Scotland' ","'Men' ","'Insurance choice' ",1370
2015 ,"'Scotland' ","'Men' ","'Other main scheme choice' ",315
2015 ,"'Scotland' ","'Men' ","'Extra' ",205
2015 ,"'Scotland' ","'Men' ","'Adjustment' ",10
2015 ,"'Scotland' ","'Men' ","'Main scheme Clearing' ",970
2015 ,"'Scotland' ","'Men' ","'Direct Clearing' ",155
2015 ,"'Scotland' ","'Men' ","'RPA' ",1435
2015 ,"'Scotland' ","'Women' ","'Firm choice' ",22275
2015 ,"'Scotland' ","'Women' ","'Insurance choice' ",1415
2015 ,"'Scotland' ","'Women' ","'Other main scheme choice' ",395
2015 ,"'Scotland' ","'Women' ","'Extra' ",325
2015 ,"'Scotland' ","'Women' ","'Adjustment' ",15
2015 ,"'Scotland' ","'Women' ","'Main scheme Clearing' ",1145
2015 ,"'Scotland' ","'Women' ","'Direct Clearing' ",215
2015 ,"'Scotland' ","'Women' ","'RPA' ",1630
2015 ,"'Wales' ","'Men' ","'Firm choice' ",7820
2015 ,"'Wales' ","'Men' ","'Insurance choice' ",1190
2015 ,"'Wales' ","'Men' ","'Other main scheme choice' ",355
2015 ,"'Wales' ","'Men' ","'Extra' ",110
2015 ,"'Wales' ","'Men' ","'Adjustment' ",20
2015 ,"'Wales' ","'Men' ","'Main scheme Clearing' ",1305
2015 ,"'Wales' ","'Men' ","'Direct Clearing' ",390
2015 ,"'Wales' ","'Men' ","'RPA' ",700
2015 ,"'Wales' ","'Women' ","'Firm choice' ",9930
2015 ,"'Wales' ","'Women' ","'Insurance choice' ",970
2015 ,"'Wales' ","'Women' ","'Other main scheme choice' ",325
2015 ,"'Wales' ","'Women' ","'Extra' ",210
2015 ,"'Wales' ","'Women' ","'Adjustment' ",20
2015 ,"'Wales' ","'Women' ","'Main scheme Clearing' ",1390
2015 ,"'Wales' ","'Women' ","'Direct Clearing' ",335
2015 ,"'Wales' ","'Women' ","'RPA' ",625
2016 ,"'England' ","'Men' ","'Firm choice' ",137000
2016 ,"'England' ","'Men' ","'Insurance choice' ",16685
2016 ,"'England' ","'Men' ","'Other main scheme choice' ",5935
2016 ,"'England' ","'Men' ","'Extra' ",2090
2016 ,"'England' ","'Men' ","'Adjustment' ",355
2016 ,"'England' ","'Men' ","'Main scheme Clearing' ",19710
2016 ,"'England' ","'Men' ","'Direct Clearing' ",7020
2016 ,"'England' ","'Men' ","'RPA' ",8065
2016 ,"'England' ","'Women' ","'Firm choice' ",184975
2016 ,"'England' ","'Women' ","'Insurance choice' ",16705
2016 ,"'England' ","'Women' ","'Other main scheme choice' ",6965
2016 ,"'England' ","'Women' ","'Extra' ",4435
2016 ,"'England' ","'Women' ","'Adjustment' ",455
2016 ,"'England' ","'Women' ","'Main scheme Clearing' ",24480
2016 ,"'England' ","'Women' ","'Direct Clearing' ",6600
2016 ,"'England' ","'Women' ","'RPA' ",9075
2016 ,"'Northern Ireland' ","'Men' ","'Firm choice' ",3695
2016 ,"'Northern Ireland' ","'Men' ","'Insurance choice' ",685
2016 ,"'Northern Ireland' ","'Men' ","'Other main scheme choice' ",45
2016 ,"'Northern Ireland' ","'Men' ","'Extra' ",25
2016 ,"'Northern Ireland' ","'Men' ","'Adjustment' ",5
2016 ,"'Northern Ireland' ","'Men' ","'Main scheme Clearing' ",220
2016 ,"'Northern Ireland' ","'Men' ","'Direct Clearing' ",55
2016 ,"'Northern Ireland' ","'Men' ","'RPA' ",10
2016 ,"'Northern Ireland' ","'Women' ","'Firm choice' ",4550
2016 ,"'Northern Ireland' ","'Women' ","'Insurance choice' ",585
2016 ,"'Northern Ireland' ","'Women' ","'Other main scheme choice' ",45
2016 ,"'Northern Ireland' ","'Women' ","'Extra' ",75
2016 ,"'Northern Ireland' ","'Women' ","'Adjustment' ",15
2016 ,"'Northern Ireland' ","'Women' ","'Main scheme Clearing' ",370
2016 ,"'Northern Ireland' ","'Women' ","'Direct Clearing' ",50
2016 ,"'Northern Ireland' ","'Women' ","'RPA' ",15
2016 ,"'Scotland' ","'Men' ","'Firm choice' ",15150
2016 ,"'Scotland' ","'Men' ","'Insurance choice' ",1320
2016 ,"'Scotland' ","'Men' ","'Other main scheme choice' ",360
2016 ,"'Scotland' ","'Men' ","'Extra' ",195
2016 ,"'Scotland' ","'Men' ","'Adjustment' ",15
2016 ,"'Scotland' ","'Men' ","'Main scheme Clearing' ",975
2016 ,"'Scotland' ","'Men' ","'Direct Clearing' ",240
2016 ,"'Scotland' ","'Men' ","'RPA' ",1385
2016 ,"'Scotland' ","'Women' ","'Firm choice' ",23050
2016 ,"'Scotland' ","'Women' ","'Insurance choice' ",1385
2016 ,"'Scotland' ","'Women' ","'Other main scheme choice' ",470
2016 ,"'Scotland' ","'Women' ","'Extra' ",365
2016 ,"'Scotland' ","'Women' ","'Adjustment' ",10
2016 ,"'Scotland' ","'Women' ","'Main scheme Clearing' ",1145
2016 ,"'Scotland' ","'Women' ","'Direct Clearing' ",225
2016 ,"'Scotland' ","'Women' ","'RPA' ",1605
2016 ,"'Wales' ","'Men' ","'Firm choice' ",7645
2016 ,"'Wales' ","'Men' ","'Insurance choice' ",1200
2016 ,"'Wales' ","'Men' ","'Other main scheme choice' ",335
2016 ,"'Wales' ","'Men' ","'Extra' ",110
2016 ,"'Wales' ","'Men' ","'Adjustment' ",15
2016 ,"'Wales' ","'Men' ","'Main scheme Clearing' ",1530
2016 ,"'Wales' ","'Men' ","'Direct Clearing' ",345
2016 ,"'Wales' ","'Men' ","'RPA' ",705
2016 ,"'Wales' ","'Women' ","'Firm choice' ",10280
2016 ,"'Wales' ","'Women' ","'Insurance choice' ",930
2016 ,"'Wales' ","'Women' ","'Other main scheme choice' ",365
2016 ,"'Wales' ","'Women' ","'Extra' ",200
2016 ,"'Wales' ","'Women' ","'Adjustment' ",20
2016 ,"'Wales' ","'Women' ","'Main scheme Clearing' ",1600
2016 ,"'Wales' ","'Women' ","'Direct Clearing' ",320
2016 ,"'Wales' ","'Women' ","'RPA' ",695
