"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (High Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_006_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (High Level) , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'England' ","'Firm choice' ",204910
2010 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2010 ,"'Scotland' ","'England' ","'Firm choice' ",2835
2010 ,"'Scotland' ","'England' ","'Insurance choice' ",435
2010 ,"'Scotland' ","'England' ","'Other main scheme choice' ",35
2010 ,"'Scotland' ","'England' ","'Extra' ",35
2010 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",100
2010 ,"'Scotland' ","'England' ","'Direct Clearing' ",10
2010 ,"'Scotland' ","'England' ","'RPA' ",45
2010 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",875
2010 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",125
2010 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",10
2010 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",50
2010 ,"'Scotland' ","'Northern Ireland' ","'RPA' ",10
2010 ,"'Scotland' ","'Scotland' ","'Firm choice' ",23055
2010 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1845
2010 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",725
2010 ,"'Scotland' ","'Scotland' ","'Extra' ",245
2010 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1555
2010 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",205
2010 ,"'Scotland' ","'Scotland' ","'RPA' ",2745
2010 ,"'Scotland' ","'Wales' ","'Firm choice' ",75
2010 ,"'Scotland' ","'Wales' ","'Insurance choice' ",10
2010 ,"'Scotland' ","'Wales' ","'Other main scheme choice' ",5
2010 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",5
2010 ,"'Wales' ","'England' ","'Firm choice' ",7685
2010 ,"'Wales' ","'England' ","'Insurance choice' ",1000
2010 ,"'Wales' ","'England' ","'Other main scheme choice' ",100
2010 ,"'Wales' ","'England' ","'Extra' ",145
2010 ,"'Wales' ","'England' ","'Adjustment' ",10
2010 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1170
2010 ,"'Wales' ","'England' ","'Direct Clearing' ",120
2010 ,"'Wales' ","'England' ","'RPA' ",175
2010 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",115
2010 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",10
2010 ,"'Wales' ","'Northern Ireland' ","'Other main scheme choice' ",5
2010 ,"'Wales' ","'Northern Ireland' ","'Extra' ",5
2010 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2010 ,"'Wales' ","'Scotland' ","'Firm choice' ",40
2010 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",10
2010 ,"'Wales' ","'Wales' ","'Firm choice' ",9080
2010 ,"'Wales' ","'Wales' ","'Insurance choice' ",665
2010 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",305
2010 ,"'Wales' ","'Wales' ","'Extra' ",160
2010 ,"'Wales' ","'Wales' ","'Adjustment' ",15
2010 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",920
2010 ,"'Wales' ","'Wales' ","'Direct Clearing' ",245
2010 ,"'Wales' ","'Wales' ","'RPA' ",785
2011 ,"'England' ","'England' ","'Firm choice' ",259530
2011 ,"'England' ","'England' ","'Insurance choice' ",29400
2011 ,"'England' ","'England' ","'Other main scheme choice' ",8995
2011 ,"'England' ","'England' ","'Extra' ",7570
2011 ,"'England' ","'England' ","'Adjustment' ",440
2011 ,"'England' ","'England' ","'Main scheme Clearing' ",33365
2011 ,"'England' ","'England' ","'Direct Clearing' ",6645
2011 ,"'England' ","'England' ","'RPA' ",6305
2011 ,"'England' ","'Northern Ireland' ","'Firm choice' ",2935
2011 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",360
2011 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",50
2011 ,"'England' ","'Northern Ireland' ","'Extra' ",85
2011 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",390
2011 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",30
2011 ,"'England' ","'Northern Ireland' ","'RPA' ",10
2011 ,"'England' ","'Scotland' ","'Firm choice' ",1290
2011 ,"'England' ","'Scotland' ","'Insurance choice' ",70
2011 ,"'England' ","'Scotland' ","'Other main scheme choice' ",45
2011 ,"'England' ","'Scotland' ","'Extra' ",50
2011 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",130
2011 ,"'England' ","'Scotland' ","'Direct Clearing' ",40
2011 ,"'England' ","'Scotland' ","'RPA' ",15
2011 ,"'England' ","'Wales' ","'Firm choice' ",5230
2011 ,"'England' ","'Wales' ","'Insurance choice' ",515
2011 ,"'England' ","'Wales' ","'Other main scheme choice' ",70
2011 ,"'England' ","'Wales' ","'Extra' ",110
2011 ,"'England' ","'Wales' ","'Adjustment' ",5
2011 ,"'England' ","'Wales' ","'Main scheme Clearing' ",435
2011 ,"'England' ","'Wales' ","'Direct Clearing' ",55
2011 ,"'England' ","'Wales' ","'RPA' ",40
2011 ,"'Northern Ireland' ","'England' ","'Firm choice' ",160
2011 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",55
2011 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'England' ","'Adjustment' ",5
2011 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",20
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",6895
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1160
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",80
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",65
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",15
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",360
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",35
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'RPA' ",30
2011 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",15
2011 ,"'Northern Ireland' ","'Scotland' ","'Other main scheme choice' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2011 ,"'Scotland' ","'England' ","'Firm choice' ",2715
2011 ,"'Scotland' ","'England' ","'Insurance choice' ",315
2011 ,"'Scotland' ","'England' ","'Other main scheme choice' ",30
2011 ,"'Scotland' ","'England' ","'Extra' ",30
2011 ,"'Scotland' ","'England' ","'Adjustment' ",5
2011 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",85
2011 ,"'Scotland' ","'England' ","'Direct Clearing' ",10
2011 ,"'Scotland' ","'England' ","'RPA' ",55
2011 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",875
2011 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",120
2011 ,"'Scotland' ","'Northern Ireland' ","'Other main scheme choice' ",15
2011 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",20
2011 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",30
2011 ,"'Scotland' ","'Northern Ireland' ","'RPA' ",10
2011 ,"'Scotland' ","'Scotland' ","'Firm choice' ",22985
2011 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1735
2011 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",660
2011 ,"'Scotland' ","'Scotland' ","'Extra' ",310
2011 ,"'Scotland' ","'Scotland' ","'Adjustment' ",5
2011 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1080
2011 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",130
2011 ,"'Scotland' ","'Scotland' ","'RPA' ",2165
2011 ,"'Scotland' ","'Wales' ","'Firm choice' ",75
2011 ,"'Scotland' ","'Wales' ","'Insurance choice' ",10
2011 ,"'Scotland' ","'Wales' ","'Other main scheme choice' ",5
2011 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",5
2011 ,"'Wales' ","'England' ","'Firm choice' ",7500
2011 ,"'Wales' ","'England' ","'Insurance choice' ",1165
2011 ,"'Wales' ","'England' ","'Other main scheme choice' ",105
2011 ,"'Wales' ","'England' ","'Extra' ",185
2011 ,"'Wales' ","'England' ","'Adjustment' ",20
2011 ,"'Wales' ","'England' ","'Main scheme Clearing' ",2125
2011 ,"'Wales' ","'England' ","'Direct Clearing' ",155
2011 ,"'Wales' ","'England' ","'RPA' ",170
2011 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",125
2011 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",20
2011 ,"'Wales' ","'Northern Ireland' ","'Other main scheme choice' ",5
2011 ,"'Wales' ","'Northern Ireland' ","'Extra' ",10
2011 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",50
2011 ,"'Wales' ","'Northern Ireland' ","'RPA' ",5
2011 ,"'Wales' ","'Scotland' ","'Firm choice' ",45
2011 ,"'Wales' ","'Scotland' ","'Insurance choice' ",5
2011 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",10
2011 ,"'Wales' ","'Scotland' ","'Direct Clearing' ",5
2011 ,"'Wales' ","'Wales' ","'Firm choice' ",8790
2011 ,"'Wales' ","'Wales' ","'Insurance choice' ",630
2011 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",305
2011 ,"'Wales' ","'Wales' ","'Extra' ",210
2011 ,"'Wales' ","'Wales' ","'Adjustment' ",5
2011 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",1070
2011 ,"'Wales' ","'Wales' ","'Direct Clearing' ",235
2011 ,"'Wales' ","'Wales' ","'RPA' ",520
2012 ,"'England' ","'England' ","'Firm choice' ",242070
2012 ,"'England' ","'England' ","'Insurance choice' ",20240
2012 ,"'England' ","'England' ","'Other main scheme choice' ",6955
2012 ,"'England' ","'England' ","'Extra' ",6205
2012 ,"'England' ","'England' ","'Adjustment' ",1125
2012 ,"'England' ","'England' ","'Main scheme Clearing' ",33085
2012 ,"'England' ","'England' ","'Direct Clearing' ",10145
2012 ,"'England' ","'England' ","'RPA' ",9070
2012 ,"'England' ","'Northern Ireland' ","'Firm choice' ",2375
2012 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",235
2012 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",40
2012 ,"'England' ","'Northern Ireland' ","'Extra' ",80
2012 ,"'England' ","'Northern Ireland' ","'Adjustment' ",5
2012 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",400
2012 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",60
2012 ,"'England' ","'Northern Ireland' ","'RPA' ",20
2012 ,"'England' ","'Scotland' ","'Firm choice' ",1130
2012 ,"'England' ","'Scotland' ","'Insurance choice' ",55
2012 ,"'England' ","'Scotland' ","'Other main scheme choice' ",40
2012 ,"'England' ","'Scotland' ","'Extra' ",25
2012 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",150
2012 ,"'England' ","'Scotland' ","'Direct Clearing' ",35
2012 ,"'England' ","'Scotland' ","'RPA' ",20
2012 ,"'England' ","'Wales' ","'Firm choice' ",5940
2012 ,"'England' ","'Wales' ","'Insurance choice' ",460
2012 ,"'England' ","'Wales' ","'Other main scheme choice' ",80
2012 ,"'England' ","'Wales' ","'Extra' ",125
2012 ,"'England' ","'Wales' ","'Adjustment' ",15
2012 ,"'England' ","'Wales' ","'Main scheme Clearing' ",540
2012 ,"'England' ","'Wales' ","'Direct Clearing' ",95
2012 ,"'England' ","'Wales' ","'RPA' ",55
2012 ,"'Northern Ireland' ","'England' ","'Firm choice' ",200
2012 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",25
2012 ,"'Northern Ireland' ","'England' ","'Other main scheme choice' ",5
2012 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2012 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",25
2012 ,"'Northern Ireland' ","'England' ","'RPA' ",75
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",7250
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1095
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",70
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",65
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",20
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",445
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",50
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'RPA' ",25
2012 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",20
2012 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2012 ,"'Scotland' ","'England' ","'Firm choice' ",3225
2012 ,"'Scotland' ","'England' ","'Insurance choice' ",340
2012 ,"'Scotland' ","'England' ","'Other main scheme choice' ",40
2012 ,"'Scotland' ","'England' ","'Extra' ",45
2012 ,"'Scotland' ","'England' ","'Adjustment' ",10
2012 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",295
2012 ,"'Scotland' ","'England' ","'Direct Clearing' ",20
2012 ,"'Scotland' ","'England' ","'RPA' ",25
2012 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",680
2012 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",85
2012 ,"'Scotland' ","'Northern Ireland' ","'Other main scheme choice' ",5
2012 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",15
2012 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",115
2012 ,"'Scotland' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Scotland' ","'Scotland' ","'Firm choice' ",23280
2012 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1700
2012 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",575
2012 ,"'Scotland' ","'Scotland' ","'Extra' ",240
2012 ,"'Scotland' ","'Scotland' ","'Adjustment' ",15
2012 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1255
2012 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",175
2012 ,"'Scotland' ","'Scotland' ","'RPA' ",2125
2012 ,"'Scotland' ","'Wales' ","'Firm choice' ",100
2012 ,"'Scotland' ","'Wales' ","'Insurance choice' ",5
2012 ,"'Scotland' ","'Wales' ","'Extra' ",5
2012 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",5
2012 ,"'Wales' ","'England' ","'Firm choice' ",6645
2012 ,"'Wales' ","'England' ","'Insurance choice' ",845
2012 ,"'Wales' ","'England' ","'Other main scheme choice' ",75
2012 ,"'Wales' ","'England' ","'Extra' ",115
2012 ,"'Wales' ","'England' ","'Adjustment' ",25
2012 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1515
2012 ,"'Wales' ","'England' ","'Direct Clearing' ",170
2012 ,"'Wales' ","'England' ","'RPA' ",135
2012 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",100
2012 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",10
2012 ,"'Wales' ","'Northern Ireland' ","'Extra' ",5
2012 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2012 ,"'Wales' ","'Northern Ireland' ","'Direct Clearing' ",5
2012 ,"'Wales' ","'Scotland' ","'Firm choice' ",35
2012 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",15
2012 ,"'Wales' ","'Wales' ","'Firm choice' ",8530
2012 ,"'Wales' ","'Wales' ","'Insurance choice' ",465
2012 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",245
2012 ,"'Wales' ","'Wales' ","'Extra' ",170
2012 ,"'Wales' ","'Wales' ","'Adjustment' ",15
2012 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",1155
2012 ,"'Wales' ","'Wales' ","'Direct Clearing' ",455
2012 ,"'Wales' ","'Wales' ","'RPA' ",840
2013 ,"'England' ","'England' ","'Firm choice' ",258495
2013 ,"'England' ","'England' ","'Insurance choice' ",22255
2013 ,"'England' ","'England' ","'Other main scheme choice' ",9335
2013 ,"'England' ","'England' ","'Extra' ",6015
2013 ,"'England' ","'England' ","'Adjustment' ",1015
2013 ,"'England' ","'England' ","'Main scheme Clearing' ",32720
2013 ,"'England' ","'England' ","'Direct Clearing' ",12480
2013 ,"'England' ","'England' ","'RPA' ",10800
2013 ,"'England' ","'Northern Ireland' ","'Firm choice' ",2585
2013 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",280
2013 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",30
2013 ,"'England' ","'Northern Ireland' ","'Extra' ",70
2013 ,"'England' ","'Northern Ireland' ","'Adjustment' ",10
2013 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",335
2013 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",55
2013 ,"'England' ","'Northern Ireland' ","'RPA' ",15
2013 ,"'England' ","'Scotland' ","'Firm choice' ",1205
2013 ,"'England' ","'Scotland' ","'Insurance choice' ",60
2013 ,"'England' ","'Scotland' ","'Other main scheme choice' ",40
2013 ,"'England' ","'Scotland' ","'Extra' ",35
2013 ,"'England' ","'Scotland' ","'Adjustment' ",5
2013 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",130
2013 ,"'England' ","'Scotland' ","'Direct Clearing' ",50
2013 ,"'England' ","'Scotland' ","'RPA' ",35
2013 ,"'England' ","'Wales' ","'Firm choice' ",6010
2013 ,"'England' ","'Wales' ","'Insurance choice' ",450
2013 ,"'England' ","'Wales' ","'Other main scheme choice' ",90
2013 ,"'England' ","'Wales' ","'Extra' ",105
2013 ,"'England' ","'Wales' ","'Adjustment' ",15
2013 ,"'England' ","'Wales' ","'Main scheme Clearing' ",500
2013 ,"'England' ","'Wales' ","'Direct Clearing' ",120
2013 ,"'England' ","'Wales' ","'RPA' ",70
2013 ,"'Northern Ireland' ","'England' ","'Firm choice' ",205
2013 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",30
2013 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2013 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",20
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",7955
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1180
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",90
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",125
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",20
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",525
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",105
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'RPA' ",15
2013 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",10
2013 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2013 ,"'Scotland' ","'England' ","'Firm choice' ",3260
2013 ,"'Scotland' ","'England' ","'Insurance choice' ",415
2013 ,"'Scotland' ","'England' ","'Other main scheme choice' ",20
2013 ,"'Scotland' ","'England' ","'Extra' ",30
2013 ,"'Scotland' ","'England' ","'Adjustment' ",10
2013 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",315
2013 ,"'Scotland' ","'England' ","'Direct Clearing' ",30
2013 ,"'Scotland' ","'England' ","'RPA' ",25
2013 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",810
2013 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",100
2013 ,"'Scotland' ","'Northern Ireland' ","'Other main scheme choice' ",5
2013 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",20
2013 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",75
2013 ,"'Scotland' ","'Northern Ireland' ","'Direct Clearing' ",5
2013 ,"'Scotland' ","'Scotland' ","'Firm choice' ",24000
2013 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1515
2013 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",450
2013 ,"'Scotland' ","'Scotland' ","'Extra' ",295
2013 ,"'Scotland' ","'Scotland' ","'Adjustment' ",10
2013 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",1180
2013 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",175
2013 ,"'Scotland' ","'Scotland' ","'RPA' ",2230
2013 ,"'Scotland' ","'Wales' ","'Firm choice' ",80
2013 ,"'Scotland' ","'Wales' ","'Insurance choice' ",10
2013 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",10
2013 ,"'Wales' ","'England' ","'Firm choice' ",7460
2013 ,"'Wales' ","'England' ","'Insurance choice' ",1075
2013 ,"'Wales' ","'England' ","'Other main scheme choice' ",125
2013 ,"'Wales' ","'England' ","'Extra' ",145
2013 ,"'Wales' ","'England' ","'Adjustment' ",30
2013 ,"'Wales' ","'England' ","'Main scheme Clearing' ",1270
2013 ,"'Wales' ","'England' ","'Direct Clearing' ",205
2013 ,"'Wales' ","'England' ","'RPA' ",120
2013 ,"'Wales' ","'Northern Ireland' ","'Firm choice' ",110
2013 ,"'Wales' ","'Northern Ireland' ","'Insurance choice' ",15
2013 ,"'Wales' ","'Northern Ireland' ","'Other main scheme choice' ",5
2013 ,"'Wales' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2013 ,"'Wales' ","'Scotland' ","'Firm choice' ",35
2013 ,"'Wales' ","'Scotland' ","'Insurance choice' ",5
2013 ,"'Wales' ","'Scotland' ","'Other main scheme choice' ",5
2013 ,"'Wales' ","'Scotland' ","'Extra' ",10
2013 ,"'Wales' ","'Scotland' ","'Main scheme Clearing' ",5
2013 ,"'Wales' ","'Scotland' ","'Direct Clearing' ",5
2013 ,"'Wales' ","'Scotland' ","'RPA' ",5
2013 ,"'Wales' ","'Wales' ","'Firm choice' ",8760
2013 ,"'Wales' ","'Wales' ","'Insurance choice' ",505
2013 ,"'Wales' ","'Wales' ","'Other main scheme choice' ",305
2013 ,"'Wales' ","'Wales' ","'Extra' ",185
2013 ,"'Wales' ","'Wales' ","'Adjustment' ",10
2013 ,"'Wales' ","'Wales' ","'Main scheme Clearing' ",870
2013 ,"'Wales' ","'Wales' ","'Direct Clearing' ",505
2013 ,"'Wales' ","'Wales' ","'RPA' ",1055
2014 ,"'England' ","'England' ","'Firm choice' ",263505
2014 ,"'England' ","'England' ","'Insurance choice' ",25280
2014 ,"'England' ","'England' ","'Other main scheme choice' ",9035
2014 ,"'England' ","'England' ","'Extra' ",5850
2014 ,"'England' ","'England' ","'Adjustment' ",930
2014 ,"'England' ","'England' ","'Main scheme Clearing' ",36930
2014 ,"'England' ","'England' ","'Direct Clearing' ",11250
2014 ,"'England' ","'England' ","'RPA' ",13695
2014 ,"'England' ","'Northern Ireland' ","'Firm choice' ",2720
2014 ,"'England' ","'Northern Ireland' ","'Insurance choice' ",260
2014 ,"'England' ","'Northern Ireland' ","'Other main scheme choice' ",35
2014 ,"'England' ","'Northern Ireland' ","'Extra' ",75
2014 ,"'England' ","'Northern Ireland' ","'Adjustment' ",5
2014 ,"'England' ","'Northern Ireland' ","'Main scheme Clearing' ",310
2014 ,"'England' ","'Northern Ireland' ","'Direct Clearing' ",55
2014 ,"'England' ","'Northern Ireland' ","'RPA' ",20
2014 ,"'England' ","'Scotland' ","'Firm choice' ",1150
2014 ,"'England' ","'Scotland' ","'Insurance choice' ",60
2014 ,"'England' ","'Scotland' ","'Other main scheme choice' ",35
2014 ,"'England' ","'Scotland' ","'Extra' ",40
2014 ,"'England' ","'Scotland' ","'Main scheme Clearing' ",150
2014 ,"'England' ","'Scotland' ","'Direct Clearing' ",35
2014 ,"'England' ","'Scotland' ","'RPA' ",50
2014 ,"'England' ","'Wales' ","'Firm choice' ",6575
2014 ,"'England' ","'Wales' ","'Insurance choice' ",455
2014 ,"'England' ","'Wales' ","'Other main scheme choice' ",115
2014 ,"'England' ","'Wales' ","'Extra' ",120
2014 ,"'England' ","'Wales' ","'Adjustment' ",15
2014 ,"'England' ","'Wales' ","'Main scheme Clearing' ",585
2014 ,"'England' ","'Wales' ","'Direct Clearing' ",140
2014 ,"'England' ","'Wales' ","'RPA' ",80
2014 ,"'Northern Ireland' ","'England' ","'Firm choice' ",215
2014 ,"'Northern Ireland' ","'England' ","'Insurance choice' ",30
2014 ,"'Northern Ireland' ","'England' ","'Other main scheme choice' ",40
2014 ,"'Northern Ireland' ","'England' ","'Extra' ",5
2014 ,"'Northern Ireland' ","'England' ","'Main scheme Clearing' ",55
2014 ,"'Northern Ireland' ","'England' ","'Direct Clearing' ",330
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Firm choice' ",7790
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Insurance choice' ",1130
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Other main scheme choice' ",80
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Extra' ",85
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Adjustment' ",20
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Main scheme Clearing' ",635
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'Direct Clearing' ",110
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'RPA' ",5
2014 ,"'Northern Ireland' ","'Scotland' ","'Firm choice' ",15
2014 ,"'Northern Ireland' ","'Wales' ","'Firm choice' ",5
2014 ,"'Northern Ireland' ","'Wales' ","'Main scheme Clearing' ",5
2014 ,"'Scotland' ","'England' ","'Firm choice' ",3570
2014 ,"'Scotland' ","'England' ","'Insurance choice' ",495
2014 ,"'Scotland' ","'England' ","'Other main scheme choice' ",30
2014 ,"'Scotland' ","'England' ","'Extra' ",30
2014 ,"'Scotland' ","'England' ","'Adjustment' ",25
2014 ,"'Scotland' ","'England' ","'Main scheme Clearing' ",480
2014 ,"'Scotland' ","'England' ","'Direct Clearing' ",25
2014 ,"'Scotland' ","'England' ","'RPA' ",25
2014 ,"'Scotland' ","'Northern Ireland' ","'Firm choice' ",725
2014 ,"'Scotland' ","'Northern Ireland' ","'Insurance choice' ",130
2014 ,"'Scotland' ","'Northern Ireland' ","'Extra' ",20
2014 ,"'Scotland' ","'Northern Ireland' ","'Adjustment' ",5
2014 ,"'Scotland' ","'Northern Ireland' ","'Main scheme Clearing' ",85
2014 ,"'Scotland' ","'Northern Ireland' ","'RPA' ",5
2014 ,"'Scotland' ","'Scotland' ","'Firm choice' ",24855
2014 ,"'Scotland' ","'Scotland' ","'Insurance choice' ",1600
2014 ,"'Scotland' ","'Scotland' ","'Other main scheme choice' ",450
2014 ,"'Scotland' ","'Scotland' ","'Extra' ",305
2014 ,"'Scotland' ","'Scotland' ","'Adjustment' ",10
2014 ,"'Scotland' ","'Scotland' ","'Main scheme Clearing' ",970
2014 ,"'Scotland' ","'Scotland' ","'Direct Clearing' ",160
2014 ,"'Scotland' ","'Scotland' ","'RPA' ",360
2014 ,"'Scotland' ","'Wales' ","'Firm choice' ",85
2014 ,"'Scotland' ","'Wales' ","'Insurance choice' ",10
2014 ,"'Scotland' ","'Wales' ","'Other main scheme choice' ",5
2014 ,"'Scotland' ","'Wales' ","'Main scheme Clearing' ",5
2014 ,"'Scotland' ","'Wales' ","'Direct Clearing' ",5
2014 ,"'Scotland' ","'Wales' ","'RPA' ",5
2014 ,"'Wales' ","'England' ","'Firm choice' ",7250
2014 ,"'Wales' ","'England' ","'Insurance choice' ",1350
