"Statistic:   Number of Applications"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_03.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Applications,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",690
2009 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",5470
2009 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",6060
2009 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",2210
2009 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",2175
2009 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",3435
2009 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",2795
2009 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",145
2009 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",535
2009 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",13065
2009 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",35145
2009 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",3935
2009 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",8380
2009 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",1055
2009 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",2065
2009 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",2180
2009 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",3530
2009 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",85
2009 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",400
2009 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",4920
2009 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",12880
2009 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",1135
2009 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",2660
2009 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",290
2009 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",635
2009 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",515
2009 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",895
2009 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",70
2009 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",1825
2009 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",3175
2009 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",535
2009 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",865
2009 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",200
2009 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",230
2009 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",500
2009 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",410
2009 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",225
2009 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",380
2009 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",26540
2009 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",29140
2009 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",7005
2009 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",6525
2009 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",1640
2009 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",1560
2009 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",3600
2009 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",2625
2009 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",375
2009 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",970
2009 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",36210
2009 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",67030
2009 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",24245
2009 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",42790
2009 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",10540
2009 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",14180
2009 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",17310
2009 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",21855
2009 ,"'Group X Education' ","'17 and under' ","'Men' ",60
2009 ,"'Group X Education' ","'17 and under' ","'Women' ",400
2009 ,"'Group X Education' ","'18' ","'Men' ",5350
2009 ,"'Group X Education' ","'18' ","'Women' ",36190
2009 ,"'Group X Education' ","'19' ","'Men' ",2140
2009 ,"'Group X Education' ","'19' ","'Women' ",10835
2009 ,"'Group X Education' ","'20' ","'Men' ",895
2009 ,"'Group X Education' ","'20' ","'Women' ",4380
2009 ,"'Group X Education' ","'21 and over' ","'Men' ",2820
2009 ,"'Group X Education' ","'21 and over' ","'Women' ",11880
2009 ,"'Y Combined arts' ","'17 and under' ","'Men' ",105
2009 ,"'Y Combined arts' ","'17 and under' ","'Women' ",475
2009 ,"'Y Combined arts' ","'18' ","'Men' ",11930
2009 ,"'Y Combined arts' ","'18' ","'Women' ",29100
2009 ,"'Y Combined arts' ","'19' ","'Men' ",4390
2009 ,"'Y Combined arts' ","'19' ","'Women' ",8095
2009 ,"'Y Combined arts' ","'20' ","'Men' ",1655
2009 ,"'Y Combined arts' ","'20' ","'Women' ",2665
2009 ,"'Y Combined arts' ","'21 and over' ","'Men' ",3460
2009 ,"'Y Combined arts' ","'21 and over' ","'Women' ",4970
2009 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",275
2009 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",270
2009 ,"'Y Combined sciences' ","'18' ","'Men' ",11660
2009 ,"'Y Combined sciences' ","'18' ","'Women' ",9295
2009 ,"'Y Combined sciences' ","'19' ","'Men' ",4040
2009 ,"'Y Combined sciences' ","'19' ","'Women' ",2805
2009 ,"'Y Combined sciences' ","'20' ","'Men' ",1740
2009 ,"'Y Combined sciences' ","'20' ","'Women' ",1020
2009 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",3440
2009 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",2260
2009 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",390
2009 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",370
2009 ,"'Y Combined social sciences' ","'18' ","'Men' ",8840
2009 ,"'Y Combined social sciences' ","'18' ","'Women' ",9715
2009 ,"'Y Combined social sciences' ","'19' ","'Men' ",4060
2009 ,"'Y Combined social sciences' ","'19' ","'Women' ",3650
2009 ,"'Y Combined social sciences' ","'20' ","'Men' ",1415
2009 ,"'Y Combined social sciences' ","'20' ","'Women' ",1235
2009 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",2125
2009 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",1920
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",460
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",555
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",28800
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",27555
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",11710
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",8825
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",4610
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",3315
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",8080
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",6770
2009 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",345
2009 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",675
2009 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",14100
2009 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",21710
2009 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",5450
2009 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",7890
2009 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",1840
2009 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",2730
2009 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",3100
2009 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",4615
2009 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",220
2009 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",350
2009 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",4555
2009 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",5820
2009 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",1650
2009 ,"'Z General, other combined and unknown' ","'19' ","'Women' ",1995
2009 ,"'Z General, other combined and unknown' ","'20' ","'Men' ",665
2009 ,"'Z General, other combined and unknown' ","'20' ","'Women' ",670
2009 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",1290
2009 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",1425
2010 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",805
2010 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",1225
2010 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",19645
2010 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",24905
2010 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",6000
2010 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",7260
2010 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",1800
2010 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",2020
2010 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",13450
2010 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",16130
2010 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",560
2010 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",2460
2010 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",21405
2010 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",84975
2010 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",10080
2010 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",37150
2010 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",4405
2010 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",19065
2010 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",30835
2010 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",115960
2010 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",675
2010 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",1955
2010 ,"'Group C Biological Sciences' ","'18' ","'Men' ",54200
2010 ,"'Group C Biological Sciences' ","'18' ","'Women' ",80030
2010 ,"'Group C Biological Sciences' ","'19' ","'Men' ",18920
2010 ,"'Group C Biological Sciences' ","'19' ","'Women' ",21500
2010 ,"'Group C Biological Sciences' ","'20' ","'Men' ",6630
2010 ,"'Group C Biological Sciences' ","'20' ","'Women' ",6905
2010 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",11720
2010 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",13715
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",105
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",285
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",3855
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",9770
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",1275
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",3435
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",550
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",1185
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",1780
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",3340
2010 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",700
2010 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",645
2010 ,"'Group F Physical Sciences' ","'18' ","'Men' ",39850
2010 ,"'Group F Physical Sciences' ","'18' ","'Women' ",25105
2010 ,"'Group F Physical Sciences' ","'19' ","'Men' ",8780
2010 ,"'Group F Physical Sciences' ","'19' ","'Women' ",5660
2010 ,"'Group F Physical Sciences' ","'20' ","'Men' ",2515
2010 ,"'Group F Physical Sciences' ","'20' ","'Women' ",1665
2010 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",4325
2010 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",2940
2010 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",390
2010 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",485
2010 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",18035
2010 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",12045
2010 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",4890
2010 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",3185
2010 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",1570
2010 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",980
2010 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",1780
2010 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",835
2010 ,"'Group H Engineering' ","'17 and under' ","'Men' ",3680
2010 ,"'Group H Engineering' ","'17 and under' ","'Women' ",1020
2010 ,"'Group H Engineering' ","'18' ","'Men' ",59890
2010 ,"'Group H Engineering' ","'18' ","'Women' ",9130
2010 ,"'Group H Engineering' ","'19' ","'Men' ",23155
2010 ,"'Group H Engineering' ","'19' ","'Women' ",3410
2010 ,"'Group H Engineering' ","'20' ","'Men' ",10575
2010 ,"'Group H Engineering' ","'20' ","'Women' ",1375
2010 ,"'Group H Engineering' ","'21 and over' ","'Men' ",20370
2010 ,"'Group H Engineering' ","'21 and over' ","'Women' ",2115
2010 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",775
2010 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",230
2010 ,"'Group I Computer Sciences' ","'18' ","'Men' ",34340
2010 ,"'Group I Computer Sciences' ","'18' ","'Women' ",6260
2010 ,"'Group I Computer Sciences' ","'19' ","'Men' ",17635
2010 ,"'Group I Computer Sciences' ","'19' ","'Women' ",2745
2010 ,"'Group I Computer Sciences' ","'20' ","'Men' ",8775
2010 ,"'Group I Computer Sciences' ","'20' ","'Women' ",1255
2010 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",15510
2010 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",2740
2010 ,"'Group J Technologies' ","'17 and under' ","'Men' ",100
2010 ,"'Group J Technologies' ","'17 and under' ","'Women' ",60
2010 ,"'Group J Technologies' ","'18' ","'Men' ",4360
2010 ,"'Group J Technologies' ","'18' ","'Women' ",1100
2010 ,"'Group J Technologies' ","'19' ","'Men' ",2215
2010 ,"'Group J Technologies' ","'19' ","'Women' ",675
2010 ,"'Group J Technologies' ","'20' ","'Men' ",1205
2010 ,"'Group J Technologies' ","'20' ","'Women' ",225
2010 ,"'Group J Technologies' ","'21 and over' ","'Men' ",2265
2010 ,"'Group J Technologies' ","'21 and over' ","'Women' ",410
2010 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",365
2010 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",670
2010 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",15590
2010 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",7765
2010 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",7290
2010 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",3585
2010 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",3165
2010 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",1300
2010 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",7695
2010 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",2660
2010 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",1540
2010 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",1840
2010 ,"'Group L Social Studies' ","'18' ","'Men' ",47530
2010 ,"'Group L Social Studies' ","'18' ","'Women' ",57340
2010 ,"'Group L Social Studies' ","'19' ","'Men' ",19495
2010 ,"'Group L Social Studies' ","'19' ","'Women' ",24425
2010 ,"'Group L Social Studies' ","'20' ","'Men' ",6215
2010 ,"'Group L Social Studies' ","'20' ","'Women' ",9150
2010 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",19610
2010 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",49985
2010 ,"'Group M Law' ","'17 and under' ","'Men' ",595
2010 ,"'Group M Law' ","'17 and under' ","'Women' ",1770
2010 ,"'Group M Law' ","'18' ","'Men' ",22695
2010 ,"'Group M Law' ","'18' ","'Women' ",42285
2010 ,"'Group M Law' ","'19' ","'Men' ",8110
2010 ,"'Group M Law' ","'19' ","'Women' ",13385
2010 ,"'Group M Law' ","'20' ","'Men' ",3465
2010 ,"'Group M Law' ","'20' ","'Women' ",4430
2010 ,"'Group M Law' ","'21 and over' ","'Men' ",9530
2010 ,"'Group M Law' ","'21 and over' ","'Women' ",10750
2010 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",2750
2010 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",3275
2010 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",75280
2010 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",70815
2010 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",41090
2010 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",34530
2010 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",17760
2010 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",15575
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",25970
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",22950
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",140
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",355
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",13500
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",18805
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",6145
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",7465
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",2390
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",2570
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",4120
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",3210
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",95
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",640
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",13225
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",37220
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",4235
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",9190
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",1080
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",2290
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",2325
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",4175
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",95
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",345
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",5320
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",13890
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",1240
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",2395
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",230
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",625
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",585
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",995
2010 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",20
2010 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",75
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",1720
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",3220
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",690
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",1040
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",205
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",280
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",630
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",535
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",275
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",355
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",27745
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",30060
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",8030
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",7390
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",1850
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",1645
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",4255
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",3045
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",375
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",1215
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",41130
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",77085
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",30095
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",56520
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",13020
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",18475
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",20970
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",27925
2010 ,"'Group X Education' ","'17 and under' ","'Men' ",50
2010 ,"'Group X Education' ","'17 and under' ","'Women' ",345
2010 ,"'Group X Education' ","'18' ","'Men' ",6895
2010 ,"'Group X Education' ","'18' ","'Women' ",40565
2010 ,"'Group X Education' ","'19' ","'Men' ",2715
2010 ,"'Group X Education' ","'19' ","'Women' ",12605
2010 ,"'Group X Education' ","'20' ","'Men' ",1230
2010 ,"'Group X Education' ","'20' ","'Women' ",5200
2010 ,"'Group X Education' ","'21 and over' ","'Men' ",3825
2010 ,"'Group X Education' ","'21 and over' ","'Women' ",14275
2010 ,"'Y Combined arts' ","'17 and under' ","'Men' ",120
2010 ,"'Y Combined arts' ","'17 and under' ","'Women' ",520
2010 ,"'Y Combined arts' ","'18' ","'Men' ",12770
2010 ,"'Y Combined arts' ","'18' ","'Women' ",30370
2010 ,"'Y Combined arts' ","'19' ","'Men' ",5230
2010 ,"'Y Combined arts' ","'19' ","'Women' ",9405
2010 ,"'Y Combined arts' ","'20' ","'Men' ",1755
2010 ,"'Y Combined arts' ","'20' ","'Women' ",2835
2010 ,"'Y Combined arts' ","'21 and over' ","'Men' ",3815
2010 ,"'Y Combined arts' ","'21 and over' ","'Women' ",5290
2010 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",360
2010 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",325
2010 ,"'Y Combined sciences' ","'18' ","'Men' ",12685
2010 ,"'Y Combined sciences' ","'18' ","'Women' ",9625
2010 ,"'Y Combined sciences' ","'19' ","'Men' ",4800
2010 ,"'Y Combined sciences' ","'19' ","'Women' ",3190
2010 ,"'Y Combined sciences' ","'20' ","'Men' ",2000
2010 ,"'Y Combined sciences' ","'20' ","'Women' ",1130
2010 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",4010
2010 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",2610
2010 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",360
2010 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",365
2010 ,"'Y Combined social sciences' ","'18' ","'Men' ",8830
2010 ,"'Y Combined social sciences' ","'18' ","'Women' ",9620
2010 ,"'Y Combined social sciences' ","'19' ","'Men' ",4445
2010 ,"'Y Combined social sciences' ","'19' ","'Women' ",4370
2010 ,"'Y Combined social sciences' ","'20' ","'Men' ",1505
2010 ,"'Y Combined social sciences' ","'20' ","'Women' ",1460
2010 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",2245
2010 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",2105
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",425
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",565
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",30755
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",26925
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",14125
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",10390
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",5590
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",3795
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",9565
2010 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",7920
2010 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",365
2010 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",735
2010 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",14225
2010 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",22450
2010 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",5780
2010 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",9215
2010 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",1895
2010 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",3325
2010 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",3505
2010 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",5190
2010 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",200
2010 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",320
