"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",190
2008 ,"'L1 - Economics' ","'East of England' ",525
2008 ,"'L1 - Economics' ","'London' ",1305
2008 ,"'L1 - Economics' ","'South East' ",765
2008 ,"'L1 - Economics' ","'South West' ",225
2008 ,"'L1 - Economics' ","'Wales' ",105
2008 ,"'L1 - Economics' ","'Scotland' ",165
2008 ,"'L1 - Economics' ","'Northern Ireland' ",90
2008 ,"'L2 - Politics' ","'North East' ",95
2008 ,"'L2 - Politics' ","'Yorkshire and The Humber' ",195
2008 ,"'L2 - Politics' ","'North West' ",335
2008 ,"'L2 - Politics' ","'East Midlands' ",225
2008 ,"'L2 - Politics' ","'West Midlands' ",250
2008 ,"'L2 - Politics' ","'East of England' ",385
2008 ,"'L2 - Politics' ","'London' ",855
2008 ,"'L2 - Politics' ","'South East' ",640
2008 ,"'L2 - Politics' ","'South West' ",255
2008 ,"'L2 - Politics' ","'Wales' ",95
2008 ,"'L2 - Politics' ","'Scotland' ",215
2008 ,"'L2 - Politics' ","'Northern Ireland' ",110
2008 ,"'L3 - Sociology' ","'North East' ",110
2008 ,"'L3 - Sociology' ","'Yorkshire and The Humber' ",320
2008 ,"'L3 - Sociology' ","'North West' ",355
2008 ,"'L3 - Sociology' ","'East Midlands' ",325
2008 ,"'L3 - Sociology' ","'West Midlands' ",320
2008 ,"'L3 - Sociology' ","'East of England' ",370
2008 ,"'L3 - Sociology' ","'London' ",790
2008 ,"'L3 - Sociology' ","'South East' ",520
2008 ,"'L3 - Sociology' ","'South West' ",225
2008 ,"'L3 - Sociology' ","'Wales' ",145
2008 ,"'L3 - Sociology' ","'Scotland' ",710
2008 ,"'L3 - Sociology' ","'Northern Ireland' ",105
2008 ,"'L3 - Sociology' ","'Unknown' ",10
2008 ,"'L4 - Social Policy' ","'North East' ",65
2008 ,"'L4 - Social Policy' ","'Yorkshire and The Humber' ",110
2008 ,"'L4 - Social Policy' ","'North West' ",160
2008 ,"'L4 - Social Policy' ","'East Midlands' ",55
2008 ,"'L4 - Social Policy' ","'West Midlands' ",95
2008 ,"'L4 - Social Policy' ","'East of England' ",75
2008 ,"'L4 - Social Policy' ","'London' ",115
2008 ,"'L4 - Social Policy' ","'South East' ",130
2008 ,"'L4 - Social Policy' ","'South West' ",120
2008 ,"'L4 - Social Policy' ","'Wales' ",130
2008 ,"'L4 - Social Policy' ","'Scotland' ",30
2008 ,"'L4 - Social Policy' ","'Northern Ireland' ",60
2008 ,"'L5 - Social Work' ","'North East' ",450
2008 ,"'L5 - Social Work' ","'Yorkshire and The Humber' ",1145
2008 ,"'L5 - Social Work' ","'North West' ",1605
2008 ,"'L5 - Social Work' ","'East Midlands' ",675
2008 ,"'L5 - Social Work' ","'West Midlands' ",945
2008 ,"'L5 - Social Work' ","'East of England' ",805
2008 ,"'L5 - Social Work' ","'London' ",1060
2008 ,"'L5 - Social Work' ","'South East' ",825
2008 ,"'L5 - Social Work' ","'South West' ",565
2008 ,"'L5 - Social Work' ","'Wales' ",570
2008 ,"'L5 - Social Work' ","'Scotland' ",735
2008 ,"'L5 - Social Work' ","'Northern Ireland' ",460
2008 ,"'L5 - Social Work' ","'Unknown' ",15
2008 ,"'L6 - Anthropology' ","'North East' ",15
2008 ,"'L6 - Anthropology' ","'Yorkshire and The Humber' ",30
2008 ,"'L6 - Anthropology' ","'North West' ",30
2008 ,"'L6 - Anthropology' ","'East Midlands' ",20
2008 ,"'L6 - Anthropology' ","'West Midlands' ",30
2008 ,"'L6 - Anthropology' ","'East of England' ",75
2008 ,"'L6 - Anthropology' ","'London' ",165
2008 ,"'L6 - Anthropology' ","'South East' ",115
2008 ,"'L6 - Anthropology' ","'South West' ",70
2008 ,"'L6 - Anthropology' ","'Wales' ",15
2008 ,"'L6 - Anthropology' ","'Scotland' ",35
2008 ,"'L6 - Anthropology' ","'Northern Ireland' ",15
2008 ,"'L7 - Human and Social Geography' ","'North East' ",105
2008 ,"'L7 - Human and Social Geography' ","'Yorkshire and The Humber' ",170
2008 ,"'L7 - Human and Social Geography' ","'North West' ",285
2008 ,"'L7 - Human and Social Geography' ","'East Midlands' ",155
2008 ,"'L7 - Human and Social Geography' ","'West Midlands' ",210
2008 ,"'L7 - Human and Social Geography' ","'East of England' ",260
2008 ,"'L7 - Human and Social Geography' ","'London' ",365
2008 ,"'L7 - Human and Social Geography' ","'South East' ",440
2008 ,"'L7 - Human and Social Geography' ","'South West' ",245
2008 ,"'L7 - Human and Social Geography' ","'Wales' ",100
2008 ,"'L7 - Human and Social Geography' ","'Scotland' ",145
2008 ,"'L7 - Human and Social Geography' ","'Northern Ireland' ",25
2008 ,"'L9 - Others in Social Studies' ","'North East' ",10
2008 ,"'L9 - Others in Social Studies' ","'Yorkshire and The Humber' ",70
2008 ,"'L9 - Others in Social Studies' ","'North West' ",170
2008 ,"'L9 - Others in Social Studies' ","'East Midlands' ",15
2008 ,"'L9 - Others in Social Studies' ","'West Midlands' ",25
2008 ,"'L9 - Others in Social Studies' ","'East of England' ",45
2008 ,"'L9 - Others in Social Studies' ","'London' ",75
2008 ,"'L9 - Others in Social Studies' ","'South East' ",45
2008 ,"'L9 - Others in Social Studies' ","'South West' ",55
2008 ,"'L9 - Others in Social Studies' ","'Wales' ",10
2008 ,"'L9 - Others in Social Studies' ","'Scotland' ",5
2008 ,"'L9 - Others in Social Studies' ","'Northern Ireland' ",10
2008 ,"'LL - Combinations within Social Studies' ","'North East' ",40
2008 ,"'LL - Combinations within Social Studies' ","'Yorkshire and The Humber' ",140
2008 ,"'LL - Combinations within Social Studies' ","'North West' ",175
2008 ,"'LL - Combinations within Social Studies' ","'East Midlands' ",130
2008 ,"'LL - Combinations within Social Studies' ","'West Midlands' ",185
2008 ,"'LL - Combinations within Social Studies' ","'East of England' ",195
2008 ,"'LL - Combinations within Social Studies' ","'London' ",520
2008 ,"'LL - Combinations within Social Studies' ","'South East' ",365
2008 ,"'LL - Combinations within Social Studies' ","'South West' ",170
2008 ,"'LL - Combinations within Social Studies' ","'Wales' ",75
2008 ,"'LL - Combinations within Social Studies' ","'Scotland' ",210
2008 ,"'LL - Combinations within Social Studies' ","'Northern Ireland' ",100
2008 ,"'M1 - Law by Area' ","'North East' ",520
2008 ,"'M1 - Law by Area' ","'Yorkshire and The Humber' ",1135
2008 ,"'M1 - Law by Area' ","'North West' ",1670
2008 ,"'M1 - Law by Area' ","'East Midlands' ",875
2008 ,"'M1 - Law by Area' ","'West Midlands' ",1300
2008 ,"'M1 - Law by Area' ","'East of England' ",1100
2008 ,"'M1 - Law by Area' ","'London' ",2550
2008 ,"'M1 - Law by Area' ","'South East' ",1570
2008 ,"'M1 - Law by Area' ","'South West' ",700
2008 ,"'M1 - Law by Area' ","'Wales' ",635
2008 ,"'M1 - Law by Area' ","'Scotland' ",1060
2008 ,"'M1 - Law by Area' ","'Northern Ireland' ",620
2008 ,"'M1 - Law by Area' ","'Unknown' ",20
2008 ,"'M2 - Law by Topic' ","'North East' ",20
2008 ,"'M2 - Law by Topic' ","'Yorkshire and The Humber' ",130
2008 ,"'M2 - Law by Topic' ","'North West' ",165
2008 ,"'M2 - Law by Topic' ","'East Midlands' ",60
2008 ,"'M2 - Law by Topic' ","'West Midlands' ",80
2008 ,"'M2 - Law by Topic' ","'East of England' ",60
2008 ,"'M2 - Law by Topic' ","'London' ",140
2008 ,"'M2 - Law by Topic' ","'South East' ",70
2008 ,"'M2 - Law by Topic' ","'South West' ",170
2008 ,"'M2 - Law by Topic' ","'Wales' ",45
2008 ,"'M2 - Law by Topic' ","'Scotland' ",135
2008 ,"'M2 - Law by Topic' ","'Northern Ireland' ",15
2008 ,"'M9 - Others in Law' ","'North East' ",130
2008 ,"'M9 - Others in Law' ","'Yorkshire and The Humber' ",230
2008 ,"'M9 - Others in Law' ","'North West' ",345
2008 ,"'M9 - Others in Law' ","'East Midlands' ",200
2008 ,"'M9 - Others in Law' ","'West Midlands' ",160
2008 ,"'M9 - Others in Law' ","'East of England' ",125
2008 ,"'M9 - Others in Law' ","'London' ",295
2008 ,"'M9 - Others in Law' ","'South East' ",230
2008 ,"'M9 - Others in Law' ","'South West' ",110
2008 ,"'M9 - Others in Law' ","'Wales' ",130
2008 ,"'M9 - Others in Law' ","'Scotland' ",145
2008 ,"'M9 - Others in Law' ","'Northern Ireland' ",135
2008 ,"'MM - Combinations within Law' ","'North East' ",20
2008 ,"'MM - Combinations within Law' ","'Yorkshire and The Humber' ",75
2008 ,"'MM - Combinations within Law' ","'North West' ",75
2008 ,"'MM - Combinations within Law' ","'East Midlands' ",25
2008 ,"'MM - Combinations within Law' ","'West Midlands' ",45
2008 ,"'MM - Combinations within Law' ","'East of England' ",25
2008 ,"'MM - Combinations within Law' ","'London' ",55
2008 ,"'MM - Combinations within Law' ","'South East' ",40
2008 ,"'MM - Combinations within Law' ","'South West' ",30
2008 ,"'MM - Combinations within Law' ","'Wales' ",25
2008 ,"'MM - Combinations within Law' ","'Scotland' ",15
2008 ,"'MM - Combinations within Law' ","'Northern Ireland' ",10
2008 ,"'N0 - Business & Admin studies: any area' ","'West Midlands' ",5
2008 ,"'N1 - Business studies' ","'North East' ",325
2008 ,"'N1 - Business studies' ","'Yorkshire and The Humber' ",670
2008 ,"'N1 - Business studies' ","'North West' ",930
2008 ,"'N1 - Business studies' ","'East Midlands' ",420
2008 ,"'N1 - Business studies' ","'West Midlands' ",570
2008 ,"'N1 - Business studies' ","'East of England' ",765
2008 ,"'N1 - Business studies' ","'London' ",1640
2008 ,"'N1 - Business studies' ","'South East' ",1085
2008 ,"'N1 - Business studies' ","'South West' ",620
2008 ,"'N1 - Business studies' ","'Wales' ",415
2008 ,"'N1 - Business studies' ","'Scotland' ",720
2008 ,"'N1 - Business studies' ","'Northern Ireland' ",390
2008 ,"'N1 - Business studies' ","'Unknown' ",20
2008 ,"'N2 - Management studies' ","'North East' ",220
2008 ,"'N2 - Management studies' ","'Yorkshire and The Humber' ",580
2008 ,"'N2 - Management studies' ","'North West' ",925
2008 ,"'N2 - Management studies' ","'East Midlands' ",440
2008 ,"'N2 - Management studies' ","'West Midlands' ",965
2008 ,"'N2 - Management studies' ","'East of England' ",735
2008 ,"'N2 - Management studies' ","'London' ",1615
2008 ,"'N2 - Management studies' ","'South East' ",1330
2008 ,"'N2 - Management studies' ","'South West' ",490
2008 ,"'N2 - Management studies' ","'Wales' ",195
2008 ,"'N2 - Management studies' ","'Scotland' ",580
2008 ,"'N2 - Management studies' ","'Northern Ireland' ",165
2008 ,"'N2 - Management studies' ","'Unknown' ",10
2008 ,"'N3 - Finance' ","'North East' ",20
2008 ,"'N3 - Finance' ","'Yorkshire and The Humber' ",40
2008 ,"'N3 - Finance' ","'North West' ",60
2008 ,"'N3 - Finance' ","'East Midlands' ",30
2008 ,"'N3 - Finance' ","'West Midlands' ",30
2008 ,"'N3 - Finance' ","'East of England' ",70
2008 ,"'N3 - Finance' ","'London' ",260
2008 ,"'N3 - Finance' ","'South East' ",115
2008 ,"'N3 - Finance' ","'South West' ",35
2008 ,"'N3 - Finance' ","'Wales' ",10
2008 ,"'N3 - Finance' ","'Scotland' ",85
2008 ,"'N3 - Finance' ","'Northern Ireland' ",145
2008 ,"'N4 - Accounting' ","'North East' ",135
2008 ,"'N4 - Accounting' ","'Yorkshire and The Humber' ",395
2008 ,"'N4 - Accounting' ","'North West' ",665
2008 ,"'N4 - Accounting' ","'East Midlands' ",230
2008 ,"'N4 - Accounting' ","'West Midlands' ",295
2008 ,"'N4 - Accounting' ","'East of England' ",250
2008 ,"'N4 - Accounting' ","'London' ",990
2008 ,"'N4 - Accounting' ","'South East' ",310
2008 ,"'N4 - Accounting' ","'South West' ",185
2008 ,"'N4 - Accounting' ","'Wales' ",195
2008 ,"'N4 - Accounting' ","'Scotland' ",705
2008 ,"'N4 - Accounting' ","'Northern Ireland' ",255
2008 ,"'N4 - Accounting' ","'Unknown' ",5
2008 ,"'N5 - Marketing' ","'North East' ",75
2008 ,"'N5 - Marketing' ","'Yorkshire and The Humber' ",290
2008 ,"'N5 - Marketing' ","'North West' ",355
2008 ,"'N5 - Marketing' ","'East Midlands' ",205
2008 ,"'N5 - Marketing' ","'West Midlands' ",245
2008 ,"'N5 - Marketing' ","'East of England' ",290
2008 ,"'N5 - Marketing' ","'London' ",640
2008 ,"'N5 - Marketing' ","'South East' ",510
2008 ,"'N5 - Marketing' ","'South West' ",225
2008 ,"'N5 - Marketing' ","'Wales' ",90
2008 ,"'N5 - Marketing' ","'Scotland' ",170
2008 ,"'N5 - Marketing' ","'Northern Ireland' ",185
2008 ,"'N6 - Human Resource Management' ","'North East' ",10
2008 ,"'N6 - Human Resource Management' ","'Yorkshire and The Humber' ",30
2008 ,"'N6 - Human Resource Management' ","'North West' ",60
2008 ,"'N6 - Human Resource Management' ","'East Midlands' ",30
2008 ,"'N6 - Human Resource Management' ","'West Midlands' ",50
2008 ,"'N6 - Human Resource Management' ","'East of England' ",50
2008 ,"'N6 - Human Resource Management' ","'London' ",185
2008 ,"'N6 - Human Resource Management' ","'South East' ",45
2008 ,"'N6 - Human Resource Management' ","'South West' ",15
2008 ,"'N6 - Human Resource Management' ","'Wales' ",15
2008 ,"'N6 - Human Resource Management' ","'Scotland' ",60
2008 ,"'N6 - Human Resource Management' ","'Northern Ireland' ",80
2008 ,"'N7 - Office Skills' ","'North West' ",10
2008 ,"'N7 - Office Skills' ","'West Midlands' ",10
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'North East' ",245
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Yorkshire and The Humber' ",595
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'North West' ",875
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'East Midlands' ",515
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'West Midlands' ",685
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'East of England' ",560
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'London' ",950
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'South East' ",1035
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'South West' ",525
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ",300
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ",610
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ",300
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Unknown' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'North East' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'Yorkshire and The Humber' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'North West' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'East Midlands' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'West Midlands' ",35
2008 ,"'N9 - Others in Business & Admin Studies' ","'East of England' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'London' ",105
2008 ,"'N9 - Others in Business & Admin Studies' ","'South East' ",20
2008 ,"'N9 - Others in Business & Admin Studies' ","'South West' ",15
2008 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",30
2008 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",20
2008 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",30
2008 ,"'NN - Combinations within Business & Admin Studies' ","'North East' ",220
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Yorkshire and The Humber' ",655
2008 ,"'NN - Combinations within Business & Admin Studies' ","'North West' ",930
2008 ,"'NN - Combinations within Business & Admin Studies' ","'East Midlands' ",785
2008 ,"'NN - Combinations within Business & Admin Studies' ","'West Midlands' ",965
2008 ,"'NN - Combinations within Business & Admin Studies' ","'East of England' ",720
2008 ,"'NN - Combinations within Business & Admin Studies' ","'London' ",1910
2008 ,"'NN - Combinations within Business & Admin Studies' ","'South East' ",1115
2008 ,"'NN - Combinations within Business & Admin Studies' ","'South West' ",410
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",380
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",700
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",155
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ",10
2008 ,"'P1 - Information Services' ","'Yorkshire and The Humber' ",10
2008 ,"'P1 - Information Services' ","'North West' ",15
2008 ,"'P1 - Information Services' ","'East Midlands' ",5
2008 ,"'P1 - Information Services' ","'West Midlands' ",10
2008 ,"'P1 - Information Services' ","'East of England' ",5
2008 ,"'P1 - Information Services' ","'London' ",30
2008 ,"'P1 - Information Services' ","'South East' ",15
2008 ,"'P1 - Information Services' ","'South West' ",5
2008 ,"'P1 - Information Services' ","'Scotland' ",5
2008 ,"'P2 - Publicity studies' ","'North East' ",25
2008 ,"'P2 - Publicity studies' ","'Yorkshire and The Humber' ",35
2008 ,"'P2 - Publicity studies' ","'North West' ",40
2008 ,"'P2 - Publicity studies' ","'East Midlands' ",15
2008 ,"'P2 - Publicity studies' ","'West Midlands' ",15
2008 ,"'P2 - Publicity studies' ","'East of England' ",25
2008 ,"'P2 - Publicity studies' ","'London' ",65
2008 ,"'P2 - Publicity studies' ","'South East' ",60
2008 ,"'P2 - Publicity studies' ","'South West' ",45
2008 ,"'P2 - Publicity studies' ","'Wales' ",5
2008 ,"'P2 - Publicity studies' ","'Northern Ireland' ",35
2008 ,"'P3 - Media studies' ","'North East' ",170
2008 ,"'P3 - Media studies' ","'Yorkshire and The Humber' ",385
2008 ,"'P3 - Media studies' ","'North West' ",460
2008 ,"'P3 - Media studies' ","'East Midlands' ",295
2008 ,"'P3 - Media studies' ","'West Midlands' ",330
2008 ,"'P3 - Media studies' ","'East of England' ",505
2008 ,"'P3 - Media studies' ","'London' ",875
2008 ,"'P3 - Media studies' ","'South East' ",720
2008 ,"'P3 - Media studies' ","'South West' ",370
2008 ,"'P3 - Media studies' ","'Wales' ",250
2008 ,"'P3 - Media studies' ","'Scotland' ",175
2008 ,"'P3 - Media studies' ","'Northern Ireland' ",125
2008 ,"'P3 - Media studies' ","'Unknown' ",5
2008 ,"'P4 - Publishing' ","'East Midlands' ",5
2008 ,"'P4 - Publishing' ","'West Midlands' ",5
2008 ,"'P4 - Publishing' ","'East of England' ",10
2008 ,"'P4 - Publishing' ","'London' ",10
2008 ,"'P4 - Publishing' ","'South East' ",15
2008 ,"'P4 - Publishing' ","'South West' ",20
2008 ,"'P5 - Journalism' ","'North East' ",165
2008 ,"'P5 - Journalism' ","'Yorkshire and The Humber' ",165
2008 ,"'P5 - Journalism' ","'North West' ",280
2008 ,"'P5 - Journalism' ","'East Midlands' ",185
2008 ,"'P5 - Journalism' ","'West Midlands' ",155
2008 ,"'P5 - Journalism' ","'East of England' ",205
2008 ,"'P5 - Journalism' ","'London' ",315
2008 ,"'P5 - Journalism' ","'South East' ",340
2008 ,"'P5 - Journalism' ","'South West' ",170
2008 ,"'P5 - Journalism' ","'Wales' ",70
2008 ,"'P5 - Journalism' ","'Scotland' ",150
2008 ,"'P5 - Journalism' ","'Northern Ireland' ",50
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'North East' ",5
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'Yorkshire and The Humber' ",25
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'North West' ",35
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'East Midlands' ",60
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'West Midlands' ",95
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'East of England' ",60
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'London' ",85
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'South East' ",110
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'South West' ",35
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",5
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",75
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",75
2008 ,"'P9 - Others in Mass Comms & Documentation' ","'Unknown' ",5
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'North East' ",75
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'Yorkshire and The Humber' ",95
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'North West' ",100
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'East Midlands' ",70
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'West Midlands' ",115
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'East of England' ",75
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'London' ",215
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'South East' ",120
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'South West' ",75
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",60
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",100
2008 ,"'PP - Combinations within Mass Comms & Documentation' ","'Northern Ireland' ",15
2008 ,"'Q1 - Linguistics' ","'North East' ",20
2008 ,"'Q1 - Linguistics' ","'Yorkshire and The Humber' ",20
2008 ,"'Q1 - Linguistics' ","'North West' ",60
2008 ,"'Q1 - Linguistics' ","'East Midlands' ",15
2008 ,"'Q1 - Linguistics' ","'West Midlands' ",15
2008 ,"'Q1 - Linguistics' ","'East of England' ",35
2008 ,"'Q1 - Linguistics' ","'London' ",60
2008 ,"'Q1 - Linguistics' ","'South East' ",60
2008 ,"'Q1 - Linguistics' ","'South West' ",40
2008 ,"'Q1 - Linguistics' ","'Wales' ",15
2008 ,"'Q1 - Linguistics' ","'Scotland' ",5
2008 ,"'Q1 - Linguistics' ","'Northern Ireland' ",30
2008 ,"'Q2 - Comparative Literary studies' ","'North East' ",5
2008 ,"'Q2 - Comparative Literary studies' ","'Yorkshire and The Humber' ",5
2008 ,"'Q2 - Comparative Literary studies' ","'North West' ",10
2008 ,"'Q2 - Comparative Literary studies' ","'East Midlands' ",10
2008 ,"'Q2 - Comparative Literary studies' ","'West Midlands' ",5
2008 ,"'Q2 - Comparative Literary studies' ","'East of England' ",15
2008 ,"'Q2 - Comparative Literary studies' ","'London' ",30
2008 ,"'Q2 - Comparative Literary studies' ","'South East' ",15
2008 ,"'Q2 - Comparative Literary studies' ","'South West' ",5
2008 ,"'Q3 - English studies' ","'North East' ",400
2008 ,"'Q3 - English studies' ","'Yorkshire and The Humber' ",750
2008 ,"'Q3 - English studies' ","'North West' ",970
2008 ,"'Q3 - English studies' ","'East Midlands' ",575
2008 ,"'Q3 - English studies' ","'West Midlands' ",715
2008 ,"'Q3 - English studies' ","'East of England' ",835
2008 ,"'Q3 - English studies' ","'London' ",1260
2008 ,"'Q3 - English studies' ","'South East' ",1415
2008 ,"'Q3 - English studies' ","'South West' ",765
2008 ,"'Q3 - English studies' ","'Wales' ",410
2008 ,"'Q3 - English studies' ","'Scotland' ",285
2008 ,"'Q3 - English studies' ","'Northern Ireland' ",240
2008 ,"'Q3 - English studies' ","'Unknown' ",5
2008 ,"'Q4 - Ancient Language studies' ","'London' ",5
2008 ,"'Q4 - Ancient Language studies' ","'South East' ",5
2008 ,"'Q5 - Celtic studies' ","'North West' ",5
2008 ,"'Q5 - Celtic studies' ","'Wales' ",60
2008 ,"'Q5 - Celtic studies' ","'Scotland' ",30
2008 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",25
2008 ,"'Q6 - Latin studies' ","'London' ",5
2008 ,"'Q6 - Latin studies' ","'South East' ",5
2008 ,"'Q8 - Classical studies' ","'North East' ",30
2008 ,"'Q8 - Classical studies' ","'Yorkshire and The Humber' ",45
2008 ,"'Q8 - Classical studies' ","'North West' ",70
2008 ,"'Q8 - Classical studies' ","'East Midlands' ",30
2008 ,"'Q8 - Classical studies' ","'West Midlands' ",65
2008 ,"'Q8 - Classical studies' ","'East of England' ",90
2008 ,"'Q8 - Classical studies' ","'London' ",175
2008 ,"'Q8 - Classical studies' ","'South East' ",205
2008 ,"'Q8 - Classical studies' ","'South West' ",75
2008 ,"'Q8 - Classical studies' ","'Wales' ",15
2008 ,"'Q8 - Classical studies' ","'Scotland' ",20
2008 ,"'Q8 - Classical studies' ","'Northern Ireland' ",5
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'Yorkshire and The Humber' ",5
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'North West' ",5
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'East of England' ",10
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'London' ",35
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'South East' ",15
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'South West' ",10
2008 ,"'Q9 - Others in Linguistics,Classics & related' ","'Wales' ",10
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'North East' ",35
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Yorkshire and The Humber' ",90
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'North West' ",175
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'East Midlands' ",50
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'West Midlands' ",60
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'East of England' ",70
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'London' ",120
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'South East' ",125
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'South West' ",75
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Wales' ",45
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Scotland' ",35
2008 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Northern Ireland' ",10
2008 ,"'R0 - European Langs,Lit & related: any area' ","'Yorkshire and The Humber' ",5
2008 ,"'R0 - European Langs,Lit & related: any area' ","'East Midlands' ",5
2008 ,"'R0 - European Langs,Lit & related: any area' ","'West Midlands' ",10
2008 ,"'R0 - European Langs,Lit & related: any area' ","'East of England' ",15
2008 ,"'R0 - European Langs,Lit & related: any area' ","'London' ",25
2008 ,"'R0 - European Langs,Lit & related: any area' ","'South East' ",40
2008 ,"'R0 - European Langs,Lit & related: any area' ","'South West' ",10
2008 ,"'R0 - European Langs,Lit & related: any area' ","'Wales' ",5
2008 ,"'R1 - French studies' ","'North East' ",25
2008 ,"'R1 - French studies' ","'Yorkshire and The Humber' ",55
2008 ,"'R1 - French studies' ","'North West' ",65
2008 ,"'R1 - French studies' ","'East Midlands' ",35
2008 ,"'R1 - French studies' ","'West Midlands' ",45
2008 ,"'R1 - French studies' ","'East of England' ",65
2008 ,"'R1 - French studies' ","'London' ",90
2008 ,"'R1 - French studies' ","'South East' ",105
2008 ,"'R1 - French studies' ","'South West' ",55
2008 ,"'R1 - French studies' ","'Wales' ",45
2008 ,"'R1 - French studies' ","'Scotland' ",35
2008 ,"'R1 - French studies' ","'Northern Ireland' ",25
2008 ,"'R2 - German studies' ","'North East' ",15
2008 ,"'R2 - German studies' ","'Yorkshire and The Humber' ",15
2008 ,"'R2 - German studies' ","'North West' ",20
2008 ,"'R2 - German studies' ","'East Midlands' ",15
2008 ,"'R2 - German studies' ","'West Midlands' ",20
2008 ,"'R2 - German studies' ","'East of England' ",25
