"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2008 ,"'Y Combined social sciences' ","'Men' ","'Other main scheme choice' ",115
2008 ,"'Y Combined social sciences' ","'Men' ","'Extra' ",40
2008 ,"'Y Combined social sciences' ","'Men' ","'Main scheme Clearing' ",335
2008 ,"'Y Combined social sciences' ","'Men' ","'Direct Clearing' ",60
2008 ,"'Y Combined social sciences' ","'Men' ","'RPA' ",185
2008 ,"'Y Combined social sciences' ","'Women' ","'Firm choice' ",2555
2008 ,"'Y Combined social sciences' ","'Women' ","'Insurance choice' ",305
2008 ,"'Y Combined social sciences' ","'Women' ","'Other main scheme choice' ",105
2008 ,"'Y Combined social sciences' ","'Women' ","'Extra' ",50
2008 ,"'Y Combined social sciences' ","'Women' ","'Main scheme Clearing' ",405
2008 ,"'Y Combined social sciences' ","'Women' ","'Direct Clearing' ",70
2008 ,"'Y Combined social sciences' ","'Women' ","'RPA' ",260
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Firm choice' ",8680
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Insurance choice' ",765
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Other main scheme choice' ",515
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Extra' ",135
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Main scheme Clearing' ",855
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Direct Clearing' ",340
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'RPA' ",995
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Firm choice' ",8860
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Insurance choice' ",705
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Other main scheme choice' ",385
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Extra' ",170
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Main scheme Clearing' ",860
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Direct Clearing' ",240
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'RPA' ",670
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Firm choice' ",3955
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Insurance choice' ",380
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Other main scheme choice' ",145
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Extra' ",60
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Main scheme Clearing' ",360
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Direct Clearing' ",115
2008 ,"'Y Social Sciences combined with Arts' ","'Men' ","'RPA' ",235
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Firm choice' ",6370
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Insurance choice' ",490
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Other main scheme choice' ",260
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Extra' ",100
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Main scheme Clearing' ",550
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Direct Clearing' ",195
2008 ,"'Y Social Sciences combined with Arts' ","'Women' ","'RPA' ",500
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Firm choice' ",1535
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Insurance choice' ",90
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Other main scheme choice' ",115
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Extra' ",25
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Main scheme Clearing' ",230
2008 ,"'Z General, other combined and unknown' ","'Men' ","'Direct Clearing' ",75
2008 ,"'Z General, other combined and unknown' ","'Men' ","'RPA' ",440
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Firm choice' ",1900
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Insurance choice' ",115
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Other main scheme choice' ",105
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Extra' ",50
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Main scheme Clearing' ",340
2008 ,"'Z General, other combined and unknown' ","'Women' ","'Direct Clearing' ",75
2008 ,"'Z General, other combined and unknown' ","'Women' ","'RPA' ",535
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3880
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Insurance choice' ",45
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Other main scheme choice' ",10
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Extra' ",15
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Adjustment' ",5
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",115
2009 ,"'Group A Medicine and Dentistry' ","'Men' ","'RPA' ",40
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Firm choice' ",4815
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Insurance choice' ",60
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Extra' ",25
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Adjustment' ",10
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",135
2009 ,"'Group A Medicine and Dentistry' ","'Women' ","'RPA' ",65
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Firm choice' ",6265
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Insurance choice' ",535
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Other main scheme choice' ",805
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Extra' ",195
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Adjustment' ",10
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Main scheme Clearing' ",1035
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Direct Clearing' ",305
2009 ,"'Group B Subjects allied to Medicine' ","'Men' ","'RPA' ",455
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Firm choice' ",28605
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Insurance choice' ",1295
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Other main scheme choice' ",2940
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Extra' ",680
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Adjustment' ",15
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Main scheme Clearing' ",2805
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Direct Clearing' ",755
2009 ,"'Group B Subjects allied to Medicine' ","'Women' ","'RPA' ",1425
2009 ,"'Group C Biological Sciences' ","'Men' ","'Firm choice' ",10720
2009 ,"'Group C Biological Sciences' ","'Men' ","'Insurance choice' ",1530
2009 ,"'Group C Biological Sciences' ","'Men' ","'Other main scheme choice' ",530
2009 ,"'Group C Biological Sciences' ","'Men' ","'Extra' ",190
2009 ,"'Group C Biological Sciences' ","'Men' ","'Adjustment' ",10
2009 ,"'Group C Biological Sciences' ","'Men' ","'Main scheme Clearing' ",1305
2009 ,"'Group C Biological Sciences' ","'Men' ","'Direct Clearing' ",370
2009 ,"'Group C Biological Sciences' ","'Men' ","'RPA' ",575
2009 ,"'Group C Biological Sciences' ","'Women' ","'Firm choice' ",15955
2009 ,"'Group C Biological Sciences' ","'Women' ","'Insurance choice' ",2055
2009 ,"'Group C Biological Sciences' ","'Women' ","'Other main scheme choice' ",600
2009 ,"'Group C Biological Sciences' ","'Women' ","'Extra' ",330
2009 ,"'Group C Biological Sciences' ","'Women' ","'Adjustment' ",20
2009 ,"'Group C Biological Sciences' ","'Women' ","'Main scheme Clearing' ",1825
2009 ,"'Group C Biological Sciences' ","'Women' ","'Direct Clearing' ",345
2009 ,"'Group C Biological Sciences' ","'Women' ","'RPA' ",605
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Firm choice' ",1120
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Insurance choice' ",75
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Other main scheme choice' ",150
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Extra' ",15
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Main scheme Clearing' ",105
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Direct Clearing' ",95
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'RPA' ",205
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Firm choice' ",2630
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Insurance choice' ",125
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Other main scheme choice' ",215
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Extra' ",40
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Main scheme Clearing' ",200
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Direct Clearing' ",155
2009 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'RPA' ",335
2009 ,"'Group F Physical Sciences' ","'Men' ","'Firm choice' ",7610
2009 ,"'Group F Physical Sciences' ","'Men' ","'Insurance choice' ",1100
2009 ,"'Group F Physical Sciences' ","'Men' ","'Other main scheme choice' ",240
2009 ,"'Group F Physical Sciences' ","'Men' ","'Extra' ",55
2009 ,"'Group F Physical Sciences' ","'Men' ","'Adjustment' ",10
2009 ,"'Group F Physical Sciences' ","'Men' ","'Main scheme Clearing' ",835
2009 ,"'Group F Physical Sciences' ","'Men' ","'Direct Clearing' ",190
2009 ,"'Group F Physical Sciences' ","'Men' ","'RPA' ",315
2009 ,"'Group F Physical Sciences' ","'Women' ","'Firm choice' ",5150
2009 ,"'Group F Physical Sciences' ","'Women' ","'Insurance choice' ",670
2009 ,"'Group F Physical Sciences' ","'Women' ","'Other main scheme choice' ",150
2009 ,"'Group F Physical Sciences' ","'Women' ","'Extra' ",65
2009 ,"'Group F Physical Sciences' ","'Women' ","'Adjustment' ",5
2009 ,"'Group F Physical Sciences' ","'Women' ","'Main scheme Clearing' ",585
2009 ,"'Group F Physical Sciences' ","'Women' ","'Direct Clearing' ",110
2009 ,"'Group F Physical Sciences' ","'Women' ","'RPA' ",195
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Firm choice' ",3045
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Insurance choice' ",770
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",100
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Extra' ",40
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Adjustment' ",5
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",420
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'Direct Clearing' ",85
2009 ,"'Group G Mathematical Sciences' ","'Men' ","'RPA' ",100
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Firm choice' ",2150
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Insurance choice' ",515
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",50
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Extra' ",25
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Adjustment' ",5
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",305
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'Direct Clearing' ",35
2009 ,"'Group G Mathematical Sciences' ","'Women' ","'RPA' ",55
2009 ,"'Group H Engineering' ","'Men' ","'Firm choice' ",13960
2009 ,"'Group H Engineering' ","'Men' ","'Insurance choice' ",2065
2009 ,"'Group H Engineering' ","'Men' ","'Other main scheme choice' ",1495
2009 ,"'Group H Engineering' ","'Men' ","'Extra' ",160
2009 ,"'Group H Engineering' ","'Men' ","'Adjustment' ",5
2009 ,"'Group H Engineering' ","'Men' ","'Main scheme Clearing' ",1930
2009 ,"'Group H Engineering' ","'Men' ","'Direct Clearing' ",685
2009 ,"'Group H Engineering' ","'Men' ","'RPA' ",2010
2009 ,"'Group H Engineering' ","'Women' ","'Firm choice' ",2030
2009 ,"'Group H Engineering' ","'Women' ","'Insurance choice' ",295
2009 ,"'Group H Engineering' ","'Women' ","'Other main scheme choice' ",190
2009 ,"'Group H Engineering' ","'Women' ","'Extra' ",35
2009 ,"'Group H Engineering' ","'Women' ","'Adjustment' ",5
2009 ,"'Group H Engineering' ","'Women' ","'Main scheme Clearing' ",280
2009 ,"'Group H Engineering' ","'Women' ","'Direct Clearing' ",55
2009 ,"'Group H Engineering' ","'Women' ","'RPA' ",240
2009 ,"'Group I Computer Sciences' ","'Men' ","'Firm choice' ",11025
2009 ,"'Group I Computer Sciences' ","'Men' ","'Insurance choice' ",1120
2009 ,"'Group I Computer Sciences' ","'Men' ","'Other main scheme choice' ",1065
2009 ,"'Group I Computer Sciences' ","'Men' ","'Extra' ",115
2009 ,"'Group I Computer Sciences' ","'Men' ","'Adjustment' ",20
2009 ,"'Group I Computer Sciences' ","'Men' ","'Main scheme Clearing' ",1365
2009 ,"'Group I Computer Sciences' ","'Men' ","'Direct Clearing' ",745
2009 ,"'Group I Computer Sciences' ","'Men' ","'RPA' ",1770
2009 ,"'Group I Computer Sciences' ","'Women' ","'Firm choice' ",1930
2009 ,"'Group I Computer Sciences' ","'Women' ","'Insurance choice' ",210
2009 ,"'Group I Computer Sciences' ","'Women' ","'Other main scheme choice' ",180
2009 ,"'Group I Computer Sciences' ","'Women' ","'Extra' ",25
2009 ,"'Group I Computer Sciences' ","'Women' ","'Main scheme Clearing' ",345
2009 ,"'Group I Computer Sciences' ","'Women' ","'Direct Clearing' ",100
2009 ,"'Group I Computer Sciences' ","'Women' ","'RPA' ",275
2009 ,"'Group J Technologies' ","'Men' ","'Firm choice' ",1755
2009 ,"'Group J Technologies' ","'Men' ","'Insurance choice' ",90
2009 ,"'Group J Technologies' ","'Men' ","'Other main scheme choice' ",205
2009 ,"'Group J Technologies' ","'Men' ","'Extra' ",20
2009 ,"'Group J Technologies' ","'Men' ","'Main scheme Clearing' ",135
2009 ,"'Group J Technologies' ","'Men' ","'Direct Clearing' ",75
2009 ,"'Group J Technologies' ","'Men' ","'RPA' ",180
2009 ,"'Group J Technologies' ","'Women' ","'Firm choice' ",420
2009 ,"'Group J Technologies' ","'Women' ","'Insurance choice' ",30
2009 ,"'Group J Technologies' ","'Women' ","'Other main scheme choice' ",45
2009 ,"'Group J Technologies' ","'Women' ","'Extra' ",5
2009 ,"'Group J Technologies' ","'Women' ","'Main scheme Clearing' ",65
2009 ,"'Group J Technologies' ","'Women' ","'Direct Clearing' ",15
2009 ,"'Group J Technologies' ","'Women' ","'RPA' ",40
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Firm choice' ",5010
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Insurance choice' ",495
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Other main scheme choice' ",400
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Extra' ",55
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Main scheme Clearing' ",520
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Direct Clearing' ",235
2009 ,"'Group K Architecture, Building and Planning' ","'Men' ","'RPA' ",510
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Firm choice' ",2230
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Insurance choice' ",225
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Other main scheme choice' ",145
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Extra' ",25
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Adjustment' ",5
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Main scheme Clearing' ",215
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Direct Clearing' ",70
2009 ,"'Group K Architecture, Building and Planning' ","'Women' ","'RPA' ",150
2009 ,"'Group L Social Studies' ","'Men' ","'Firm choice' ",10095
2009 ,"'Group L Social Studies' ","'Men' ","'Insurance choice' ",1500
2009 ,"'Group L Social Studies' ","'Men' ","'Other main scheme choice' ",545
2009 ,"'Group L Social Studies' ","'Men' ","'Extra' ",200
2009 ,"'Group L Social Studies' ","'Men' ","'Adjustment' ",15
2009 ,"'Group L Social Studies' ","'Men' ","'Main scheme Clearing' ",1190
2009 ,"'Group L Social Studies' ","'Men' ","'Direct Clearing' ",285
2009 ,"'Group L Social Studies' ","'Men' ","'RPA' ",725
2009 ,"'Group L Social Studies' ","'Women' ","'Firm choice' ",15435
2009 ,"'Group L Social Studies' ","'Women' ","'Insurance choice' ",1480
2009 ,"'Group L Social Studies' ","'Women' ","'Other main scheme choice' ",1170
2009 ,"'Group L Social Studies' ","'Women' ","'Extra' ",305
2009 ,"'Group L Social Studies' ","'Women' ","'Adjustment' ",25
2009 ,"'Group L Social Studies' ","'Women' ","'Main scheme Clearing' ",1850
2009 ,"'Group L Social Studies' ","'Women' ","'Direct Clearing' ",470
2009 ,"'Group L Social Studies' ","'Women' ","'RPA' ",1465
2009 ,"'Group M Law' ","'Men' ","'Firm choice' ",5440
2009 ,"'Group M Law' ","'Men' ","'Insurance choice' ",710
2009 ,"'Group M Law' ","'Men' ","'Other main scheme choice' ",395
2009 ,"'Group M Law' ","'Men' ","'Extra' ",75
2009 ,"'Group M Law' ","'Men' ","'Adjustment' ",15
2009 ,"'Group M Law' ","'Men' ","'Main scheme Clearing' ",815
2009 ,"'Group M Law' ","'Men' ","'Direct Clearing' ",205
2009 ,"'Group M Law' ","'Men' ","'RPA' ",640
2009 ,"'Group M Law' ","'Women' ","'Firm choice' ",9250
2009 ,"'Group M Law' ","'Women' ","'Insurance choice' ",1390
2009 ,"'Group M Law' ","'Women' ","'Other main scheme choice' ",480
2009 ,"'Group M Law' ","'Women' ","'Extra' ",200
2009 ,"'Group M Law' ","'Women' ","'Adjustment' ",25
2009 ,"'Group M Law' ","'Women' ","'Main scheme Clearing' ",1420
2009 ,"'Group M Law' ","'Women' ","'Direct Clearing' ",265
2009 ,"'Group M Law' ","'Women' ","'RPA' ",695
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Firm choice' ",17795
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Insurance choice' ",2910
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Other main scheme choice' ",1530
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Extra' ",270
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Adjustment' ",25
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Main scheme Clearing' ",2790
2009 ,"'Group N Business and Admin studies' ","'Men' ","'Direct Clearing' ",895
2009 ,"'Group N Business and Admin studies' ","'Men' ","'RPA' ",3645
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Firm choice' ",18195
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Insurance choice' ",2315
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Other main scheme choice' ",1465
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Extra' ",305
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Adjustment' ",25
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Main scheme Clearing' ",2500
2009 ,"'Group N Business and Admin studies' ","'Women' ","'Direct Clearing' ",690
2009 ,"'Group N Business and Admin studies' ","'Women' ","'RPA' ",3065
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Firm choice' ",3815
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Insurance choice' ",235
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Other main scheme choice' ",235
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Extra' ",30
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Adjustment' ",5
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Main scheme Clearing' ",330
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Direct Clearing' ",145
2009 ,"'Group P Mass Communication and Documentation' ","'Men' ","'RPA' ",285
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Firm choice' ",4530
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Insurance choice' ",345
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Other main scheme choice' ",225
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Extra' ",80
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Adjustment' ",5
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Main scheme Clearing' ",430
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Direct Clearing' ",110
2009 ,"'Group P Mass Communication and Documentation' ","'Women' ","'RPA' ",220
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Firm choice' ",2900
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Insurance choice' ",335
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Other main scheme choice' ",105
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Extra' ",45
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Main scheme Clearing' ",220
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Direct Clearing' ",75
2009 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'RPA' ",90
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Firm choice' ",7010
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Insurance choice' ",790
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Other main scheme choice' ",210
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Extra' ",130
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Adjustment' ",10
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Main scheme Clearing' ",615
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Direct Clearing' ",125
2009 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'RPA' ",210
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Firm choice' ",1015
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Insurance choice' ",125
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",20
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Extra' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",110
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2009 ,"'Group R European Languages, Literature and related' ","'Men' ","'RPA' ",15
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Firm choice' ",2635
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Insurance choice' ",280
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",75
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Extra' ",25
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Adjustment' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",240
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",25
2009 ,"'Group R European Languages, Literature and related' ","'Women' ","'RPA' ",35
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Firm choice' ",455
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Insurance choice' ",35
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Extra' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",40
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'RPA' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Firm choice' ",755
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Insurance choice' ",65
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",25
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Extra' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",55
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'RPA' ",10
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Firm choice' ",5520
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Insurance choice' ",735
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Other main scheme choice' ",160
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Extra' ",70
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Adjustment' ",10
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Main scheme Clearing' ",460
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'Direct Clearing' ",105
2009 ,"'Group V History and Philosophical studies' ","'Men' ","'RPA' ",185
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Firm choice' ",5945
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Insurance choice' ",720
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Other main scheme choice' ",140
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Extra' ",75
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Adjustment' ",10
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Main scheme Clearing' ",455
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'Direct Clearing' ",100
2009 ,"'Group V History and Philosophical studies' ","'Women' ","'RPA' ",130
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Firm choice' ",15600
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Insurance choice' ",385
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Other main scheme choice' ",1080
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Extra' ",210
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Adjustment' ",10
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Main scheme Clearing' ",1025
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'Direct Clearing' ",470
2009 ,"'Group W Creative Arts and Design' ","'Men' ","'RPA' ",1335
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Firm choice' ",25940
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Insurance choice' ",525
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Other main scheme choice' ",1415
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Extra' ",425
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Adjustment' ",15
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Main scheme Clearing' ",1590
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'Direct Clearing' ",550
