"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (High Level) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_012_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (High Level) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'England' ","'Firm choice' ",6135
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Insurance choice' ",40
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Other main scheme choice' ",25
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Extra' ",5
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Main scheme Clearing' ",40
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Direct Clearing' ",25
2008 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'RPA' ",95
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Firm choice' ",255
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Insurance choice' ",15
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Other main scheme choice' ",15
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Extra' ",10
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Main scheme Clearing' ",15
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'RPA' ",45
2008 ,"'Group L Social Studies' ","'England' ","'Firm choice' ",17820
2008 ,"'Group L Social Studies' ","'England' ","'Insurance choice' ",1465
2008 ,"'Group L Social Studies' ","'England' ","'Other main scheme choice' ",890
2008 ,"'Group L Social Studies' ","'England' ","'Extra' ",325
2008 ,"'Group L Social Studies' ","'England' ","'Main scheme Clearing' ",2210
2008 ,"'Group L Social Studies' ","'England' ","'Direct Clearing' ",625
2008 ,"'Group L Social Studies' ","'England' ","'RPA' ",1650
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Firm choice' ",715
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Insurance choice' ",90
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Other main scheme choice' ",15
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Extra' ",10
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Main scheme Clearing' ",115
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'Direct Clearing' ",20
2008 ,"'Group L Social Studies' ","'Northern Ireland' ","'RPA' ",5
2008 ,"'Group L Social Studies' ","'Scotland' ","'Firm choice' ",1505
2008 ,"'Group L Social Studies' ","'Scotland' ","'Insurance choice' ",145
2008 ,"'Group L Social Studies' ","'Scotland' ","'Other main scheme choice' ",105
2008 ,"'Group L Social Studies' ","'Scotland' ","'Extra' ",15
2008 ,"'Group L Social Studies' ","'Scotland' ","'Main scheme Clearing' ",125
2008 ,"'Group L Social Studies' ","'Scotland' ","'Direct Clearing' ",35
2008 ,"'Group L Social Studies' ","'Scotland' ","'RPA' ",320
2008 ,"'Group L Social Studies' ","'Wales' ","'Firm choice' ",830
2008 ,"'Group L Social Studies' ","'Wales' ","'Insurance choice' ",35
2008 ,"'Group L Social Studies' ","'Wales' ","'Other main scheme choice' ",45
2008 ,"'Group L Social Studies' ","'Wales' ","'Extra' ",25
2008 ,"'Group L Social Studies' ","'Wales' ","'Main scheme Clearing' ",95
2008 ,"'Group L Social Studies' ","'Wales' ","'Direct Clearing' ",65
2008 ,"'Group L Social Studies' ","'Wales' ","'RPA' ",155
2008 ,"'Group M Law' ","'England' ","'Firm choice' ",10000
2008 ,"'Group M Law' ","'England' ","'Insurance choice' ",1300
2008 ,"'Group M Law' ","'England' ","'Other main scheme choice' ",330
2008 ,"'Group M Law' ","'England' ","'Extra' ",180
2008 ,"'Group M Law' ","'England' ","'Main scheme Clearing' ",1515
2008 ,"'Group M Law' ","'England' ","'Direct Clearing' ",295
2008 ,"'Group M Law' ","'England' ","'RPA' ",930
2008 ,"'Group M Law' ","'Northern Ireland' ","'Firm choice' ",635
2008 ,"'Group M Law' ","'Northern Ireland' ","'Insurance choice' ",80
2008 ,"'Group M Law' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Group M Law' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Group M Law' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2008 ,"'Group M Law' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Group M Law' ","'Scotland' ","'Firm choice' ",1020
2008 ,"'Group M Law' ","'Scotland' ","'Insurance choice' ",80
2008 ,"'Group M Law' ","'Scotland' ","'Other main scheme choice' ",60
2008 ,"'Group M Law' ","'Scotland' ","'Extra' ",5
2008 ,"'Group M Law' ","'Scotland' ","'Main scheme Clearing' ",70
2008 ,"'Group M Law' ","'Scotland' ","'Direct Clearing' ",45
2008 ,"'Group M Law' ","'Scotland' ","'RPA' ",75
2008 ,"'Group M Law' ","'Wales' ","'Firm choice' ",650
2008 ,"'Group M Law' ","'Wales' ","'Insurance choice' ",45
2008 ,"'Group M Law' ","'Wales' ","'Other main scheme choice' ",20
2008 ,"'Group M Law' ","'Wales' ","'Main scheme Clearing' ",40
2008 ,"'Group M Law' ","'Wales' ","'Direct Clearing' ",10
2008 ,"'Group M Law' ","'Wales' ","'RPA' ",75
2008 ,"'Group N Business and Admin studies' ","'England' ","'Firm choice' ",23230
2008 ,"'Group N Business and Admin studies' ","'England' ","'Insurance choice' ",2780
2008 ,"'Group N Business and Admin studies' ","'England' ","'Other main scheme choice' ",1315
2008 ,"'Group N Business and Admin studies' ","'England' ","'Extra' ",440
2008 ,"'Group N Business and Admin studies' ","'England' ","'Main scheme Clearing' ",3360
2008 ,"'Group N Business and Admin studies' ","'England' ","'Direct Clearing' ",1120
2008 ,"'Group N Business and Admin studies' ","'England' ","'RPA' ",3510
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Firm choice' ",1320
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Insurance choice' ",170
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Other main scheme choice' ",25
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Extra' ",10
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Main scheme Clearing' ",120
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Direct Clearing' ",50
2008 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'RPA' ",10
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Firm choice' ",2300
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Insurance choice' ",240
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Other main scheme choice' ",150
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Extra' ",25
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Main scheme Clearing' ",240
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'Direct Clearing' ",75
2008 ,"'Group N Business and Admin studies' ","'Scotland' ","'RPA' ",620
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Firm choice' ",1040
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Insurance choice' ",135
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Other main scheme choice' ",45
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Extra' ",10
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Main scheme Clearing' ",95
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'Direct Clearing' ",90
2008 ,"'Group N Business and Admin studies' ","'Wales' ","'RPA' ",205
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Firm choice' ",6165
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Insurance choice' ",360
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Other main scheme choice' ",220
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Extra' ",95
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Main scheme Clearing' ",525
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'Direct Clearing' ",200
2008 ,"'Group P Mass Communication and Documentation' ","'England' ","'RPA' ",475
2008 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Firm choice' ",240
2008 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Insurance choice' ",35
2008 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2008 ,"'Group P Mass Communication and Documentation' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Firm choice' ",365
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Insurance choice' ",20
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Other main scheme choice' ",30
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Main scheme Clearing' ",40
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Scotland' ","'RPA' ",40
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Firm choice' ",295
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Insurance choice' ",15
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Other main scheme choice' ",15
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Extra' ",5
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Main scheme Clearing' ",30
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'Direct Clearing' ",10
2008 ,"'Group P Mass Communication and Documentation' ","'Wales' ","'RPA' ",25
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Firm choice' ",7730
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Insurance choice' ",755
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Other main scheme choice' ",185
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Extra' ",145
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Main scheme Clearing' ",600
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'Direct Clearing' ",145
2008 ,"'Group Q Linguistics, Classics and related' ","'England' ","'RPA' ",235
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Firm choice' ",230
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Insurance choice' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Other main scheme choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Main scheme Clearing' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Firm choice' ",300
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Insurance choice' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Other main scheme choice' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Extra' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Group Q Linguistics, Classics and related' ","'Scotland' ","'RPA' ",25
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Firm choice' ",430
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Insurance choice' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Other main scheme choice' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Extra' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Main scheme Clearing' ",30
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'Direct Clearing' ",10
2008 ,"'Group Q Linguistics, Classics and related' ","'Wales' ","'RPA' ",35
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Firm choice' ",2680
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Insurance choice' ",310
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Other main scheme choice' ",45
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Extra' ",25
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Main scheme Clearing' ",240
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'Direct Clearing' ",35
2008 ,"'Group R European Languages, Literature and related' ","'England' ","'RPA' ",70
2008 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",115
2008 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",265
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Insurance choice' ",20
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'Main scheme Clearing' ",20
2008 ,"'Group R European Languages, Literature and related' ","'Scotland' ","'RPA' ",15
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Firm choice' ",160
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Insurance choice' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'Main scheme Clearing' ",10
2008 ,"'Group R European Languages, Literature and related' ","'Wales' ","'RPA' ",5
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Firm choice' ",1070
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Insurance choice' ",75
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Other main scheme choice' ",25
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Extra' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Main scheme Clearing' ",75
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'Direct Clearing' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'England' ","'RPA' ",15
2008 ,"'Group T Non-European Languages, Literature and related' ","'Northern Ireland' ","'Firm choice' ",10
2008 ,"'Group T Non-European Languages, Literature and related' ","'Scotland' ","'Firm choice' ",50
2008 ,"'Group T Non-European Languages, Literature and related' ","'Wales' ","'Firm choice' ",20
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Firm choice' ",9305
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Insurance choice' ",965
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Other main scheme choice' ",175
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Extra' ",110
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Main scheme Clearing' ",755
2008 ,"'Group V History and Philosophical studies' ","'England' ","'Direct Clearing' ",160
2008 ,"'Group V History and Philosophical studies' ","'England' ","'RPA' ",290
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Firm choice' ",265
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Insurance choice' ",30
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Other main scheme choice' ",10
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Firm choice' ",555
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Insurance choice' ",40
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Other main scheme choice' ",15
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Group V History and Philosophical studies' ","'Scotland' ","'RPA' ",40
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Firm choice' ",540
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Insurance choice' ",50
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Other main scheme choice' ",15
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Main scheme Clearing' ",35
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'Wales' ","'RPA' ",30
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Firm choice' ",32510
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Insurance choice' ",575
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Other main scheme choice' ",1500
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Extra' ",400
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Main scheme Clearing' ",1970
2008 ,"'Group W Creative Arts and Design' ","'England' ","'Direct Clearing' ",760
2008 ,"'Group W Creative Arts and Design' ","'England' ","'RPA' ",2335
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Firm choice' ",765
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Other main scheme choice' ",25
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Extra' ",10
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Main scheme Clearing' ",30
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'RPA' ",10
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Firm choice' ",1790
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Other main scheme choice' ",85
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Extra' ",15
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Main scheme Clearing' ",115
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Direct Clearing' ",25
2008 ,"'Group W Creative Arts and Design' ","'Scotland' ","'RPA' ",285
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Firm choice' ",1665
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Insurance choice' ",25
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Other main scheme choice' ",65
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Extra' ",20
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Main scheme Clearing' ",85
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'Direct Clearing' ",60
2008 ,"'Group W Creative Arts and Design' ","'Wales' ","'RPA' ",130
2008 ,"'Group X Education' ","'England' ","'Firm choice' ",9295
2008 ,"'Group X Education' ","'England' ","'Insurance choice' ",315
2008 ,"'Group X Education' ","'England' ","'Other main scheme choice' ",595
2008 ,"'Group X Education' ","'England' ","'Extra' ",145
2008 ,"'Group X Education' ","'England' ","'Main scheme Clearing' ",595
2008 ,"'Group X Education' ","'England' ","'Direct Clearing' ",460
2008 ,"'Group X Education' ","'England' ","'RPA' ",790
2008 ,"'Group X Education' ","'Northern Ireland' ","'Firm choice' ",170
2008 ,"'Group X Education' ","'Northern Ireland' ","'Insurance choice' ",5
2008 ,"'Group X Education' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'Group X Education' ","'Scotland' ","'Firm choice' ",865
2008 ,"'Group X Education' ","'Scotland' ","'Insurance choice' ",15
2008 ,"'Group X Education' ","'Scotland' ","'Other main scheme choice' ",5
2008 ,"'Group X Education' ","'Scotland' ","'Extra' ",5
2008 ,"'Group X Education' ","'Scotland' ","'Main scheme Clearing' ",105
2008 ,"'Group X Education' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Group X Education' ","'Scotland' ","'RPA' ",160
2008 ,"'Group X Education' ","'Wales' ","'Firm choice' ",680
2008 ,"'Group X Education' ","'Wales' ","'Insurance choice' ",20
2008 ,"'Group X Education' ","'Wales' ","'Other main scheme choice' ",25
2008 ,"'Group X Education' ","'Wales' ","'Extra' ",10
2008 ,"'Group X Education' ","'Wales' ","'Main scheme Clearing' ",40
2008 ,"'Group X Education' ","'Wales' ","'Direct Clearing' ",40
2008 ,"'Group X Education' ","'Wales' ","'RPA' ",65
2008 ,"'Y Combined arts' ","'England' ","'Firm choice' ",9525
2008 ,"'Y Combined arts' ","'England' ","'Insurance choice' ",655
2008 ,"'Y Combined arts' ","'England' ","'Other main scheme choice' ",280
2008 ,"'Y Combined arts' ","'England' ","'Extra' ",150
2008 ,"'Y Combined arts' ","'England' ","'Main scheme Clearing' ",820
2008 ,"'Y Combined arts' ","'England' ","'Direct Clearing' ",200
2008 ,"'Y Combined arts' ","'England' ","'RPA' ",460
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Firm choice' ",285
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Y Combined arts' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'Y Combined arts' ","'Scotland' ","'Firm choice' ",630
2008 ,"'Y Combined arts' ","'Scotland' ","'Insurance choice' ",30
2008 ,"'Y Combined arts' ","'Scotland' ","'Other main scheme choice' ",20
2008 ,"'Y Combined arts' ","'Scotland' ","'Extra' ",5
2008 ,"'Y Combined arts' ","'Scotland' ","'Main scheme Clearing' ",45
2008 ,"'Y Combined arts' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Y Combined arts' ","'Scotland' ","'RPA' ",45
2008 ,"'Y Combined arts' ","'Wales' ","'Firm choice' ",565
2008 ,"'Y Combined arts' ","'Wales' ","'Insurance choice' ",25
2008 ,"'Y Combined arts' ","'Wales' ","'Other main scheme choice' ",25
2008 ,"'Y Combined arts' ","'Wales' ","'Extra' ",15
2008 ,"'Y Combined arts' ","'Wales' ","'Main scheme Clearing' ",40
2008 ,"'Y Combined arts' ","'Wales' ","'Direct Clearing' ",25
2008 ,"'Y Combined arts' ","'Wales' ","'RPA' ",50
2008 ,"'Y Combined sciences' ","'England' ","'Firm choice' ",4680
2008 ,"'Y Combined sciences' ","'England' ","'Insurance choice' ",395
2008 ,"'Y Combined sciences' ","'England' ","'Other main scheme choice' ",195
2008 ,"'Y Combined sciences' ","'England' ","'Extra' ",100
2008 ,"'Y Combined sciences' ","'England' ","'Main scheme Clearing' ",550
2008 ,"'Y Combined sciences' ","'England' ","'Direct Clearing' ",170
2008 ,"'Y Combined sciences' ","'England' ","'RPA' ",380
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Firm choice' ",195
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Insurance choice' ",25
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Extra' ",5
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'Y Combined sciences' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Y Combined sciences' ","'Scotland' ","'Firm choice' ",555
2008 ,"'Y Combined sciences' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'Y Combined sciences' ","'Scotland' ","'Other main scheme choice' ",20
2008 ,"'Y Combined sciences' ","'Scotland' ","'Extra' ",5
2008 ,"'Y Combined sciences' ","'Scotland' ","'Main scheme Clearing' ",20
2008 ,"'Y Combined sciences' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'Y Combined sciences' ","'Scotland' ","'RPA' ",45
2008 ,"'Y Combined sciences' ","'Wales' ","'Firm choice' ",235
2008 ,"'Y Combined sciences' ","'Wales' ","'Insurance choice' ",20
2008 ,"'Y Combined sciences' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'Y Combined sciences' ","'Wales' ","'Main scheme Clearing' ",25
2008 ,"'Y Combined sciences' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'Y Combined sciences' ","'Wales' ","'RPA' ",30
2008 ,"'Y Combined social sciences' ","'England' ","'Firm choice' ",3250
2008 ,"'Y Combined social sciences' ","'England' ","'Insurance choice' ",425
2008 ,"'Y Combined social sciences' ","'England' ","'Other main scheme choice' ",125
2008 ,"'Y Combined social sciences' ","'England' ","'Extra' ",70
2008 ,"'Y Combined social sciences' ","'England' ","'Main scheme Clearing' ",590
2008 ,"'Y Combined social sciences' ","'England' ","'Direct Clearing' ",100
2008 ,"'Y Combined social sciences' ","'England' ","'RPA' ",295
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Firm choice' ",140
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'Y Combined social sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Firm choice' ",275
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Insurance choice' ",30
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Main scheme Clearing' ",15
2008 ,"'Y Combined social sciences' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'Y Combined social sciences' ","'Scotland' ","'RPA' ",15
2008 ,"'Y Combined social sciences' ","'Wales' ","'Firm choice' ",185
2008 ,"'Y Combined social sciences' ","'Wales' ","'Insurance choice' ",15
2008 ,"'Y Combined social sciences' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'Y Combined social sciences' ","'Wales' ","'Extra' ",5
2008 ,"'Y Combined social sciences' ","'Wales' ","'Main scheme Clearing' ",20
2008 ,"'Y Combined social sciences' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'Y Combined social sciences' ","'Wales' ","'RPA' ",10
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Firm choice' ",13625
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Insurance choice' ",1050
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Other main scheme choice' ",590
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Extra' ",235
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Main scheme Clearing' ",1350
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'Direct Clearing' ",475
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'England' ","'RPA' ",1150
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Firm choice' ",420
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Insurance choice' ",30
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Extra' ",10
2008 ,"'Y Sciences combined with Social Sciences or Arts' ","'Northern Ireland' ","'Main scheme Clearing' ",20
