"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_027_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (Region),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'North East' ",1695
2010 ,"'A1 - Pre-clinical Medicine' ","'North West' ",6310
2010 ,"'A1 - Pre-clinical Medicine' ","'East Midlands' ",3705
2010 ,"'A1 - Pre-clinical Medicine' ","'West Midlands' ",4400
2010 ,"'A1 - Pre-clinical Medicine' ","'East of England' ",5070
2010 ,"'A1 - Pre-clinical Medicine' ","'London' ",14825
2010 ,"'A1 - Pre-clinical Medicine' ","'South East' ",8700
2010 ,"'A1 - Pre-clinical Medicine' ","'South West' ",4325
2010 ,"'A1 - Pre-clinical Medicine' ","'Wales' ",2595
2010 ,"'A1 - Pre-clinical Medicine' ","'Scotland' ",4225
2010 ,"'A1 - Pre-clinical Medicine' ","'Northern Ireland' ",2725
2010 ,"'A1 - Pre-clinical Medicine' ","'Unknown' ",5
2010 ,"'A2 - Pre-clinical Dentistry' ","'North East' ",355
2010 ,"'A2 - Pre-clinical Dentistry' ","'Yorkshire and The Humber' ",830
2010 ,"'A2 - Pre-clinical Dentistry' ","'North West' ",1515
2010 ,"'A2 - Pre-clinical Dentistry' ","'East Midlands' ",725
2010 ,"'A2 - Pre-clinical Dentistry' ","'West Midlands' ",1160
2010 ,"'A2 - Pre-clinical Dentistry' ","'East of England' ",585
2010 ,"'A2 - Pre-clinical Dentistry' ","'London' ",2505
2010 ,"'A2 - Pre-clinical Dentistry' ","'South East' ",965
2010 ,"'A2 - Pre-clinical Dentistry' ","'South West' ",465
2010 ,"'A2 - Pre-clinical Dentistry' ","'Wales' ",525
2010 ,"'A2 - Pre-clinical Dentistry' ","'Scotland' ",800
2010 ,"'A2 - Pre-clinical Dentistry' ","'Northern Ireland' ",695
2010 ,"'A9 - Others in Medicine and Dentistry' ","'Yorkshire and The Humber' ",10
2010 ,"'A9 - Others in Medicine and Dentistry' ","'North West' ",35
2010 ,"'A9 - Others in Medicine and Dentistry' ","'East Midlands' ",5
2010 ,"'A9 - Others in Medicine and Dentistry' ","'West Midlands' ",5
2010 ,"'A9 - Others in Medicine and Dentistry' ","'East of England' ",10
2010 ,"'A9 - Others in Medicine and Dentistry' ","'London' ",15
2010 ,"'A9 - Others in Medicine and Dentistry' ","'South East' ",10
2010 ,"'A9 - Others in Medicine and Dentistry' ","'South West' ",5
2010 ,"'A9 - Others in Medicine and Dentistry' ","'Scotland' ",5
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'North East' ",740
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Yorkshire and The Humber' ",1795
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'North West' ",2840
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'East Midlands' ",1660
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'West Midlands' ",2215
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'East of England' ",1970
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'London' ",3720
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'South East' ",3260
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'South West' ",2085
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Wales' ",970
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Scotland' ",1990
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Northern Ireland' ",1515
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'North East' ",605
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Yorkshire and The Humber' ",1625
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'North West' ",2890
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'East Midlands' ",1290
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'West Midlands' ",2870
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'East of England' ",1170
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'London' ",5950
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'South East' ",1765
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'South West' ",645
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Wales' ",875
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Scotland' ",1570
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Northern Ireland' ",965
2010 ,"'B3 - Complementary Medicine' ","'North East' ",40
2010 ,"'B3 - Complementary Medicine' ","'Yorkshire and The Humber' ",120
2010 ,"'B3 - Complementary Medicine' ","'North West' ",90
2010 ,"'B3 - Complementary Medicine' ","'East Midlands' ",135
2010 ,"'B3 - Complementary Medicine' ","'West Midlands' ",120
2010 ,"'B3 - Complementary Medicine' ","'East of England' ",230
2010 ,"'B3 - Complementary Medicine' ","'London' ",495
2010 ,"'B3 - Complementary Medicine' ","'South East' ",350
2010 ,"'B3 - Complementary Medicine' ","'South West' ",270
2010 ,"'B3 - Complementary Medicine' ","'Wales' ",100
2010 ,"'B3 - Complementary Medicine' ","'Scotland' ",100
2010 ,"'B3 - Complementary Medicine' ","'Northern Ireland' ",20
2010 ,"'B4 - Nutrition' ","'North East' ",140
2010 ,"'B4 - Nutrition' ","'Yorkshire and The Humber' ",300
2010 ,"'B4 - Nutrition' ","'North West' ",400
2010 ,"'B4 - Nutrition' ","'East Midlands' ",320
2010 ,"'B4 - Nutrition' ","'West Midlands' ",315
2010 ,"'B4 - Nutrition' ","'East of England' ",340
2010 ,"'B4 - Nutrition' ","'London' ",1015
2010 ,"'B4 - Nutrition' ","'South East' ",605
2010 ,"'B4 - Nutrition' ","'South West' ",465
2010 ,"'B4 - Nutrition' ","'Wales' ",185
2010 ,"'B4 - Nutrition' ","'Scotland' ",510
2010 ,"'B4 - Nutrition' ","'Northern Ireland' ",470
2010 ,"'B5 - Ophthalmics' ","'North East' ",50
2010 ,"'B5 - Ophthalmics' ","'Yorkshire and The Humber' ",370
2010 ,"'B5 - Ophthalmics' ","'North West' ",490
2010 ,"'B5 - Ophthalmics' ","'East Midlands' ",295
2010 ,"'B5 - Ophthalmics' ","'West Midlands' ",540
2010 ,"'B5 - Ophthalmics' ","'East of England' ",235
2010 ,"'B5 - Ophthalmics' ","'London' ",945
2010 ,"'B5 - Ophthalmics' ","'South East' ",250
2010 ,"'B5 - Ophthalmics' ","'South West' ",110
2010 ,"'B5 - Ophthalmics' ","'Wales' ",160
2010 ,"'B5 - Ophthalmics' ","'Scotland' ",390
2010 ,"'B5 - Ophthalmics' ","'Northern Ireland' ",235
2010 ,"'B6 - Aural and Oral Sciences' ","'North East' ",155
2010 ,"'B6 - Aural and Oral Sciences' ","'Yorkshire and The Humber' ",380
2010 ,"'B6 - Aural and Oral Sciences' ","'North West' ",655
2010 ,"'B6 - Aural and Oral Sciences' ","'East Midlands' ",330
2010 ,"'B6 - Aural and Oral Sciences' ","'West Midlands' ",725
2010 ,"'B6 - Aural and Oral Sciences' ","'East of England' ",380
2010 ,"'B6 - Aural and Oral Sciences' ","'London' ",640
2010 ,"'B6 - Aural and Oral Sciences' ","'South East' ",630
2010 ,"'B6 - Aural and Oral Sciences' ","'South West' ",465
2010 ,"'B6 - Aural and Oral Sciences' ","'Wales' ",335
2010 ,"'B6 - Aural and Oral Sciences' ","'Scotland' ",235
2010 ,"'B6 - Aural and Oral Sciences' ","'Northern Ireland' ",545
2010 ,"'B7 - Nursing' ","'North East' ",7410
2010 ,"'B7 - Nursing' ","'Yorkshire and The Humber' ",14485
2010 ,"'B7 - Nursing' ","'North West' ",23400
2010 ,"'B7 - Nursing' ","'East Midlands' ",12420
2010 ,"'B7 - Nursing' ","'West Midlands' ",18670
2010 ,"'B7 - Nursing' ","'East of England' ",12800
2010 ,"'B7 - Nursing' ","'London' ",31460
2010 ,"'B7 - Nursing' ","'South East' ",17865
2010 ,"'B7 - Nursing' ","'South West' ",11610
2010 ,"'B7 - Nursing' ","'Wales' ",7745
2010 ,"'B7 - Nursing' ","'Scotland' ",14405
2010 ,"'B7 - Nursing' ","'Northern Ireland' ",4600
2010 ,"'B8 - Medical Technology' ","'North East' ",325
2010 ,"'B8 - Medical Technology' ","'Yorkshire and The Humber' ",1085
2010 ,"'B8 - Medical Technology' ","'North West' ",1585
2010 ,"'B8 - Medical Technology' ","'East Midlands' ",545
2010 ,"'B8 - Medical Technology' ","'West Midlands' ",1025
2010 ,"'B8 - Medical Technology' ","'East of England' ",835
2010 ,"'B8 - Medical Technology' ","'London' ",2235
2010 ,"'B8 - Medical Technology' ","'South East' ",1000
2010 ,"'B8 - Medical Technology' ","'South West' ",660
2010 ,"'B8 - Medical Technology' ","'Wales' ",570
2010 ,"'B8 - Medical Technology' ","'Scotland' ",830
2010 ,"'B8 - Medical Technology' ","'Northern Ireland' ",585
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'North East' ",1760
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Yorkshire and The Humber' ",4120
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'North West' ",5740
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'East Midlands' ",2945
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'West Midlands' ",3990
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'East of England' ",3575
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'London' ",8410
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'South East' ",5750
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'South West' ",3865
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Wales' ",1580
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Scotland' ",2615
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Northern Ireland' ",2285
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'North East' ",40
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Yorkshire and The Humber' ",95
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'North West' ",105
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'East Midlands' ",50
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'West Midlands' ",150
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'East of England' ",65
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'London' ",200
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'South East' ",65
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'South West' ",50
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Wales' ",35
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Scotland' ",10
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Northern Ireland' ",5
2010 ,"'C0 - Biological Sciences: any area of study' ","'Yorkshire and The Humber' ",10
2010 ,"'C0 - Biological Sciences: any area of study' ","'North West' ",5
2010 ,"'C0 - Biological Sciences: any area of study' ","'East Midlands' ",10
2010 ,"'C0 - Biological Sciences: any area of study' ","'West Midlands' ",15
2010 ,"'C0 - Biological Sciences: any area of study' ","'East of England' ",10
2010 ,"'C0 - Biological Sciences: any area of study' ","'London' ",10
2010 ,"'C0 - Biological Sciences: any area of study' ","'South East' ",25
2010 ,"'C0 - Biological Sciences: any area of study' ","'South West' ",20
2010 ,"'C0 - Biological Sciences: any area of study' ","'Wales' ",10
2010 ,"'C1 - Biology' ","'North East' ",750
2010 ,"'C1 - Biology' ","'Yorkshire and The Humber' ",1655
2010 ,"'C1 - Biology' ","'North West' ",2970
2010 ,"'C1 - Biology' ","'East Midlands' ",1765
2010 ,"'C1 - Biology' ","'West Midlands' ",2130
2010 ,"'C1 - Biology' ","'East of England' ",2310
2010 ,"'C1 - Biology' ","'London' ",2335
2010 ,"'C1 - Biology' ","'South East' ",3905
2010 ,"'C1 - Biology' ","'South West' ",2455
2010 ,"'C1 - Biology' ","'Wales' ",925
2010 ,"'C1 - Biology' ","'Scotland' ",2395
2010 ,"'C1 - Biology' ","'Northern Ireland' ",785
2010 ,"'C2 - Botany' ","'North East' ",5
2010 ,"'C2 - Botany' ","'North West' ",15
2010 ,"'C2 - Botany' ","'East Midlands' ",10
2010 ,"'C2 - Botany' ","'West Midlands' ",5
2010 ,"'C2 - Botany' ","'East of England' ",10
2010 ,"'C2 - Botany' ","'London' ",10
2010 ,"'C2 - Botany' ","'South East' ",15
2010 ,"'C2 - Botany' ","'South West' ",10
2010 ,"'C2 - Botany' ","'Wales' ",5
2010 ,"'C2 - Botany' ","'Scotland' ",10
2010 ,"'C3 - Zoology' ","'North East' ",355
2010 ,"'C3 - Zoology' ","'Yorkshire and The Humber' ",695
2010 ,"'C3 - Zoology' ","'North West' ",1045
2010 ,"'C3 - Zoology' ","'East Midlands' ",710
2010 ,"'C3 - Zoology' ","'West Midlands' ",675
2010 ,"'C3 - Zoology' ","'East of England' ",865
2010 ,"'C3 - Zoology' ","'London' ",615
2010 ,"'C3 - Zoology' ","'South East' ",1290
2010 ,"'C3 - Zoology' ","'South West' ",790
2010 ,"'C3 - Zoology' ","'Wales' ",490
2010 ,"'C3 - Zoology' ","'Scotland' ",1130
2010 ,"'C3 - Zoology' ","'Northern Ireland' ",245
2010 ,"'C4 - Genetics' ","'North East' ",65
2010 ,"'C4 - Genetics' ","'Yorkshire and The Humber' ",100
2010 ,"'C4 - Genetics' ","'North West' ",190
2010 ,"'C4 - Genetics' ","'East Midlands' ",150
2010 ,"'C4 - Genetics' ","'West Midlands' ",140
2010 ,"'C4 - Genetics' ","'East of England' ",115
2010 ,"'C4 - Genetics' ","'London' ",265
2010 ,"'C4 - Genetics' ","'South East' ",180
2010 ,"'C4 - Genetics' ","'South West' ",80
2010 ,"'C4 - Genetics' ","'Wales' ",115
2010 ,"'C4 - Genetics' ","'Scotland' ",195
2010 ,"'C4 - Genetics' ","'Northern Ireland' ",70
2010 ,"'C5 - Microbiology' ","'North East' ",35
2010 ,"'C5 - Microbiology' ","'Yorkshire and The Humber' ",125
2010 ,"'C5 - Microbiology' ","'North West' ",175
2010 ,"'C5 - Microbiology' ","'East Midlands' ",125
2010 ,"'C5 - Microbiology' ","'West Midlands' ",140
2010 ,"'C5 - Microbiology' ","'East of England' ",100
2010 ,"'C5 - Microbiology' ","'London' ",155
2010 ,"'C5 - Microbiology' ","'South East' ",180
2010 ,"'C5 - Microbiology' ","'South West' ",125
2010 ,"'C5 - Microbiology' ","'Wales' ",60
2010 ,"'C5 - Microbiology' ","'Scotland' ",500
2010 ,"'C5 - Microbiology' ","'Northern Ireland' ",55
2010 ,"'C6 - Sport and Exercise Science' ","'North East' ",2675
2010 ,"'C6 - Sport and Exercise Science' ","'Yorkshire and The Humber' ",4725
2010 ,"'C6 - Sport and Exercise Science' ","'North West' ",6540
2010 ,"'C6 - Sport and Exercise Science' ","'East Midlands' ",4215
2010 ,"'C6 - Sport and Exercise Science' ","'West Midlands' ",5735
2010 ,"'C6 - Sport and Exercise Science' ","'East of England' ",5290
2010 ,"'C6 - Sport and Exercise Science' ","'London' ",6325
2010 ,"'C6 - Sport and Exercise Science' ","'South East' ",7230
2010 ,"'C6 - Sport and Exercise Science' ","'South West' ",4870
2010 ,"'C6 - Sport and Exercise Science' ","'Wales' ",2980
2010 ,"'C6 - Sport and Exercise Science' ","'Scotland' ",2825
2010 ,"'C6 - Sport and Exercise Science' ","'Northern Ireland' ",1890
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'North East' ",215
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Yorkshire and The Humber' ",600
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'North West' ",1285
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'East Midlands' ",815
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'West Midlands' ",845
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'East of England' ",1110
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'London' ",2435
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'South East' ",2005
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'South West' ",845
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Wales' ",425
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Scotland' ",760
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Northern Ireland' ",225
2010 ,"'C8 - Psychology' ","'North East' ",2920
2010 ,"'C8 - Psychology' ","'Yorkshire and The Humber' ",5735
2010 ,"'C8 - Psychology' ","'North West' ",9755
2010 ,"'C8 - Psychology' ","'East Midlands' ",5645
2010 ,"'C8 - Psychology' ","'West Midlands' ",7140
2010 ,"'C8 - Psychology' ","'East of England' ",7865
2010 ,"'C8 - Psychology' ","'London' ",14770
2010 ,"'C8 - Psychology' ","'South East' ",11570
2010 ,"'C8 - Psychology' ","'South West' ",6240
2010 ,"'C8 - Psychology' ","'Wales' ",3105
2010 ,"'C8 - Psychology' ","'Scotland' ",5565
2010 ,"'C8 - Psychology' ","'Northern Ireland' ",2910
2010 ,"'C9 - Others in Biological Sciences' ","'North East' ",60
2010 ,"'C9 - Others in Biological Sciences' ","'Yorkshire and The Humber' ",435
2010 ,"'C9 - Others in Biological Sciences' ","'North West' ",395
2010 ,"'C9 - Others in Biological Sciences' ","'East Midlands' ",280
2010 ,"'C9 - Others in Biological Sciences' ","'West Midlands' ",590
2010 ,"'C9 - Others in Biological Sciences' ","'East of England' ",465
2010 ,"'C9 - Others in Biological Sciences' ","'London' ",975
2010 ,"'C9 - Others in Biological Sciences' ","'South East' ",550
2010 ,"'C9 - Others in Biological Sciences' ","'South West' ",285
2010 ,"'C9 - Others in Biological Sciences' ","'Wales' ",180
2010 ,"'C9 - Others in Biological Sciences' ","'Scotland' ",210
2010 ,"'C9 - Others in Biological Sciences' ","'Northern Ireland' ",20
2010 ,"'CC - Combinations within Biological Sciences' ","'North East' ",45
2010 ,"'CC - Combinations within Biological Sciences' ","'Yorkshire and The Humber' ",145
2010 ,"'CC - Combinations within Biological Sciences' ","'North West' ",255
2010 ,"'CC - Combinations within Biological Sciences' ","'East Midlands' ",230
2010 ,"'CC - Combinations within Biological Sciences' ","'West Midlands' ",235
2010 ,"'CC - Combinations within Biological Sciences' ","'East of England' ",240
2010 ,"'CC - Combinations within Biological Sciences' ","'London' ",350
2010 ,"'CC - Combinations within Biological Sciences' ","'South East' ",340
2010 ,"'CC - Combinations within Biological Sciences' ","'South West' ",170
2010 ,"'CC - Combinations within Biological Sciences' ","'Wales' ",95
2010 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ",755
2010 ,"'CC - Combinations within Biological Sciences' ","'Northern Ireland' ",55
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'North East' ",220
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Yorkshire and The Humber' ",395
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'North West' ",720
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'East Midlands' ",480
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'West Midlands' ",570
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'East of England' ",610
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'London' ",520
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'South East' ",1245
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'South West' ",670
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Wales' ",375
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ",445
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Northern Ireland' ",300
2010 ,"'D3 - Animal Science' ","'North East' ",225
2010 ,"'D3 - Animal Science' ","'Yorkshire and The Humber' ",585
2010 ,"'D3 - Animal Science' ","'North West' ",865
2010 ,"'D3 - Animal Science' ","'East Midlands' ",785
2010 ,"'D3 - Animal Science' ","'West Midlands' ",910
2010 ,"'D3 - Animal Science' ","'East of England' ",775
2010 ,"'D3 - Animal Science' ","'London' ",545
2010 ,"'D3 - Animal Science' ","'South East' ",1370
2010 ,"'D3 - Animal Science' ","'South West' ",1010
2010 ,"'D3 - Animal Science' ","'Wales' ",350
2010 ,"'D3 - Animal Science' ","'Scotland' ",330
2010 ,"'D3 - Animal Science' ","'Northern Ireland' ",125
2010 ,"'D4 - Agriculture' ","'North East' ",140
2010 ,"'D4 - Agriculture' ","'Yorkshire and The Humber' ",500
2010 ,"'D4 - Agriculture' ","'North West' ",420
2010 ,"'D4 - Agriculture' ","'East Midlands' ",520
2010 ,"'D4 - Agriculture' ","'West Midlands' ",455
2010 ,"'D4 - Agriculture' ","'East of England' ",580
2010 ,"'D4 - Agriculture' ","'London' ",170
2010 ,"'D4 - Agriculture' ","'South East' ",790
2010 ,"'D4 - Agriculture' ","'South West' ",765
2010 ,"'D4 - Agriculture' ","'Wales' ",335
2010 ,"'D4 - Agriculture' ","'Scotland' ",280
2010 ,"'D4 - Agriculture' ","'Northern Ireland' ",485
2010 ,"'D5 - Forestry & arboriculture' ","'North East' ",20
2010 ,"'D5 - Forestry & arboriculture' ","'Yorkshire and The Humber' ",30
2010 ,"'D5 - Forestry & arboriculture' ","'North West' ",40
2010 ,"'D5 - Forestry & arboriculture' ","'East Midlands' ",35
2010 ,"'D5 - Forestry & arboriculture' ","'West Midlands' ",25
2010 ,"'D5 - Forestry & arboriculture' ","'East of England' ",30
2010 ,"'D5 - Forestry & arboriculture' ","'London' ",15
2010 ,"'D5 - Forestry & arboriculture' ","'South East' ",75
2010 ,"'D5 - Forestry & arboriculture' ","'South West' ",30
2010 ,"'D5 - Forestry & arboriculture' ","'Wales' ",10
2010 ,"'D5 - Forestry & arboriculture' ","'Scotland' ",20
2010 ,"'D5 - Forestry & arboriculture' ","'Northern Ireland' ",10
2010 ,"'D6 - Food and Beverage studies' ","'North East' ",25
2010 ,"'D6 - Food and Beverage studies' ","'Yorkshire and The Humber' ",65
2010 ,"'D6 - Food and Beverage studies' ","'North West' ",115
2010 ,"'D6 - Food and Beverage studies' ","'East Midlands' ",85
2010 ,"'D6 - Food and Beverage studies' ","'West Midlands' ",125
2010 ,"'D6 - Food and Beverage studies' ","'East of England' ",115
2010 ,"'D6 - Food and Beverage studies' ","'London' ",135
2010 ,"'D6 - Food and Beverage studies' ","'South East' ",175
2010 ,"'D6 - Food and Beverage studies' ","'South West' ",120
2010 ,"'D6 - Food and Beverage studies' ","'Wales' ",70
2010 ,"'D6 - Food and Beverage studies' ","'Scotland' ",60
2010 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ",120
2010 ,"'D7 - Agricultural Sciences' ","'North East' ",10
2010 ,"'D7 - Agricultural Sciences' ","'Yorkshire and The Humber' ",10
2010 ,"'D7 - Agricultural Sciences' ","'North West' ",5
2010 ,"'D7 - Agricultural Sciences' ","'East Midlands' ",30
2010 ,"'D7 - Agricultural Sciences' ","'West Midlands' ",40
2010 ,"'D7 - Agricultural Sciences' ","'East of England' ",25
2010 ,"'D7 - Agricultural Sciences' ","'London' ",10
2010 ,"'D7 - Agricultural Sciences' ","'South East' ",30
2010 ,"'D7 - Agricultural Sciences' ","'South West' ",55
2010 ,"'D7 - Agricultural Sciences' ","'Wales' ",10
2010 ,"'D7 - Agricultural Sciences' ","'Scotland' ",45
2010 ,"'D7 - Agricultural Sciences' ","'Northern Ireland' ",5
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'North East' ",5
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Yorkshire and The Humber' ",10
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'North West' ",45
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'East Midlands' ",15
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'West Midlands' ",15
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'East of England' ",10
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'London' ",15
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'South East' ",25
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'South West' ",10
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Wales' ",10
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Northern Ireland' ",10
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'North East' ",15
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Yorkshire and The Humber' ",75
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'North West' ",65
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'East Midlands' ",35
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'West Midlands' ",65
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'East of England' ",60
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'London' ",15
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'South East' ",55
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'South West' ",30
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ",20
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Scotland' ",5
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Northern Ireland' ",10
2010 ,"'F0 - Physical Sciences: any area of study' ","'North East' ",5
2010 ,"'F0 - Physical Sciences: any area of study' ","'Yorkshire and The Humber' ",25
2010 ,"'F0 - Physical Sciences: any area of study' ","'North West' ",75
2010 ,"'F0 - Physical Sciences: any area of study' ","'East Midlands' ",20
2010 ,"'F0 - Physical Sciences: any area of study' ","'West Midlands' ",15
2010 ,"'F0 - Physical Sciences: any area of study' ","'East of England' ",20
2010 ,"'F0 - Physical Sciences: any area of study' ","'London' ",25
2010 ,"'F0 - Physical Sciences: any area of study' ","'South East' ",50
2010 ,"'F0 - Physical Sciences: any area of study' ","'South West' ",10
2010 ,"'F0 - Physical Sciences: any area of study' ","'Wales' ",5
2010 ,"'F0 - Physical Sciences: any area of study' ","'Northern Ireland' ",5
2010 ,"'F1 - Chemistry' ","'North East' ",765
2010 ,"'F1 - Chemistry' ","'Yorkshire and The Humber' ",1740
2010 ,"'F1 - Chemistry' ","'North West' ",2820
2010 ,"'F1 - Chemistry' ","'East Midlands' ",1580
2010 ,"'F1 - Chemistry' ","'West Midlands' ",1775
2010 ,"'F1 - Chemistry' ","'East of England' ",1835
2010 ,"'F1 - Chemistry' ","'London' ",2190
2010 ,"'F1 - Chemistry' ","'South East' ",2860
2010 ,"'F1 - Chemistry' ","'South West' ",1495
2010 ,"'F1 - Chemistry' ","'Wales' ",610
2010 ,"'F1 - Chemistry' ","'Scotland' ",1950
2010 ,"'F1 - Chemistry' ","'Northern Ireland' ",550
2010 ,"'F2 - Materials Science' ","'London' ",5
2010 ,"'F2 - Materials Science' ","'South East' ",5
2010 ,"'F2 - Materials Science' ","'Scotland' ",5
2010 ,"'F3 - Physics' ","'North East' ",475
2010 ,"'F3 - Physics' ","'Yorkshire and The Humber' ",1310
2010 ,"'F3 - Physics' ","'North West' ",1845
2010 ,"'F3 - Physics' ","'East Midlands' ",1410
2010 ,"'F3 - Physics' ","'West Midlands' ",1495
2010 ,"'F3 - Physics' ","'East of England' ",1315
2010 ,"'F3 - Physics' ","'London' ",2185
2010 ,"'F3 - Physics' ","'South East' ",2660
2010 ,"'F3 - Physics' ","'South West' ",1690
