"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_007_07.pdf"
 
Cycle Year,Provider Country 2016 , Age Band , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'17 and under' ","'Firm choice' ",2435
2009 ,"'England' ","'19' ","'RPA' ",3105
2009 ,"'England' ","'20' ","'Firm choice' ",22270
2009 ,"'England' ","'20' ","'Insurance choice' ",1140
2009 ,"'England' ","'20' ","'Other main scheme choice' ",2485
2009 ,"'England' ","'20' ","'Extra' ",480
2009 ,"'England' ","'20' ","'Adjustment' ",10
2009 ,"'England' ","'20' ","'Main scheme Clearing' ",2445
2009 ,"'England' ","'20' ","'Direct Clearing' ",1395
2009 ,"'England' ","'20' ","'RPA' ",3095
2009 ,"'England' ","'21 and over' ","'Firm choice' ",55955
2009 ,"'England' ","'21 and over' ","'Insurance choice' ",1100
2009 ,"'England' ","'21 and over' ","'Other main scheme choice' ",11665
2009 ,"'England' ","'21 and over' ","'Extra' ",855
2009 ,"'England' ","'21 and over' ","'Adjustment' ",5
2009 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",5465
2009 ,"'England' ","'21 and over' ","'Direct Clearing' ",5070
2009 ,"'England' ","'21 and over' ","'RPA' ",14015
2009 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",75
2009 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",10
2009 ,"'Northern Ireland' ","'17 and under' ","'Main scheme Clearing' ",5
2009 ,"'Northern Ireland' ","'18' ","'Firm choice' ",5190
2009 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",1010
2009 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",10
2009 ,"'Northern Ireland' ","'18' ","'Extra' ",50
2009 ,"'Northern Ireland' ","'18' ","'Adjustment' ",20
2009 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",450
2009 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",10
2009 ,"'Northern Ireland' ","'19' ","'Firm choice' ",870
2009 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",115
2009 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",50
2009 ,"'Northern Ireland' ","'19' ","'Extra' ",10
2009 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",70
2009 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",60
2009 ,"'Northern Ireland' ","'19' ","'RPA' ",10
2009 ,"'Northern Ireland' ","'20' ","'Firm choice' ",445
2009 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",30
2009 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",50
2009 ,"'Northern Ireland' ","'20' ","'Extra' ",5
2009 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",30
2009 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",50
2009 ,"'Northern Ireland' ","'20' ","'RPA' ",10
2009 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1200
2009 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",35
2009 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",90
2009 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",15
2009 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",65
2009 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",75
2009 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",25
2009 ,"'Scotland' ","'17 and under' ","'Firm choice' ",685
2009 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",90
2009 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",35
2009 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2009 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",80
2009 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",40
2009 ,"'Scotland' ","'17 and under' ","'RPA' ",260
2009 ,"'Scotland' ","'18' ","'Firm choice' ",15580
2009 ,"'Scotland' ","'18' ","'Insurance choice' ",1980
2009 ,"'Scotland' ","'18' ","'Other main scheme choice' ",145
2009 ,"'Scotland' ","'18' ","'Extra' ",120
2009 ,"'Scotland' ","'18' ","'Adjustment' ",10
2009 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1495
2009 ,"'Scotland' ","'18' ","'Direct Clearing' ",75
2009 ,"'Scotland' ","'18' ","'RPA' ",665
2009 ,"'Scotland' ","'19' ","'Firm choice' ",4540
2009 ,"'Scotland' ","'19' ","'Insurance choice' ",305
2009 ,"'Scotland' ","'19' ","'Other main scheme choice' ",255
2009 ,"'Scotland' ","'19' ","'Extra' ",55
2009 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",395
2009 ,"'Scotland' ","'19' ","'Direct Clearing' ",110
2009 ,"'Scotland' ","'19' ","'RPA' ",715
2009 ,"'Scotland' ","'20' ","'Firm choice' ",2535
2009 ,"'Scotland' ","'20' ","'Insurance choice' ",110
2009 ,"'Scotland' ","'20' ","'Other main scheme choice' ",260
2009 ,"'Scotland' ","'20' ","'Extra' ",25
2009 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",165
2009 ,"'Scotland' ","'20' ","'Direct Clearing' ",120
2009 ,"'Scotland' ","'20' ","'RPA' ",630
2009 ,"'Scotland' ","'21 and over' ","'Firm choice' ",6895
2009 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",160
2009 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",1025
2009 ,"'Scotland' ","'21 and over' ","'Extra' ",60
2009 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",455
2009 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",470
2009 ,"'Scotland' ","'21 and over' ","'RPA' ",2520
2009 ,"'Wales' ","'17 and under' ","'Firm choice' ",80
2009 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2009 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",10
2009 ,"'Wales' ","'17 and under' ","'Extra' ",5
2009 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",20
2009 ,"'Wales' ","'17 and under' ","'RPA' ",10
2009 ,"'Wales' ","'18' ","'Firm choice' ",10200
2009 ,"'Wales' ","'18' ","'Insurance choice' ",1490
2009 ,"'Wales' ","'18' ","'Other main scheme choice' ",115
2009 ,"'Wales' ","'18' ","'Extra' ",145
2009 ,"'Wales' ","'18' ","'Adjustment' ",20
2009 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1535
2009 ,"'Wales' ","'18' ","'Direct Clearing' ",85
2009 ,"'Wales' ","'18' ","'RPA' ",185
2009 ,"'Wales' ","'19' ","'Firm choice' ",3520
2009 ,"'Wales' ","'19' ","'Insurance choice' ",245
2009 ,"'Wales' ","'19' ","'Other main scheme choice' ",200
2009 ,"'Wales' ","'19' ","'Extra' ",70
2009 ,"'Wales' ","'19' ","'Adjustment' ",5
2009 ,"'Wales' ","'19' ","'Main scheme Clearing' ",365
2009 ,"'Wales' ","'19' ","'Direct Clearing' ",140
2009 ,"'Wales' ","'19' ","'RPA' ",220
2009 ,"'Wales' ","'20' ","'Firm choice' ",1245
2009 ,"'Wales' ","'20' ","'Insurance choice' ",50
2009 ,"'Wales' ","'20' ","'Other main scheme choice' ",170
2009 ,"'Wales' ","'20' ","'Extra' ",15
2009 ,"'Wales' ","'20' ","'Main scheme Clearing' ",125
2009 ,"'Wales' ","'20' ","'Direct Clearing' ",120
2009 ,"'Wales' ","'20' ","'RPA' ",245
2009 ,"'Wales' ","'21 and over' ","'Firm choice' ",3385
2009 ,"'Wales' ","'21 and over' ","'Insurance choice' ",50
2009 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",625
2009 ,"'Wales' ","'21 and over' ","'Extra' ",25
2009 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",245
2009 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",420
2009 ,"'Wales' ","'21 and over' ","'RPA' ",1025
2010 ,"'England' ","'17 and under' ","'Firm choice' ",2565
2010 ,"'England' ","'17 and under' ","'Insurance choice' ",430
2010 ,"'England' ","'17 and under' ","'Other main scheme choice' ",160
2010 ,"'England' ","'17 and under' ","'Extra' ",45
2010 ,"'England' ","'17 and under' ","'Adjustment' ",5
2010 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",320
2010 ,"'England' ","'17 and under' ","'Direct Clearing' ",60
2010 ,"'England' ","'17 and under' ","'RPA' ",175
2010 ,"'England' ","'18' ","'Firm choice' ",143575
2010 ,"'England' ","'18' ","'Insurance choice' ",23325
2010 ,"'England' ","'18' ","'Other main scheme choice' ",1195
2010 ,"'England' ","'18' ","'Extra' ",2295
2010 ,"'England' ","'18' ","'Adjustment' ",225
2010 ,"'England' ","'18' ","'Main scheme Clearing' ",18215
2010 ,"'England' ","'18' ","'Direct Clearing' ",535
2010 ,"'England' ","'18' ","'RPA' ",1090
2010 ,"'England' ","'19' ","'Firm choice' ",67795
2010 ,"'England' ","'19' ","'Insurance choice' ",5055
2010 ,"'England' ","'19' ","'Other main scheme choice' ",1905
2010 ,"'England' ","'19' ","'Extra' ",1865
2010 ,"'England' ","'19' ","'Adjustment' ",75
2010 ,"'England' ","'19' ","'Main scheme Clearing' ",7520
2010 ,"'England' ","'19' ","'Direct Clearing' ",1270
2010 ,"'England' ","'19' ","'RPA' ",2110
2010 ,"'England' ","'20' ","'Firm choice' ",24395
2010 ,"'England' ","'20' ","'Insurance choice' ",1340
2010 ,"'England' ","'20' ","'Other main scheme choice' ",1660
2010 ,"'England' ","'20' ","'Extra' ",665
2010 ,"'England' ","'20' ","'Adjustment' ",15
2010 ,"'England' ","'20' ","'Main scheme Clearing' ",2635
2010 ,"'England' ","'20' ","'Direct Clearing' ",1185
2010 ,"'England' ","'20' ","'RPA' ",2875
2010 ,"'England' ","'21 and over' ","'Firm choice' ",62955
2010 ,"'England' ","'21 and over' ","'Insurance choice' ",1395
2010 ,"'England' ","'21 and over' ","'Other main scheme choice' ",7100
2010 ,"'England' ","'21 and over' ","'Extra' ",1340
2010 ,"'England' ","'21 and over' ","'Adjustment' ",5
2010 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",5630
2010 ,"'England' ","'21 and over' ","'Direct Clearing' ",4195
2010 ,"'England' ","'21 and over' ","'RPA' ",10915
2010 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",55
2010 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",15
2010 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4760
2010 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",1060
2010 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",10
2010 ,"'Northern Ireland' ","'18' ","'Extra' ",65
2010 ,"'Northern Ireland' ","'18' ","'Adjustment' ",20
2010 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",245
2010 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",5
2010 ,"'Northern Ireland' ","'18' ","'RPA' ",5
2010 ,"'Northern Ireland' ","'19' ","'Firm choice' ",975
2010 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",110
2010 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",35
2010 ,"'Northern Ireland' ","'19' ","'Extra' ",20
2010 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",35
2010 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",15
2010 ,"'Northern Ireland' ","'19' ","'RPA' ",15
2010 ,"'Northern Ireland' ","'20' ","'Firm choice' ",455
2010 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",35
2010 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",20
2010 ,"'Northern Ireland' ","'20' ","'Extra' ",10
2010 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",10
2010 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",10
2010 ,"'Northern Ireland' ","'20' ","'RPA' ",25
2010 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1445
2010 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",55
2010 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",70
2010 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",15
2010 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",70
2010 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",25
2010 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",60
2010 ,"'Scotland' ","'17 and under' ","'Firm choice' ",625
2010 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",75
2010 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",15
2010 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2010 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",60
2010 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",5
2010 ,"'Scotland' ","'17 and under' ","'RPA' ",165
2010 ,"'Scotland' ","'18' ","'Firm choice' ",15275
2010 ,"'Scotland' ","'18' ","'Insurance choice' ",2110
2010 ,"'Scotland' ","'18' ","'Other main scheme choice' ",60
2010 ,"'Scotland' ","'18' ","'Extra' ",155
2010 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",1070
2010 ,"'Scotland' ","'18' ","'Direct Clearing' ",15
2010 ,"'Scotland' ","'18' ","'RPA' ",650
2010 ,"'Scotland' ","'19' ","'Firm choice' ",4985
2010 ,"'Scotland' ","'19' ","'Insurance choice' ",355
2010 ,"'Scotland' ","'19' ","'Other main scheme choice' ",140
2010 ,"'Scotland' ","'19' ","'Extra' ",70
2010 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",265
2010 ,"'Scotland' ","'19' ","'Direct Clearing' ",30
2010 ,"'Scotland' ","'19' ","'RPA' ",570
2010 ,"'Scotland' ","'20' ","'Firm choice' ",2635
2010 ,"'Scotland' ","'20' ","'Insurance choice' ",100
2010 ,"'Scotland' ","'20' ","'Other main scheme choice' ",150
2010 ,"'Scotland' ","'20' ","'Extra' ",35
2010 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",150
2010 ,"'Scotland' ","'20' ","'Direct Clearing' ",40
2010 ,"'Scotland' ","'20' ","'RPA' ",490
2010 ,"'Scotland' ","'21 and over' ","'Firm choice' ",8145
2010 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",185
2010 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",660
2010 ,"'Scotland' ","'21 and over' ","'Extra' ",95
2010 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",420
2010 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",165
2010 ,"'Scotland' ","'21 and over' ","'RPA' ",2350
2010 ,"'Wales' ","'17 and under' ","'Firm choice' ",85
2010 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2010 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",5
2010 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",15
2010 ,"'Wales' ","'17 and under' ","'Direct Clearing' ",5
2010 ,"'Wales' ","'17 and under' ","'RPA' ",10
2010 ,"'Wales' ","'18' ","'Firm choice' ",9630
2010 ,"'Wales' ","'18' ","'Insurance choice' ",1500
2010 ,"'Wales' ","'18' ","'Other main scheme choice' ",65
2010 ,"'Wales' ","'18' ","'Extra' ",150
2010 ,"'Wales' ","'18' ","'Adjustment' ",20
2010 ,"'Wales' ","'18' ","'Main scheme Clearing' ",1465
2010 ,"'Wales' ","'18' ","'Direct Clearing' ",40
2010 ,"'Wales' ","'18' ","'RPA' ",125
2010 ,"'Wales' ","'19' ","'Firm choice' ",3830
2010 ,"'Wales' ","'19' ","'Insurance choice' ",215
2010 ,"'Wales' ","'19' ","'Other main scheme choice' ",105
2010 ,"'Wales' ","'19' ","'Extra' ",95
2010 ,"'Wales' ","'19' ","'Adjustment' ",5
2010 ,"'Wales' ","'19' ","'Main scheme Clearing' ",430
2010 ,"'Wales' ","'19' ","'Direct Clearing' ",95
2010 ,"'Wales' ","'19' ","'RPA' ",215
2010 ,"'Wales' ","'20' ","'Firm choice' ",1215
2010 ,"'Wales' ","'20' ","'Insurance choice' ",40
2010 ,"'Wales' ","'20' ","'Other main scheme choice' ",80
2010 ,"'Wales' ","'20' ","'Extra' ",30
2010 ,"'Wales' ","'20' ","'Main scheme Clearing' ",120
2010 ,"'Wales' ","'20' ","'Direct Clearing' ",60
2010 ,"'Wales' ","'20' ","'RPA' ",270
2010 ,"'Wales' ","'21 and over' ","'Firm choice' ",3405
2010 ,"'Wales' ","'21 and over' ","'Insurance choice' ",55
2010 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",300
2010 ,"'Wales' ","'21 and over' ","'Extra' ",65
2010 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",290
2010 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",220
2010 ,"'Wales' ","'21 and over' ","'RPA' ",905
2011 ,"'England' ","'17 and under' ","'Firm choice' ",2535
2011 ,"'England' ","'17 and under' ","'Insurance choice' ",440
2011 ,"'England' ","'17 and under' ","'Other main scheme choice' ",200
2011 ,"'England' ","'17 and under' ","'Extra' ",45
2011 ,"'England' ","'17 and under' ","'Adjustment' ",5
2011 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",315
2011 ,"'England' ","'17 and under' ","'Direct Clearing' ",50
2011 ,"'England' ","'17 and under' ","'RPA' ",115
2011 ,"'England' ","'18' ","'Firm choice' ",144945
2011 ,"'England' ","'18' ","'Insurance choice' ",24760
2011 ,"'England' ","'18' ","'Other main scheme choice' ",1235
2011 ,"'England' ","'18' ","'Extra' ",3285
2011 ,"'England' ","'18' ","'Adjustment' ",375
2011 ,"'England' ","'18' ","'Main scheme Clearing' ",20565
2011 ,"'England' ","'18' ","'Direct Clearing' ",690
2011 ,"'England' ","'18' ","'RPA' ",730
2011 ,"'England' ","'19' ","'Firm choice' ",70195
2011 ,"'England' ","'19' ","'Insurance choice' ",6320
2011 ,"'England' ","'19' ","'Other main scheme choice' ",2035
2011 ,"'England' ","'19' ","'Extra' ",2260
2011 ,"'England' ","'19' ","'Adjustment' ",90
2011 ,"'England' ","'19' ","'Main scheme Clearing' ",8700
2011 ,"'England' ","'19' ","'Direct Clearing' ",1230
2011 ,"'England' ","'19' ","'RPA' ",1285
2011 ,"'England' ","'20' ","'Firm choice' ",25080
2011 ,"'England' ","'20' ","'Insurance choice' ",1360
2011 ,"'England' ","'20' ","'Other main scheme choice' ",1790
2011 ,"'England' ","'20' ","'Extra' ",930
2011 ,"'England' ","'20' ","'Adjustment' ",15
2011 ,"'England' ","'20' ","'Main scheme Clearing' ",2650
2011 ,"'England' ","'20' ","'Direct Clearing' ",1180
2011 ,"'England' ","'20' ","'RPA' ",1440
2011 ,"'England' ","'21 and over' ","'Firm choice' ",60860
2011 ,"'England' ","'21 and over' ","'Insurance choice' ",1555
2011 ,"'England' ","'21 and over' ","'Other main scheme choice' ",7240
2011 ,"'England' ","'21 and over' ","'Extra' ",2080
2011 ,"'England' ","'21 and over' ","'Adjustment' ",15
2011 ,"'England' ","'21 and over' ","'Main scheme Clearing' ",5510
2011 ,"'England' ","'21 and over' ","'Direct Clearing' ",4300
2011 ,"'England' ","'21 and over' ","'RPA' ",6670
2011 ,"'Northern Ireland' ","'17 and under' ","'Firm choice' ",60
2011 ,"'Northern Ireland' ","'17 and under' ","'Insurance choice' ",15
2011 ,"'Northern Ireland' ","'18' ","'Firm choice' ",4455
2011 ,"'Northern Ireland' ","'18' ","'Insurance choice' ",990
2011 ,"'Northern Ireland' ","'18' ","'Other main scheme choice' ",10
2011 ,"'Northern Ireland' ","'18' ","'Extra' ",55
2011 ,"'Northern Ireland' ","'18' ","'Adjustment' ",15
2011 ,"'Northern Ireland' ","'18' ","'Main scheme Clearing' ",250
2011 ,"'Northern Ireland' ","'18' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'18' ","'RPA' ",5
2011 ,"'Northern Ireland' ","'19' ","'Firm choice' ",1070
2011 ,"'Northern Ireland' ","'19' ","'Insurance choice' ",180
2011 ,"'Northern Ireland' ","'19' ","'Other main scheme choice' ",20
2011 ,"'Northern Ireland' ","'19' ","'Extra' ",15
2011 ,"'Northern Ireland' ","'19' ","'Main scheme Clearing' ",50
2011 ,"'Northern Ireland' ","'19' ","'Direct Clearing' ",15
2011 ,"'Northern Ireland' ","'19' ","'RPA' ",20
2011 ,"'Northern Ireland' ","'20' ","'Firm choice' ",515
2011 ,"'Northern Ireland' ","'20' ","'Insurance choice' ",35
2011 ,"'Northern Ireland' ","'20' ","'Other main scheme choice' ",25
2011 ,"'Northern Ireland' ","'20' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'20' ","'Main scheme Clearing' ",25
2011 ,"'Northern Ireland' ","'20' ","'Direct Clearing' ",10
2011 ,"'Northern Ireland' ","'20' ","'RPA' ",30
2011 ,"'Northern Ireland' ","'21 and over' ","'Firm choice' ",1410
2011 ,"'Northern Ireland' ","'21 and over' ","'Insurance choice' ",45
2011 ,"'Northern Ireland' ","'21 and over' ","'Other main scheme choice' ",45
2011 ,"'Northern Ireland' ","'21 and over' ","'Extra' ",5
2011 ,"'Northern Ireland' ","'21 and over' ","'Main scheme Clearing' ",80
2011 ,"'Northern Ireland' ","'21 and over' ","'Direct Clearing' ",15
2011 ,"'Northern Ireland' ","'21 and over' ","'RPA' ",65
2011 ,"'Scotland' ","'17 and under' ","'Firm choice' ",620
2011 ,"'Scotland' ","'17 and under' ","'Insurance choice' ",90
2011 ,"'Scotland' ","'17 and under' ","'Other main scheme choice' ",20
2011 ,"'Scotland' ","'17 and under' ","'Extra' ",5
2011 ,"'Scotland' ","'17 and under' ","'Main scheme Clearing' ",40
2011 ,"'Scotland' ","'17 and under' ","'Direct Clearing' ",5
2011 ,"'Scotland' ","'17 and under' ","'RPA' ",95
2011 ,"'Scotland' ","'18' ","'Firm choice' ",14880
2011 ,"'Scotland' ","'18' ","'Insurance choice' ",1920
2011 ,"'Scotland' ","'18' ","'Other main scheme choice' ",95
2011 ,"'Scotland' ","'18' ","'Extra' ",180
2011 ,"'Scotland' ","'18' ","'Adjustment' ",10
2011 ,"'Scotland' ","'18' ","'Main scheme Clearing' ",810
2011 ,"'Scotland' ","'18' ","'Direct Clearing' ",15
2011 ,"'Scotland' ","'18' ","'RPA' ",390
2011 ,"'Scotland' ","'19' ","'Firm choice' ",5440
2011 ,"'Scotland' ","'19' ","'Insurance choice' ",410
2011 ,"'Scotland' ","'19' ","'Other main scheme choice' ",110
2011 ,"'Scotland' ","'19' ","'Extra' ",75
2011 ,"'Scotland' ","'19' ","'Adjustment' ",5
2011 ,"'Scotland' ","'19' ","'Main scheme Clearing' ",200
2011 ,"'Scotland' ","'19' ","'Direct Clearing' ",30
2011 ,"'Scotland' ","'19' ","'RPA' ",295
2011 ,"'Scotland' ","'20' ","'Firm choice' ",2740
2011 ,"'Scotland' ","'20' ","'Insurance choice' ",115
2011 ,"'Scotland' ","'20' ","'Other main scheme choice' ",130
2011 ,"'Scotland' ","'20' ","'Extra' ",55
2011 ,"'Scotland' ","'20' ","'Main scheme Clearing' ",120
2011 ,"'Scotland' ","'20' ","'Direct Clearing' ",35
2011 ,"'Scotland' ","'20' ","'RPA' ",430
2011 ,"'Scotland' ","'21 and over' ","'Firm choice' ",8105
2011 ,"'Scotland' ","'21 and over' ","'Insurance choice' ",150
2011 ,"'Scotland' ","'21 and over' ","'Other main scheme choice' ",615
2011 ,"'Scotland' ","'21 and over' ","'Extra' ",100
2011 ,"'Scotland' ","'21 and over' ","'Main scheme Clearing' ",265
2011 ,"'Scotland' ","'21 and over' ","'Direct Clearing' ",115
2011 ,"'Scotland' ","'21 and over' ","'RPA' ",2445
2011 ,"'Wales' ","'17 and under' ","'Firm choice' ",65
2011 ,"'Wales' ","'17 and under' ","'Insurance choice' ",15
2011 ,"'Wales' ","'17 and under' ","'Other main scheme choice' ",5
2011 ,"'Wales' ","'17 and under' ","'Main scheme Clearing' ",25
2011 ,"'Wales' ","'17 and under' ","'RPA' ",15
2011 ,"'Wales' ","'18' ","'Firm choice' ",9485
2011 ,"'Wales' ","'18' ","'Insurance choice' ",1555
2011 ,"'Wales' ","'18' ","'Other main scheme choice' ",85
2011 ,"'Wales' ","'18' ","'Extra' ",200
2011 ,"'Wales' ","'18' ","'Adjustment' ",15
2011 ,"'Wales' ","'18' ","'Main scheme Clearing' ",2290
2011 ,"'Wales' ","'18' ","'Direct Clearing' ",55
2011 ,"'Wales' ","'18' ","'RPA' ",140
2011 ,"'Wales' ","'19' ","'Firm choice' ",3575
2011 ,"'Wales' ","'19' ","'Insurance choice' ",275
2011 ,"'Wales' ","'19' ","'Other main scheme choice' ",130
2011 ,"'Wales' ","'19' ","'Extra' ",135
2011 ,"'Wales' ","'19' ","'Adjustment' ",5
2011 ,"'Wales' ","'19' ","'Main scheme Clearing' ",605
2011 ,"'Wales' ","'19' ","'Direct Clearing' ",90
2011 ,"'Wales' ","'19' ","'RPA' ",220
2011 ,"'Wales' ","'20' ","'Firm choice' ",1350
2011 ,"'Wales' ","'20' ","'Insurance choice' ",65
2011 ,"'Wales' ","'20' ","'Other main scheme choice' ",85
2011 ,"'Wales' ","'20' ","'Extra' ",35
2011 ,"'Wales' ","'20' ","'Main scheme Clearing' ",165
2011 ,"'Wales' ","'20' ","'Direct Clearing' ",75
2011 ,"'Wales' ","'20' ","'RPA' ",230
2011 ,"'Wales' ","'21 and over' ","'Firm choice' ",3375
2011 ,"'Wales' ","'21 and over' ","'Insurance choice' ",85
2011 ,"'Wales' ","'21 and over' ","'Other main scheme choice' ",320
2011 ,"'Wales' ","'21 and over' ","'Extra' ",80
2011 ,"'Wales' ","'21 and over' ","'Main scheme Clearing' ",375
2011 ,"'Wales' ","'21 and over' ","'Direct Clearing' ",210
2011 ,"'Wales' ","'21 and over' ","'RPA' ",810
2012 ,"'England' ","'17 and under' ","'Firm choice' ",2675
2012 ,"'England' ","'17 and under' ","'Insurance choice' ",385
2012 ,"'England' ","'17 and under' ","'Other main scheme choice' ",170
2012 ,"'England' ","'17 and under' ","'Extra' ",50
2012 ,"'England' ","'17 and under' ","'Adjustment' ",10
2012 ,"'England' ","'17 and under' ","'Main scheme Clearing' ",335
2012 ,"'England' ","'17 and under' ","'Direct Clearing' ",90
2012 ,"'England' ","'17 and under' ","'RPA' ",105
2012 ,"'England' ","'18' ","'Firm choice' ",146800
2012 ,"'England' ","'18' ","'Insurance choice' ",17470
2012 ,"'England' ","'18' ","'Other main scheme choice' ",1080
2012 ,"'England' ","'18' ","'Extra' ",2795
2012 ,"'England' ","'18' ","'Adjustment' ",960
2012 ,"'England' ","'18' ","'Main scheme Clearing' ",19785
2012 ,"'England' ","'18' ","'Direct Clearing' ",1305
2012 ,"'England' ","'18' ","'RPA' ",1160
2012 ,"'England' ","'19' ","'Firm choice' ",58890
2012 ,"'England' ","'19' ","'Insurance choice' ",4580
2012 ,"'England' ","'19' ","'Other main scheme choice' ",1720
2012 ,"'England' ","'19' ","'Extra' ",1695
2012 ,"'England' ","'19' ","'Adjustment' ",205
2012 ,"'England' ","'19' ","'Main scheme Clearing' ",8675
2012 ,"'England' ","'19' ","'Direct Clearing' ",2005
2012 ,"'England' ","'19' ","'RPA' ",1885
2012 ,"'England' ","'20' ","'Firm choice' ",21995
2012 ,"'England' ","'20' ","'Insurance choice' ",1115
2012 ,"'England' ","'20' ","'Other main scheme choice' ",1395
2012 ,"'England' ","'20' ","'Extra' ",720
2012 ,"'England' ","'20' ","'Adjustment' ",40
2012 ,"'England' ","'20' ","'Main scheme Clearing' ",2890
