"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2012 ,"'B50 Bournemouth University' ","'17 and under' ","'Women' ",10
2012 ,"'B50 Bournemouth University' ","'18' ","'Men' ",930
2012 ,"'B50 Bournemouth University' ","'18' ","'Women' ",1040
2012 ,"'B50 Bournemouth University' ","'19' ","'Men' ",400
2012 ,"'B50 Bournemouth University' ","'19' ","'Women' ",400
2012 ,"'B50 Bournemouth University' ","'20' ","'Men' ",150
2012 ,"'B50 Bournemouth University' ","'20' ","'Women' ",145
2012 ,"'B50 Bournemouth University' ","'21 and over' ","'Men' ",310
2012 ,"'B50 Bournemouth University' ","'21 and over' ","'Women' ",525
2012 ,"'B54 BPP University' ","'17 and under' ","'Men' ",5
2012 ,"'B54 BPP University' ","'18' ","'Men' ",75
2012 ,"'B54 BPP University' ","'18' ","'Women' ",135
2012 ,"'B54 BPP University' ","'19' ","'Men' ",80
2012 ,"'B54 BPP University' ","'19' ","'Women' ",90
2012 ,"'B54 BPP University' ","'20' ","'Men' ",80
2012 ,"'B54 BPP University' ","'20' ","'Women' ",65
2012 ,"'B54 BPP University' ","'21 and over' ","'Men' ",300
2012 ,"'B54 BPP University' ","'21 and over' ","'Women' ",220
2012 ,"'B56 The University of Bradford' ","'17 and under' ","'Men' ",25
2012 ,"'B56 The University of Bradford' ","'17 and under' ","'Women' ",20
2012 ,"'B56 The University of Bradford' ","'18' ","'Men' ",520
2012 ,"'B56 The University of Bradford' ","'18' ","'Women' ",615
2012 ,"'B56 The University of Bradford' ","'19' ","'Men' ",315
2012 ,"'B56 The University of Bradford' ","'19' ","'Women' ",300
2012 ,"'B56 The University of Bradford' ","'20' ","'Men' ",105
2012 ,"'B56 The University of Bradford' ","'20' ","'Women' ",125
2012 ,"'B56 The University of Bradford' ","'21 and over' ","'Men' ",260
2012 ,"'B56 The University of Bradford' ","'21 and over' ","'Women' ",460
2012 ,"'B60 Bradford College' ","'18' ","'Men' ",65
2012 ,"'B60 Bradford College' ","'18' ","'Women' ",150
2012 ,"'B60 Bradford College' ","'19' ","'Men' ",80
2012 ,"'B60 Bradford College' ","'19' ","'Women' ",100
2012 ,"'B60 Bradford College' ","'20' ","'Men' ",45
2012 ,"'B60 Bradford College' ","'20' ","'Women' ",60
2012 ,"'B60 Bradford College' ","'21 and over' ","'Men' ",125
2012 ,"'B60 Bradford College' ","'21 and over' ","'Women' ",215
2012 ,"'B70 Bridgwater College' ","'18' ","'Men' ",25
2012 ,"'B70 Bridgwater College' ","'18' ","'Women' ",5
2012 ,"'B70 Bridgwater College' ","'19' ","'Men' ",10
2012 ,"'B70 Bridgwater College' ","'19' ","'Women' ",5
2012 ,"'B70 Bridgwater College' ","'20' ","'Men' ",5
2012 ,"'B70 Bridgwater College' ","'21 and over' ","'Men' ",5
2012 ,"'B70 Bridgwater College' ","'21 and over' ","'Women' ",5
2012 ,"'B72 University of Brighton' ","'17 and under' ","'Men' ",15
2012 ,"'B72 University of Brighton' ","'17 and under' ","'Women' ",25
2012 ,"'B72 University of Brighton' ","'18' ","'Men' ",985
2012 ,"'B72 University of Brighton' ","'18' ","'Women' ",1185
2012 ,"'B72 University of Brighton' ","'19' ","'Men' ",530
2012 ,"'B72 University of Brighton' ","'19' ","'Women' ",630
2012 ,"'B72 University of Brighton' ","'20' ","'Men' ",255
2012 ,"'B72 University of Brighton' ","'20' ","'Women' ",270
2012 ,"'B72 University of Brighton' ","'21 and over' ","'Men' ",675
2012 ,"'B72 University of Brighton' ","'21 and over' ","'Women' ",845
2012 ,"'B74 Brighton and Sussex Medical School' ","'18' ","'Men' ",35
2012 ,"'B74 Brighton and Sussex Medical School' ","'18' ","'Women' ",45
2012 ,"'B74 Brighton and Sussex Medical School' ","'19' ","'Men' ",15
2012 ,"'B74 Brighton and Sussex Medical School' ","'19' ","'Women' ",20
2012 ,"'B74 Brighton and Sussex Medical School' ","'20' ","'Men' ",5
2012 ,"'B74 Brighton and Sussex Medical School' ","'21 and over' ","'Men' ",10
2012 ,"'B74 Brighton and Sussex Medical School' ","'21 and over' ","'Women' ",10
2012 ,"'B77 Bristol, City of Bristol College' ","'18' ","'Men' ",30
2012 ,"'B77 Bristol, City of Bristol College' ","'18' ","'Women' ",35
2012 ,"'B77 Bristol, City of Bristol College' ","'19' ","'Men' ",20
2012 ,"'B77 Bristol, City of Bristol College' ","'19' ","'Women' ",20
2012 ,"'B77 Bristol, City of Bristol College' ","'20' ","'Men' ",15
2012 ,"'B77 Bristol, City of Bristol College' ","'20' ","'Women' ",15
2012 ,"'B77 Bristol, City of Bristol College' ","'21 and over' ","'Men' ",50
2012 ,"'B77 Bristol, City of Bristol College' ","'21 and over' ","'Women' ",60
2012 ,"'B78 University of Bristol' ","'17 and under' ","'Men' ",35
2012 ,"'B78 University of Bristol' ","'17 and under' ","'Women' ",40
2012 ,"'B78 University of Bristol' ","'18' ","'Men' ",1640
2012 ,"'B78 University of Bristol' ","'18' ","'Women' ",1735
2012 ,"'B78 University of Bristol' ","'19' ","'Men' ",425
2012 ,"'B78 University of Bristol' ","'19' ","'Women' ",420
2012 ,"'B78 University of Bristol' ","'20' ","'Men' ",105
2012 ,"'B78 University of Bristol' ","'20' ","'Women' ",85
2012 ,"'B78 University of Bristol' ","'21 and over' ","'Men' ",130
2012 ,"'B78 University of Bristol' ","'21 and over' ","'Women' ",105
2012 ,"'B79 Bristol Filton College' ","'18' ","'Men' ",10
2012 ,"'B79 Bristol Filton College' ","'18' ","'Women' ",10
2012 ,"'B79 Bristol Filton College' ","'19' ","'Men' ",5
2012 ,"'B79 Bristol Filton College' ","'19' ","'Women' ",5
2012 ,"'B79 Bristol Filton College' ","'20' ","'Women' ",5
2012 ,"'B79 Bristol Filton College' ","'21 and over' ","'Men' ",5
2012 ,"'B79 Bristol Filton College' ","'21 and over' ","'Women' ",5
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'17 and under' ","'Men' ",20
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'17 and under' ","'Women' ",10
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'18' ","'Men' ",1320
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'18' ","'Women' ",1455
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'19' ","'Men' ",870
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'19' ","'Women' ",710
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'20' ","'Men' ",305
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'20' ","'Women' ",275
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'21 and over' ","'Men' ",565
2012 ,"'B80 Bristol, University of the West of England (UWE)' ","'21 and over' ","'Women' ",1050
2012 ,"'B81 British College of Osteopathic Medicine' ","'18' ","'Women' ",5
2012 ,"'B81 British College of Osteopathic Medicine' ","'19' ","'Men' ",5
2012 ,"'B81 British College of Osteopathic Medicine' ","'20' ","'Men' ",5
2012 ,"'B81 British College of Osteopathic Medicine' ","'21 and over' ","'Men' ",15
2012 ,"'B81 British College of Osteopathic Medicine' ","'21 and over' ","'Women' ",10
2012 ,"'B83 Brooklands College' ","'18' ","'Women' ",5
2012 ,"'B83 Brooklands College' ","'19' ","'Men' ",5
2012 ,"'B84 Brunel University London' ","'17 and under' ","'Men' ",20
2012 ,"'B84 Brunel University London' ","'17 and under' ","'Women' ",15
2012 ,"'B84 Brunel University London' ","'18' ","'Men' ",835
2012 ,"'B84 Brunel University London' ","'18' ","'Women' ",710
2012 ,"'B84 Brunel University London' ","'19' ","'Men' ",390
2012 ,"'B84 Brunel University London' ","'19' ","'Women' ",245
2012 ,"'B84 Brunel University London' ","'20' ","'Men' ",115
2012 ,"'B84 Brunel University London' ","'20' ","'Women' ",85
2012 ,"'B84 Brunel University London' ","'21 and over' ","'Men' ",210
2012 ,"'B84 Brunel University London' ","'21 and over' ","'Women' ",195
2012 ,"'B87 British School of Osteopathy' ","'18' ","'Women' ",15
2012 ,"'B87 British School of Osteopathy' ","'19' ","'Men' ",5
2012 ,"'B87 British School of Osteopathy' ","'19' ","'Women' ",5
2012 ,"'B87 British School of Osteopathy' ","'20' ","'Men' ",5
2012 ,"'B87 British School of Osteopathy' ","'21 and over' ","'Men' ",20
2012 ,"'B87 British School of Osteopathy' ","'21 and over' ","'Women' ",15
2012 ,"'B90 The University of Buckingham' ","'18' ","'Men' ",35
2012 ,"'B90 The University of Buckingham' ","'18' ","'Women' ",35
2012 ,"'B90 The University of Buckingham' ","'19' ","'Men' ",20
2012 ,"'B90 The University of Buckingham' ","'19' ","'Women' ",15
2012 ,"'B90 The University of Buckingham' ","'20' ","'Men' ",10
2012 ,"'B90 The University of Buckingham' ","'20' ","'Women' ",10
2012 ,"'B90 The University of Buckingham' ","'21 and over' ","'Men' ",20
2012 ,"'B90 The University of Buckingham' ","'21 and over' ","'Women' ",10
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'18' ","'Men' ",10
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'18' ","'Women' ",25
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'19' ","'Men' ",5
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'19' ","'Women' ",10
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'20' ","'Men' ",5
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'20' ","'Women' ",10
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'21 and over' ","'Men' ",10
2012 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'21 and over' ","'Women' ",20
2012 ,"'B94 Buckinghamshire New University' ","'17 and under' ","'Men' ",5
2012 ,"'B94 Buckinghamshire New University' ","'18' ","'Men' ",405
2012 ,"'B94 Buckinghamshire New University' ","'18' ","'Women' ",375
2012 ,"'B94 Buckinghamshire New University' ","'19' ","'Men' ",255
2012 ,"'B94 Buckinghamshire New University' ","'19' ","'Women' ",250
2012 ,"'B94 Buckinghamshire New University' ","'20' ","'Men' ",115
2012 ,"'B94 Buckinghamshire New University' ","'20' ","'Women' ",120
2012 ,"'B94 Buckinghamshire New University' ","'21 and over' ","'Men' ",295
2012 ,"'B94 Buckinghamshire New University' ","'21 and over' ","'Women' ",560
2012 ,"'C05 University of Cambridge' ","'17 and under' ","'Men' ",55
2012 ,"'C05 University of Cambridge' ","'17 and under' ","'Women' ",50
2012 ,"'C05 University of Cambridge' ","'18' ","'Men' ",1385
2012 ,"'C05 University of Cambridge' ","'18' ","'Women' ",1245
2012 ,"'C05 University of Cambridge' ","'19' ","'Men' ",240
2012 ,"'C05 University of Cambridge' ","'19' ","'Women' ",185
2012 ,"'C05 University of Cambridge' ","'20' ","'Men' ",55
2012 ,"'C05 University of Cambridge' ","'20' ","'Women' ",35
2012 ,"'C05 University of Cambridge' ","'21 and over' ","'Men' ",90
2012 ,"'C05 University of Cambridge' ","'21 and over' ","'Women' ",55
2012 ,"'C10 Canterbury Christ Church University' ","'17 and under' ","'Men' ",5
2012 ,"'C10 Canterbury Christ Church University' ","'17 and under' ","'Women' ",10
2012 ,"'C10 Canterbury Christ Church University' ","'18' ","'Men' ",640
2012 ,"'C10 Canterbury Christ Church University' ","'18' ","'Women' ",1120
2012 ,"'C10 Canterbury Christ Church University' ","'19' ","'Men' ",300
2012 ,"'C10 Canterbury Christ Church University' ","'19' ","'Women' ",415
2012 ,"'C10 Canterbury Christ Church University' ","'20' ","'Men' ",135
2012 ,"'C10 Canterbury Christ Church University' ","'20' ","'Women' ",155
2012 ,"'C10 Canterbury Christ Church University' ","'21 and over' ","'Men' ",285
2012 ,"'C10 Canterbury Christ Church University' ","'21 and over' ","'Women' ",610
2012 ,"'C15 Cardiff University' ","'17 and under' ","'Men' ",35
2012 ,"'C15 Cardiff University' ","'17 and under' ","'Women' ",35
2012 ,"'C15 Cardiff University' ","'18' ","'Men' ",1530
2012 ,"'C15 Cardiff University' ","'18' ","'Women' ",2185
2012 ,"'C15 Cardiff University' ","'19' ","'Men' ",450
2012 ,"'C15 Cardiff University' ","'19' ","'Women' ",475
2012 ,"'C15 Cardiff University' ","'20' ","'Men' ",125
2012 ,"'C15 Cardiff University' ","'20' ","'Women' ",195
2012 ,"'C15 Cardiff University' ","'21 and over' ","'Men' ",330
2012 ,"'C15 Cardiff University' ","'21 and over' ","'Women' ",440
2012 ,"'C20 Cardiff Metropolitan University' ","'17 and under' ","'Men' ",5
2012 ,"'C20 Cardiff Metropolitan University' ","'17 and under' ","'Women' ",5
2012 ,"'C20 Cardiff Metropolitan University' ","'18' ","'Men' ",450
2012 ,"'C20 Cardiff Metropolitan University' ","'18' ","'Women' ",625
2012 ,"'C20 Cardiff Metropolitan University' ","'19' ","'Men' ",260
2012 ,"'C20 Cardiff Metropolitan University' ","'19' ","'Women' ",345
2012 ,"'C20 Cardiff Metropolitan University' ","'20' ","'Men' ",110
2012 ,"'C20 Cardiff Metropolitan University' ","'20' ","'Women' ",140
2012 ,"'C20 Cardiff Metropolitan University' ","'21 and over' ","'Men' ",305
2012 ,"'C20 Cardiff Metropolitan University' ","'21 and over' ","'Women' ",405
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'18' ","'Men' ",20
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'18' ","'Women' ",15
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'19' ","'Women' ",20
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'20' ","'Men' ",5
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'20' ","'Women' ",15
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'21 and over' ","'Men' ",10
2012 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'21 and over' ","'Women' ",20
2012 ,"'C24 Carshalton College' ","'20' ","'Women' ",5
2012 ,"'C24 Carshalton College' ","'21 and over' ","'Women' ",35
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'17 and under' ","'Women' ",5
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'18' ","'Men' ",1035
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'18' ","'Women' ",1215
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'19' ","'Men' ",445
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'19' ","'Women' ",570
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'20' ","'Men' ",235
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'20' ","'Women' ",255
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'21 and over' ","'Men' ",575
2012 ,"'C30 University of Central Lancashire (UCLan)' ","'21 and over' ","'Women' ",985
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'18' ","'Men' ",30
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'18' ","'Women' ",70
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'19' ","'Men' ",15
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'19' ","'Women' ",30
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'20' ","'Men' ",10
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'20' ","'Women' ",20
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'21 and over' ","'Men' ",20
2012 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'21 and over' ","'Women' ",35
2012 ,"'C55 University of Chester' ","'18' ","'Men' ",585
2012 ,"'C55 University of Chester' ","'18' ","'Women' ",1125
2012 ,"'C55 University of Chester' ","'19' ","'Men' ",210
2012 ,"'C55 University of Chester' ","'19' ","'Women' ",340
2012 ,"'C55 University of Chester' ","'20' ","'Men' ",80
2012 ,"'C55 University of Chester' ","'20' ","'Women' ",130
2012 ,"'C55 University of Chester' ","'21 and over' ","'Men' ",170
2012 ,"'C55 University of Chester' ","'21 and over' ","'Women' ",420
2012 ,"'C57 Chichester College' ","'18' ","'Men' ",5
2012 ,"'C57 Chichester College' ","'18' ","'Women' ",15
2012 ,"'C57 Chichester College' ","'19' ","'Men' ",10
2012 ,"'C57 Chichester College' ","'19' ","'Women' ",5
2012 ,"'C57 Chichester College' ","'20' ","'Men' ",15
2012 ,"'C57 Chichester College' ","'20' ","'Women' ",5
2012 ,"'C57 Chichester College' ","'21 and over' ","'Men' ",10
2012 ,"'C57 Chichester College' ","'21 and over' ","'Women' ",10
2012 ,"'C58 University of Chichester' ","'18' ","'Men' ",380
2012 ,"'C58 University of Chichester' ","'18' ","'Women' ",610
2012 ,"'C58 University of Chichester' ","'19' ","'Men' ",130
2012 ,"'C58 University of Chichester' ","'19' ","'Women' ",150
2012 ,"'C58 University of Chichester' ","'20' ","'Men' ",55
2012 ,"'C58 University of Chichester' ","'20' ","'Women' ",50
2012 ,"'C58 University of Chichester' ","'21 and over' ","'Men' ",95
2012 ,"'C58 University of Chichester' ","'21 and over' ","'Women' ",120
2012 ,"'C60 City, University of London' ","'17 and under' ","'Men' ",30
2012 ,"'C60 City, University of London' ","'17 and under' ","'Women' ",40
2012 ,"'C60 City, University of London' ","'18' ","'Men' ",575
2012 ,"'C60 City, University of London' ","'18' ","'Women' ",620
2012 ,"'C60 City, University of London' ","'19' ","'Men' ",320
2012 ,"'C60 City, University of London' ","'19' ","'Women' ",305
2012 ,"'C60 City, University of London' ","'20' ","'Men' ",140
2012 ,"'C60 City, University of London' ","'20' ","'Women' ",120
2012 ,"'C60 City, University of London' ","'21 and over' ","'Men' ",270
2012 ,"'C60 City, University of London' ","'21 and over' ","'Women' ",455
2012 ,"'C64 City College Coventry' ","'18' ","'Men' ",10
2012 ,"'C64 City College Coventry' ","'18' ","'Women' ",10
2012 ,"'C64 City College Coventry' ","'19' ","'Men' ",5
2012 ,"'C64 City College Coventry' ","'19' ","'Women' ",5
2012 ,"'C64 City College Coventry' ","'21 and over' ","'Women' ",5
2012 ,"'C65 City and Islington College' ","'18' ","'Women' ",5
2012 ,"'C65 City and Islington College' ","'20' ","'Men' ",5
2012 ,"'C65 City and Islington College' ","'21 and over' ","'Men' ",5
2012 ,"'C69 City of Sunderland College' ","'18' ","'Men' ",10
2012 ,"'C69 City of Sunderland College' ","'18' ","'Women' ",10
2012 ,"'C69 City of Sunderland College' ","'19' ","'Men' ",5
2012 ,"'C69 City of Sunderland College' ","'19' ","'Women' ",10
2012 ,"'C69 City of Sunderland College' ","'20' ","'Men' ",5
2012 ,"'C69 City of Sunderland College' ","'21 and over' ","'Men' ",5
2012 ,"'C69 City of Sunderland College' ","'21 and over' ","'Women' ",15
2012 ,"'C71 Cleveland College of Art and Design' ","'18' ","'Men' ",15
2012 ,"'C71 Cleveland College of Art and Design' ","'18' ","'Women' ",75
2012 ,"'C71 Cleveland College of Art and Design' ","'19' ","'Men' ",5
2012 ,"'C71 Cleveland College of Art and Design' ","'19' ","'Women' ",45
2012 ,"'C71 Cleveland College of Art and Design' ","'20' ","'Men' ",5
2012 ,"'C71 Cleveland College of Art and Design' ","'20' ","'Women' ",25
2012 ,"'C71 Cleveland College of Art and Design' ","'21 and over' ","'Men' ",15
2012 ,"'C71 Cleveland College of Art and Design' ","'21 and over' ","'Women' ",35
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'18' ","'Men' ",45
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'18' ","'Women' ",95
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'19' ","'Men' ",30
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'19' ","'Women' ",50
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'20' ","'Men' ",25
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'20' ","'Women' ",35
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'21 and over' ","'Men' ",45
2012 ,"'C75 University Centre Colchester at Colchester Institute' ","'21 and over' ","'Women' ",65
2012 ,"'C78 Cornwall College' ","'18' ","'Men' ",40
2012 ,"'C78 Cornwall College' ","'18' ","'Women' ",55
2012 ,"'C78 Cornwall College' ","'19' ","'Men' ",35
2012 ,"'C78 Cornwall College' ","'19' ","'Women' ",35
2012 ,"'C78 Cornwall College' ","'20' ","'Men' ",30
2012 ,"'C78 Cornwall College' ","'20' ","'Women' ",25
2012 ,"'C78 Cornwall College' ","'21 and over' ","'Men' ",105
2012 ,"'C78 Cornwall College' ","'21 and over' ","'Women' ",170
2012 ,"'C80 Courtauld Institute of Art (University of London)' ","'18' ","'Women' ",35
2012 ,"'C80 Courtauld Institute of Art (University of London)' ","'19' ","'Men' ",5
2012 ,"'C80 Courtauld Institute of Art (University of London)' ","'19' ","'Women' ",5
2012 ,"'C85 Coventry University' ","'17 and under' ","'Men' ",15
2012 ,"'C85 Coventry University' ","'17 and under' ","'Women' ",10
2012 ,"'C85 Coventry University' ","'18' ","'Men' ",1190
2012 ,"'C85 Coventry University' ","'18' ","'Women' ",1380
2012 ,"'C85 Coventry University' ","'19' ","'Men' ",665
2012 ,"'C85 Coventry University' ","'19' ","'Women' ",620
2012 ,"'C85 Coventry University' ","'20' ","'Men' ",210
2012 ,"'C85 Coventry University' ","'20' ","'Women' ",185
2012 ,"'C85 Coventry University' ","'21 and over' ","'Men' ",505
2012 ,"'C85 Coventry University' ","'21 and over' ","'Women' ",650
2012 ,"'C88 Craven College' ","'18' ","'Men' ",10
2012 ,"'C88 Craven College' ","'18' ","'Women' ",15
2012 ,"'C88 Craven College' ","'19' ","'Men' ",5
2012 ,"'C88 Craven College' ","'19' ","'Women' ",10
2012 ,"'C88 Craven College' ","'20' ","'Men' ",5
2012 ,"'C88 Craven College' ","'21 and over' ","'Men' ",10
2012 ,"'C88 Craven College' ","'21 and over' ","'Women' ",5
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'18' ","'Men' ",5
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'18' ","'Women' ",20
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'19' ","'Men' ",5
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'19' ","'Women' ",20
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'20' ","'Men' ",5
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'20' ","'Women' ",25
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'21 and over' ","'Men' ",35
2012 ,"'C92 University Centre, Croydon (Croydon College)' ","'21 and over' ","'Women' ",165
2012 ,"'C93 University for the Creative Arts (UCA)' ","'17 and under' ","'Women' ",10
2012 ,"'C93 University for the Creative Arts (UCA)' ","'18' ","'Men' ",155
2012 ,"'C93 University for the Creative Arts (UCA)' ","'18' ","'Women' ",470
2012 ,"'C93 University for the Creative Arts (UCA)' ","'19' ","'Men' ",160
2012 ,"'C93 University for the Creative Arts (UCA)' ","'19' ","'Women' ",475
2012 ,"'C93 University for the Creative Arts (UCA)' ","'20' ","'Men' ",80
2012 ,"'C93 University for the Creative Arts (UCA)' ","'20' ","'Women' ",145
2012 ,"'C93 University for the Creative Arts (UCA)' ","'21 and over' ","'Men' ",80
2012 ,"'C93 University for the Creative Arts (UCA)' ","'21 and over' ","'Women' ",160
2012 ,"'C99 University of Cumbria' ","'18' ","'Men' ",275
2012 ,"'C99 University of Cumbria' ","'18' ","'Women' ",660
2012 ,"'C99 University of Cumbria' ","'19' ","'Men' ",125
2012 ,"'C99 University of Cumbria' ","'19' ","'Women' ",235
2012 ,"'C99 University of Cumbria' ","'20' ","'Men' ",70
2012 ,"'C99 University of Cumbria' ","'20' ","'Women' ",105
2012 ,"'C99 University of Cumbria' ","'21 and over' ","'Men' ",165
2012 ,"'C99 University of Cumbria' ","'21 and over' ","'Women' ",315
2012 ,"'D22 Dearne Valley College' ","'18' ","'Men' ",20
2012 ,"'D22 Dearne Valley College' ","'18' ","'Women' ",25
2012 ,"'D22 Dearne Valley College' ","'19' ","'Men' ",5
2012 ,"'D22 Dearne Valley College' ","'19' ","'Women' ",10
2012 ,"'D22 Dearne Valley College' ","'21 and over' ","'Men' ",5
2012 ,"'D22 Dearne Valley College' ","'21 and over' ","'Women' ",5
2012 ,"'D26 De Montfort University' ","'17 and under' ","'Men' ",5
2012 ,"'D26 De Montfort University' ","'17 and under' ","'Women' ",10
2012 ,"'D26 De Montfort University' ","'18' ","'Men' ",820
2012 ,"'D26 De Montfort University' ","'18' ","'Women' ",1310
2012 ,"'D26 De Montfort University' ","'19' ","'Men' ",520
2012 ,"'D26 De Montfort University' ","'19' ","'Women' ",625
2012 ,"'D26 De Montfort University' ","'20' ","'Men' ",180
2012 ,"'D26 De Montfort University' ","'20' ","'Women' ",220
2012 ,"'D26 De Montfort University' ","'21 and over' ","'Men' ",350
2012 ,"'D26 De Montfort University' ","'21 and over' ","'Women' ",600
2012 ,"'D39 University of Derby' ","'18' ","'Men' ",585
2012 ,"'D39 University of Derby' ","'18' ","'Women' ",760
2012 ,"'D39 University of Derby' ","'19' ","'Men' ",330
2012 ,"'D39 University of Derby' ","'19' ","'Women' ",295
2012 ,"'D39 University of Derby' ","'20' ","'Men' ",140
2012 ,"'D39 University of Derby' ","'20' ","'Women' ",145
2012 ,"'D39 University of Derby' ","'21 and over' ","'Men' ",320
2012 ,"'D39 University of Derby' ","'21 and over' ","'Women' ",415
2012 ,"'D52 Doncaster College' ","'18' ","'Men' ",20
2012 ,"'D52 Doncaster College' ","'18' ","'Women' ",35
2012 ,"'D52 Doncaster College' ","'19' ","'Men' ",15
2012 ,"'D52 Doncaster College' ","'19' ","'Women' ",30
2012 ,"'D52 Doncaster College' ","'20' ","'Men' ",35
2012 ,"'D52 Doncaster College' ","'20' ","'Women' ",35
2012 ,"'D52 Doncaster College' ","'21 and over' ","'Men' ",50
2012 ,"'D52 Doncaster College' ","'21 and over' ","'Women' ",90
2012 ,"'D55 Duchy College' ","'18' ","'Men' ",35
2012 ,"'D55 Duchy College' ","'18' ","'Women' ",45
2012 ,"'D55 Duchy College' ","'19' ","'Men' ",10
2012 ,"'D55 Duchy College' ","'19' ","'Women' ",15
2012 ,"'D55 Duchy College' ","'20' ","'Men' ",10
2012 ,"'D55 Duchy College' ","'20' ","'Women' ",10
2012 ,"'D55 Duchy College' ","'21 and over' ","'Men' ",30
2012 ,"'D55 Duchy College' ","'21 and over' ","'Women' ",25
2012 ,"'D58 Dudley College of Technology' ","'18' ","'Men' ",10
2012 ,"'D58 Dudley College of Technology' ","'19' ","'Men' ",5
2012 ,"'D58 Dudley College of Technology' ","'20' ","'Men' ",5
2012 ,"'D58 Dudley College of Technology' ","'21 and over' ","'Men' ",5
2012 ,"'D58 Dudley College of Technology' ","'21 and over' ","'Women' ",5
2012 ,"'D65 University of Dundee' ","'17 and under' ","'Men' ",10
2012 ,"'D65 University of Dundee' ","'17 and under' ","'Women' ",20
2012 ,"'D65 University of Dundee' ","'18' ","'Men' ",350
2012 ,"'D65 University of Dundee' ","'18' ","'Women' ",650
2012 ,"'D65 University of Dundee' ","'19' ","'Men' ",175
2012 ,"'D65 University of Dundee' ","'19' ","'Women' ",290
2012 ,"'D65 University of Dundee' ","'20' ","'Men' ",50
2012 ,"'D65 University of Dundee' ","'20' ","'Women' ",100
2012 ,"'D65 University of Dundee' ","'21 and over' ","'Men' ",180
2012 ,"'D65 University of Dundee' ","'21 and over' ","'Women' ",310
2012 ,"'D86 Durham University' ","'17 and under' ","'Men' ",35
2012 ,"'D86 Durham University' ","'17 and under' ","'Women' ",50
2012 ,"'D86 Durham University' ","'18' ","'Men' ",1300
