"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_024_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Firm choice' ",3245
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Insurance choice' ",290
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Other main scheme choice' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Extra' ",185
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Adjustment' ",15
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",640
2015 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Direct Clearing' ",15
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Firm choice' ",3935
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Insurance choice' ",455
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Other main scheme choice' ",15
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Extra' ",160
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Adjustment' ",10
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Main scheme Clearing' ",705
2015 ,"'Group B Subjects allied to Medicine' ","'State' ","'Direct Clearing' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Firm choice' ",1595
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Insurance choice' ",55
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",65
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Extra' ",75
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Main scheme Clearing' ",250
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Direct Clearing' ",125
2015 ,"'Group B Subjects allied to Medicine' ","'Other' ","'RPA' ",95
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Firm choice' ",7135
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Insurance choice' ",1220
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Other main scheme choice' ",15
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Extra' ",105
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Adjustment' ",25
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",1385
2015 ,"'Group C Biological Sciences' ","'Academy' ","'Direct Clearing' ",35
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Firm choice' ",3785
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Insurance choice' ",285
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Other main scheme choice' ",40
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Extra' ",100
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Adjustment' ",15
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Main scheme Clearing' ",420
2015 ,"'Group C Biological Sciences' ","'Further education' ","'Direct Clearing' ",25
2015 ,"'Group C Biological Sciences' ","'Grammar' ","'Firm choice' ",605
2015 ,"'Group C Biological Sciences' ","'Grammar' ","'Insurance choice' ",155
2015 ,"'Group C Biological Sciences' ","'Grammar' ","'Extra' ",5
2015 ,"'Group C Biological Sciences' ","'Grammar' ","'Adjustment' ",5
2015 ,"'Group C Biological Sciences' ","'Grammar' ","'Main scheme Clearing' ",120
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Firm choice' ",1905
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Insurance choice' ",405
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Other main scheme choice' ",5
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Extra' ",10
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Adjustment' ",5
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Main scheme Clearing' ",370
2015 ,"'Group C Biological Sciences' ","'Independent' ","'Direct Clearing' ",10
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Firm choice' ",5305
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Insurance choice' ",735
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Other main scheme choice' ",20
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Extra' ",110
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Adjustment' ",30
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",880
2015 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Direct Clearing' ",45
2015 ,"'Group C Biological Sciences' ","'State' ","'Firm choice' ",6180
2015 ,"'Group C Biological Sciences' ","'State' ","'Insurance choice' ",1025
2015 ,"'Group C Biological Sciences' ","'State' ","'Other main scheme choice' ",20
2015 ,"'Group C Biological Sciences' ","'State' ","'Extra' ",125
2015 ,"'Group C Biological Sciences' ","'State' ","'Adjustment' ",25
2015 ,"'Group C Biological Sciences' ","'State' ","'Main scheme Clearing' ",1055
2015 ,"'Group C Biological Sciences' ","'State' ","'Direct Clearing' ",15
2015 ,"'Group C Biological Sciences' ","'Other' ","'Firm choice' ",2135
2015 ,"'Group C Biological Sciences' ","'Other' ","'Insurance choice' ",85
2015 ,"'Group C Biological Sciences' ","'Other' ","'Other main scheme choice' ",125
2015 ,"'Group C Biological Sciences' ","'Other' ","'Extra' ",65
2015 ,"'Group C Biological Sciences' ","'Other' ","'Adjustment' ",5
2015 ,"'Group C Biological Sciences' ","'Other' ","'Main scheme Clearing' ",260
2015 ,"'Group C Biological Sciences' ","'Other' ","'Direct Clearing' ",260
2015 ,"'Group C Biological Sciences' ","'Other' ","'RPA' ",380
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Firm choice' ",620
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Insurance choice' ",70
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Other main scheme choice' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Extra' ",20
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Main scheme Clearing' ",80
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Firm choice' ",855
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Insurance choice' ",30
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Other main scheme choice' ",15
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Extra' ",15
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Main scheme Clearing' ",50
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Direct Clearing' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Firm choice' ",110
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Insurance choice' ",20
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Main scheme Clearing' ",15
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Firm choice' ",315
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Insurance choice' ",40
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Extra' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Main scheme Clearing' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Firm choice' ",480
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Insurance choice' ",35
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Other main scheme choice' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Extra' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Main scheme Clearing' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Direct Clearing' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Firm choice' ",645
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Insurance choice' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Other main scheme choice' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Extra' ",20
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Main scheme Clearing' ",75
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Firm choice' ",620
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Insurance choice' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Other main scheme choice' ",35
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Extra' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Main scheme Clearing' ",40
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Direct Clearing' ",70
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'RPA' ",65
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Firm choice' ",3510
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Insurance choice' ",735
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Other main scheme choice' ",5
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Extra' ",15
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Adjustment' ",15
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Main scheme Clearing' ",605
2015 ,"'Group F Physical Sciences' ","'Academy' ","'Direct Clearing' ",10
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Firm choice' ",825
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Insurance choice' ",125
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Other main scheme choice' ",10
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Extra' ",10
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Adjustment' ",5
2015 ,"'Group F Physical Sciences' ","'Further education' ","'Main scheme Clearing' ",120
2015 ,"'Group F Physical Sciences' ","'Grammar' ","'Firm choice' ",480
2015 ,"'Group F Physical Sciences' ","'Grammar' ","'Insurance choice' ",95
2015 ,"'Group F Physical Sciences' ","'Grammar' ","'Main scheme Clearing' ",40
2015 ,"'Group F Physical Sciences' ","'Independent' ","'Firm choice' ",1500
2015 ,"'Group F Physical Sciences' ","'Independent' ","'Insurance choice' ",265
2015 ,"'Group F Physical Sciences' ","'Independent' ","'Extra' ",10
2015 ,"'Group F Physical Sciences' ","'Independent' ","'Adjustment' ",5
2015 ,"'Group F Physical Sciences' ","'Independent' ","'Main scheme Clearing' ",195
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Firm choice' ",2230
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Insurance choice' ",385
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Other main scheme choice' ",10
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Extra' ",20
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Adjustment' ",10
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",340
2015 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Direct Clearing' ",5
2015 ,"'Group F Physical Sciences' ","'State' ","'Firm choice' ",3100
2015 ,"'Group F Physical Sciences' ","'State' ","'Insurance choice' ",540
2015 ,"'Group F Physical Sciences' ","'State' ","'Other main scheme choice' ",5
2015 ,"'Group F Physical Sciences' ","'State' ","'Extra' ",30
2015 ,"'Group F Physical Sciences' ","'State' ","'Adjustment' ",5
2015 ,"'Group F Physical Sciences' ","'State' ","'Main scheme Clearing' ",475
2015 ,"'Group F Physical Sciences' ","'State' ","'Direct Clearing' ",5
2015 ,"'Group F Physical Sciences' ","'Other' ","'Firm choice' ",535
2015 ,"'Group F Physical Sciences' ","'Other' ","'Insurance choice' ",45
2015 ,"'Group F Physical Sciences' ","'Other' ","'Other main scheme choice' ",45
2015 ,"'Group F Physical Sciences' ","'Other' ","'Extra' ",10
2015 ,"'Group F Physical Sciences' ","'Other' ","'Main scheme Clearing' ",70
2015 ,"'Group F Physical Sciences' ","'Other' ","'Direct Clearing' ",80
2015 ,"'Group F Physical Sciences' ","'Other' ","'RPA' ",60
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Firm choice' ",1445
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Insurance choice' ",460
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Extra' ",15
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Adjustment' ",10
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Main scheme Clearing' ",275
2015 ,"'Group G Mathematical Sciences' ","'Academy' ","'Direct Clearing' ",5
2015 ,"'Group G Mathematical Sciences' ","'Further education' ","'Firm choice' ",195
2015 ,"'Group G Mathematical Sciences' ","'Further education' ","'Insurance choice' ",60
2015 ,"'Group G Mathematical Sciences' ","'Further education' ","'Extra' ",5
2015 ,"'Group G Mathematical Sciences' ","'Further education' ","'Main scheme Clearing' ",30
2015 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Firm choice' ",210
2015 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Insurance choice' ",45
2015 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Main scheme Clearing' ",25
2015 ,"'Group G Mathematical Sciences' ","'Independent' ","'Firm choice' ",410
2015 ,"'Group G Mathematical Sciences' ","'Independent' ","'Insurance choice' ",110
2015 ,"'Group G Mathematical Sciences' ","'Independent' ","'Main scheme Clearing' ",50
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Firm choice' ",820
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Insurance choice' ",230
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Extra' ",5
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Adjustment' ",5
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",160
2015 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Direct Clearing' ",5
2015 ,"'Group G Mathematical Sciences' ","'State' ","'Firm choice' ",1130
2015 ,"'Group G Mathematical Sciences' ","'State' ","'Insurance choice' ",315
2015 ,"'Group G Mathematical Sciences' ","'State' ","'Extra' ",10
2015 ,"'Group G Mathematical Sciences' ","'State' ","'Adjustment' ",10
2015 ,"'Group G Mathematical Sciences' ","'State' ","'Main scheme Clearing' ",195
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'Firm choice' ",180
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'Insurance choice' ",20
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'Other main scheme choice' ",15
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'Main scheme Clearing' ",30
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'Direct Clearing' ",45
2015 ,"'Group G Mathematical Sciences' ","'Other' ","'RPA' ",25
2015 ,"'Group H Engineering' ","'Academy' ","'Firm choice' ",2875
2015 ,"'Group H Engineering' ","'Academy' ","'Insurance choice' ",840
2015 ,"'Group H Engineering' ","'Academy' ","'Other main scheme choice' ",5
2015 ,"'Group H Engineering' ","'Academy' ","'Extra' ",20
2015 ,"'Group H Engineering' ","'Academy' ","'Adjustment' ",15
2015 ,"'Group H Engineering' ","'Academy' ","'Main scheme Clearing' ",765
2015 ,"'Group H Engineering' ","'Academy' ","'Direct Clearing' ",20
2015 ,"'Group H Engineering' ","'Further education' ","'Firm choice' ",1355
2015 ,"'Group H Engineering' ","'Further education' ","'Insurance choice' ",175
2015 ,"'Group H Engineering' ","'Further education' ","'Other main scheme choice' ",10
2015 ,"'Group H Engineering' ","'Further education' ","'Extra' ",15
2015 ,"'Group H Engineering' ","'Further education' ","'Adjustment' ",10
2015 ,"'Group H Engineering' ","'Further education' ","'Main scheme Clearing' ",220
2015 ,"'Group H Engineering' ","'Further education' ","'Direct Clearing' ",25
2015 ,"'Group H Engineering' ","'Grammar' ","'Firm choice' ",565
2015 ,"'Group H Engineering' ","'Grammar' ","'Insurance choice' ",185
2015 ,"'Group H Engineering' ","'Grammar' ","'Extra' ",5
2015 ,"'Group H Engineering' ","'Grammar' ","'Adjustment' ",5
2015 ,"'Group H Engineering' ","'Grammar' ","'Main scheme Clearing' ",95
2015 ,"'Group H Engineering' ","'Independent' ","'Firm choice' ",1415
2015 ,"'Group H Engineering' ","'Independent' ","'Insurance choice' ",345
2015 ,"'Group H Engineering' ","'Independent' ","'Extra' ",5
2015 ,"'Group H Engineering' ","'Independent' ","'Main scheme Clearing' ",245
2015 ,"'Group H Engineering' ","'Independent' ","'Direct Clearing' ",5
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Firm choice' ",1825
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Insurance choice' ",445
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Other main scheme choice' ",15
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Extra' ",35
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Adjustment' ",10
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Main scheme Clearing' ",435
2015 ,"'Group H Engineering' ","'Sixth form college' ","'Direct Clearing' ",20
2015 ,"'Group H Engineering' ","'State' ","'Firm choice' ",3200
2015 ,"'Group H Engineering' ","'State' ","'Insurance choice' ",670
2015 ,"'Group H Engineering' ","'State' ","'Other main scheme choice' ",10
2015 ,"'Group H Engineering' ","'State' ","'Extra' ",45
2015 ,"'Group H Engineering' ","'State' ","'Adjustment' ",15
2015 ,"'Group H Engineering' ","'State' ","'Main scheme Clearing' ",595
2015 ,"'Group H Engineering' ","'State' ","'Direct Clearing' ",10
2015 ,"'Group H Engineering' ","'Other' ","'Firm choice' ",830
2015 ,"'Group H Engineering' ","'Other' ","'Insurance choice' ",75
2015 ,"'Group H Engineering' ","'Other' ","'Other main scheme choice' ",75
2015 ,"'Group H Engineering' ","'Other' ","'Extra' ",15
2015 ,"'Group H Engineering' ","'Other' ","'Adjustment' ",5
2015 ,"'Group H Engineering' ","'Other' ","'Main scheme Clearing' ",150
2015 ,"'Group H Engineering' ","'Other' ","'Direct Clearing' ",205
2015 ,"'Group H Engineering' ","'Other' ","'RPA' ",250
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Firm choice' ",2105
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Insurance choice' ",425
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Other main scheme choice' ",10
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Extra' ",25
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Adjustment' ",15
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Main scheme Clearing' ",425
2015 ,"'Group I Computer Sciences' ","'Academy' ","'Direct Clearing' ",10
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Firm choice' ",2475
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Insurance choice' ",180
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Other main scheme choice' ",40
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Extra' ",20
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Main scheme Clearing' ",215
2015 ,"'Group I Computer Sciences' ","'Further education' ","'Direct Clearing' ",20
2015 ,"'Group I Computer Sciences' ","'Grammar' ","'Firm choice' ",345
2015 ,"'Group I Computer Sciences' ","'Grammar' ","'Insurance choice' ",120
2015 ,"'Group I Computer Sciences' ","'Grammar' ","'Main scheme Clearing' ",50
2015 ,"'Group I Computer Sciences' ","'Independent' ","'Firm choice' ",330
2015 ,"'Group I Computer Sciences' ","'Independent' ","'Insurance choice' ",105
2015 ,"'Group I Computer Sciences' ","'Independent' ","'Main scheme Clearing' ",50
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Firm choice' ",2420
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Insurance choice' ",300
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Other main scheme choice' ",30
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Extra' ",30
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Adjustment' ",5
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",335
2015 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Direct Clearing' ",20
2015 ,"'Group I Computer Sciences' ","'State' ","'Firm choice' ",2375
2015 ,"'Group I Computer Sciences' ","'State' ","'Insurance choice' ",455
2015 ,"'Group I Computer Sciences' ","'State' ","'Other main scheme choice' ",10
2015 ,"'Group I Computer Sciences' ","'State' ","'Extra' ",30
2015 ,"'Group I Computer Sciences' ","'State' ","'Adjustment' ",5
2015 ,"'Group I Computer Sciences' ","'State' ","'Main scheme Clearing' ",380
2015 ,"'Group I Computer Sciences' ","'State' ","'Direct Clearing' ",15
2015 ,"'Group I Computer Sciences' ","'Other' ","'Firm choice' ",1150
2015 ,"'Group I Computer Sciences' ","'Other' ","'Insurance choice' ",55
2015 ,"'Group I Computer Sciences' ","'Other' ","'Other main scheme choice' ",115
2015 ,"'Group I Computer Sciences' ","'Other' ","'Extra' ",20
2015 ,"'Group I Computer Sciences' ","'Other' ","'Main scheme Clearing' ",125
2015 ,"'Group I Computer Sciences' ","'Other' ","'Direct Clearing' ",190
2015 ,"'Group I Computer Sciences' ","'Other' ","'RPA' ",330
2015 ,"'Group J Technologies' ","'Academy' ","'Firm choice' ",200
2015 ,"'Group J Technologies' ","'Academy' ","'Insurance choice' ",25
2015 ,"'Group J Technologies' ","'Academy' ","'Main scheme Clearing' ",25
2015 ,"'Group J Technologies' ","'Further education' ","'Firm choice' ",170
2015 ,"'Group J Technologies' ","'Further education' ","'Insurance choice' ",5
2015 ,"'Group J Technologies' ","'Further education' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'Further education' ","'Main scheme Clearing' ",10
2015 ,"'Group J Technologies' ","'Grammar' ","'Firm choice' ",25
2015 ,"'Group J Technologies' ","'Grammar' ","'Main scheme Clearing' ",5
2015 ,"'Group J Technologies' ","'Independent' ","'Firm choice' ",80
2015 ,"'Group J Technologies' ","'Independent' ","'Insurance choice' ",15
2015 ,"'Group J Technologies' ","'Independent' ","'Main scheme Clearing' ",15
2015 ,"'Group J Technologies' ","'Sixth form college' ","'Firm choice' ",205
2015 ,"'Group J Technologies' ","'Sixth form college' ","'Insurance choice' ",10
2015 ,"'Group J Technologies' ","'Sixth form college' ","'Main scheme Clearing' ",15
2015 ,"'Group J Technologies' ","'State' ","'Firm choice' ",185
2015 ,"'Group J Technologies' ","'State' ","'Insurance choice' ",20
2015 ,"'Group J Technologies' ","'State' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'State' ","'Main scheme Clearing' ",25
2015 ,"'Group J Technologies' ","'Other' ","'Firm choice' ",130
2015 ,"'Group J Technologies' ","'Other' ","'Other main scheme choice' ",5
2015 ,"'Group J Technologies' ","'Other' ","'Extra' ",5
2015 ,"'Group J Technologies' ","'Other' ","'Main scheme Clearing' ",15
2015 ,"'Group J Technologies' ","'Other' ","'Direct Clearing' ",20
2015 ,"'Group J Technologies' ","'Other' ","'RPA' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Firm choice' ",725
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Insurance choice' ",105
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Extra' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Adjustment' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Main scheme Clearing' ",95
2015 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Direct Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Firm choice' ",380
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Insurance choice' ",40
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Other main scheme choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Main scheme Clearing' ",45
2015 ,"'Group K Architecture, Building and Planning' ","'Further education' ","'Direct Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Firm choice' ",150
2015 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Insurance choice' ",35
2015 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Other main scheme choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Grammar' ","'Main scheme Clearing' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Firm choice' ",365
2015 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Insurance choice' ",65
2015 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Main scheme Clearing' ",35
2015 ,"'Group K Architecture, Building and Planning' ","'Independent' ","'Direct Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Firm choice' ",480
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Insurance choice' ",80
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Other main scheme choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Extra' ",10
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Main scheme Clearing' ",90
2015 ,"'Group K Architecture, Building and Planning' ","'Sixth form college' ","'Direct Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Firm choice' ",830
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Insurance choice' ",85
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Other main scheme choice' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Adjustment' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Main scheme Clearing' ",125
2015 ,"'Group K Architecture, Building and Planning' ","'State' ","'Direct Clearing' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Firm choice' ",375
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Insurance choice' ",15
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Other main scheme choice' ",20
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Extra' ",5
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Main scheme Clearing' ",35
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'Direct Clearing' ",70
2015 ,"'Group K Architecture, Building and Planning' ","'Other' ","'RPA' ",50
2015 ,"'Group L Social Studies' ","'Academy' ","'Firm choice' ",5075
2015 ,"'Group L Social Studies' ","'Academy' ","'Insurance choice' ",965
2015 ,"'Group L Social Studies' ","'Academy' ","'Other main scheme choice' ",15
2015 ,"'Group L Social Studies' ","'Academy' ","'Extra' ",90
2015 ,"'Group L Social Studies' ","'Academy' ","'Adjustment' ",45
2015 ,"'Group L Social Studies' ","'Academy' ","'Main scheme Clearing' ",1060
2015 ,"'Group L Social Studies' ","'Academy' ","'Direct Clearing' ",10
2015 ,"'Group L Social Studies' ","'Further education' ","'Firm choice' ",1760
