"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_005_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'UK' ","'Firm choice' ",212990
2010 ,"'Scotland' ","'Not EU' ","'Adjustment' ",5
2010 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",150
2010 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",25
2010 ,"'Scotland' ","'Not EU' ","'RPA' ",1090
2010 ,"'Wales' ","'UK' ","'Firm choice' ",16920
2010 ,"'Wales' ","'UK' ","'Insurance choice' ",1675
2010 ,"'Wales' ","'UK' ","'Other main scheme choice' ",410
2010 ,"'Wales' ","'UK' ","'Extra' ",315
2010 ,"'Wales' ","'UK' ","'Adjustment' ",25
2010 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2135
2010 ,"'Wales' ","'UK' ","'Direct Clearing' ",365
2010 ,"'Wales' ","'UK' ","'RPA' ",960
2010 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",655
2010 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",65
2010 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",50
2010 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",10
2010 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",70
2010 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2010 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",165
2010 ,"'Wales' ","'Not EU' ","'Firm choice' ",585
2010 ,"'Wales' ","'Not EU' ","'Insurance choice' ",85
2010 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",95
2010 ,"'Wales' ","'Not EU' ","'Extra' ",20
2010 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",115
2010 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",20
2010 ,"'Wales' ","'Not EU' ","'RPA' ",395
2011 ,"'England' ","'UK' ","'Firm choice' ",268980
2011 ,"'England' ","'UK' ","'Insurance choice' ",30340
2011 ,"'England' ","'UK' ","'Other main scheme choice' ",9160
2011 ,"'England' ","'UK' ","'Extra' ",7815
2011 ,"'England' ","'UK' ","'Adjustment' ",445
2011 ,"'England' ","'UK' ","'Main scheme Clearing' ",34315
2011 ,"'England' ","'UK' ","'Direct Clearing' ",6765
2011 ,"'England' ","'UK' ","'RPA' ",6375
2011 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",16050
2011 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1620
2011 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",1115
2011 ,"'England' ","'EU (excluding UK)' ","'Extra' ",385
2011 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",10
2011 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1050
2011 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",285
2011 ,"'England' ","'EU (excluding UK)' ","'RPA' ",435
2011 ,"'England' ","'Not EU' ","'Firm choice' ",18585
2011 ,"'England' ","'Not EU' ","'Insurance choice' ",2470
2011 ,"'England' ","'Not EU' ","'Other main scheme choice' ",2220
2011 ,"'England' ","'Not EU' ","'Extra' ",400
2011 ,"'England' ","'Not EU' ","'Adjustment' ",35
2011 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2375
2011 ,"'England' ","'Not EU' ","'Direct Clearing' ",405
2011 ,"'England' ","'Not EU' ","'RPA' ",3435
2011 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",7080
2011 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1215
2011 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",85
2011 ,"'Northern Ireland' ","'UK' ","'Extra' ",65
2011 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",15
2011 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",380
2011 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",35
2011 ,"'Northern Ireland' ","'UK' ","'RPA' ",30
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",340
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",45
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2011 ,"'Northern Ireland' ","'EU (excluding UK)' ","'RPA' ",30
2011 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",100
2011 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",10
2011 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",5
2011 ,"'Northern Ireland' ","'Not EU' ","'Extra' ",10
2011 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",15
2011 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",55
2011 ,"'Scotland' ","'UK' ","'Firm choice' ",26650
2011 ,"'Scotland' ","'UK' ","'Insurance choice' ",2175
2011 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",710
2011 ,"'Scotland' ","'UK' ","'Extra' ",360
2011 ,"'Scotland' ","'UK' ","'Adjustment' ",15
2011 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1195
2011 ,"'Scotland' ","'UK' ","'Direct Clearing' ",145
2011 ,"'Scotland' ","'UK' ","'RPA' ",2230
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3480
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",310
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",35
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",75
2011 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2011 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",285
2011 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1655
2011 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",200
2011 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",180
2011 ,"'Scotland' ","'Not EU' ","'Extra' ",20
2011 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",160
2011 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",45
2011 ,"'Scotland' ","'Not EU' ","'RPA' ",1145
2011 ,"'Wales' ","'UK' ","'Firm choice' ",16460
2011 ,"'Wales' ","'UK' ","'Insurance choice' ",1820
2011 ,"'Wales' ","'UK' ","'Other main scheme choice' ",415
2011 ,"'Wales' ","'UK' ","'Extra' ",405
2011 ,"'Wales' ","'UK' ","'Adjustment' ",25
2011 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",3255
2011 ,"'Wales' ","'UK' ","'Direct Clearing' ",390
2011 ,"'Wales' ","'UK' ","'RPA' ",700
2011 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",655
2011 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",60
2011 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2011 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",25
2011 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",90
2011 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2011 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",120
2011 ,"'Wales' ","'Not EU' ","'Firm choice' ",730
2011 ,"'Wales' ","'Not EU' ","'Insurance choice' ",115
2011 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",140
2011 ,"'Wales' ","'Not EU' ","'Extra' ",20
2011 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",115
2011 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",20
2011 ,"'Wales' ","'Not EU' ","'RPA' ",595
2012 ,"'England' ","'UK' ","'Firm choice' ",251515
2012 ,"'England' ","'UK' ","'Insurance choice' ",20990
2012 ,"'England' ","'UK' ","'Other main scheme choice' ",7115
2012 ,"'England' ","'UK' ","'Extra' ",6435
2012 ,"'England' ","'UK' ","'Adjustment' ",1145
2012 ,"'England' ","'UK' ","'Main scheme Clearing' ",34175
2012 ,"'England' ","'UK' ","'Direct Clearing' ",10335
2012 ,"'England' ","'UK' ","'RPA' ",9165
2012 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",13060
2012 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1180
2012 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",745
2012 ,"'England' ","'EU (excluding UK)' ","'Extra' ",315
2012 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",30
2012 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1165
2012 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",410
2012 ,"'England' ","'EU (excluding UK)' ","'RPA' ",445
2012 ,"'England' ","'Not EU' ","'Firm choice' ",19510
2012 ,"'England' ","'Not EU' ","'Insurance choice' ",2540
2012 ,"'England' ","'Not EU' ","'Other main scheme choice' ",1940
2012 ,"'England' ","'Not EU' ","'Extra' ",330
2012 ,"'England' ","'Not EU' ","'Adjustment' ",60
2012 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2690
2012 ,"'England' ","'Not EU' ","'Direct Clearing' ",535
2012 ,"'England' ","'Not EU' ","'RPA' ",2970
2012 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",7470
2012 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1125
2012 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",75
2012 ,"'Northern Ireland' ","'UK' ","'Extra' ",70
2012 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",20
2012 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",470
2012 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",55
2012 ,"'Northern Ireland' ","'UK' ","'RPA' ",100
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",345
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",45
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'Northern Ireland' ","'EU (excluding UK)' ","'RPA' ",40
2012 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",110
2012 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'Northern Ireland' ","'Not EU' ","'Extra' ",10
2012 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",35
2012 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",25
2012 ,"'Scotland' ","'UK' ","'Firm choice' ",27285
2012 ,"'Scotland' ","'UK' ","'Insurance choice' ",2130
2012 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",620
2012 ,"'Scotland' ","'UK' ","'Extra' ",300
2012 ,"'Scotland' ","'UK' ","'Adjustment' ",25
2012 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1670
2012 ,"'Scotland' ","'UK' ","'Direct Clearing' ",205
2012 ,"'Scotland' ","'UK' ","'RPA' ",2150
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3560
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",320
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",80
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",45
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",100
2012 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2012 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",275
2012 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1750
2012 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",185
2012 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",135
2012 ,"'Scotland' ","'Not EU' ","'Extra' ",30
2012 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",130
2012 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",45
2012 ,"'Scotland' ","'Not EU' ","'RPA' ",885
2012 ,"'Wales' ","'UK' ","'Firm choice' ",15315
2012 ,"'Wales' ","'UK' ","'Insurance choice' ",1320
2012 ,"'Wales' ","'UK' ","'Other main scheme choice' ",325
2012 ,"'Wales' ","'UK' ","'Extra' ",290
2012 ,"'Wales' ","'UK' ","'Adjustment' ",40
2012 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2705
2012 ,"'Wales' ","'UK' ","'Direct Clearing' ",630
2012 ,"'Wales' ","'UK' ","'RPA' ",975
2012 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",670
2012 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",50
2012 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",45
2012 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",10
2012 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",110
2012 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",40
2012 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",100
2012 ,"'Wales' ","'Not EU' ","'Firm choice' ",715
2012 ,"'Wales' ","'Not EU' ","'Insurance choice' ",110
2012 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",135
2012 ,"'Wales' ","'Not EU' ","'Extra' ",20
2012 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",165
2012 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",25
2012 ,"'Wales' ","'Not EU' ","'RPA' ",335
2013 ,"'England' ","'UK' ","'Firm choice' ",268295
2013 ,"'England' ","'UK' ","'Insurance choice' ",23050
2013 ,"'England' ","'UK' ","'Other main scheme choice' ",9490
2013 ,"'England' ","'UK' ","'Extra' ",6225
2013 ,"'England' ","'UK' ","'Adjustment' ",1045
2013 ,"'England' ","'UK' ","'Main scheme Clearing' ",33685
2013 ,"'England' ","'UK' ","'Direct Clearing' ",12700
2013 ,"'England' ","'UK' ","'RPA' ",10920
2013 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",14195
2013 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1365
2013 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",970
2013 ,"'England' ","'EU (excluding UK)' ","'Extra' ",295
2013 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",35
2013 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1095
2013 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",435
2013 ,"'England' ","'EU (excluding UK)' ","'RPA' ",520
2013 ,"'England' ","'Not EU' ","'Firm choice' ",20780
2013 ,"'England' ","'Not EU' ","'Insurance choice' ",2805
2013 ,"'England' ","'Not EU' ","'Other main scheme choice' ",2345
2013 ,"'England' ","'Not EU' ","'Extra' ",355
2013 ,"'England' ","'Not EU' ","'Adjustment' ",55
2013 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2670
2013 ,"'England' ","'Not EU' ","'Direct Clearing' ",550
2013 ,"'England' ","'Not EU' ","'RPA' ",2690
2013 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",8175
2013 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1210
2013 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",90
2013 ,"'Northern Ireland' ","'UK' ","'Extra' ",130
2013 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",20
2013 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",545
2013 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",105
2013 ,"'Northern Ireland' ","'UK' ","'RPA' ",15
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",330
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",40
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Northern Ireland' ","'EU (excluding UK)' ","'RPA' ",30
2013 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",120
2013 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",5
2013 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",25
2013 ,"'Northern Ireland' ","'Not EU' ","'Extra' ",5
2013 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",30
2013 ,"'Northern Ireland' ","'Not EU' ","'Direct Clearing' ",5
2013 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",35
2013 ,"'Scotland' ","'UK' ","'Firm choice' ",28150
2013 ,"'Scotland' ","'UK' ","'Insurance choice' ",2040
2013 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",480
2013 ,"'Scotland' ","'UK' ","'Extra' ",340
2013 ,"'Scotland' ","'UK' ","'Adjustment' ",15
2013 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1580
2013 ,"'Scotland' ","'UK' ","'Direct Clearing' ",205
2013 ,"'Scotland' ","'UK' ","'RPA' ",2260
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3455
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",305
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",40
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",100
2013 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2013 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",125
2013 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1910
2013 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",210
2013 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",135
2013 ,"'Scotland' ","'Not EU' ","'Extra' ",25
2013 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",120
2013 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",35
2013 ,"'Scotland' ","'Not EU' ","'RPA' ",950
2013 ,"'Wales' ","'UK' ","'Firm choice' ",16365
2013 ,"'Wales' ","'UK' ","'Insurance choice' ",1600
2013 ,"'Wales' ","'UK' ","'Other main scheme choice' ",435
2013 ,"'Wales' ","'UK' ","'Extra' ",345
2013 ,"'Wales' ","'UK' ","'Adjustment' ",40
2013 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2165
2013 ,"'Wales' ","'UK' ","'Direct Clearing' ",715
2013 ,"'Wales' ","'UK' ","'RPA' ",1180
2013 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",715
2013 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",70
2013 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",55
2013 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",20
2013 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",100
2013 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2013 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",60
2013 ,"'Wales' ","'Not EU' ","'Firm choice' ",765
2013 ,"'Wales' ","'Not EU' ","'Insurance choice' ",155
2013 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",175
2013 ,"'Wales' ","'Not EU' ","'Extra' ",25
2013 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",175
2013 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",15
2013 ,"'Wales' ","'Not EU' ","'RPA' ",305
2014 ,"'England' ","'UK' ","'Firm choice' ",273945
2014 ,"'England' ","'UK' ","'Insurance choice' ",26055
2014 ,"'England' ","'UK' ","'Other main scheme choice' ",9220
2014 ,"'England' ","'UK' ","'Extra' ",6090
2014 ,"'England' ","'UK' ","'Adjustment' ",950
2014 ,"'England' ","'UK' ","'Main scheme Clearing' ",37980
2014 ,"'England' ","'UK' ","'Direct Clearing' ",11480
2014 ,"'England' ","'UK' ","'RPA' ",13850
2014 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",15525
2014 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1520
2014 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",945
2014 ,"'England' ","'EU (excluding UK)' ","'Extra' ",280
2014 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",20
2014 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1290
2014 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",450
2014 ,"'England' ","'EU (excluding UK)' ","'RPA' ",405
2014 ,"'England' ","'Not EU' ","'Firm choice' ",21535
2014 ,"'England' ","'Not EU' ","'Insurance choice' ",2980
2014 ,"'England' ","'Not EU' ","'Other main scheme choice' ",1980
2014 ,"'England' ","'Not EU' ","'Extra' ",395
2014 ,"'England' ","'Not EU' ","'Adjustment' ",80
2014 ,"'England' ","'Not EU' ","'Main scheme Clearing' ",2975
2014 ,"'England' ","'Not EU' ","'Direct Clearing' ",515
2014 ,"'England' ","'Not EU' ","'RPA' ",2705
2014 ,"'Northern Ireland' ","'UK' ","'Firm choice' ",8025
2014 ,"'Northern Ireland' ","'UK' ","'Insurance choice' ",1165
2014 ,"'Northern Ireland' ","'UK' ","'Other main scheme choice' ",115
2014 ,"'Northern Ireland' ","'UK' ","'Extra' ",90
2014 ,"'Northern Ireland' ","'UK' ","'Adjustment' ",20
2014 ,"'Northern Ireland' ","'UK' ","'Main scheme Clearing' ",695
2014 ,"'Northern Ireland' ","'UK' ","'Direct Clearing' ",440
2014 ,"'Northern Ireland' ","'UK' ","'RPA' ",5
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Firm choice' ",355
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Insurance choice' ",35
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Extra' ",5
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2014 ,"'Northern Ireland' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2014 ,"'Northern Ireland' ","'Not EU' ","'Firm choice' ",140
2014 ,"'Northern Ireland' ","'Not EU' ","'Insurance choice' ",10
2014 ,"'Northern Ireland' ","'Not EU' ","'Other main scheme choice' ",10
2014 ,"'Northern Ireland' ","'Not EU' ","'Extra' ",5
2014 ,"'Northern Ireland' ","'Not EU' ","'Main scheme Clearing' ",30
2014 ,"'Northern Ireland' ","'Not EU' ","'Direct Clearing' ",5
2014 ,"'Northern Ireland' ","'Not EU' ","'RPA' ",45
2014 ,"'Scotland' ","'UK' ","'Firm choice' ",29235
2014 ,"'Scotland' ","'UK' ","'Insurance choice' ",2235
2014 ,"'Scotland' ","'UK' ","'Other main scheme choice' ",485
2014 ,"'Scotland' ","'UK' ","'Extra' ",355
2014 ,"'Scotland' ","'UK' ","'Adjustment' ",40
2014 ,"'Scotland' ","'UK' ","'Main scheme Clearing' ",1540
2014 ,"'Scotland' ","'UK' ","'Direct Clearing' ",185
2014 ,"'Scotland' ","'UK' ","'RPA' ",400
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Firm choice' ",3670
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Insurance choice' ",285
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Extra' ",70
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Adjustment' ",15
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Main scheme Clearing' ",85
2014 ,"'Scotland' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2014 ,"'Scotland' ","'EU (excluding UK)' ","'RPA' ",145
2014 ,"'Scotland' ","'Not EU' ","'Firm choice' ",1885
2014 ,"'Scotland' ","'Not EU' ","'Insurance choice' ",260
2014 ,"'Scotland' ","'Not EU' ","'Other main scheme choice' ",130
2014 ,"'Scotland' ","'Not EU' ","'Extra' ",25
2014 ,"'Scotland' ","'Not EU' ","'Adjustment' ",5
2014 ,"'Scotland' ","'Not EU' ","'Main scheme Clearing' ",155
2014 ,"'Scotland' ","'Not EU' ","'Direct Clearing' ",25
2014 ,"'Scotland' ","'Not EU' ","'RPA' ",695
2014 ,"'Wales' ","'UK' ","'Firm choice' ",16145
2014 ,"'Wales' ","'UK' ","'Insurance choice' ",1945
2014 ,"'Wales' ","'UK' ","'Other main scheme choice' ",460
2014 ,"'Wales' ","'UK' ","'Extra' ",275
2014 ,"'Wales' ","'UK' ","'Adjustment' ",35
2014 ,"'Wales' ","'UK' ","'Main scheme Clearing' ",2470
2014 ,"'Wales' ","'UK' ","'Direct Clearing' ",625
2014 ,"'Wales' ","'UK' ","'RPA' ",895
2014 ,"'Wales' ","'EU (excluding UK)' ","'Firm choice' ",805
2014 ,"'Wales' ","'EU (excluding UK)' ","'Insurance choice' ",75
2014 ,"'Wales' ","'EU (excluding UK)' ","'Other main scheme choice' ",50
2014 ,"'Wales' ","'EU (excluding UK)' ","'Extra' ",20
2014 ,"'Wales' ","'EU (excluding UK)' ","'Main scheme Clearing' ",85
2014 ,"'Wales' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2014 ,"'Wales' ","'EU (excluding UK)' ","'RPA' ",70
2014 ,"'Wales' ","'Not EU' ","'Firm choice' ",890
2014 ,"'Wales' ","'Not EU' ","'Insurance choice' ",165
2014 ,"'Wales' ","'Not EU' ","'Other main scheme choice' ",115
2014 ,"'Wales' ","'Not EU' ","'Extra' ",15
2014 ,"'Wales' ","'Not EU' ","'Main scheme Clearing' ",170
2014 ,"'Wales' ","'Not EU' ","'Direct Clearing' ",15
2014 ,"'Wales' ","'Not EU' ","'RPA' ",570
2015 ,"'England' ","'UK' ","'Firm choice' ",280635
2015 ,"'England' ","'UK' ","'Insurance choice' ",28305
2015 ,"'England' ","'UK' ","'Other main scheme choice' ",9255
2015 ,"'England' ","'UK' ","'Extra' ",5870
2015 ,"'England' ","'UK' ","'Adjustment' ",945
2015 ,"'England' ","'UK' ","'Main scheme Clearing' ",39790
2015 ,"'England' ","'UK' ","'Direct Clearing' ",12970
2015 ,"'England' ","'UK' ","'RPA' ",14935
2015 ,"'England' ","'EU (excluding UK)' ","'Firm choice' ",17825
2015 ,"'England' ","'EU (excluding UK)' ","'Insurance choice' ",1795
2015 ,"'England' ","'EU (excluding UK)' ","'Other main scheme choice' ",965
2015 ,"'England' ","'EU (excluding UK)' ","'Extra' ",330
2015 ,"'England' ","'EU (excluding UK)' ","'Adjustment' ",35
2015 ,"'England' ","'EU (excluding UK)' ","'Main scheme Clearing' ",1380
2015 ,"'England' ","'EU (excluding UK)' ","'Direct Clearing' ",475
2015 ,"'England' ","'EU (excluding UK)' ","'RPA' ",580
