"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_026_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Sex,Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Men' ",620
2007 ,"'MM - Combinations within Law' ","'18' ","'Women' ",1335
2007 ,"'MM - Combinations within Law' ","'19' ","'Men' ",160
2007 ,"'MM - Combinations within Law' ","'19' ","'Women' ",345
2007 ,"'MM - Combinations within Law' ","'20' ","'Men' ",40
2007 ,"'MM - Combinations within Law' ","'20' ","'Women' ",95
2007 ,"'MM - Combinations within Law' ","'21 and over' ","'Men' ",100
2007 ,"'MM - Combinations within Law' ","'21 and over' ","'Women' ",190
2007 ,"'N0 - Business & Admin studies: any area' ","'17 and under' ","'Men' ",10
2007 ,"'N0 - Business & Admin studies: any area' ","'17 and under' ","'Women' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'18' ","'Men' ",25
2007 ,"'N0 - Business & Admin studies: any area' ","'18' ","'Women' ",20
2007 ,"'N0 - Business & Admin studies: any area' ","'19' ","'Men' ",20
2007 ,"'N0 - Business & Admin studies: any area' ","'19' ","'Women' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'20' ","'Men' ",10
2007 ,"'N0 - Business & Admin studies: any area' ","'20' ","'Women' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'21 and over' ","'Men' ",20
2007 ,"'N0 - Business & Admin studies: any area' ","'21 and over' ","'Women' ",5
2007 ,"'N1 - Business studies' ","'17 and under' ","'Men' ",610
2007 ,"'N1 - Business studies' ","'17 and under' ","'Women' ",565
2007 ,"'N1 - Business studies' ","'18' ","'Men' ",16350
2007 ,"'N1 - Business studies' ","'18' ","'Women' ",13050
2007 ,"'N1 - Business studies' ","'19' ","'Men' ",7445
2007 ,"'N1 - Business studies' ","'19' ","'Women' ",4790
2007 ,"'N1 - Business studies' ","'20' ","'Men' ",2850
2007 ,"'N1 - Business studies' ","'20' ","'Women' ",1925
2007 ,"'N1 - Business studies' ","'21 and over' ","'Men' ",4430
2007 ,"'N1 - Business studies' ","'21 and over' ","'Women' ",3265
2007 ,"'N2 - Management studies' ","'17 and under' ","'Men' ",1025
2007 ,"'N2 - Management studies' ","'17 and under' ","'Women' ",900
2007 ,"'N2 - Management studies' ","'18' ","'Men' ",19215
2007 ,"'N2 - Management studies' ","'18' ","'Women' ",14070
2007 ,"'N2 - Management studies' ","'19' ","'Men' ",8415
2007 ,"'N2 - Management studies' ","'19' ","'Women' ",5470
2007 ,"'N2 - Management studies' ","'20' ","'Men' ",3460
2007 ,"'N2 - Management studies' ","'20' ","'Women' ",2060
2007 ,"'N2 - Management studies' ","'21 and over' ","'Men' ",4985
2007 ,"'N2 - Management studies' ","'21 and over' ","'Women' ",3045
2007 ,"'N3 - Finance' ","'17 and under' ","'Men' ",95
2007 ,"'N3 - Finance' ","'17 and under' ","'Women' ",80
2007 ,"'N3 - Finance' ","'18' ","'Men' ",2050
2007 ,"'N3 - Finance' ","'18' ","'Women' ",1195
2007 ,"'N3 - Finance' ","'19' ","'Men' ",1045
2007 ,"'N3 - Finance' ","'19' ","'Women' ",680
2007 ,"'N3 - Finance' ","'20' ","'Men' ",530
2007 ,"'N3 - Finance' ","'20' ","'Women' ",295
2007 ,"'N3 - Finance' ","'21 and over' ","'Men' ",860
2007 ,"'N3 - Finance' ","'21 and over' ","'Women' ",420
2007 ,"'N4 - Accounting' ","'17 and under' ","'Men' ",320
2007 ,"'N4 - Accounting' ","'17 and under' ","'Women' ",385
2007 ,"'N4 - Accounting' ","'18' ","'Men' ",9740
2007 ,"'N4 - Accounting' ","'18' ","'Women' ",6570
2007 ,"'N4 - Accounting' ","'19' ","'Men' ",3720
2007 ,"'N4 - Accounting' ","'19' ","'Women' ",2645
2007 ,"'N4 - Accounting' ","'20' ","'Men' ",1675
2007 ,"'N4 - Accounting' ","'20' ","'Women' ",1135
2007 ,"'N4 - Accounting' ","'21 and over' ","'Men' ",2690
2007 ,"'N4 - Accounting' ","'21 and over' ","'Women' ",2035
2007 ,"'N5 - Marketing' ","'17 and under' ","'Men' ",65
2007 ,"'N5 - Marketing' ","'17 and under' ","'Women' ",170
2007 ,"'N5 - Marketing' ","'18' ","'Men' ",4215
2007 ,"'N5 - Marketing' ","'18' ","'Women' ",6605
2007 ,"'N5 - Marketing' ","'19' ","'Men' ",1995
2007 ,"'N5 - Marketing' ","'19' ","'Women' ",2305
2007 ,"'N5 - Marketing' ","'20' ","'Men' ",700
2007 ,"'N5 - Marketing' ","'20' ","'Women' ",820
2007 ,"'N5 - Marketing' ","'21 and over' ","'Men' ",1130
2007 ,"'N5 - Marketing' ","'21 and over' ","'Women' ",1110
2007 ,"'N6 - Human Resource Management' ","'17 and under' ","'Men' ",5
2007 ,"'N6 - Human Resource Management' ","'17 and under' ","'Women' ",35
2007 ,"'N6 - Human Resource Management' ","'18' ","'Men' ",405
2007 ,"'N6 - Human Resource Management' ","'18' ","'Women' ",1265
2007 ,"'N6 - Human Resource Management' ","'19' ","'Men' ",205
2007 ,"'N6 - Human Resource Management' ","'19' ","'Women' ",515
2007 ,"'N6 - Human Resource Management' ","'20' ","'Men' ",105
2007 ,"'N6 - Human Resource Management' ","'20' ","'Women' ",210
2007 ,"'N6 - Human Resource Management' ","'21 and over' ","'Men' ",315
2007 ,"'N6 - Human Resource Management' ","'21 and over' ","'Women' ",555
2007 ,"'N7 - Office Skills' ","'17 and under' ","'Men' ",5
2007 ,"'N7 - Office Skills' ","'17 and under' ","'Women' ",5
2007 ,"'N7 - Office Skills' ","'18' ","'Men' ",10
2007 ,"'N7 - Office Skills' ","'18' ","'Women' ",10
2007 ,"'N7 - Office Skills' ","'19' ","'Men' ",5
2007 ,"'N7 - Office Skills' ","'19' ","'Women' ",10
2007 ,"'N7 - Office Skills' ","'20' ","'Men' ",5
2007 ,"'N7 - Office Skills' ","'20' ","'Women' ",5
2007 ,"'N7 - Office Skills' ","'21 and over' ","'Men' ",5
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Men' ",105
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'17 and under' ","'Women' ",230
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Men' ",5535
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'18' ","'Women' ",11940
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Men' ",2710
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'19' ","'Women' ",4995
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Men' ",1135
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'20' ","'Women' ",2125
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Men' ",2220
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'21 and over' ","'Women' ",3610
2007 ,"'N9 - Others in Business & Admin Studies' ","'17 and under' ","'Men' ",25
2007 ,"'N9 - Others in Business & Admin Studies' ","'17 and under' ","'Women' ",15
2007 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Men' ",550
2007 ,"'N9 - Others in Business & Admin Studies' ","'18' ","'Women' ",475
2007 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Men' ",345
2007 ,"'N9 - Others in Business & Admin Studies' ","'19' ","'Women' ",220
2007 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Men' ",115
2007 ,"'N9 - Others in Business & Admin Studies' ","'20' ","'Women' ",105
2007 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Men' ",280
2007 ,"'N9 - Others in Business & Admin Studies' ","'21 and over' ","'Women' ",200
2007 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Men' ",810
2007 ,"'NN - Combinations within Business & Admin Studies' ","'17 and under' ","'Women' ",810
2007 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Men' ",18045
2007 ,"'NN - Combinations within Business & Admin Studies' ","'18' ","'Women' ",14620
2007 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Men' ",8650
2007 ,"'NN - Combinations within Business & Admin Studies' ","'19' ","'Women' ",6570
2007 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Men' ",3280
2007 ,"'NN - Combinations within Business & Admin Studies' ","'20' ","'Women' ",2580
2007 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Men' ",4815
2007 ,"'NN - Combinations within Business & Admin Studies' ","'21 and over' ","'Women' ",3860
2007 ,"'P1 - Information Services' ","'17 and under' ","'Men' ",10
2007 ,"'P1 - Information Services' ","'17 and under' ","'Women' ",5
2007 ,"'P1 - Information Services' ","'18' ","'Men' ",110
2007 ,"'P1 - Information Services' ","'18' ","'Women' ",100
2007 ,"'P1 - Information Services' ","'19' ","'Men' ",75
2007 ,"'P1 - Information Services' ","'19' ","'Women' ",55
2007 ,"'P1 - Information Services' ","'20' ","'Men' ",30
2007 ,"'P1 - Information Services' ","'20' ","'Women' ",30
2007 ,"'P1 - Information Services' ","'21 and over' ","'Men' ",55
2007 ,"'P1 - Information Services' ","'21 and over' ","'Women' ",75
2007 ,"'P2 - Publicity studies' ","'17 and under' ","'Men' ",5
2007 ,"'P2 - Publicity studies' ","'17 and under' ","'Women' ",35
2007 ,"'P2 - Publicity studies' ","'18' ","'Men' ",130
2007 ,"'P2 - Publicity studies' ","'18' ","'Women' ",925
2007 ,"'P2 - Publicity studies' ","'19' ","'Men' ",85
2007 ,"'P2 - Publicity studies' ","'19' ","'Women' ",330
2007 ,"'P2 - Publicity studies' ","'20' ","'Men' ",45
2007 ,"'P2 - Publicity studies' ","'20' ","'Women' ",130
2007 ,"'P2 - Publicity studies' ","'21 and over' ","'Men' ",75
2007 ,"'P2 - Publicity studies' ","'21 and over' ","'Women' ",155
2007 ,"'P3 - Media studies' ","'17 and under' ","'Men' ",65
2007 ,"'P3 - Media studies' ","'17 and under' ","'Women' ",140
2007 ,"'P3 - Media studies' ","'18' ","'Men' ",6810
2007 ,"'P3 - Media studies' ","'18' ","'Women' ",7800
2007 ,"'P3 - Media studies' ","'19' ","'Men' ",3255
2007 ,"'P3 - Media studies' ","'19' ","'Women' ",2710
2007 ,"'P3 - Media studies' ","'20' ","'Men' ",1100
2007 ,"'P3 - Media studies' ","'20' ","'Women' ",930
2007 ,"'P3 - Media studies' ","'21 and over' ","'Men' ",1795
2007 ,"'P3 - Media studies' ","'21 and over' ","'Women' ",1075
2007 ,"'P4 - Publishing' ","'18' ","'Men' ",30
2007 ,"'P4 - Publishing' ","'18' ","'Women' ",90
2007 ,"'P4 - Publishing' ","'19' ","'Men' ",10
2007 ,"'P4 - Publishing' ","'19' ","'Women' ",40
2007 ,"'P4 - Publishing' ","'20' ","'Men' ",5
2007 ,"'P4 - Publishing' ","'20' ","'Women' ",20
2007 ,"'P4 - Publishing' ","'21 and over' ","'Men' ",20
2007 ,"'P4 - Publishing' ","'21 and over' ","'Women' ",45
2007 ,"'P5 - Journalism' ","'17 and under' ","'Men' ",45
2007 ,"'P5 - Journalism' ","'17 and under' ","'Women' ",60
2007 ,"'P5 - Journalism' ","'18' ","'Men' ",3435
2007 ,"'P5 - Journalism' ","'18' ","'Women' ",4020
2007 ,"'P5 - Journalism' ","'19' ","'Men' ",930
2007 ,"'P5 - Journalism' ","'19' ","'Women' ",1115
2007 ,"'P5 - Journalism' ","'20' ","'Men' ",325
2007 ,"'P5 - Journalism' ","'20' ","'Women' ",420
2007 ,"'P5 - Journalism' ","'21 and over' ","'Men' ",550
2007 ,"'P5 - Journalism' ","'21 and over' ","'Women' ",550
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'17 and under' ","'Men' ",10
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'17 and under' ","'Women' ",65
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Men' ",455
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'18' ","'Women' ",1770
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Men' ",215
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'19' ","'Women' ",575
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Men' ",75
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'20' ","'Women' ",195
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Men' ",160
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'21 and over' ","'Women' ",250
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'17 and under' ","'Men' ",35
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'17 and under' ","'Women' ",65
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Men' ",1365
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'18' ","'Women' ",2705
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Men' ",520
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'19' ","'Women' ",940
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Men' ",230
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'20' ","'Women' ",410
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Men' ",380
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'21 and over' ","'Women' ",495
2007 ,"'Q1 - Linguistics' ","'17 and under' ","'Men' ",5
2007 ,"'Q1 - Linguistics' ","'17 and under' ","'Women' ",15
2007 ,"'Q1 - Linguistics' ","'18' ","'Men' ",230
2007 ,"'Q1 - Linguistics' ","'18' ","'Women' ",960
2007 ,"'Q1 - Linguistics' ","'19' ","'Men' ",85
2007 ,"'Q1 - Linguistics' ","'19' ","'Women' ",270
2007 ,"'Q1 - Linguistics' ","'20' ","'Men' ",15
2007 ,"'Q1 - Linguistics' ","'20' ","'Women' ",65
2007 ,"'Q1 - Linguistics' ","'21 and over' ","'Men' ",75
2007 ,"'Q1 - Linguistics' ","'21 and over' ","'Women' ",165
2007 ,"'Q2 - Comparative Literary studies' ","'17 and under' ","'Women' ",5
2007 ,"'Q2 - Comparative Literary studies' ","'18' ","'Men' ",70
2007 ,"'Q2 - Comparative Literary studies' ","'18' ","'Women' ",280
2007 ,"'Q2 - Comparative Literary studies' ","'19' ","'Men' ",30
2007 ,"'Q2 - Comparative Literary studies' ","'19' ","'Women' ",75
2007 ,"'Q2 - Comparative Literary studies' ","'20' ","'Men' ",10
2007 ,"'Q2 - Comparative Literary studies' ","'20' ","'Women' ",35
2007 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Men' ",30
2007 ,"'Q2 - Comparative Literary studies' ","'21 and over' ","'Women' ",55
2007 ,"'Q3 - English studies' ","'17 and under' ","'Men' ",130
2007 ,"'Q3 - English studies' ","'17 and under' ","'Women' ",570
2007 ,"'Q3 - English studies' ","'18' ","'Men' ",10185
2007 ,"'Q3 - English studies' ","'18' ","'Women' ",28435
2007 ,"'Q3 - English studies' ","'19' ","'Men' ",2765
2007 ,"'Q3 - English studies' ","'19' ","'Women' ",6250
2007 ,"'Q3 - English studies' ","'20' ","'Men' ",665
2007 ,"'Q3 - English studies' ","'20' ","'Women' ",1505
2007 ,"'Q3 - English studies' ","'21 and over' ","'Men' ",1395
2007 ,"'Q3 - English studies' ","'21 and over' ","'Women' ",2325
2007 ,"'Q4 - Ancient Language studies' ","'18' ","'Men' ",15
2007 ,"'Q4 - Ancient Language studies' ","'18' ","'Women' ",15
2007 ,"'Q4 - Ancient Language studies' ","'19' ","'Men' ",5
2007 ,"'Q4 - Ancient Language studies' ","'19' ","'Women' ",5
2007 ,"'Q4 - Ancient Language studies' ","'20' ","'Men' ",5
2007 ,"'Q4 - Ancient Language studies' ","'21 and over' ","'Men' ",10
2007 ,"'Q4 - Ancient Language studies' ","'21 and over' ","'Women' ",10
2007 ,"'Q5 - Celtic studies' ","'17 and under' ","'Women' ",10
2007 ,"'Q5 - Celtic studies' ","'18' ","'Men' ",180
2007 ,"'Q5 - Celtic studies' ","'18' ","'Women' ",390
2007 ,"'Q5 - Celtic studies' ","'19' ","'Men' ",10
2007 ,"'Q5 - Celtic studies' ","'19' ","'Women' ",50
2007 ,"'Q5 - Celtic studies' ","'20' ","'Women' ",5
2007 ,"'Q5 - Celtic studies' ","'21 and over' ","'Men' ",15
2007 ,"'Q5 - Celtic studies' ","'21 and over' ","'Women' ",35
2007 ,"'Q6 - Latin studies' ","'18' ","'Men' ",10
2007 ,"'Q6 - Latin studies' ","'18' ","'Women' ",25
2007 ,"'Q6 - Latin studies' ","'19' ","'Women' ",5
2007 ,"'Q7 - Classical Greek studies' ","'18' ","'Women' ",15
2007 ,"'Q7 - Classical Greek studies' ","'19' ","'Women' ",10
2007 ,"'Q7 - Classical Greek studies' ","'20' ","'Men' ",5
2007 ,"'Q8 - Classical studies' ","'17 and under' ","'Men' ",45
2007 ,"'Q8 - Classical studies' ","'17 and under' ","'Women' ",65
2007 ,"'Q8 - Classical studies' ","'18' ","'Men' ",1595
2007 ,"'Q8 - Classical studies' ","'18' ","'Women' ",2600
2007 ,"'Q8 - Classical studies' ","'19' ","'Men' ",360
2007 ,"'Q8 - Classical studies' ","'19' ","'Women' ",515
2007 ,"'Q8 - Classical studies' ","'20' ","'Men' ",80
2007 ,"'Q8 - Classical studies' ","'20' ","'Women' ",85
2007 ,"'Q8 - Classical studies' ","'21 and over' ","'Men' ",75
2007 ,"'Q8 - Classical studies' ","'21 and over' ","'Women' ",70
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'17 and under' ","'Men' ",5
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'17 and under' ","'Women' ",10
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'18' ","'Men' ",65
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'18' ","'Women' ",120
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'19' ","'Men' ",20
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'19' ","'Women' ",35
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'20' ","'Men' ",15
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'20' ","'Women' ",15
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Men' ",15
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'21 and over' ","'Women' ",55
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'17 and under' ","'Men' ",10
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'17 and under' ","'Women' ",50
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Men' ",935
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'18' ","'Women' ",2755
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Men' ",285
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'19' ","'Women' ",610
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Men' ",70
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'20' ","'Women' ",165
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'21 and over' ","'Men' ",160
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'21 and over' ","'Women' ",335
2007 ,"'R0 - European Langs,Lit & related: any area' ","'17 and under' ","'Women' ",20
2007 ,"'R0 - European Langs,Lit & related: any area' ","'18' ","'Men' ",145
2007 ,"'R0 - European Langs,Lit & related: any area' ","'18' ","'Women' ",310
2007 ,"'R0 - European Langs,Lit & related: any area' ","'19' ","'Men' ",20
2007 ,"'R0 - European Langs,Lit & related: any area' ","'19' ","'Women' ",60
2007 ,"'R0 - European Langs,Lit & related: any area' ","'20' ","'Men' ",5
2007 ,"'R0 - European Langs,Lit & related: any area' ","'20' ","'Women' ",15
2007 ,"'R0 - European Langs,Lit & related: any area' ","'21 and over' ","'Men' ",10
2007 ,"'R0 - European Langs,Lit & related: any area' ","'21 and over' ","'Women' ",40
2007 ,"'R1 - French studies' ","'17 and under' ","'Men' ",5
2007 ,"'R1 - French studies' ","'17 and under' ","'Women' ",70
2007 ,"'R1 - French studies' ","'18' ","'Men' ",785
2007 ,"'R1 - French studies' ","'18' ","'Women' ",2385
2007 ,"'R1 - French studies' ","'19' ","'Men' ",135
2007 ,"'R1 - French studies' ","'19' ","'Women' ",385
2007 ,"'R1 - French studies' ","'20' ","'Men' ",25
2007 ,"'R1 - French studies' ","'20' ","'Women' ",50
2007 ,"'R1 - French studies' ","'21 and over' ","'Men' ",65
2007 ,"'R1 - French studies' ","'21 and over' ","'Women' ",155
2007 ,"'R2 - German studies' ","'17 and under' ","'Men' ",5
2007 ,"'R2 - German studies' ","'17 and under' ","'Women' ",10
2007 ,"'R2 - German studies' ","'18' ","'Men' ",455
2007 ,"'R2 - German studies' ","'18' ","'Women' ",725
2007 ,"'R2 - German studies' ","'19' ","'Men' ",75
2007 ,"'R2 - German studies' ","'19' ","'Women' ",100
2007 ,"'R2 - German studies' ","'20' ","'Men' ",15
2007 ,"'R2 - German studies' ","'20' ","'Women' ",30
2007 ,"'R2 - German studies' ","'21 and over' ","'Men' ",15
2007 ,"'R2 - German studies' ","'21 and over' ","'Women' ",60
2007 ,"'R3 - Italian studies' ","'17 and under' ","'Women' ",10
2007 ,"'R3 - Italian studies' ","'18' ","'Men' ",60
2007 ,"'R3 - Italian studies' ","'18' ","'Women' ",165
2007 ,"'R3 - Italian studies' ","'19' ","'Men' ",30
2007 ,"'R3 - Italian studies' ","'19' ","'Women' ",70
2007 ,"'R3 - Italian studies' ","'20' ","'Women' ",10
2007 ,"'R3 - Italian studies' ","'21 and over' ","'Men' ",10
2007 ,"'R3 - Italian studies' ","'21 and over' ","'Women' ",30
2007 ,"'R4 - Spanish studies' ","'17 and under' ","'Men' ",5
2007 ,"'R4 - Spanish studies' ","'17 and under' ","'Women' ",20
2007 ,"'R4 - Spanish studies' ","'18' ","'Men' ",430
2007 ,"'R4 - Spanish studies' ","'18' ","'Women' ",990
2007 ,"'R4 - Spanish studies' ","'19' ","'Men' ",85
2007 ,"'R4 - Spanish studies' ","'19' ","'Women' ",170
2007 ,"'R4 - Spanish studies' ","'20' ","'Men' ",20
2007 ,"'R4 - Spanish studies' ","'20' ","'Women' ",60
2007 ,"'R4 - Spanish studies' ","'21 and over' ","'Men' ",55
2007 ,"'R4 - Spanish studies' ","'21 and over' ","'Women' ",100
2007 ,"'R5 - Portuguese studies' ","'21 and over' ","'Women' ",5
2007 ,"'R6 - Scandinavian studies' ","'18' ","'Men' ",10
2007 ,"'R6 - Scandinavian studies' ","'18' ","'Women' ",20
2007 ,"'R6 - Scandinavian studies' ","'19' ","'Men' ",10
2007 ,"'R6 - Scandinavian studies' ","'19' ","'Women' ",10
2007 ,"'R6 - Scandinavian studies' ","'20' ","'Men' ",5
2007 ,"'R6 - Scandinavian studies' ","'20' ","'Women' ",5
2007 ,"'R6 - Scandinavian studies' ","'21 and over' ","'Men' ",5
2007 ,"'R6 - Scandinavian studies' ","'21 and over' ","'Women' ",10
2007 ,"'R7 - Russian and East European studies' ","'18' ","'Men' ",110
2007 ,"'R7 - Russian and East European studies' ","'18' ","'Women' ",155
2007 ,"'R7 - Russian and East European studies' ","'19' ","'Men' ",30
2007 ,"'R7 - Russian and East European studies' ","'19' ","'Women' ",60
2007 ,"'R7 - Russian and East European studies' ","'20' ","'Men' ",10
2007 ,"'R7 - Russian and East European studies' ","'20' ","'Women' ",15
2007 ,"'R7 - Russian and East European studies' ","'21 and over' ","'Men' ",40
2007 ,"'R7 - Russian and East European studies' ","'21 and over' ","'Women' ",60
2007 ,"'R8 - European studies' ","'18' ","'Men' ",5
2007 ,"'R8 - European studies' ","'18' ","'Women' ",5
2007 ,"'R9 - Others in European Langs,Lit and related' ","'17 and under' ","'Men' ",15
2007 ,"'R9 - Others in European Langs,Lit and related' ","'17 and under' ","'Women' ",115
2007 ,"'R9 - Others in European Langs,Lit and related' ","'18' ","'Men' ",875
2007 ,"'R9 - Others in European Langs,Lit and related' ","'18' ","'Women' ",2415
2007 ,"'R9 - Others in European Langs,Lit and related' ","'19' ","'Men' ",180
2007 ,"'R9 - Others in European Langs,Lit and related' ","'19' ","'Women' ",430
2007 ,"'R9 - Others in European Langs,Lit and related' ","'20' ","'Men' ",50
2007 ,"'R9 - Others in European Langs,Lit and related' ","'20' ","'Women' ",150
2007 ,"'R9 - Others in European Langs,Lit and related' ","'21 and over' ","'Men' ",115
2007 ,"'R9 - Others in European Langs,Lit and related' ","'21 and over' ","'Women' ",270
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'17 and under' ","'Men' ",30
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'17 and under' ","'Women' ",150
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'18' ","'Men' ",2380
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'18' ","'Women' ",6675
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'19' ","'Men' ",365
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'19' ","'Women' ",885
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'20' ","'Men' ",70
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'20' ","'Women' ",195
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'21 and over' ","'Men' ",145
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'21 and over' ","'Women' ",310
2007 ,"'T1 - Chinese studies' ","'17 and under' ","'Men' ",10
2007 ,"'T1 - Chinese studies' ","'17 and under' ","'Women' ",15
2007 ,"'T1 - Chinese studies' ","'18' ","'Men' ",240
2007 ,"'T1 - Chinese studies' ","'18' ","'Women' ",220
2007 ,"'T1 - Chinese studies' ","'19' ","'Men' ",95
2007 ,"'T1 - Chinese studies' ","'19' ","'Women' ",80
2007 ,"'T1 - Chinese studies' ","'20' ","'Men' ",30
2007 ,"'T1 - Chinese studies' ","'20' ","'Women' ",20
2007 ,"'T1 - Chinese studies' ","'21 and over' ","'Men' ",75
2007 ,"'T1 - Chinese studies' ","'21 and over' ","'Women' ",25
2007 ,"'T2 - Japanese studies' ","'17 and under' ","'Men' ",10
2007 ,"'T2 - Japanese studies' ","'17 and under' ","'Women' ",20
2007 ,"'T2 - Japanese studies' ","'18' ","'Men' ",275
2007 ,"'T2 - Japanese studies' ","'18' ","'Women' ",290
2007 ,"'T2 - Japanese studies' ","'19' ","'Men' ",135
2007 ,"'T2 - Japanese studies' ","'19' ","'Women' ",85
2007 ,"'T2 - Japanese studies' ","'20' ","'Men' ",70
2007 ,"'T2 - Japanese studies' ","'20' ","'Women' ",35
2007 ,"'T2 - Japanese studies' ","'21 and over' ","'Men' ",145
2007 ,"'T2 - Japanese studies' ","'21 and over' ","'Women' ",60
2007 ,"'T3 - South Asian studies' ","'18' ","'Men' ",5
2007 ,"'T3 - South Asian studies' ","'18' ","'Women' ",25
2007 ,"'T3 - South Asian studies' ","'19' ","'Men' ",5
2007 ,"'T3 - South Asian studies' ","'19' ","'Women' ",5
2007 ,"'T3 - South Asian studies' ","'20' ","'Women' ",10
2007 ,"'T3 - South Asian studies' ","'21 and over' ","'Men' ",20
2007 ,"'T3 - South Asian studies' ","'21 and over' ","'Women' ",10
2007 ,"'T4 - Other Asian studies' ","'18' ","'Men' ",5
2007 ,"'T4 - Other Asian studies' ","'18' ","'Women' ",5
2007 ,"'T4 - Other Asian studies' ","'21 and over' ","'Men' ",5
2007 ,"'T5 - African studies' ","'18' ","'Men' ",10
