"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Ethnic Group (Summary Level) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_028_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Ethnic Group (Summary Level),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'Asian' ",14175
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ",5
2009 ,"'GG - Combinations within Mathematical Sciences' ","'Unknown' ",15
2009 ,"'H0 - Engineering: any area of study' ","'Asian' ",25
2009 ,"'H0 - Engineering: any area of study' ","'Black' ",30
2009 ,"'H0 - Engineering: any area of study' ","'Mixed' ",15
2009 ,"'H0 - Engineering: any area of study' ","'White' ",230
2009 ,"'H0 - Engineering: any area of study' ","'Other' ",5
2009 ,"'H0 - Engineering: any area of study' ","'Unknown' ",5
2009 ,"'H1 - General Engineering' ","'Asian' ",1330
2009 ,"'H1 - General Engineering' ","'Black' ",770
2009 ,"'H1 - General Engineering' ","'Mixed' ",335
2009 ,"'H1 - General Engineering' ","'White' ",6905
2009 ,"'H1 - General Engineering' ","'Other' ",150
2009 ,"'H1 - General Engineering' ","'Unknown' ",85
2009 ,"'H2 - Civil Engineering' ","'Asian' ",2155
2009 ,"'H2 - Civil Engineering' ","'Black' ",1150
2009 ,"'H2 - Civil Engineering' ","'Mixed' ",470
2009 ,"'H2 - Civil Engineering' ","'White' ",13110
2009 ,"'H2 - Civil Engineering' ","'Other' ",360
2009 ,"'H2 - Civil Engineering' ","'Unknown' ",130
2009 ,"'H3 - Mechanical Engineering' ","'Asian' ",2590
2009 ,"'H3 - Mechanical Engineering' ","'Black' ",1240
2009 ,"'H3 - Mechanical Engineering' ","'Mixed' ",705
2009 ,"'H3 - Mechanical Engineering' ","'White' ",17945
2009 ,"'H3 - Mechanical Engineering' ","'Other' ",225
2009 ,"'H3 - Mechanical Engineering' ","'Unknown' ",200
2009 ,"'H4 - Aerospace Engineering' ","'Asian' ",1700
2009 ,"'H4 - Aerospace Engineering' ","'Black' ",885
2009 ,"'H4 - Aerospace Engineering' ","'Mixed' ",370
2009 ,"'H4 - Aerospace Engineering' ","'White' ",5755
2009 ,"'H4 - Aerospace Engineering' ","'Other' ",150
2009 ,"'H4 - Aerospace Engineering' ","'Unknown' ",75
2009 ,"'H5 - Naval Architecture' ","'Asian' ",5
2009 ,"'H5 - Naval Architecture' ","'Black' ",5
2009 ,"'H5 - Naval Architecture' ","'White' ",240
2009 ,"'H5 - Naval Architecture' ","'Other' ",5
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Asian' ",2200
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Black' ",1940
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Mixed' ",415
2009 ,"'H6 - Electronic and Electrical Engineering' ","'White' ",8340
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Other' ",240
2009 ,"'H6 - Electronic and Electrical Engineering' ","'Unknown' ",195
2009 ,"'H7 - Production and Manufacturing Engineering' ","'Asian' ",215
2009 ,"'H7 - Production and Manufacturing Engineering' ","'Black' ",70
2009 ,"'H7 - Production and Manufacturing Engineering' ","'Mixed' ",65
2009 ,"'H7 - Production and Manufacturing Engineering' ","'White' ",2170
2009 ,"'H7 - Production and Manufacturing Engineering' ","'Other' ",25
2009 ,"'H7 - Production and Manufacturing Engineering' ","'Unknown' ",10
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'Asian' ",1200
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'Black' ",815
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'Mixed' ",185
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'White' ",3765
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'Other' ",150
2009 ,"'H8 - Chemical,Process and Energy Engineering' ","'Unknown' ",65
2009 ,"'H9 - Others in Engineering' ","'Asian' ",5
2009 ,"'H9 - Others in Engineering' ","'Black' ",5
2009 ,"'H9 - Others in Engineering' ","'White' ",15
2009 ,"'HH - Combinations within Engineering' ","'Asian' ",180
2009 ,"'HH - Combinations within Engineering' ","'Black' ",125
2009 ,"'HH - Combinations within Engineering' ","'Mixed' ",45
2009 ,"'HH - Combinations within Engineering' ","'White' ",1700
2009 ,"'HH - Combinations within Engineering' ","'Other' ",25
2009 ,"'HH - Combinations within Engineering' ","'Unknown' ",25
2009 ,"'I1 - Computer Science' ","'Asian' ",7930
2009 ,"'I1 - Computer Science' ","'Black' ",4380
2009 ,"'I1 - Computer Science' ","'Mixed' ",1420
2009 ,"'I1 - Computer Science' ","'White' ",31150
2009 ,"'I1 - Computer Science' ","'Other' ",845
2009 ,"'I1 - Computer Science' ","'Unknown' ",465
2009 ,"'I2 - Information Systems' ","'Asian' ",3315
2009 ,"'I2 - Information Systems' ","'Black' ",1650
2009 ,"'I2 - Information Systems' ","'Mixed' ",385
2009 ,"'I2 - Information Systems' ","'White' ",6905
2009 ,"'I2 - Information Systems' ","'Other' ",255
2009 ,"'I2 - Information Systems' ","'Unknown' ",120
2009 ,"'I3 - Software Engineering' ","'Asian' ",735
2009 ,"'I3 - Software Engineering' ","'Black' ",375
2009 ,"'I3 - Software Engineering' ","'Mixed' ",195
2009 ,"'I3 - Software Engineering' ","'White' ",4245
2009 ,"'I3 - Software Engineering' ","'Other' ",60
2009 ,"'I3 - Software Engineering' ","'Unknown' ",60
2009 ,"'I4 - Artificial Intelligence' ","'Asian' ",20
2009 ,"'I4 - Artificial Intelligence' ","'Black' ",5
2009 ,"'I4 - Artificial Intelligence' ","'Mixed' ",15
2009 ,"'I4 - Artificial Intelligence' ","'White' ",165
2009 ,"'I4 - Artificial Intelligence' ","'Unknown' ",5
2009 ,"'II - Combinations in Computer Sciences' ","'Asian' ",555
2009 ,"'II - Combinations in Computer Sciences' ","'Black' ",435
2009 ,"'II - Combinations in Computer Sciences' ","'Mixed' ",150
2009 ,"'II - Combinations in Computer Sciences' ","'White' ",3520
2009 ,"'II - Combinations in Computer Sciences' ","'Other' ",60
2009 ,"'II - Combinations in Computer Sciences' ","'Unknown' ",40
2009 ,"'J0 - Technologies: any area of study' ","'White' ",10
2009 ,"'J1 - Minerals Technology' ","'Asian' ",5
2009 ,"'J1 - Minerals Technology' ","'Black' ",5
2009 ,"'J1 - Minerals Technology' ","'White' ",90
2009 ,"'J2 - Metallurgy' ","'Asian' ",10
2009 ,"'J2 - Metallurgy' ","'Black' ",5
2009 ,"'J2 - Metallurgy' ","'White' ",20
2009 ,"'J4 - Polymers and Textiles' ","'Asian' ",45
2009 ,"'J4 - Polymers and Textiles' ","'Black' ",20
2009 ,"'J4 - Polymers and Textiles' ","'Mixed' ",35
2009 ,"'J4 - Polymers and Textiles' ","'White' ",710
2009 ,"'J4 - Polymers and Textiles' ","'Other' ",5
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Asian' ",90
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Black' ",45
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Mixed' ",40
2009 ,"'J5 - Materials Technology not otherwise spec' ","'White' ",355
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Other' ",10
2009 ,"'J5 - Materials Technology not otherwise spec' ","'Unknown' ",5
2009 ,"'J6 - Maritime Technology' ","'Asian' ",5
2009 ,"'J6 - Maritime Technology' ","'Black' ",5
2009 ,"'J6 - Maritime Technology' ","'Mixed' ",5
2009 ,"'J6 - Maritime Technology' ","'White' ",385
2009 ,"'J7 - Biotechnology' ","'Asian' ",60
2009 ,"'J7 - Biotechnology' ","'Black' ",30
2009 ,"'J7 - Biotechnology' ","'Mixed' ",10
2009 ,"'J7 - Biotechnology' ","'White' ",205
2009 ,"'J7 - Biotechnology' ","'Other' ",5
2009 ,"'J9 - Others in Technology' ","'Asian' ",160
2009 ,"'J9 - Others in Technology' ","'Black' ",280
2009 ,"'J9 - Others in Technology' ","'Mixed' ",245
2009 ,"'J9 - Others in Technology' ","'White' ",6640
2009 ,"'J9 - Others in Technology' ","'Other' ",45
2009 ,"'J9 - Others in Technology' ","'Unknown' ",55
2009 ,"'JJ - Combinations within Technology' ","'White' ",10
2009 ,"'K0 - Architecture,Build & Plan: any area' ","'White' ",15
2009 ,"'K1 - Architecture' ","'Asian' ",2555
2009 ,"'K1 - Architecture' ","'Black' ",1300
2009 ,"'K1 - Architecture' ","'Mixed' ",855
2009 ,"'K1 - Architecture' ","'White' ",14325
2009 ,"'K1 - Architecture' ","'Other' ",420
2009 ,"'K1 - Architecture' ","'Unknown' ",180
2009 ,"'K2 - Building' ","'Asian' ",1420
2009 ,"'K2 - Building' ","'Black' ",910
2009 ,"'K2 - Building' ","'Mixed' ",365
2009 ,"'K2 - Building' ","'White' ",12075
2009 ,"'K2 - Building' ","'Other' ",110
2009 ,"'K2 - Building' ","'Unknown' ",55
2009 ,"'K3 - Landscape & Garden Design' ","'Asian' ",25
2009 ,"'K3 - Landscape & Garden Design' ","'Black' ",25
2009 ,"'K3 - Landscape & Garden Design' ","'Mixed' ",15
2009 ,"'K3 - Landscape & Garden Design' ","'White' ",520
2009 ,"'K3 - Landscape & Garden Design' ","'Other' ",10
2009 ,"'K3 - Landscape & Garden Design' ","'Unknown' ",15
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Asian' ",160
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Black' ",190
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Mixed' ",95
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'White' ",2810
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Other' ",5
2009 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Unknown' ",10
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'Black' ",5
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'White' ",25
2009 ,"'K9 - Others in Architecture,Build & Plan' ","'Unknown' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Asian' ",65
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Black' ",40
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Mixed' ",25
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'White' ",565
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Other' ",5
2009 ,"'KK - Combinations within Architecture,Build & Plan' ","'Unknown' ",5
2009 ,"'L0 - Social Studies: any area of study' ","'Asian' ",140
2009 ,"'L0 - Social Studies: any area of study' ","'Black' ",65
2009 ,"'L0 - Social Studies: any area of study' ","'Mixed' ",90
2009 ,"'L0 - Social Studies: any area of study' ","'White' ",1285
2009 ,"'L0 - Social Studies: any area of study' ","'Other' ",15
2009 ,"'L0 - Social Studies: any area of study' ","'Unknown' ",40
2009 ,"'L1 - Economics' ","'Asian' ",7620
2009 ,"'L1 - Economics' ","'Black' ",2360
2009 ,"'L1 - Economics' ","'Mixed' ",1430
2009 ,"'L1 - Economics' ","'White' ",19570
2009 ,"'L1 - Economics' ","'Other' ",525
2009 ,"'L1 - Economics' ","'Unknown' ",275
2009 ,"'L2 - Politics' ","'Asian' ",1470
2009 ,"'L2 - Politics' ","'Black' ",1360
2009 ,"'L2 - Politics' ","'Mixed' ",875
2009 ,"'L2 - Politics' ","'White' ",16695
2009 ,"'L2 - Politics' ","'Other' ",285
2009 ,"'L2 - Politics' ","'Unknown' ",400
2009 ,"'L3 - Sociology' ","'Asian' ",1840
2009 ,"'L3 - Sociology' ","'Black' ",1360
2009 ,"'L3 - Sociology' ","'Mixed' ",760
2009 ,"'L3 - Sociology' ","'White' ",16300
2009 ,"'L3 - Sociology' ","'Other' ",260
2009 ,"'L3 - Sociology' ","'Unknown' ",120
2009 ,"'L4 - Social Policy' ","'Asian' ",290
2009 ,"'L4 - Social Policy' ","'Black' ",340
2009 ,"'L4 - Social Policy' ","'Mixed' ",125
2009 ,"'L4 - Social Policy' ","'White' ",3290
2009 ,"'L4 - Social Policy' ","'Other' ",25
2009 ,"'L4 - Social Policy' ","'Unknown' ",15
2009 ,"'L5 - Social Work' ","'Asian' ",4375
2009 ,"'L5 - Social Work' ","'Black' ",14530
2009 ,"'L5 - Social Work' ","'Mixed' ",2120
2009 ,"'L5 - Social Work' ","'White' ",36770
2009 ,"'L5 - Social Work' ","'Other' ",370
2009 ,"'L5 - Social Work' ","'Unknown' ",395
2009 ,"'L6 - Anthropology' ","'Asian' ",125
2009 ,"'L6 - Anthropology' ","'Black' ",105
2009 ,"'L6 - Anthropology' ","'Mixed' ",215
2009 ,"'L6 - Anthropology' ","'White' ",2450
2009 ,"'L6 - Anthropology' ","'Other' ",50
2009 ,"'L6 - Anthropology' ","'Unknown' ",50
2009 ,"'L7 - Human and Social Geography' ","'Asian' ",360
2009 ,"'L7 - Human and Social Geography' ","'Black' ",80
2009 ,"'L7 - Human and Social Geography' ","'Mixed' ",315
2009 ,"'L7 - Human and Social Geography' ","'White' ",13050
2009 ,"'L7 - Human and Social Geography' ","'Other' ",20
2009 ,"'L7 - Human and Social Geography' ","'Unknown' ",100
2009 ,"'L9 - Others in Social Studies' ","'Asian' ",105
2009 ,"'L9 - Others in Social Studies' ","'Black' ",190
2009 ,"'L9 - Others in Social Studies' ","'Mixed' ",100
2009 ,"'L9 - Others in Social Studies' ","'White' ",1390
2009 ,"'L9 - Others in Social Studies' ","'Other' ",10
2009 ,"'L9 - Others in Social Studies' ","'Unknown' ",20
2009 ,"'LL - Combinations within Social Studies' ","'Asian' ",1205
2009 ,"'LL - Combinations within Social Studies' ","'Black' ",990
2009 ,"'LL - Combinations within Social Studies' ","'Mixed' ",585
2009 ,"'LL - Combinations within Social Studies' ","'White' ",8845
2009 ,"'LL - Combinations within Social Studies' ","'Other' ",165
2009 ,"'LL - Combinations within Social Studies' ","'Unknown' ",160
2009 ,"'M1 - Law by Area' ","'Asian' ",14070
2009 ,"'M1 - Law by Area' ","'Black' ",7280
2009 ,"'M1 - Law by Area' ","'Mixed' ",2755
2009 ,"'M1 - Law by Area' ","'White' ",44580
2009 ,"'M1 - Law by Area' ","'Other' ",1185
2009 ,"'M1 - Law by Area' ","'Unknown' ",695
2009 ,"'M2 - Law by Topic' ","'Asian' ",710
2009 ,"'M2 - Law by Topic' ","'Black' ",370
2009 ,"'M2 - Law by Topic' ","'Mixed' ",150
2009 ,"'M2 - Law by Topic' ","'White' ",3005
2009 ,"'M2 - Law by Topic' ","'Other' ",45
2009 ,"'M2 - Law by Topic' ","'Unknown' ",30
2009 ,"'M9 - Others in Law' ","'Asian' ",1125
2009 ,"'M9 - Others in Law' ","'Black' ",790
2009 ,"'M9 - Others in Law' ","'Mixed' ",355
2009 ,"'M9 - Others in Law' ","'White' ",9635
2009 ,"'M9 - Others in Law' ","'Other' ",90
2009 ,"'M9 - Others in Law' ","'Unknown' ",60
2009 ,"'MM - Combinations within Law' ","'Asian' ",230
2009 ,"'MM - Combinations within Law' ","'Black' ",145
2009 ,"'MM - Combinations within Law' ","'Mixed' ",70
2009 ,"'MM - Combinations within Law' ","'White' ",1480
2009 ,"'MM - Combinations within Law' ","'Other' ",20
2009 ,"'MM - Combinations within Law' ","'Unknown' ",15
2009 ,"'N0 - Business & Admin studies: any area' ","'Asian' ",10
2009 ,"'N0 - Business & Admin studies: any area' ","'Black' ",5
2009 ,"'N0 - Business & Admin studies: any area' ","'White' ",20
2009 ,"'N1 - Business studies' ","'Asian' ",6395
2009 ,"'N1 - Business studies' ","'Black' ",4395
2009 ,"'N1 - Business studies' ","'Mixed' ",1505
2009 ,"'N1 - Business studies' ","'White' ",31235
2009 ,"'N1 - Business studies' ","'Other' ",735
2009 ,"'N1 - Business studies' ","'Unknown' ",260
2009 ,"'N2 - Management studies' ","'Asian' ",6750
2009 ,"'N2 - Management studies' ","'Black' ",3675
2009 ,"'N2 - Management studies' ","'Mixed' ",1365
2009 ,"'N2 - Management studies' ","'White' ",29585
2009 ,"'N2 - Management studies' ","'Other' ",610
2009 ,"'N2 - Management studies' ","'Unknown' ",235
2009 ,"'N3 - Finance' ","'Asian' ",1065
2009 ,"'N3 - Finance' ","'Black' ",480
2009 ,"'N3 - Finance' ","'Mixed' ",120
2009 ,"'N3 - Finance' ","'White' ",2265
2009 ,"'N3 - Finance' ","'Other' ",70
2009 ,"'N3 - Finance' ","'Unknown' ",35
2009 ,"'N4 - Accounting' ","'Asian' ",6275
2009 ,"'N4 - Accounting' ","'Black' ",2800
2009 ,"'N4 - Accounting' ","'Mixed' ",545
2009 ,"'N4 - Accounting' ","'White' ",12720
2009 ,"'N4 - Accounting' ","'Other' ",265
2009 ,"'N4 - Accounting' ","'Unknown' ",130
2009 ,"'N5 - Marketing' ","'Asian' ",1495
2009 ,"'N5 - Marketing' ","'Black' ",1335
2009 ,"'N5 - Marketing' ","'Mixed' ",625
2009 ,"'N5 - Marketing' ","'White' ",12520
2009 ,"'N5 - Marketing' ","'Other' ",195
2009 ,"'N5 - Marketing' ","'Unknown' ",90
2009 ,"'N6 - Human Resource Management' ","'Asian' ",500
2009 ,"'N6 - Human Resource Management' ","'Black' ",535
2009 ,"'N6 - Human Resource Management' ","'Mixed' ",95
2009 ,"'N6 - Human Resource Management' ","'White' ",1640
2009 ,"'N6 - Human Resource Management' ","'Other' ",40
2009 ,"'N6 - Human Resource Management' ","'Unknown' ",20
2009 ,"'N7 - Office Skills' ","'Asian' ",20
2009 ,"'N7 - Office Skills' ","'Black' ",5
2009 ,"'N7 - Office Skills' ","'White' ",25
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Asian' ",2045
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Black' ",2275
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Mixed' ",1185
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'White' ",26810
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Other' ",430
2009 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Unknown' ",135
2009 ,"'N9 - Others in Business & Admin Studies' ","'Asian' ",430
2009 ,"'N9 - Others in Business & Admin Studies' ","'Black' ",210
2009 ,"'N9 - Others in Business & Admin Studies' ","'Mixed' ",50
2009 ,"'N9 - Others in Business & Admin Studies' ","'White' ",790
2009 ,"'N9 - Others in Business & Admin Studies' ","'Other' ",50
2009 ,"'N9 - Others in Business & Admin Studies' ","'Unknown' ",10
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Asian' ",11780
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Black' ",5180
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Mixed' ",1580
2009 ,"'NN - Combinations within Business & Admin Studies' ","'White' ",26495
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Other' ",720
2009 ,"'NN - Combinations within Business & Admin Studies' ","'Unknown' ",355
2009 ,"'P1 - Information Services' ","'Asian' ",120
2009 ,"'P1 - Information Services' ","'Black' ",40
2009 ,"'P1 - Information Services' ","'Mixed' ",10
2009 ,"'P1 - Information Services' ","'White' ",235
2009 ,"'P1 - Information Services' ","'Other' ",10
2009 ,"'P2 - Publicity studies' ","'Asian' ",65
2009 ,"'P2 - Publicity studies' ","'Black' ",165
2009 ,"'P2 - Publicity studies' ","'Mixed' ",90
2009 ,"'P2 - Publicity studies' ","'White' ",1595
2009 ,"'P2 - Publicity studies' ","'Other' ",20
2009 ,"'P2 - Publicity studies' ","'Unknown' ",5
2009 ,"'P3 - Media studies' ","'Asian' ",1160
2009 ,"'P3 - Media studies' ","'Black' ",1525
2009 ,"'P3 - Media studies' ","'Mixed' ",940
2009 ,"'P3 - Media studies' ","'White' ",19655
2009 ,"'P3 - Media studies' ","'Other' ",230
2009 ,"'P3 - Media studies' ","'Unknown' ",140
2009 ,"'P4 - Publishing' ","'Asian' ",15
2009 ,"'P4 - Publishing' ","'Black' ",25
2009 ,"'P4 - Publishing' ","'Mixed' ",25
2009 ,"'P4 - Publishing' ","'White' ",295
2009 ,"'P5 - Journalism' ","'Asian' ",620
2009 ,"'P5 - Journalism' ","'Black' ",795
2009 ,"'P5 - Journalism' ","'Mixed' ",480
2009 ,"'P5 - Journalism' ","'White' ",11180
2009 ,"'P5 - Journalism' ","'Other' ",90
2009 ,"'P5 - Journalism' ","'Unknown' ",85
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Asian' ",215
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Black' ",210
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Mixed' ",120
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'White' ",2520
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Other' ",20
2009 ,"'P9 - Others in Mass Comms & Documentation' ","'Unknown' ",15
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Asian' ",250
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Black' ",345
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Mixed' ",185
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'White' ",3390
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Other' ",45
2009 ,"'PP - Combinations within Mass Comms & Documentation' ","'Unknown' ",20
2009 ,"'Q1 - Linguistics' ","'Asian' ",110
2009 ,"'Q1 - Linguistics' ","'Black' ",65
2009 ,"'Q1 - Linguistics' ","'Mixed' ",75
2009 ,"'Q1 - Linguistics' ","'White' ",1720
2009 ,"'Q1 - Linguistics' ","'Other' ",20
2009 ,"'Q1 - Linguistics' ","'Unknown' ",20
2009 ,"'Q2 - Comparative Literary studies' ","'Asian' ",35
2009 ,"'Q2 - Comparative Literary studies' ","'Black' ",25
2009 ,"'Q2 - Comparative Literary studies' ","'Mixed' ",20
2009 ,"'Q2 - Comparative Literary studies' ","'White' ",375
2009 ,"'Q2 - Comparative Literary studies' ","'Unknown' ",5
2009 ,"'Q3 - English studies' ","'Asian' ",2485
2009 ,"'Q3 - English studies' ","'Black' ",1155
2009 ,"'Q3 - English studies' ","'Mixed' ",2015
2009 ,"'Q3 - English studies' ","'White' ",47020
2009 ,"'Q3 - English studies' ","'Other' ",295
2009 ,"'Q3 - English studies' ","'Unknown' ",685
2009 ,"'Q4 - Ancient Language studies' ","'Asian' ",5
2009 ,"'Q4 - Ancient Language studies' ","'Mixed' ",5
2009 ,"'Q4 - Ancient Language studies' ","'White' ",30
2009 ,"'Q4 - Ancient Language studies' ","'Unknown' ",5
2009 ,"'Q5 - Celtic studies' ","'Mixed' ",10
2009 ,"'Q5 - Celtic studies' ","'White' ",525
2009 ,"'Q6 - Latin studies' ","'Mixed' ",5
2009 ,"'Q6 - Latin studies' ","'White' ",50
2009 ,"'Q6 - Latin studies' ","'Unknown' ",5
2009 ,"'Q7 - Classical Greek studies' ","'White' ",10
2009 ,"'Q8 - Classical studies' ","'Asian' ",190
2009 ,"'Q8 - Classical studies' ","'Black' ",70
2009 ,"'Q8 - Classical studies' ","'Mixed' ",150
2009 ,"'Q8 - Classical studies' ","'White' ",4335
2009 ,"'Q8 - Classical studies' ","'Other' ",15
2009 ,"'Q8 - Classical studies' ","'Unknown' ",85
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'Asian' ",5
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'Black' ",20
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'White' ",175
2009 ,"'Q9 - Others in Linguistics,Classics & related' ","'Other' ",5
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Asian' ",180
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Black' ",80
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Mixed' ",140
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'White' ",3035
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Other' ",20
2009 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Unknown' ",50
2009 ,"'R0 - European Langs,Lit & related: any area' ","'Asian' ",20
2009 ,"'R0 - European Langs,Lit & related: any area' ","'Black' ",15
2009 ,"'R0 - European Langs,Lit & related: any area' ","'Mixed' ",30
2009 ,"'R0 - European Langs,Lit & related: any area' ","'White' ",395
2009 ,"'R0 - European Langs,Lit & related: any area' ","'Other' ",15
2009 ,"'R0 - European Langs,Lit & related: any area' ","'Unknown' ",5
2009 ,"'R1 - French studies' ","'Asian' ",95
2009 ,"'R1 - French studies' ","'Black' ",115
2009 ,"'R1 - French studies' ","'Mixed' ",140
2009 ,"'R1 - French studies' ","'White' ",3450
2009 ,"'R1 - French studies' ","'Other' ",30
2009 ,"'R1 - French studies' ","'Unknown' ",35
2009 ,"'R2 - German studies' ","'Asian' ",55
2009 ,"'R2 - German studies' ","'Black' ",30
2009 ,"'R2 - German studies' ","'Mixed' ",55
2009 ,"'R2 - German studies' ","'White' ",1220
2009 ,"'R2 - German studies' ","'Unknown' ",10
2009 ,"'R3 - Italian studies' ","'Black' ",5
2009 ,"'R3 - Italian studies' ","'Mixed' ",5
2009 ,"'R3 - Italian studies' ","'White' ",250
2009 ,"'R4 - Spanish studies' ","'Asian' ",35
2009 ,"'R4 - Spanish studies' ","'Black' ",25
2009 ,"'R4 - Spanish studies' ","'Mixed' ",75
2009 ,"'R4 - Spanish studies' ","'White' ",1650
2009 ,"'R4 - Spanish studies' ","'Other' ",45
2009 ,"'R4 - Spanish studies' ","'Unknown' ",15
2009 ,"'R5 - Portuguese studies' ","'Mixed' ",5
2009 ,"'R5 - Portuguese studies' ","'White' ",5
2009 ,"'R6 - Scandinavian studies' ","'White' ",60
2009 ,"'R6 - Scandinavian studies' ","'Unknown' ",5
2009 ,"'R7 - Russian and East European studies' ","'Mixed' ",10
2009 ,"'R7 - Russian and East European studies' ","'White' ",360
2009 ,"'R7 - Russian and East European studies' ","'Unknown' ",10
2009 ,"'R8 - European studies' ","'Asian' ",25
2009 ,"'R8 - European studies' ","'Black' ",15
2009 ,"'R8 - European studies' ","'Mixed' ",30
2009 ,"'R8 - European studies' ","'White' ",690
2009 ,"'R8 - European studies' ","'Other' ",5
2009 ,"'R8 - European studies' ","'Unknown' ",10
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Asian' ",105
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Black' ",60
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Mixed' ",135
2009 ,"'R9 - Others in European Langs,Lit and related' ","'White' ",2890
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Other' ",35
2009 ,"'R9 - Others in European Langs,Lit and related' ","'Unknown' ",35
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Asian' ",150
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Black' ",130
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Mixed' ",300
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'White' ",8430
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Other' ",95
2009 ,"'RR - Combinations within European Langs,Lit and related' ","'Unknown' ",85
2009 ,"'T1 - Chinese studies' ","'Asian' ",35
2009 ,"'T1 - Chinese studies' ","'Black' ",10
2009 ,"'T1 - Chinese studies' ","'Mixed' ",50
2009 ,"'T1 - Chinese studies' ","'White' ",510
2009 ,"'T1 - Chinese studies' ","'Unknown' ",15
2009 ,"'T2 - Japanese studies' ","'Asian' ",95
2009 ,"'T2 - Japanese studies' ","'Black' ",25
2009 ,"'T2 - Japanese studies' ","'Mixed' ",100
2009 ,"'T2 - Japanese studies' ","'White' ",945
2009 ,"'T2 - Japanese studies' ","'Other' ",5
2009 ,"'T2 - Japanese studies' ","'Unknown' ",25
2009 ,"'T3 - South Asian studies' ","'Asian' ",5
