"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Academy' ","'Firm choice' ",1240
2009 ,"'B6 - Aural and Oral Sciences' ","'State' ","'Main scheme Clearing' ",5
2009 ,"'B6 - Aural and Oral Sciences' ","'Other' ","'Firm choice' ",10
2009 ,"'B6 - Aural and Oral Sciences' ","'Other' ","'RPA' ",5
2009 ,"'B7 - Nursing' ","'Academy' ","'Firm choice' ",1180
2009 ,"'B7 - Nursing' ","'Academy' ","'Insurance choice' ",60
2009 ,"'B7 - Nursing' ","'Academy' ","'Other main scheme choice' ",60
2009 ,"'B7 - Nursing' ","'Academy' ","'Extra' ",50
2009 ,"'B7 - Nursing' ","'Academy' ","'Main scheme Clearing' ",90
2009 ,"'B7 - Nursing' ","'Academy' ","'Direct Clearing' ",10
2009 ,"'B7 - Nursing' ","'Further education' ","'Firm choice' ",1500
2009 ,"'B7 - Nursing' ","'Further education' ","'Insurance choice' ",30
2009 ,"'B7 - Nursing' ","'Further education' ","'Other main scheme choice' ",80
2009 ,"'B7 - Nursing' ","'Further education' ","'Extra' ",50
2009 ,"'B7 - Nursing' ","'Further education' ","'Main scheme Clearing' ",85
2009 ,"'B7 - Nursing' ","'Further education' ","'Direct Clearing' ",10
2009 ,"'B7 - Nursing' ","'Grammar' ","'Firm choice' ",130
2009 ,"'B7 - Nursing' ","'Grammar' ","'Insurance choice' ",10
2009 ,"'B7 - Nursing' ","'Grammar' ","'Extra' ",5
2009 ,"'B7 - Nursing' ","'Grammar' ","'Main scheme Clearing' ",10
2009 ,"'B7 - Nursing' ","'Independent' ","'Firm choice' ",145
2009 ,"'B7 - Nursing' ","'Independent' ","'Insurance choice' ",15
2009 ,"'B7 - Nursing' ","'Independent' ","'Other main scheme choice' ",10
2009 ,"'B7 - Nursing' ","'Independent' ","'Main scheme Clearing' ",10
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Firm choice' ",1600
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Insurance choice' ",70
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Other main scheme choice' ",90
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Extra' ",65
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Main scheme Clearing' ",105
2009 ,"'B7 - Nursing' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'B7 - Nursing' ","'State' ","'Firm choice' ",1460
2009 ,"'B7 - Nursing' ","'State' ","'Insurance choice' ",65
2009 ,"'B7 - Nursing' ","'State' ","'Other main scheme choice' ",65
2009 ,"'B7 - Nursing' ","'State' ","'Extra' ",45
2009 ,"'B7 - Nursing' ","'State' ","'Main scheme Clearing' ",100
2009 ,"'B7 - Nursing' ","'State' ","'Direct Clearing' ",15
2009 ,"'B7 - Nursing' ","'Other' ","'Firm choice' ",515
2009 ,"'B7 - Nursing' ","'Other' ","'Insurance choice' ",10
2009 ,"'B7 - Nursing' ","'Other' ","'Other main scheme choice' ",35
2009 ,"'B7 - Nursing' ","'Other' ","'Extra' ",20
2009 ,"'B7 - Nursing' ","'Other' ","'Main scheme Clearing' ",30
2009 ,"'B7 - Nursing' ","'Other' ","'Direct Clearing' ",5
2009 ,"'B7 - Nursing' ","'Other' ","'RPA' ",50
2009 ,"'B8 - Medical Technology' ","'Academy' ","'Firm choice' ",115
2009 ,"'B8 - Medical Technology' ","'Academy' ","'Insurance choice' ",10
2009 ,"'B8 - Medical Technology' ","'Academy' ","'Main scheme Clearing' ",30
2009 ,"'B8 - Medical Technology' ","'Further education' ","'Firm choice' ",75
2009 ,"'B8 - Medical Technology' ","'Further education' ","'Insurance choice' ",5
2009 ,"'B8 - Medical Technology' ","'Further education' ","'Other main scheme choice' ",5
2009 ,"'B8 - Medical Technology' ","'Further education' ","'Extra' ",5
2009 ,"'B8 - Medical Technology' ","'Further education' ","'Main scheme Clearing' ",10
2009 ,"'B8 - Medical Technology' ","'Grammar' ","'Firm choice' ",55
2009 ,"'B8 - Medical Technology' ","'Grammar' ","'Insurance choice' ",5
2009 ,"'B8 - Medical Technology' ","'Independent' ","'Firm choice' ",25
2009 ,"'B8 - Medical Technology' ","'Independent' ","'Main scheme Clearing' ",5
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ","'Firm choice' ",130
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ","'Insurance choice' ",15
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ","'Other main scheme choice' ",5
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ","'Extra' ",5
2009 ,"'B8 - Medical Technology' ","'Sixth form college' ","'Main scheme Clearing' ",25
2009 ,"'B8 - Medical Technology' ","'State' ","'Firm choice' ",225
2009 ,"'B8 - Medical Technology' ","'State' ","'Insurance choice' ",25
2009 ,"'B8 - Medical Technology' ","'State' ","'Other main scheme choice' ",5
2009 ,"'B8 - Medical Technology' ","'State' ","'Extra' ",5
2009 ,"'B8 - Medical Technology' ","'State' ","'Main scheme Clearing' ",30
2009 ,"'B8 - Medical Technology' ","'Other' ","'Firm choice' ",20
2009 ,"'B8 - Medical Technology' ","'Other' ","'Insurance choice' ",5
2009 ,"'B8 - Medical Technology' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'B8 - Medical Technology' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Firm choice' ",670
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Insurance choice' ",115
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Other main scheme choice' ",10
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Extra' ",15
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Adjustment' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Main scheme Clearing' ",180
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Firm choice' ",375
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Insurance choice' ",40
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Other main scheme choice' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Extra' ",15
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Main scheme Clearing' ",60
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Further education' ","'Direct Clearing' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Grammar' ","'Firm choice' ",195
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Grammar' ","'Insurance choice' ",50
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Grammar' ","'Extra' ",10
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Grammar' ","'Main scheme Clearing' ",35
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Independent' ","'Firm choice' ",225
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Independent' ","'Insurance choice' ",40
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Independent' ","'Extra' ",15
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Independent' ","'Main scheme Clearing' ",70
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Firm choice' ",580
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Insurance choice' ",85
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Other main scheme choice' ",15
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Extra' ",25
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",150
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Firm choice' ",805
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Insurance choice' ",145
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Other main scheme choice' ",10
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Extra' ",25
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Main scheme Clearing' ",210
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'State' ","'Direct Clearing' ",10
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'Firm choice' ",105
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'Insurance choice' ",15
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'Main scheme Clearing' ",30
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'Direct Clearing' ",5
2009 ,"'B9 - Others in Subjects allied to Medicine' ","'Other' ","'RPA' ",55
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Academy' ","'Firm choice' ",20
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Further education' ","'Firm choice' ",10
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Further education' ","'Main scheme Clearing' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Independent' ","'Firm choice' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Independent' ","'Main scheme Clearing' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Sixth form college' ","'Firm choice' ",15
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Sixth form college' ","'Insurance choice' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'State' ","'Firm choice' ",15
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'State' ","'Insurance choice' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'State' ","'Main scheme Clearing' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ","'Firm choice' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'BB - Combinations within Subjects allied to Medicine' ","'Other' ","'RPA' ",5
2009 ,"'C0 - Biological Sciences: any area of study' ","'Academy' ","'Firm choice' ",5
2009 ,"'C0 - Biological Sciences: any area of study' ","'Independent' ","'Firm choice' ",5
2009 ,"'C1 - Biology' ","'Academy' ","'Firm choice' ",675
2009 ,"'C1 - Biology' ","'Academy' ","'Insurance choice' ",150
2009 ,"'C1 - Biology' ","'Academy' ","'Other main scheme choice' ",5
2009 ,"'C1 - Biology' ","'Academy' ","'Extra' ",10
2009 ,"'C1 - Biology' ","'Academy' ","'Main scheme Clearing' ",90
2009 ,"'C1 - Biology' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'C1 - Biology' ","'Further education' ","'Firm choice' ",165
2009 ,"'C1 - Biology' ","'Further education' ","'Insurance choice' ",30
2009 ,"'C1 - Biology' ","'Further education' ","'Other main scheme choice' ",5
2009 ,"'C1 - Biology' ","'Further education' ","'Extra' ",5
2009 ,"'C1 - Biology' ","'Further education' ","'Main scheme Clearing' ",15
2009 ,"'C1 - Biology' ","'Grammar' ","'Firm choice' ",95
2009 ,"'C1 - Biology' ","'Grammar' ","'Insurance choice' ",15
2009 ,"'C1 - Biology' ","'Grammar' ","'Main scheme Clearing' ",20
2009 ,"'C1 - Biology' ","'Independent' ","'Firm choice' ",415
2009 ,"'C1 - Biology' ","'Independent' ","'Insurance choice' ",50
2009 ,"'C1 - Biology' ","'Independent' ","'Extra' ",5
2009 ,"'C1 - Biology' ","'Independent' ","'Main scheme Clearing' ",55
2009 ,"'C1 - Biology' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'C1 - Biology' ","'Sixth form college' ","'Firm choice' ",425
2009 ,"'C1 - Biology' ","'Sixth form college' ","'Insurance choice' ",75
2009 ,"'C1 - Biology' ","'Sixth form college' ","'Other main scheme choice' ",5
2009 ,"'C1 - Biology' ","'Sixth form college' ","'Extra' ",5
2009 ,"'C1 - Biology' ","'Sixth form college' ","'Main scheme Clearing' ",65
2009 ,"'C1 - Biology' ","'State' ","'Firm choice' ",725
2009 ,"'C1 - Biology' ","'State' ","'Insurance choice' ",135
2009 ,"'C1 - Biology' ","'State' ","'Other main scheme choice' ",10
2009 ,"'C1 - Biology' ","'State' ","'Extra' ",10
2009 ,"'C1 - Biology' ","'State' ","'Main scheme Clearing' ",110
2009 ,"'C1 - Biology' ","'State' ","'Direct Clearing' ",5
2009 ,"'C1 - Biology' ","'Other' ","'Firm choice' ",50
2009 ,"'C1 - Biology' ","'Other' ","'Insurance choice' ",5
2009 ,"'C1 - Biology' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'C1 - Biology' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'C1 - Biology' ","'Other' ","'Direct Clearing' ",5
2009 ,"'C1 - Biology' ","'Other' ","'RPA' ",20
2009 ,"'C2 - Botany' ","'Academy' ","'Firm choice' ",5
2009 ,"'C2 - Botany' ","'State' ","'Firm choice' ",5
2009 ,"'C3 - Zoology' ","'Academy' ","'Firm choice' ",200
2009 ,"'C3 - Zoology' ","'Academy' ","'Insurance choice' ",30
2009 ,"'C3 - Zoology' ","'Academy' ","'Extra' ",5
2009 ,"'C3 - Zoology' ","'Academy' ","'Main scheme Clearing' ",25
2009 ,"'C3 - Zoology' ","'Further education' ","'Firm choice' ",130
2009 ,"'C3 - Zoology' ","'Further education' ","'Insurance choice' ",10
2009 ,"'C3 - Zoology' ","'Further education' ","'Main scheme Clearing' ",10
2009 ,"'C3 - Zoology' ","'Grammar' ","'Firm choice' ",25
2009 ,"'C3 - Zoology' ","'Grammar' ","'Insurance choice' ",5
2009 ,"'C3 - Zoology' ","'Independent' ","'Firm choice' ",115
2009 ,"'C3 - Zoology' ","'Independent' ","'Insurance choice' ",15
2009 ,"'C3 - Zoology' ","'Independent' ","'Main scheme Clearing' ",10
2009 ,"'C3 - Zoology' ","'Sixth form college' ","'Firm choice' ",120
2009 ,"'C3 - Zoology' ","'Sixth form college' ","'Insurance choice' ",15
2009 ,"'C3 - Zoology' ","'Sixth form college' ","'Main scheme Clearing' ",5
2009 ,"'C3 - Zoology' ","'Sixth form college' ","'Direct Clearing' ",5
2009 ,"'C3 - Zoology' ","'State' ","'Firm choice' ",225
2009 ,"'C3 - Zoology' ","'State' ","'Insurance choice' ",35
2009 ,"'C3 - Zoology' ","'State' ","'Extra' ",10
2009 ,"'C3 - Zoology' ","'State' ","'Main scheme Clearing' ",15
2009 ,"'C3 - Zoology' ","'State' ","'Direct Clearing' ",5
2009 ,"'C3 - Zoology' ","'Other' ","'Firm choice' ",30
2009 ,"'C3 - Zoology' ","'Other' ","'Insurance choice' ",5
2009 ,"'C4 - Genetics' ","'Academy' ","'Firm choice' ",45
2009 ,"'C4 - Genetics' ","'Academy' ","'Insurance choice' ",10
2009 ,"'C4 - Genetics' ","'Academy' ","'Main scheme Clearing' ",10
2009 ,"'C4 - Genetics' ","'Further education' ","'Firm choice' ",20
2009 ,"'C4 - Genetics' ","'Further education' ","'Main scheme Clearing' ",5
2009 ,"'C4 - Genetics' ","'Grammar' ","'Firm choice' ",5
2009 ,"'C4 - Genetics' ","'Grammar' ","'Insurance choice' ",5
2009 ,"'C4 - Genetics' ","'Grammar' ","'Main scheme Clearing' ",5
2009 ,"'C4 - Genetics' ","'Independent' ","'Firm choice' ",20
2009 ,"'C4 - Genetics' ","'Independent' ","'Main scheme Clearing' ",10
2009 ,"'C4 - Genetics' ","'Sixth form college' ","'Firm choice' ",35
2009 ,"'C4 - Genetics' ","'Sixth form college' ","'Insurance choice' ",5
2009 ,"'C4 - Genetics' ","'Sixth form college' ","'Main scheme Clearing' ",5
2009 ,"'C4 - Genetics' ","'State' ","'Firm choice' ",80
2009 ,"'C4 - Genetics' ","'State' ","'Insurance choice' ",5
2009 ,"'C4 - Genetics' ","'State' ","'Main scheme Clearing' ",15
2009 ,"'C4 - Genetics' ","'Other' ","'Firm choice' ",5
2009 ,"'C5 - Microbiology' ","'Academy' ","'Firm choice' ",35
2009 ,"'C5 - Microbiology' ","'Academy' ","'Insurance choice' ",10
2009 ,"'C5 - Microbiology' ","'Academy' ","'Main scheme Clearing' ",5
2009 ,"'C5 - Microbiology' ","'Further education' ","'Firm choice' ",15
2009 ,"'C5 - Microbiology' ","'Grammar' ","'Firm choice' ",10
2009 ,"'C5 - Microbiology' ","'Independent' ","'Firm choice' ",20
2009 ,"'C5 - Microbiology' ","'Independent' ","'Extra' ",5
2009 ,"'C5 - Microbiology' ","'Sixth form college' ","'Firm choice' ",25
2009 ,"'C5 - Microbiology' ","'Sixth form college' ","'Insurance choice' ",5
2009 ,"'C5 - Microbiology' ","'Sixth form college' ","'Main scheme Clearing' ",5
2009 ,"'C5 - Microbiology' ","'State' ","'Firm choice' ",65
2009 ,"'C5 - Microbiology' ","'State' ","'Insurance choice' ",15
2009 ,"'C5 - Microbiology' ","'State' ","'Main scheme Clearing' ",5
2009 ,"'C5 - Microbiology' ","'Other' ","'Firm choice' ",5
2009 ,"'C5 - Microbiology' ","'Other' ","'RPA' ",5
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Firm choice' ",1210
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Insurance choice' ",205
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Other main scheme choice' ",15
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Extra' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Main scheme Clearing' ",155
2009 ,"'C6 - Sport and Exercise Science' ","'Academy' ","'Direct Clearing' ",15
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Firm choice' ",1460
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Insurance choice' ",80
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Other main scheme choice' ",55
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Extra' ",30
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Main scheme Clearing' ",80
2009 ,"'C6 - Sport and Exercise Science' ","'Further education' ","'Direct Clearing' ",25
2009 ,"'C6 - Sport and Exercise Science' ","'Grammar' ","'Firm choice' ",115
2009 ,"'C6 - Sport and Exercise Science' ","'Grammar' ","'Insurance choice' ",30
2009 ,"'C6 - Sport and Exercise Science' ","'Grammar' ","'Main scheme Clearing' ",10
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Firm choice' ",265
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Insurance choice' ",80
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Extra' ",5
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Main scheme Clearing' ",75
2009 ,"'C6 - Sport and Exercise Science' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Firm choice' ",1400
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Insurance choice' ",145
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Other main scheme choice' ",30
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Extra' ",25
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Main scheme Clearing' ",120
2009 ,"'C6 - Sport and Exercise Science' ","'Sixth form college' ","'Direct Clearing' ",25
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Firm choice' ",1380
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Insurance choice' ",270
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Other main scheme choice' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Extra' ",25
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Main scheme Clearing' ",200
2009 ,"'C6 - Sport and Exercise Science' ","'State' ","'Direct Clearing' ",15
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Firm choice' ",315
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Insurance choice' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Other main scheme choice' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Extra' ",5
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Main scheme Clearing' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'Direct Clearing' ",20
2009 ,"'C6 - Sport and Exercise Science' ","'Other' ","'RPA' ",165
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Academy' ","'Firm choice' ",330
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Academy' ","'Insurance choice' ",70
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Academy' ","'Extra' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Academy' ","'Main scheme Clearing' ",45
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Further education' ","'Firm choice' ",70
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Further education' ","'Insurance choice' ",10
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Further education' ","'Main scheme Clearing' ",15
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Grammar' ","'Firm choice' ",40
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Grammar' ","'Insurance choice' ",10
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Grammar' ","'Main scheme Clearing' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Independent' ","'Firm choice' ",200
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Independent' ","'Insurance choice' ",25
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Independent' ","'Extra' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Independent' ","'Main scheme Clearing' ",20
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Sixth form college' ","'Firm choice' ",260
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Sixth form college' ","'Insurance choice' ",35
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Sixth form college' ","'Extra' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Sixth form college' ","'Main scheme Clearing' ",35
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'State' ","'Firm choice' ",280
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'State' ","'Insurance choice' ",55
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'State' ","'Extra' ",10
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'State' ","'Main scheme Clearing' ",75
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ","'Firm choice' ",10
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ","'Insurance choice' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ","'Main scheme Clearing' ",10
2009 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Other' ","'RPA' ",5
2009 ,"'C8 - Psychology' ","'Academy' ","'Firm choice' ",2180
2009 ,"'C8 - Psychology' ","'Academy' ","'Insurance choice' ",355
2009 ,"'C8 - Psychology' ","'Academy' ","'Other main scheme choice' ",10
2009 ,"'C8 - Psychology' ","'Academy' ","'Extra' ",30
2009 ,"'C8 - Psychology' ","'Academy' ","'Main scheme Clearing' ",230
2009 ,"'C8 - Psychology' ","'Academy' ","'Direct Clearing' ",15
2009 ,"'C8 - Psychology' ","'Further education' ","'Firm choice' ",815
2009 ,"'C8 - Psychology' ","'Further education' ","'Insurance choice' ",120
2009 ,"'C8 - Psychology' ","'Further education' ","'Other main scheme choice' ",20
2009 ,"'C8 - Psychology' ","'Further education' ","'Extra' ",20
2009 ,"'C8 - Psychology' ","'Further education' ","'Adjustment' ",5
2009 ,"'C8 - Psychology' ","'Further education' ","'Main scheme Clearing' ",100
2009 ,"'C8 - Psychology' ","'Further education' ","'Direct Clearing' ",10
2009 ,"'C8 - Psychology' ","'Grammar' ","'Firm choice' ",295
2009 ,"'C8 - Psychology' ","'Grammar' ","'Insurance choice' ",40
2009 ,"'C8 - Psychology' ","'Grammar' ","'Other main scheme choice' ",5
2009 ,"'C8 - Psychology' ","'Grammar' ","'Extra' ",5
2009 ,"'C8 - Psychology' ","'Grammar' ","'Main scheme Clearing' ",40
2009 ,"'C8 - Psychology' ","'Independent' ","'Firm choice' ",630
2009 ,"'C8 - Psychology' ","'Independent' ","'Insurance choice' ",110
2009 ,"'C8 - Psychology' ","'Independent' ","'Main scheme Clearing' ",75
2009 ,"'C8 - Psychology' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Firm choice' ",1810
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Insurance choice' ",275
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Other main scheme choice' ",25
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Extra' ",25
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Adjustment' ",5
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Main scheme Clearing' ",225
2009 ,"'C8 - Psychology' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'C8 - Psychology' ","'State' ","'Firm choice' ",2220
2009 ,"'C8 - Psychology' ","'State' ","'Insurance choice' ",370
2009 ,"'C8 - Psychology' ","'State' ","'Other main scheme choice' ",20
2009 ,"'C8 - Psychology' ","'State' ","'Extra' ",45
2009 ,"'C8 - Psychology' ","'State' ","'Adjustment' ",5
2009 ,"'C8 - Psychology' ","'State' ","'Main scheme Clearing' ",270
2009 ,"'C8 - Psychology' ","'State' ","'Direct Clearing' ",15
2009 ,"'C8 - Psychology' ","'Other' ","'Firm choice' ",180
2009 ,"'C8 - Psychology' ","'Other' ","'Insurance choice' ",35
2009 ,"'C8 - Psychology' ","'Other' ","'Other main scheme choice' ",15
2009 ,"'C8 - Psychology' ","'Other' ","'Extra' ",5
2009 ,"'C8 - Psychology' ","'Other' ","'Main scheme Clearing' ",35
2009 ,"'C8 - Psychology' ","'Other' ","'Direct Clearing' ",15
2009 ,"'C8 - Psychology' ","'Other' ","'RPA' ",95
2009 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Firm choice' ",120
2009 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Insurance choice' ",30
2009 ,"'C9 - Others in Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",35
2009 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Firm choice' ",55
2009 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Insurance choice' ",10
2009 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Extra' ",5
2009 ,"'C9 - Others in Biological Sciences' ","'Further education' ","'Main scheme Clearing' ",15
2009 ,"'C9 - Others in Biological Sciences' ","'Grammar' ","'Firm choice' ",5
