"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_009_07.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2006 ,"'England' ","'England' ","'17 and under' ","'Men' ","'Firm choice' ",375
2009 ,"'England' ","'England' ","'20' ","'Men' ","'RPA' ",1080
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Firm choice' ",9290
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Insurance choice' ",310
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Other main scheme choice' ",885
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Extra' ",240
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Adjustment' ",5
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Main scheme Clearing' ",970
2009 ,"'England' ","'England' ","'20' ","'Women' ","'Direct Clearing' ",540
2009 ,"'England' ","'England' ","'20' ","'Women' ","'RPA' ",775
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",17995
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Insurance choice' ",395
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Other main scheme choice' ",3920
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Extra' ",280
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Adjustment' ",5
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",1835
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'Direct Clearing' ",2350
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ","'RPA' ",4985
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",30895
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Insurance choice' ",405
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Other main scheme choice' ",5645
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Extra' ",435
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Adjustment' ",5
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",2770
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'Direct Clearing' ",2315
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ","'RPA' ",5410
2009 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ","'Firm choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ","'Firm choice' ",10
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",660
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",70
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Extra' ",10
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",70
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",945
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Insurance choice' ",115
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Extra' ",20
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ","'Main scheme Clearing' ",85
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Firm choice' ",175
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Insurance choice' ",10
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Extra' ",5
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'Direct Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ","'RPA' ",10
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Firm choice' ",215
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Insurance choice' ",15
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Extra' ",5
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'Direct Clearing' ",10
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ","'RPA' ",10
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Firm choice' ",80
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Insurance choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ","'Direct Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Firm choice' ",85
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Insurance choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'Direct Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ","'RPA' ",5
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Firm choice' ",175
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",15
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Direct Clearing' ",10
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ","'RPA' ",5
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Firm choice' ",135
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",15
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Extra' ",10
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Direct Clearing' ",5
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ","'RPA' ",5
2009 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ","'Firm choice' ",5
2009 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ","'Firm choice' ",10
2009 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Firm choice' ",235
2009 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Insurance choice' ",25
2009 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Extra' ",5
2009 ,"'England' ","'Scotland' ","'18' ","'Men' ","'Main scheme Clearing' ",20
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Firm choice' ",295
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Insurance choice' ",25
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Extra' ",5
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ","'Main scheme Clearing' ",20
2009 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Firm choice' ",145
2009 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Insurance choice' ",10
2009 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Other main scheme choice' ",10
2009 ,"'England' ","'Scotland' ","'19' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Firm choice' ",170
2009 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Insurance choice' ",5
2009 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Extra' ",5
2009 ,"'England' ","'Scotland' ","'19' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Firm choice' ",60
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Insurance choice' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ","'Direct Clearing' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Firm choice' ",80
2009 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Scotland' ","'20' ","'Women' ","'RPA' ",5
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Firm choice' ",170
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",25
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Extra' ",5
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",10
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'Direct Clearing' ",10
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ","'RPA' ",20
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Firm choice' ",205
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",35
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'Direct Clearing' ",10
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ","'RPA' ",10
2009 ,"'England' ","'Wales' ","'17 and under' ","'Men' ","'Firm choice' ",5
2009 ,"'England' ","'Wales' ","'17 and under' ","'Women' ","'Firm choice' ",10
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Firm choice' ",1205
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Insurance choice' ",145
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Extra' ",15
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Adjustment' ",5
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Main scheme Clearing' ",85
2009 ,"'England' ","'Wales' ","'18' ","'Men' ","'Direct Clearing' ",5
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Firm choice' ",1515
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Insurance choice' ",175
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Extra' ",25
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Main scheme Clearing' ",140
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'Direct Clearing' ",5
2009 ,"'England' ","'Wales' ","'18' ","'Women' ","'RPA' ",5
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Firm choice' ",395
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Insurance choice' ",25
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Other main scheme choice' ",20
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Extra' ",10
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Main scheme Clearing' ",30
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'Direct Clearing' ",10
2009 ,"'England' ","'Wales' ","'19' ","'Men' ","'RPA' ",10
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Firm choice' ",515
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Insurance choice' ",15
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Other main scheme choice' ",20
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Extra' ",10
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Main scheme Clearing' ",50
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'Direct Clearing' ",10
2009 ,"'England' ","'Wales' ","'19' ","'Women' ","'RPA' ",10
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Firm choice' ",140
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Insurance choice' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Other main scheme choice' ",10
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Extra' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'Direct Clearing' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Men' ","'RPA' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'Firm choice' ",165
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'Extra' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'Direct Clearing' ",5
2009 ,"'England' ","'Wales' ","'20' ","'Women' ","'RPA' ",5
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Firm choice' ",270
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Other main scheme choice' ",45
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Extra' ",5
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",25
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'Direct Clearing' ",20
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ","'RPA' ",30
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Firm choice' ",310
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Other main scheme choice' ",35
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Extra' ",5
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",25
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'Direct Clearing' ",20
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ","'RPA' ",20
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Firm choice' ",30
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Insurance choice' ",15
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Firm choice' ",65
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Insurance choice' ",10
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ","'Main scheme Clearing' ",15
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ","'Firm choice' ",20
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Firm choice' ",20
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Insurance choice' ",5
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ","'Direct Clearing' ",5
2009 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ","'Firm choice' ",5
2009 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ","'Firm choice' ",5
2009 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",15
2009 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",20
2009 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ","'Firm choice' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ","'Firm choice' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",2205
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",470
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Extra' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Adjustment' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",165
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ","'Direct Clearing' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",2755
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Insurance choice' ",480
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Extra' ",35
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Adjustment' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Main scheme Clearing' ",235
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ","'Direct Clearing' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Firm choice' ",350
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Insurance choice' ",50
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Other main scheme choice' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Main scheme Clearing' ",30
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ","'Direct Clearing' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Firm choice' ",420
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Insurance choice' ",45
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Other main scheme choice' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Extra' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Main scheme Clearing' ",30
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'Direct Clearing' ",30
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ","'RPA' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Firm choice' ",185
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Insurance choice' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Other main scheme choice' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ","'Direct Clearing' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Firm choice' ",215
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Insurance choice' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Other main scheme choice' ",20
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ","'Direct Clearing' ",20
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Firm choice' ",430
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Insurance choice' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Other main scheme choice' ",45
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Extra' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",20
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Direct Clearing' ",40
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'RPA' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Firm choice' ",605
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Insurance choice' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Other main scheme choice' ",30
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Extra' ",5
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",40
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'Direct Clearing' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ","'RPA' ",5
2009 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ","'Firm choice' ",10
2009 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ","'Firm choice' ",5
2009 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ","'Firm choice' ",10
2009 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Firm choice' ",945
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Insurance choice' ",225
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Extra' ",10
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Main scheme Clearing' ",175
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ","'Direct Clearing' ",5
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Firm choice' ",1295
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Insurance choice' ",210
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Extra' ",15
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'Main scheme Clearing' ",150
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ","'RPA' ",5
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Firm choice' ",400
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Insurance choice' ",35
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Extra' ",5
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Main scheme Clearing' ",55
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'Direct Clearing' ",10
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ","'RPA' ",5
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Firm choice' ",450
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Insurance choice' ",15
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Other main scheme choice' ",5
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Extra' ",10
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Main scheme Clearing' ",30
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ","'Direct Clearing' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Men' ","'Firm choice' ",75
2009 ,"'Scotland' ","'England' ","'20' ","'Men' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Men' ","'Direct Clearing' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Firm choice' ",70
2009 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'Scotland' ","'England' ","'20' ","'Women' ","'Direct Clearing' ",5
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Firm choice' ",180
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Other main scheme choice' ",20
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'Direct Clearing' ",10
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ","'RPA' ",10
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Firm choice' ",150
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Other main scheme choice' ",10
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Extra' ",5
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",10
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ","'RPA' ",10
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Firm choice' ",255
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Insurance choice' ",55
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Extra' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ","'Main scheme Clearing' ",35
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ","'Firm choice' ",375
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ","'Insurance choice' ",60
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ","'Extra' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ","'Main scheme Clearing' ",25
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ","'Firm choice' ",55
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ","'Extra' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ","'Main scheme Clearing' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ","'Firm choice' ",45
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ","'Insurance choice' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ","'Main scheme Clearing' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ","'Firm choice' ",15
2009 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ","'Other main scheme choice' ",5
2009 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ","'Firm choice' ",10
2009 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Firm choice' ",40
2009 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ","'Insurance choice' ",5
